price,score,n_events,unique_days,unique_weeks,unique_months,span_days,first_event,last_event,mean_strength,median_strength,max_strength,mean_reaction,n_scales,n_sources,mean_rel_volume,decayed_touches,c__scale_weight,c__n_pairs,c_touch,c_reaction,c_temporal,c_scale,c_volume,c_recency,c_confluence
169785.0000,63.0000,7,5,2,1,7.9486,2026-06-08 11:44:00,2026-06-16 10:30:00,2.7359,2.5007,3.4107,2907.1429,3,1,2.9307,5.6833,2.5000,3.0000,0.3000,0.5848,0.1747,0.3759,0.8076,0.7400,0.4114
169295.0000,69.6000,8,4,3,1,11.0174,2026-06-05 17:07:00,2026-06-16 17:32:00,3.1054,3.7270,4.0000,3683.1250,3,1,2.4287,6.5106,2.5000,3.0000,0.3519,0.9285,0.1485,0.3759,0.5089,0.7954,0.4114
168805.0000,58.7000,6,4,1,1,2.9507,2026-06-08 11:13:00,2026-06-11 10:02:00,2.4635,2.5509,2.8430,1609.1667,3,1,2.8826,4.8238,3.5000,3.0000,0.2468,0.3968,0.1339,0.5861,0.7797,0.6668,0.4114
168560.0000,48.8000,4,2,1,1,1.1646,2026-06-10 10:19:00,2026-06-11 14:16:00,2.6445,2.4661,3.4773,3083.7500,2,1,2.9657,3.2259,1.7000,2.0000,0.1519,0.5348,0.0586,0.1633,0.8177,0.5152,0.1329
167825.0000,40.0000,2,2,1,1,0.7528,2026-01-15 15:04:00,2026-01-16 09:08:00,2.5935,2.5935,2.9023,1680.0000,1,1,3.5497,1.0153,0.5000,1.0000,0.0304,0.5082,0.0541,0.0127,0.9342,0.2187,0.0228
167580.0000,49.1000,2,2,2,1,5.0722,2026-01-15 10:00:00,2026-01-20 11:44:00,2.9036,2.9036,4.0000,4432.5000,1,1,4.3681,1.0212,0.8000,1.0000,0.0304,0.8791,0.0687,0.0329,0.9899,0.2251,0.0228
167335.0000,44.6000,2,2,2,1,4.9521,2026-01-15 17:03:00,2026-01-20 15:54:00,2.9551,2.9551,4.0000,5027.5000,2,1,1.2446,1.0219,1.3000,2.0000,0.0304,0.8943,0.0672,0.0899,0.0076,0.2284,0.1329
166845.0000,44.1000,3,3,2,1,5.0389,2026-01-15 11:16:00,2026-01-20 12:12:00,2.9092,2.5738,4.0000,3486.6667,1,1,1.8322,1.5343,0.8000,1.0000,0.0911,0.8203,0.1058,0.0329,0.0810,0.2985,0.0228
166355.0000,40.5000,3,3,2,1,10.0736,2026-01-06 11:45:00,2026-01-16 13:31:00,2.5254,2.8293,3.3688,1638.3333,2,1,1.5937,1.5004,1.3000,2.0000,0.0911,0.5832,0.1139,0.0899,0.0278,0.2851,0.1329
166110.0000,55.6000,4,3,2,1,10.9833,2026-01-09 10:45:00,2026-01-20 10:21:00,2.8893,2.7380,4.0000,4098.7500,2,1,3.9652,2.0393,1.7000,2.0000,0.1519,0.8487,0.1144,0.1633,0.9671,0.3547,0.1329
165620.0000,61.6000,8,7,4,2,45.8618,2025-12-05 12:19:00,2026-01-20 09:00:00,2.5295,2.3465,3.6872,1988.7500,3,1,3.5243,3.9767,2.5000,3.0000,0.3519,0.4522,0.3222,0.3759,0.9316,0.5223,0.4114
165130.0000,64.9000,4,3,3,2,46.9215,2025-12-04 12:27:00,2026-01-20 10:34:00,3.5456,3.7263,4.0000,5411.2500,3,1,3.8642,1.9837,2.5000,3.0000,0.1519,0.9380,0.2076,0.3759,0.9595,0.3413,0.4114
164885.0000,49.2000,4,4,4,2,38.9868,2025-12-05 11:28:00,2026-01-13 11:09:00,2.6030,2.6095,2.9115,1986.2500,2,1,3.5655,1.9407,1.3000,2.0000,0.1519,0.5212,0.2351,0.0899,0.9367,0.3327,0.1329
164640.0000,40.7000,6,5,3,2,14.0375,2025-12-30 09:38:00,2026-01-13 10:32:00,1.9090,1.9212,2.2330,1670.8333,2,1,3.3543,2.9538,1.3000,2.0000,0.2468,0.0190,0.2415,0.0899,0.9139,0.4109,0.1329
164150.0000,63.5000,6,5,4,2,38.9111,2025-12-05 13:01:00,2026-01-13 10:53:00,2.8042,2.7654,4.0000,2117.5000,3,1,2.5822,2.8725,2.5000,3.0000,0.2468,0.8297,0.2648,0.3759,0.6127,0.4081,0.4114
163905.0000,56.6000,7,5,3,2,15.0069,2025-12-30 11:00:00,2026-01-14 11:10:00,2.2435,2.3039,3.5595,1990.0000,3,1,4.2150,3.4456,3.1000,3.0000,0.3000,0.2367,0.2425,0.5620,0.9747,0.4732,0.4114
163660.0000,55.7000,3,3,3,2,39.0208,2025-12-05 12:57:00,2026-01-13 13:27:00,2.6956,2.7335,2.8170,3108.3333,3,1,4.2602,1.4471,2.5000,3.0000,0.0911,0.5975,0.2020,0.3759,0.9797,0.2767,0.4114
163415.0000,44.8000,7,5,4,2,30.9174,2025-12-05 13:05:00,2026-01-05 11:06:00,2.2303,2.2817,2.9571,2118.5714,2,1,2.8991,3.3507,1.3000,2.0000,0.3000,0.1690,0.2567,0.0899,0.7949,0.4494,0.1329
162925.0000,58.5000,6,4,3,2,21.0826,2025-12-15 09:49:00,2026-01-05 11:48:00,2.7930,2.7403,4.0000,2220.8333,3,1,1.7576,2.8649,2.5000,3.0000,0.2468,0.8184,0.2189,0.3759,0.0532,0.4041,0.4114
162680.0000,67.4000,11,8,5,2,33.0132,2025-12-03 10:01:00,2026-01-05 10:20:00,2.7566,2.6878,3.8698,2841.3636,3,1,2.4578,5.1149,2.5000,3.0000,0.4354,0.7165,0.3328,0.3759,0.5241,0.6205,0.4114
