data;setup;nivel;lado;entrada;hora;saida;motivo;pts
2025-10-13;D;B142;VENDA;142000;09:41;09:54;STOP+;0.00
2025-10-16;D;B145;COMPRA;145000;09:31;09:34;STOP+;0.00
2025-10-17;D;B146;VENDA;146000;11:13;11:26;STOP+;0.00
2025-10-23;D;B149;VENDA;149000;09:40;10:13;STOP+;0.00
2025-10-24;D;B150;VENDA;150000;10:30;10:39;STOP+;0.00
2025-10-30;D;B150;COMPRA;150000;10:00;10:02;STOP;-100.00
2025-10-31;D;B152;VENDA;152000;09:32;09:55;STOP+;0.00
2025-11-05;D;B154;VENDA;154000;11:35;11:54;STOP+;0.00
2025-11-05;D;B155;VENDA;155000;13:15;13:16;STOP;-100.00
2025-11-07;D;B155;COMPRA;155000;10:55;10:57;STOP;-100.00
2025-11-11;D;B160;VENDA;160000;11:06;11:08;STOP+;0.00
2025-11-12;D;B159;COMPRA;159000;11:49;11:51;STOP+;0.00
2025-11-13;D;B159;COMPRA;159000;13:43;14:41;STOP+;0.00
2025-11-14;D;B160;VENDA;160000;11:52;12:46;STOP+;0.00
2025-11-18;D;B158;COMPRA;158000;09:04;09:08;STOP+;0.00
2025-11-26;D;B158;VENDA;158000;10:20;10:21;STOP;-100.00
2025-11-26;D;B159;VENDA;159000;11:01;11:05;STOP;-100.00
2025-12-04;D;B164;VENDA;164000;10:20;10:24;STOP+;0.00
2025-12-09;D;B157;COMPRA;157000;10:14;10:14;STOP;-100.00
2025-12-10;D;B160;VENDA;160000;09:04;09:04;STOP;-100.00
2025-12-15;D;B162;VENDA;162000;09:08;09:08;STOP;-100.00
2025-12-16;D;B161;COMPRA;161000;09:03;09:03;STOP;-100.00
2025-12-16;D;B160;COMPRA;160000;09:04;09:04;STOP;-100.00
2025-12-18;D;B160;COMPRA;160000;09:48;09:48;STOP;-100.00
2025-12-30;D;B164;VENDA;164000;09:10;09:11;STOP;-100.00
2026-01-06;D;B165;VENDA;165000;09:09;09:12;STOP+;0.00
2026-01-06;D;B166;VENDA;166000;10:08;10:10;STOP;-100.00
2026-01-13;D;B164;COMPRA;164000;10:29;10:29;STOP;-100.00
2026-01-14;D;B165;VENDA;165000;09:59;10:02;STOP+;0.00
2026-01-23;D;B182;VENDA;182000;17:25;17:25;STOP;-100.00
2026-01-26;D;B182;VENDA;182000;09:01;09:01;STOP;-100.00
2026-01-26;D;B183;VENDA;183000;09:03;09:04;STOP;-100.00
2026-01-27;D;B182;VENDA;182000;09:00;09:00;STOP;-100.00
2026-01-29;D;B188;VENDA;188000;09:00;09:00;STOP;-100.00
2026-01-29;D;B183;COMPRA;183000;12:53;12:53;STOP;-100.00
2026-01-30;D;B183;COMPRA;183000;09:01;09:01;STOP;-100.00
2026-02-02;D;B183;VENDA;183000;09:51;09:59;STOP+;0.00
2026-02-03;D;B185;VENDA;185000;09:01;09:01;STOP;-100.00
2026-02-06;D;B184;VENDA;184000;09:00;09:00;STOP;-100.00
2026-02-11;D;B188;VENDA;188000;09:03;09:03;STOP;-100.00
2026-02-12;D;B191;VENDA;191000;09:00;09:00;STOP;-100.00
2026-02-12;D;B189;COMPRA;189000;09:44;09:48;STOP+;0.00
2026-02-13;D;B187;COMPRA;187000;09:01;09:01;STOP;-100.00
2026-02-13;D;B186;COMPRA;186000;09:10;09:11;STOP;-100.00
2026-02-20;D;B191;COMPRA;191000;09:18;09:20;STOP+;0.00
2026-02-23;D;B193;COMPRA;193000;09:17;09:17;STOP;-100.00
2026-02-24;D;B194;VENDA;194000;09:14;09:14;STOP;-100.00
2026-02-25;D;B197;VENDA;197000;09:00;09:00;STOP;-100.00
2026-02-27;D;B193;COMPRA;193000;09:03;09:03;STOP;-100.00
2026-03-02;D;B190;COMPRA;190000;09:00;09:00;STOP;-100.00
2026-03-02;D;B193;VENDA;193000;16:16;16:20;STOP+;0.00
2026-03-03;D;B188;COMPRA;188000;09:02;09:02;STOP;-100.00
2026-03-04;D;B187;VENDA;187000;09:01;09:01;STOP;-100.00
2026-03-04;D;B189;VENDA;189000;10:13;10:13;STOP;-100.00
2026-03-05;D;B185;COMPRA;185000;11:26;11:32;ALVO;196.67
2026-03-09;D;B184;VENDA;184000;16:22;16:24;ALVO;196.67
2026-03-10;D;B184;VENDA;184000;09:00;09:00;STOP;-100.00
2026-03-11;D;B185;COMPRA;185000;09:18;09:23;STOP+;0.00
2026-03-11;D;B184;COMPRA;184000;09:34;09:42;STOP+;0.00
2026-03-12;D;B185;COMPRA;185000;09:01;09:01;STOP;-100.00
2026-03-12;D;B184;COMPRA;184000;09:07;09:08;STOP;-100.00
2026-03-16;D;B182;VENDA;182000;09:01;09:01;STOP;-100.00
2026-03-17;D;B181;COMPRA;181000;09:01;09:02;STOP;-100.00
2026-03-18;D;B181;COMPRA;181000;09:54;09:59;STOP+;0.00
2026-03-19;D;B180;COMPRA;180000;09:00;09:00;STOP;-100.00
2026-03-19;D;B182;VENDA;182000;16:02;16:02;STOP;-100.00
2026-03-19;D;B183;VENDA;183000;16:06;16:06;STOP;-100.00
2026-03-20;D;B178;COMPRA;178000;11:13;11:13;STOP;-100.00
2026-03-24;D;B183;COMPRA;183000;09:05;09:05;STOP;-100.00
2026-03-24;D;B185;VENDA;185000;17:22;17:22;STOP;-100.00
2026-03-24;D;B186;VENDA;186000;17:23;17:23;STOP;-100.00
2026-03-25;D;B187;VENDA;187000;09:03;09:04;STOP;-100.00
2026-03-26;D;B184;COMPRA;184000;09:01;09:02;ALVO;196.67
2026-03-31;D;B185;VENDA;185000;09:00;09:00;STOP;-100.00
2026-03-31;D;B186;VENDA;186000;09:02;09:02;STOP;-100.00
2026-04-01;D;B190;VENDA;190000;09:02;09:03;STOP;-100.00
2026-04-07;D;B188;COMPRA;188000;09:00;09:01;ALVO;196.67
2026-04-09;D;B194;VENDA;194000;10:02;10:09;ALVO;196.67
2026-04-14;D;B199;VENDA;199000;09:01;09:01;STOP;-100.00
2026-04-16;D;B201;COMPRA;201000;11:19;11:22;STOP+;0.00
2026-04-17;D;B203;VENDA;203000;09:50;09:56;STOP+;0.00
2026-04-17;D;B200;COMPRA;200000;11:51;11:51;STOP;-100.00
2026-04-22;D;B199;COMPRA;199000;09:14;09:14;STOP;-100.00
2026-04-23;D;B196;COMPRA;196000;09:03;09:08;ALVO;196.67
2026-04-27;D;B195;VENDA;195000;09:00;09:00;STOP;-100.00
2026-04-28;D;B192;COMPRA;192000;09:03;09:03;STOP;-100.00
2026-04-29;D;B191;COMPRA;191000;09:04;09:40;STOP+;0.00
2026-04-29;D;B190;COMPRA;190000;10:42;10:44;STOP+;0.00
2026-04-29;D;B188;COMPRA;188000;15:44;15:45;STOP;-100.00
2026-04-29;D;B187;COMPRA;187000;18:14;18:24;STOP+;0.00
2026-04-30;D;B189;VENDA;189000;09:06;09:30;STOP+;0.00
2026-05-07;D;B187;COMPRA;187000;10:43;10:45;STOP+;0.00
2026-05-08;D;B187;VENDA;187000;09:26;09:30;STOP+;0.00
2026-05-11;D;B186;COMPRA;186000;09:04;09:04;STOP;-100.00
2026-05-13;D;B182;COMPRA;182000;09:03;09:04;STOP;-100.00
2026-05-14;D;B180;VENDA;180000;09:04;09:04;STOP;-100.00
2026-05-15;D;B178;COMPRA;178000;09:03;09:06;STOP+;0.00
2026-05-19;D;B178;COMPRA;178000;09:03;09:07;STOP+;0.00
2026-05-19;D;B176;COMPRA;176000;10:12;10:12;STOP;-100.00
2026-05-20;D;B177;VENDA;177000;09:02;09:04;STOP+;0.00
2026-05-20;D;B179;VENDA;179000;10:56;11:04;ALVO;196.67
2026-05-21;D;B178;COMPRA;178000;09:00;09:00;STOP;-100.00
2026-05-21;D;B180;VENDA;180000;14:20;14:20;STOP;-100.00
2026-05-25;D;B180;VENDA;180000;09:04;09:04;STOP;-100.00
2026-05-29;D;B174;COMPRA;174000;10:32;10:34;STOP+;0.00
2026-06-03;D;B174;COMPRA;174000;09:04;09:04;STOP;-100.00
2026-06-03;D;B173;COMPRA;173000;09:08;09:08;STOP;-100.00
2026-06-03;D;B172;COMPRA;172000;09:15;09:15;STOP;-100.00
2026-06-09;D;B170;VENDA;170000;09:03;09:03;STOP;-100.00
2026-06-10;D;B169;COMPRA;169000;09:02;09:03;STOP;-100.00
2026-06-12;D;B171;COMPRA;171000;09:04;09:04;STOP;-100.00
2026-06-15;D;B172;VENDA;172000;09:00;09:00;STOP;-100.00
2026-06-16;D;B170;COMPRA;170000;09:13;09:14;STOP;-100.00
2026-06-23;D;B172;COMPRA;172000;09:03;09:03;STOP;-100.00
2026-06-24;D;B173;COMPRA;173000;09:20;09:20;STOP;-100.00
2026-06-25;D;B175;VENDA;175000;09:03;09:04;ALVO;196.67
2026-06-26;D;B176;VENDA;176000;12:08;12:17;STOP+;0.00
2026-06-30;D;B175;COMPRA;175000;09:14;09:14;STOP;-100.00
2026-07-01;D;B174;COMPRA;174000;09:00;09:00;STOP;-100.00
2026-07-01;D;B173;COMPRA;173000;09:03;09:04;STOP;-100.00
2026-07-03;D;B176;VENDA;176000;09:05;09:05;STOP;-100.00
2026-07-06;D;B176;COMPRA;176000;09:01;09:02;STOP;-100.00
2026-07-10;D;B176;VENDA;176000;09:00;09:00;STOP;-100.00
2026-07-10;D;B177;VENDA;177000;09:10;09:10;STOP;-100.00
2026-07-10;D;B178;VENDA;178000;09:47;09:55;STOP+;0.00
2026-07-10;D;B179;VENDA;179000;09:55;09:55;STOP;-100.00
2026-07-15;D;B177;COMPRA;177000;09:08;09:09;ALVO;196.67
2026-07-21;D;B174;COMPRA;174000;10:41;10:41;STOP;-100.00
2026-07-22;D;B178;VENDA;178000;10:48;10:48;STOP;-100.00
2026-07-23;D;B178;COMPRA;178000;09:02;09:02;STOP;-100.00
2026-07-24;D;B177;COMPRA;177000;09:05;09:05;STOP;-100.00
2026-07-24;D;B176;COMPRA;176000;10:17;10:31;STOP+;0.00
2026-07-27;D;B176;VENDA;176000;09:03;09:03;STOP;-100.00
2026-07-28;D;B178;VENDA;178000;09:01;09:02;ALVO;196.67
2026-07-29;D;B177;COMPRA;177000;10:14;10:20;STOP+;0.00
2026-08-03;D;B178;COMPRA;178000;10:34;10:35;STOP;-100.00
2026-08-04;D;B180;VENDA;180000;09:05;09:05;STOP;-100.00
2026-08-05;D;B179;VENDA;179000;09:03;09:03;STOP;-100.00
2026-08-06;D;B177;COMPRA;177000;09:07;09:07;STOP;-100.00
2026-08-07;D;B175;COMPRA;175000;10:51;10:53;STOP+;0.00
2026-08-07;D;B174;COMPRA;174000;11:21;11:22;STOP;-100.00
2026-08-07;D;B173;COMPRA;173000;12:06;12:06;STOP;-100.00
2026-08-10;D;B172;COMPRA;172000;10:56;10:57;STOP;-100.00
2026-08-11;D;B169;COMPRA;169000;12:39;12:41;STOP;-100.00
2026-08-11;D;B168;COMPRA;168000;14:16;15:03;STOP+;0.00
2026-08-13;D;B170;COMPRA;170000;09:04;09:04;STOP;-100.00
2026-08-17;D;B171;VENDA;171000;09:03;09:03;STOP;-100.00
2026-08-18;D;B169;COMPRA;169000;09:03;09:03;STOP;-100.00
2026-08-18;D;B171;VENDA;171000;10:43;10:43;STOP;-100.00
2026-08-20;D;B170;COMPRA;170000;09:00;09:00;STOP;-100.00
2026-08-20;D;B172;VENDA;172000;11:51;11:53;STOP+;0.00
