data;setup;nivel;lado;entrada;hora;saida;motivo;pts
2024-07-29;A;ABERTURA;COMPRA;128115;09:00;09:00;STOP;-100.00
2024-07-30;A;ABERTURA;COMPRA;127520;09:00;09:02;STOP+;0.00
2024-07-31;A;ABERTURA;VENDA;127400;09:00;09:01;STOP;-100.00
2024-08-01;A;ABERTURA;COMPRA;127980;09:00;09:01;STOP;-100.00
2024-08-02;A;ABERTURA;COMPRA;127315;09:00;09:01;STOP;-100.00
2024-08-05;A;ABERTURA;COMPRA;123790;09:03;09:03;STOP;-100.00
2024-08-06;A;ABERTURA;VENDA;126050;09:00;09:10;ALVO;196.67
2024-08-07;A;ABERTURA;VENDA;126900;09:00;09:01;STOP;-100.00
2024-08-08;A;ABERTURA;COMPRA;127400;09:00;09:30;ALVO;196.67
2024-08-09;A;ABERTURA;VENDA;128835;09:00;09:06;STOP+;0.00
2024-08-12;A;ABERTURA;VENDA;131000;09:00;09:01;STOP;-100.00
2024-08-13;A;ABERTURA;VENDA;131520;09:00;09:01;STOP;-100.00
2024-08-15;A;ABERTURA;COMPRA;135410;09:00;10:02;ALVO;196.67
2024-08-16;A;ABERTURA;COMPRA;136200;09:00;09:16;ALVO;196.67
2024-08-19;A;ABERTURA;VENDA;136355;09:00;09:00;STOP;-100.00
2024-08-20;A;ABERTURA;VENDA;138050;09:00;09:09;STOP+;0.00
2024-08-21;A;ABERTURA;VENDA;138590;09:00;09:01;STOP;-100.00
2024-08-22;A;ABERTURA;VENDA;138725;09:00;09:09;ALVO;196.67
2024-08-23;A;ABERTURA;VENDA;137760;09:00;09:00;STOP;-100.00
2024-08-26;A;ABERTURA;VENDA;137965;09:00;09:03;STOP+;0.00
2024-08-27;A;ABERTURA;COMPRA;138750;09:00;09:00;STOP;-100.00
2024-08-28;A;ABERTURA;COMPRA;138260;09:00;09:01;STOP;-100.00
2024-08-29;A;ABERTURA;VENDA;139315;09:00;09:00;STOP;-100.00
2024-08-30;A;ABERTURA;VENDA;137800;09:00;09:00;STOP;-100.00
2024-09-02;A;ABERTURA;COMPRA;137250;09:00;09:00;STOP;-100.00
2024-09-03;A;ABERTURA;COMPRA;135695;09:00;09:04;ALVO;196.67
2024-09-04;A;ABERTURA;COMPRA;135880;09:00;09:00;STOP;-100.00
2024-09-05;A;ABERTURA;VENDA;137850;09:00;09:01;STOP;-100.00
2024-09-06;A;ABERTURA;COMPRA;137800;09:00;09:30;STOP+;0.00
2024-09-09;A;ABERTURA;VENDA;136500;09:00;09:00;STOP;-100.00
2024-09-10;A;ABERTURA;COMPRA;135740;09:00;09:01;STOP;-100.00
2024-09-11;A;ABERTURA;VENDA;135900;09:00;09:00;STOP;-100.00
2024-09-12;A;ABERTURA;VENDA;136285;09:00;09:24;ALVO;196.67
2024-09-13;A;ABERTURA;VENDA;135250;09:00;09:01;STOP;-100.00
2024-09-16;A;ABERTURA;VENDA;136240;09:00;10:02;STOP+;0.00
2024-09-17;A;ABERTURA;VENDA;136550;09:01;09:01;STOP;-100.00
2024-09-18;A;ABERTURA;VENDA;136040;09:00;09:00;STOP;-100.00
2024-09-19;A;ABERTURA;VENDA;135750;09:00;09:00;STOP;-100.00
2024-09-20;A;ABERTURA;COMPRA;133740;09:00;09:01;STOP;-100.00
2024-09-23;A;ABERTURA;COMPRA;131400;09:00;09:00;STOP;-100.00
2024-09-24;A;ABERTURA;VENDA;132590;09:00;09:00;STOP;-100.00
2024-09-25;A;ABERTURA;VENDA;133370;09:00;09:00;STOP;-100.00
2024-09-26;A;ABERTURA;VENDA;133300;09:00;09:00;STOP;-100.00
2024-09-27;A;ABERTURA;COMPRA;133600;09:00;09:00;STOP;-100.00
2024-09-30;A;ABERTURA;VENDA;133715;09:00;09:04;STOP+;0.00
2024-10-01;A;ABERTURA;COMPRA;132445;09:00;09:17;ALVO;196.67
2024-10-02;A;ABERTURA;VENDA;133720;09:00;09:00;STOP;-100.00
2024-10-03;A;ABERTURA;COMPRA;133875;09:00;09:01;STOP;-100.00
2024-10-04;A;ABERTURA;VENDA;132150;09:00;09:00;STOP;-100.00
2024-10-07;A;ABERTURA;COMPRA;131910;09:00;09:03;ALVO;196.67
2024-10-08;A;ABERTURA;COMPRA;131385;09:00;09:00;STOP;-100.00
2024-10-09;A;ABERTURA;VENDA;131750;09:00;09:03;ALVO;196.67
2024-10-10;A;ABERTURA;VENDA;130240;09:00;09:02;STOP+;0.00
2024-10-11;A;ABERTURA;COMPRA;130340;09:00;09:04;ALVO;196.67
2024-10-14;A;ABERTURA;COMPRA;130100;09:00;09:01;STOP;-100.00
2024-10-15;A;ABERTURA;COMPRA;130610;09:00;09:00;STOP;-100.00
2024-10-17;A;ABERTURA;COMPRA;133340;09:00;09:00;STOP;-100.00
2024-10-18;A;ABERTURA;VENDA;133470;09:00;09:00;STOP;-100.00
2024-10-21;A;ABERTURA;COMPRA;132140;09:00;09:01;STOP;-100.00
2024-10-22;A;ABERTURA;COMPRA;132050;09:00;09:00;STOP;-100.00
2024-10-23;A;ABERTURA;COMPRA;131510;09:00;09:01;STOP;-100.00
2024-10-24;A;ABERTURA;VENDA;131315;09:00;09:00;STOP;-100.00
2024-10-25;A;ABERTURA;VENDA;132300;09:00;09:11;ALVO;196.67
2024-10-28;A;ABERTURA;COMPRA;131600;09:00;09:00;STOP;-100.00
2024-10-29;A;ABERTURA;VENDA;133125;09:00;09:01;STOP;-100.00
2024-10-30;A;ABERTURA;COMPRA;132250;09:00;09:01;STOP;-100.00
2024-10-31;A;ABERTURA;COMPRA;131940;09:00;09:23;STOP+;0.00
2024-11-01;A;ABERTURA;VENDA;131465;09:00;09:50;STOP+;0.00
2024-11-04;A;ABERTURA;VENDA;130000;09:00;09:00;STOP;-100.00
2024-11-05;A;ABERTURA;COMPRA;131925;09:01;09:04;STOP+;0.00
2024-11-06;A;ABERTURA;COMPRA;130655;09:00;09:00;STOP;-100.00
2024-11-07;A;ABERTURA;COMPRA;131150;09:00;09:00;STOP;-100.00
2024-11-08;A;ABERTURA;COMPRA;130100;09:00;09:00;STOP;-100.00
2024-11-11;A;ABERTURA;COMPRA;128450;09:00;09:03;STOP+;0.00
2024-11-12;A;ABERTURA;COMPRA;128520;09:00;09:00;STOP;-100.00
2024-11-13;A;ABERTURA;VENDA;128800;09:00;09:01;STOP;-100.00
2024-11-14;A;ABERTURA;VENDA;129065;09:00;09:13;STOP+;0.00
2024-11-18;A;ABERTURA;VENDA;128850;09:00;09:02;STOP+;0.00
2024-11-19;A;ABERTURA;COMPRA;128390;09:00;09:16;ALVO;196.67
2024-11-21;A;ABERTURA;COMPRA;128900;09:00;09:00;STOP;-100.00
2024-11-22;A;ABERTURA;COMPRA;127760;09:00;09:07;ALVO;196.67
2024-11-25;A;ABERTURA;VENDA;130295;09:00;09:15;ALVO;196.67
2024-11-26;A;ABERTURA;COMPRA;129450;09:00;09:01;STOP;-100.00
2024-11-27;A;ABERTURA;COMPRA;130600;09:00;09:02;STOP+;0.00
2024-11-29;A;ABERTURA;VENDA;125645;09:00;09:00;STOP;-100.00
2024-12-02;A;ABERTURA;VENDA;126310;09:00;09:04;ALVO;196.67
2024-12-03;A;ABERTURA;VENDA;126155;09:00;09:04;STOP+;0.00
2024-12-04;A;ABERTURA;COMPRA;126335;09:00;09:00;STOP;-100.00
2024-12-05;A;ABERTURA;VENDA;126640;09:00;09:19;STOP+;0.00
2024-12-06;A;ABERTURA;COMPRA;127965;09:00;09:00;STOP;-100.00
2024-12-09;A;ABERTURA;VENDA;126740;09:00;09:49;STOP+;0.00
2024-12-10;A;ABERTURA;VENDA;128260;09:00;09:01;STOP;-100.00
2024-12-11;A;ABERTURA;COMPRA;128260;09:00;09:01;STOP;-100.00
2024-12-12;A;ABERTURA;VENDA;130260;09:01;09:01;STOP;-100.00
