lado;j;i;dt;dia;score;cDiv;cAbs;cClx;cFlip;cCmp;cPav;y;bars
-1;5165;5166;2026-07-09 10:34:16.021;2026-07-09;35,910421000914596;0,6;0,0;0,36368070003048647;0,26292699141075454;0,0;1,0;0,0;13,0
1;5169;5170;2026-07-09 10:35:07.119;2026-07-09;34,6485702883291;0,35;0,0;0,5299523429443032;0,0;0,0;1,0;1,0;2,0
-1;5170;5171;2026-07-09 10:35:59.584;2026-07-09;36,26693995437988;0,35;0,2392708093303897;0,38450565737067116;0,0;0,0;1,0;0,0;8,0
1;5171;5172;2026-07-09 10:36:13.087;2026-07-09;34,34907554417891;0,35;0,07299885051613822;0,45913680937584855;0,38941600804710697;0,0;1,0;0,0;1,0
-1;5172;5173;2026-07-09 10:36:37.984;2026-07-09;15,504309362467103;0,35;0,0;0,22514364541557;0,4266928417287821;0,0;0,0;0,0;1,0
-1;5173;5174;2026-07-09 10:37:34.572;2026-07-09;39,09670255954448;0,6;0,17670685449140094;0,3226343732419819;0,0;0,0;1,0;1,0;2,0
1;5174;5175;2026-07-09 10:38:11.832;2026-07-09;36,81606047474928;0,35;0,14179175972123675;0,48404221605727876;0,0;0,0;1,0;1,0;4,0
-1;5175;5176;2026-07-09 10:38:37.882;2026-07-09;47,59469825519743;1,0;0,12981481713802398;0,31164426089156094;0,5058758255063494;0,0;1,0;0,0;1,0
1;5177;5178;2026-07-09 10:40:45.626;2026-07-09;39,76395088203177;0,6;0,09481223414713931;0,41312150094510963;1,0;0,0;1,0;0,0;1,0
-1;5179;5180;2026-07-09 10:42:31.240;2026-07-09;14,02964430952298;0,0;0,0;0,46765481031743267;0,608863451665145;0,0;0,0;1,0;3,0
-1;5180;5181;2026-07-09 10:43:04.551;2026-07-09;30,410675169042484;0,6;0,030217446007482572;0,20516182447208012;0,4863978053939813;0,005882584313457537;0,8441558441558441;1,0;3,0
1;5184;5185;2026-07-09 10:45:39.043;2026-07-09;6,434104333206178;0,0;0,0;0,19950009861840007;0,6798389927332895;0,04491013746541758;0,0;0,0;1,0
1;5185;5186;2026-07-09 10:46:01.339;2026-07-09;30,92588840664479;0,6;0,0;0,23065590755068555;0,10440636221623889;0,0;0,9006211180124223;0,0;2,0
-1;5186;5187;2026-07-09 10:48:33.708;2026-07-09;41,08556085784967;0,35;0,3350810028625194;0,4652845262095562;0,5033041776670691;0,0;1,0;0,0;3,0
1;5188;5189;2026-07-09 10:50:35.834;2026-07-09;4,912886914590472;0,0;0,0;0,047921237980491554;0,39553402217508843;0,3475249775175725;0,0;0,0;5,0
1;5189;5190;2026-07-09 10:52:04.638;2026-07-09;17,132645618696806;0,0;0,01733666741725661;0,23918064698186212;0,8463083464970685;0,0;0,9523809523809526;0,0;1,0
-1;5190;5191;2026-07-09 10:52:10.685;2026-07-09;18,72624599122931;0,35;0,0;0,1386681932874375;0,9307664740146053;0,5816200192606185;0,0;0,0;1,0
-1;5191;5192;2026-07-09 10:52:28.248;2026-07-09;22,9436309179406;0,35;0,0;0,18839217358868332;0,0;0,07187364585794179;0,7823129251700681;1,0;2,0
1;5192;5193;2026-07-09 10:53:10.885;2026-07-09;26,91074521017307;0,35;0,046086860418955176;0,24949213919632207;0,0;0,0;0,9523809523809526;1,0;4,0
-1;5193;5194;2026-07-09 10:54:07.367;2026-07-09;40,03067218602837;1,0;0,04343383503164013;0,1740509112723802;0,27549901019410056;0,028174053050752122;0,8441558441558441;0,0;1,0
1;5194;5195;2026-07-09 10:54:53.354;2026-07-09;11,38326173150223;0,0;0,0;0,379442057716741;0,496511517157871;0,0;0,0;1,0;3,0
1;5195;5196;2026-07-09 10:56:04.353;2026-07-09;31,651641861383755;0,6;0,0;0,23759441125247432;0,9281951576960422;0,0;0,9523809523809526;1,0;3,0
1;5200;5201;2026-07-09 11:00:16.373;2026-07-09;37,65292593120799;0,35;0,2119827709552186;0,45344522191091735;1,0;0,0;1,0;1,0;5,0
-1;5203;5204;2026-07-09 11:01:00.941;2026-07-09;23,12330617899631;0,0;0,0;0,43744353929987695;0,0;0,0;1,0;0,0;2,0
1;5203;5204;2026-07-09 11:01:00.941;2026-07-09;21,87330617899631;0,35;0,0;0,43744353929987695;0,4259559995836326;0,0;0,0;0,0;1,0
1;5204;5205;2026-07-09 11:02:04.630;2026-07-09;29,122999465109977;0,35;0,15235194308835567;0,2346797121363853;0,12427396515557033;0,0;0,9523809523809526;1,0;3,0
-1;5216;5217;2026-07-09 11:07:12.603;2026-07-09;36,82032713741992;0,6;0,0;0,3940109045806642;1,0;0,0;1,0;0,0;1,0
1;5217;5218;2026-07-09 11:07:14.642;2026-07-09;22,02999365299111;0,35;0,0;0,15282215231241036;0,3469346256394225;0,8695329083618802;0,0;1,0;3,0
1;5218;5219;2026-07-09 11:08:04.903;2026-07-09;32,77145769086143;0,35;0,25814097516063406;0,25226444372818596;0,5659141830271427;0,0;1,0;1,0;3,0
-1;5222;5223;2026-07-09 11:08:49.333;2026-07-09;11,99090550361439;0,0;0,0;0,14556663066052605;0,9245628414929816;0,7623906583798609;0,0;1,0;3,0
-1;5223;5224;2026-07-09 11:09:13.085;2026-07-09;30,777164972277696;0,6;0,0;0,22356006882030882;0,9124663875310111;0,006415172754421033;0,9006211180124223;1,0;3,0
1;5229;5230;2026-07-09 11:13:44.884;2026-07-09;41,748879008509114;0,6;0,22163050067023535;0,37360388305844106;1,0;0,0;1,0;1,0;7,0
-1;5232;5233;2026-07-09 11:14:50.553;2026-07-09;15,643882633187083;0,35;0,0;0,22979608777290278;0,6963007387938136;0,0;0,0;0,0;3,0
-1;5233;5234;2026-07-09 11:15:17.768;2026-07-09;27,550649523110287;0,35;0,0;0,2933549841036762;1,0;0,0;1,0;0,0;1,0
1;5234;5235;2026-07-09 11:15:30.149;2026-07-09;18,044066126415682;0,35;0,0;0,07027188652011065;0,5707223547069749;0,7185909530812363;0,0;1,0;5,0
1;5235;5236;2026-07-09 11:16:29.046;2026-07-09;30,42404168269716;0,35;0,1744150834569546;0,25966183574879226;0,5811823575855751;0,0;0,9523809523809526;1,0;5,0
-1;5238;5239;2026-07-09 11:17:47.357;2026-07-09;35,31560892327477;0,6;0,0;0,3438536307758257;0,0;0,0;1,0;0,0;2,0
1;5239;5240;2026-07-09 11:18:10.843;2026-07-09;25,139387370918076;0,35;0,11359369127026993;0,18345686821804405;0,3550830993880485;0,022270979091932378;0,7823129251700681;0,0;3,0
-1;5241;5242;2026-07-09 11:18:48.801;2026-07-09;9,603460066249042;0,0;0,0;0,13106979486243037;0,6694076964037031;0,5671366220376132;0,0;1,0;3,0
-1;5242;5243;2026-07-09 11:19:53.042;2026-07-09;19,17608217041709;0,0;0,0;0,3058694056805696;0,6605055252897644;0,0;1,0;0,0;5,0
1;5245;5246;2026-07-09 11:21:12.872;2026-07-09;11,458969715024745;0,0;0,0;0,38196565716749153;0,7310198956757178;0,0;0,0;1,0;3,0
1;5246;5247;2026-07-09 11:21:34.127;2026-07-09;35,31642050138938;0,6;0,08873444841260998;0,28580832557548674;1,0;0,0;0,9523809523809526;1,0;3,0
-1;5250;5251;2026-07-09 11:22:34.716;2026-07-09;48,8688555831972;1,0;0,0;0,4622951861065733;0,0;0,0;1,0;0,0;4,0
1;5251;5252;2026-07-09 11:23:04.828;2026-07-09;32,88988562494565;0,35;0,2489866386448508;0,2797136711671618;0,42596024220143885;0,0;0,9523809523809526;0,0;1,0
-1;5253;5254;2026-07-09 11:23:56.258;2026-07-09;39,21924053055552;0,6;0,0;0,47397468435185064;0,0;0,0;1,0;0,0;2,0
1;5254;5255;2026-07-09 11:25:09.200;2026-07-09;33,220902480843286;0,35;0,21044766019653943;0,3069903658643266;1,0;0,0;1,0;1,0;3,0
-1;5260;5261;2026-07-09 11:26:59.398;2026-07-09;37,28482706175207;0,6;0,0;0,4094942353917357;1,0;0,0;1,0;0,0;3,0
1;5263;5264;2026-07-09 11:28:56.178;2026-07-09;32,97380851230281;0,35;0,1611232439462518;0,3398575804548839;1,0;0,0;1,0;0,0;1,0
-1;5266;5267;2026-07-09 11:31:04.325;2026-07-09;12,66895524265923;0,0;0,0;0,18985704008477833;0,6705165424089582;0,6973244040115879;0,0;1,0;7,0
-1;5267;5268;2026-07-09 11:32:04.965;2026-07-09;16,48792817204992;0,0;0,0;0,24939056639752322;0,40704472615510134;0,0;0,9006211180124223;0,0;1,0
1;5269;5270;2026-07-09 11:34:08.901;2026-07-09;38,9418785436976;0,35;0,24361542216559878;0,47004976631858747;0,0;0,0;1,0;0,0;4,0
-1;5270;5271;2026-07-09 11:35:09.355;2026-07-09;29,3490113743959;0,35;0,06694420168143986;0,2975135444119968;0,0;0,0;1,0;1,0;2,0
-1;5272;5273;2026-07-09 11:37:20.735;2026-07-09;31,977485530565247;0,35;0,04353835225204452;0,4046342241421378;0,43905817104613104;0,0;1,0;0,0;3,0
1;5274;5275;2026-07-09 11:38:16.974;2026-07-09;13,17414962027484;0,0;0,0;0,16883800828048184;0,6050904384720464;0,8109009371860384;0,0;0,0;5,0
1;5275;5276;2026-07-09 11:39:32.277;2026-07-09;29,198887082867216;0,6;0,05964827737797607;0,1514979092743596;0,6893675868938564;0,03396136184863458;0,7823129251700681;0,0;1,0
-1;5276;5277;2026-07-09 11:39:50.133;2026-07-09;14,28225284813305;0,35;0,0;0,08077866097394956;0,5832371304999048;0,3108893018914564;0,0;0,0;1,0
-1;5277;5278;2026-07-09 11:40:13.824;2026-07-09;24,911286002217672;0,35;0,0;0,2371497933905502;0,0;0,004058102037694062;0,9006211180124223;1,0;2,0
1;5278;5279;2026-07-09 11:41:39.671;2026-07-09;29,252384925492457;0,35;0,14815581457123886;0,24248933458006536;0,0;0,0;0,9523809523809526;1,0;2,0
1;5280;5281;2026-07-09 11:46:06.082;2026-07-09;37,51590460201642;0,35;0,21126623746990694;0,4494749555089581;0,2192071271240703;0,0;1,0;1,0;5,0
-1;5283;5284;2026-07-09 11:54:57.921;2026-07-09;4,469624763138904;0,0;0,0;0,14668840928070484;0,6105896866345604;0,006897248471775872;0,0;0,0;1,0
-1;5284;5285;2026-07-09 11:55:27.433;2026-07-09;30,59667847012414;0,6;0,0;0,21915794306752404;0,0;0,0015728997974193925;0,9006211180124223;0,0;6,0
1;5285;5286;2026-07-09 11:59:15.130;2026-07-09;33,06503586293718;0,35;0,24406486149085108;0,27378047752219686;0,5527545034901754;0,0;1,0;0,0;1,0
-1;5287;5288;2026-07-09 12:01:29.886;2026-07-09;45,1638692762337;1,0;0,0;0,3387956425411234;0,6361738792412958;0,0;1,0;0,0;1,0
1;5288;5289;2026-07-09 12:02:17.755;2026-07-09;4,532344494465071;0,0;0,0;0,0;0,3335004790627308;0,4532344494465071;0,0;1,0;3,0
1;5289;5290;2026-07-09 12:06:30.735;2026-07-09;23,980111790393934;0,0;0,23337007280207178;0,2715286656780713;0,8428037048707832;0,0;1,0;1,0;3,0
-1;5294;5295;2026-07-09 12:14:31.012;2026-07-09;12,13947248043037;0,0;0,0;0,40464908268101235;0,17019537121582998;0,0;0,0;1,0;3,0
-1;5295;5296;2026-07-09 12:17:02.232;2026-07-09;16,634634384072896;0,0;0,0019397781768200283;0,23541101352809563;1,0;0,0;0,9523809523809526;1,0;3,0
1;5304;5305;2026-07-09 12:27:13.893;2026-07-09;1,953628529201831;0,0;0,0;0,0;1,0;0,1953628529201831;0,0;0,0;1,0
1;5305;5306;2026-07-09 12:28:23.127;2026-07-09;28,67050725133114;0,6;0,0;0,1742714105876915;0,0;0,06192356819997135;0,7823129251700681;1,0;2,0
-1;5306;5307;2026-07-09 12:30:20.171;2026-07-09;31,187224994208172;0,35;0,1355623243835308;0,3016055628206634;0,0;0,0;1,0;0,0;2,0
1;5307;5308;2026-07-09 12:32:11.350;2026-07-09;47,78427842405612;1,0;0,07495957384824332;0,3636763025950011;1,0;0,0;1,0;1,0;3,0
-1;5317;5318;2026-07-09 13:10:57.528;2026-07-09;12,264973051647464;0,0;0,0;0,12006784631259232;0,5815479601921558;0,8662937662269694;0,0;1,0;3,0
-1;5318;5319;2026-07-09 13:18:18.696;2026-07-09;28,084850783011692;0,6;0,0;0,1701367696563467;0,617806991401067;0,01576184416206101;0,7823129251700681;1,0;3,0
1;5324;5325;2026-07-09 14:01:09.286;2026-07-09;36,43735383815143;0,35;0,1766197217234595;0,4423953598354982;0,0;0,0;1,0;1,0;2,0
-1;5325;5326;2026-07-09 14:08:49.036;2026-07-09;34,939598252259415;0,35;0,05032222903117454;0,4977180842160018;0,0;0,0;1,0;0,0;2,0
-1;5335;5336;2026-07-09 14:41:01.935;2026-07-09;9,344941516415762;0,0;0,0;0,31149805054719204;0,16255789302970977;0,0;0,0;1,0;3,0
-1;5336;5337;2026-07-09 14:54:16.194;2026-07-09;19,386129187942444;0,0;0,03627570468549157;0,2985142348998543;0,06599341409253749;0,0;0,9523809523809526;1,0;5,0
1;5340;5341;2026-07-09 15:13:59.173;2026-07-09;35,434111361870436;0,35;0,1512792837244385;0,43007097562531577;0,0;0,0;1,0;1,0;4,0
-1;5341;5342;2026-07-09 15:21:16.508;2026-07-09;29,588368631515262;0,35;0,10786698432280958;0,2872628166545166;0,12428324092616401;0,0;0,9523809523809526;0,0;1,0
1;5343;5344;2026-07-09 15:42:14.518;2026-07-09;51,07216767462427;1,0;0,11360318062448652;0,44106960530040357;0,1937875820165791;0,0;1,0;1,0;3,0
-1;5349;5350;2026-07-09 16:30:20.731;2026-07-09;37,66110838581537;0,6;0,0;0,4220369461938457;1,0;0,0;1,0;0,0;3,0
1;5352;5353;2026-07-09 16:41:31.294;2026-07-09;32,6376126635451;0,35;0,13685777668906504;0,3488722748772824;1,0;0,0;1,0;1,0;3,0
-1;5359;5360;2026-07-09 17:27:30.191;2026-07-09;34,21274000488346;0,6;0,0;0,3070913334961154;0,35037752946858647;0,0;1,0;0,0;1,0
1;5360;5361;2026-07-09 17:41:13.529;2026-07-09;13,262029005931865;0,35;0,0;0,14050031173807895;0,8056314340360966;0,029701965378949573;0,0;1,0;2,0
1;5361;5362;2026-07-09 17:50:08.154;2026-07-09;22,825258529539777;0,35;0,00579030949987942;0,17368965907073391;0,15436844070920627;0,02782525783623372;0,8441558441558441;1,0;3,0
-1;5363;5364;2026-07-09 18:00:28.065;2026-07-09;9,874881167256534;0,0;0,0;0,25862702692153566;0,0;0,21160703596104652;0,0;0,0;1,0
-1;5366;5367;2026-07-09 18:15:49.983;2026-07-09;23,328124640886468;0,6;0,0;0,27760415469621563;0,36926548228233547;0,0;0,0;0,0;1,0
-1;5367;5368;2026-07-09 18:17:44.643;2026-07-09;36,9830290963098;0,6;0,0401451429222204;0,38185303331482545;0,0;0,0;0,9523809523809526;0,0;2,0
1;5368;5369;2026-07-09 18:24:16.752;2026-07-09;32,877689834691864;0,35;0,09123389510375746;0,394894748569931;0,4155151663150492;0,0;1,0;1,0;2,0
-1;5371;5372;2026-07-10 09:00:51.484;2026-07-10;25,0;1,0;0,0;0,0;-0,0;0,0;0,0;1,0;2,0
1;5378;5379;2026-07-10 09:00:51.506;2026-07-10;8,763992280618513;0,0;0,3505596912247405;0,0;0,08902137723552055;0,0;0,0;1,0;3,0
-1;5383;5384;2026-07-10 09:00:51.625;2026-07-10;38,3660578178051;0,6;0,0;0,44553526059350335;1,0;0,0;1,0;0,0;1,0
1;5384;5385;2026-07-10 09:00:51.664;2026-07-10;15,700058188649074;0,35;0,0;0,0;0,545887958810284;0,6950058188649074;0,0;1,0;3,0
1;5385;5386;2026-07-10 09:00:52.530;2026-07-10;30,022234811860606;0,35;0,18662616363661844;0,25334565136069737;1,0;0,0;0,9006211180124223;1,0;3,0
-1;5389;5390;2026-07-10 09:00:52.830;2026-07-10;0,0;0,0;0,0;0,0;0,8593849820722324;0,0;0,0;1,0;3,0
-1;5390;5391;2026-07-10 09:00:52.971;2026-07-10;30,69438360325767;0,6;0,0;0,24176083872330767;0,3512878772176225;0,0;0,8441558441558441;0,0;5,0
1;5394;5395;2026-07-10 09:00:57.646;2026-07-10;34,17338414898934;0,0;0,4372499765444305;0,441404491179286;1,0;0,0;1,0;0,0;3,0
-1;5396;5397;2026-07-10 09:00:58.215;2026-07-10;6,877849463207605;0,0;0,0;0,22926164877358682;0,5076229794822766;0,0;0,0;0,0;3,0
-1;5397;5398;2026-07-10 09:00:58.529;2026-07-10;24,800254093732356;0,35;0,0;0,25362318840579706;0,11689268400547492;0,0;0,8441558441558441;0,0;1,0
1;5399;5400;2026-07-10 09:01:01.602;2026-07-10;45,45813283941505;0,35;0,5714287243363175;0,4140804910335701;0,5937318296124037;0,0;1,0;1,0;3,0
-1;5404;5405;2026-07-10 09:01:09.945;2026-07-10;5,756381526355173;0,0;0,0;0,14085554393986502;0,3511471643848116;0,15307152081592215;0,0;0,0;3,0
-1;5405;5406;2026-07-10 09:01:10.966;2026-07-10;17,89527190406352;0,0;0,0;0,2963020241313099;0,9120246537164585;0,0;0,9006211180124223;0,0;1,0
1;5407;5408;2026-07-10 09:01:18.302;2026-07-10;42,50140959996524;0,35;0,4230559057654501;0,43916706519429977;0,7543598794621971;0,0;1,0;0,0;1,0
-1;5409;5410;2026-07-10 09:01:26.216;2026-07-10;49,86664932352813;1,0;0,0;0,4955549774509377;1,0;0,0;1,0;0,0;3,0
1;5412;5413;2026-07-10 09:01:34.460;2026-07-10;48,346841983524556;0,6;0,3338736793409821;0,5;0,10522650732648357;0,0;1,0;0,0;1,0
-1;5415;5416;2026-07-10 09:01:44.970;2026-07-10;6,561036051109453;0,0;0,0;0,0;0,4039945462362755;0,6561036051109453;0,0;1,0;3,0
-1;5416;5417;2026-07-10 09:01:53.816;2026-07-10;45,460714795401074;1,0;0,004498598346966776;0,34494166122423;0,9988212842985372;0,0;1,0;1,0;3,0
1;5421;5422;2026-07-10 09:02:06.183;2026-07-10;5,759175648438331;0,0;0,0;0,14307865278341397;0,0;0,14668160649359127;0,0;0,0;3,0
1;5422;5423;2026-07-10 09:02:08.023;2026-07-10;28,4387918526323;0,0;0,31106966788860996;0,3554016718472351;1,0;0,0;1,0;0,0;1,0
-1;5424;5425;2026-07-10 09:02:13.770;2026-07-10;33,631158072059094;0,35;0,10621536762319579;0,4075257960493065;0,16117649376365642;0,0;1,0;0,0;3,0
1;5426;5427;2026-07-10 09:02:16.829;2026-07-10;47,38185917659868;1,0;0,19911178382599676;0,3189648526208675;0,0;0,0011989750622063012;0,7823129251700681;1,0;1,0
-1;5433;5434;2026-07-10 09:02:47.356;2026-07-10;4,945738794135533;0,0;0,0;0,0;0,45122757692222903;0,49457387941355324;0,0;0,0;1,0
-1;5434;5435;2026-07-10 09:02:50.946;2026-07-10;33,09861170124042;0,6;0,058341260365558936;0,2544623003992408;0,0;0,0;0,9006211180124223;0,0;4,0
1;5435;5436;2026-07-10 09:02:56.197;2026-07-10;36,583381915620095;0,35;0,2563697072040817;0,38080464118393503;0,11276266157416047;0,0;1,0;1,0;2,0
-1;5436;5437;2026-07-10 09:02:59.729;2026-07-10;47,93925511762424;1,0;0,20490214000777832;0,2764297364540086;0,0;0,0;0,9523809523809526;0,0;2,0
1;5437;5438;2026-07-10 09:03:04.343;2026-07-10;34,81422708323481;0,35;0,11940132492031794;0,43597313200756205;0,691708772948891;0,0;1,0;1,0;5,0
-1;5439;5440;2026-07-10 09:03:11.580;2026-07-10;3,2276682921215736;0,0;0,0;0,0;0,5516396383162757;0,3227668292121574;0,0;0,0;1,0
1;5440;5441;2026-07-10 09:03:26.033;2026-07-10;16,4577189974609;0,35;0,0;0,2569239665820301;0,49708871270505794;0,0;0,0;1,0;3,0
-1;5440;5441;2026-07-10 09:03:26.033;2026-07-10;32,24643463325567;0,6;0,0005962444794095134;0,2569239665820301;0,0;0,0;0,9523809523809526;0,0;2,0
1;5441;5442;2026-07-10 09:03:30.323;2026-07-10;24,743848591010945;0,35;0,13386711696083653;0,15618845080892763;1,0;0,013838789102152802;0,7823129251700681;1,0;3,0
-1;5447;5448;2026-07-10 09:04:34.129;2026-07-10;27,997388355542647;0,0;0,24146012830194286;0,39869617159980264;0,0;0,0;1,0;1,0;2,0
1;5448;5449;2026-07-10 09:04:38.938;2026-07-10;27,65106090399146;0,35;0,18595447915639599;0,1928950537081383;0,0;0,002378887227896952;0,8441558441558441;1,0;2,0
1;5450;5451;2026-07-10 09:05:04.104;2026-07-10;41,080840155028326;0,35;0,3358222200358723;0,4645094884710506;1,0;0,0;1,0;0,0;1,0
-1;5452;5453;2026-07-10 09:05:23.600;2026-07-10;40,35249307520522;0,6;0,10799398246896072;0,4217547837827066;0,36352785022188505;0,0;1,0;0,0;3,0
1;5455;5456;2026-07-10 09:05:37.211;2026-07-10;30,524185127315903;0,0;0,3594044327452071;0,38463581028952415;0,8193529568526239;0,0;1,0;1,0;3,0
-1;5459;5460;2026-07-10 09:06:38.036;2026-07-10;12,90812856983215;0,0;0,0;0,4302709523277384;0,0;0,0;0,0;0,0;5,0
-1;5460;5461;2026-07-10 09:06:52.953;2026-07-10;16,459300833493366;0,0;0,17188942322580897;0,14463120003824861;1,0;0,0;0,7823129251700681;0,0;3,0
1;5462;5463;2026-07-10 09:07:00.218;2026-07-10;12,946851373218731;0,35;0,0;0,014952703078956103;0,4545979478868492;0,37482702808500484;0,0;1,0;7,0
1;5463;5464;2026-07-10 09:07:19.123;2026-07-10;27,835004327616026;0,35;0,1445936939053914;0,21538937146311798;1,0;0,0002269655963476849;0,9006211180124223;1,0;7,0
-1;5465;5466;2026-07-10 09:07:23.655;2026-07-10;17,90320950508055;0,35;0,0;0,09526402088107584;0,5237663698400691;0,6295288878648275;0,0;0,0;1,0
-1;5466;5467;2026-07-10 09:07:29.548;2026-07-10;42,97258838403974;1,0;0,023416491965789765;0,262112218702849;0,0;0,0;0,9523809523809526;0,0;4,0
1;5467;5468;2026-07-10 09:07:47.518;2026-07-10;30,42344816827479;0,35;0,11174781564828073;0,2959917592355924;0,0;0,0;1,0;1,0;2,0
-1;5468;5469;2026-07-10 09:07:58.662;2026-07-10;38,162979063207246;0,6;0,14057425743429675;0,32162075424499426;0,0;0,0;1,0;0,0;2,0
1;5475;5476;2026-07-10 09:11:46.457;2026-07-10;38,91154412637549;0,35;0,26124055360960663;0,45435100953784396;0,35624089047554236;0,0;1,0;1,0;5,0
-1;5477;5478;2026-07-10 09:12:08.002;2026-07-10;5,918469705138247;0,0;0,0;0,05762433275388589;0,6610939061678984;0,41897397225216715;0,0;0,0;1,0
-1;5478;5479;2026-07-10 09:12:22.590;2026-07-10;33,28147744306099;0,6;0,0;0,276049248102033;0,0;0,0;1,0;0,0;2,0
1;5479;5480;2026-07-10 09:12:36.685;2026-07-10;21,80140045843645;0,35;0,0;0,14525626760457616;0,16372084046855515;0,08705831785984841;0,7823129251700681;1,0;3,0
-1;5485;5486;2026-07-10 09:14:10.995;2026-07-10;19,26684275415015;0,0;0,0;0,3088947584716717;0,9227117338366462;0,0;1,0;0,0;3,0
1;5487;5488;2026-07-10 09:14:31.402;2026-07-10;10,327036646020273;0,35;0,0;0,0;0,6059341153296216;0,15770366460202762;0,0;1,0;3,0
1;5488;5489;2026-07-10 09:14:36.820;2026-07-10;29,82666045937797;0,35;0,16257364393122925;0,26687027269910046;0,8095209173704702;0,0;0,9006211180124223;0,0;5,0
-1;5491;5492;2026-07-10 09:14:53.215;2026-07-10;4,7161420725191;0,0;0,0;0,05826739667657946;0,6957489763553265;0,29681201722217154;0,0;1,0;3,0
-1;5492;5493;2026-07-10 09:15:09.829;2026-07-10;43,937807836377544;1,0;0,0;0,2979269278792514;1,0;0,0;1,0;1,0;3,0
1;5498;5499;2026-07-10 09:16:17.217;2026-07-10;4,7326517325690105;0,0;0,0;0,14568857616897393;0,6354339777175837;0,036199444749979284;0,0;1,0;5,0
1;5499;5500;2026-07-10 09:16:54.148;2026-07-10;31,024217465893717;0,6;0,04774521359609705;0,2120856699478146;0,29380384442620017;0,0026458585998408476;0,8441558441558441;0,0;1,0
-1;5500;5501;2026-07-10 09:17:20.062;2026-07-10;16,063602264988987;0,35;0,0;0,24378674216629959;0,6200310337613215;0,0;0,0;0,0;1,0
-1;5501;5502;2026-07-10 09:17:35.421;2026-07-10;22,281967592678754;0,35;0,0;0,18525716151626098;0,0;0,015112349549024535;0,7823129251700681;0,0;2,0
1;5502;5503;2026-07-10 09:18:35.063;2026-07-10;31,953770258309667;0,35;0,21006073062371966;0,28094808229690493;1,0;0,0;0,9523809523809526;0,0;1,0
-1;5504;5505;2026-07-10 09:19:49.056;2026-07-10;14,747343821848938;0,0;0,0;0,4915781273949646;0,5652734986907635;0,0;0,0;0,0;1,0
-1;5505;5506;2026-07-10 09:20:27.549;2026-07-10;17,691785327043853;0,0;0,0;0,27226586010781084;0,0;0,0;0,9523809523809526;0,0;4,0
-1;5507;5508;2026-07-10 09:21:13.406;2026-07-10;3,54609817197439;0,0;0,0;0,038689096303691134;0,7631872536876674;0,23854252828636563;0,0;0,0;1,0
-1;5508;5509;2026-07-10 09:21:20.411;2026-07-10;31,043964662821384;0,6;0,0;0,25005781024185314;0,0;0,010067191400735115;0,8441558441558441;0,0;2,0
1;5509;5510;2026-07-10 09:24:37.760;2026-07-10;35,84498824093537;0,35;0,22541527294039745;0,3819868805808478;1,0;0,0;1,0;1,0;3,0
-1;5513;5514;2026-07-10 09:26:05.125;2026-07-10;5,581746458328623;0,0;0,0;0,16561920106788386;0,0;0,06131704262921077;0,0;0,0;1,0
-1;5516;5517;2026-07-10 09:26:11.258;2026-07-10;39,720351581075235;0,6;0,0;0,490678386035841;0,5097708290658277;0,0;1,0;0,0;1,0
1;5517;5518;2026-07-10 09:26:21.707;2026-07-10;11,136919601716116;0,35;0,0;0,020837661797775735;0,32037376562906206;0,17617897477828431;0,0;0,0;1,0
1;5518;5519;2026-07-10 09:26:58.963;2026-07-10;31,790494524732768;0,35;0,31967999006992137;0,22023121104754298;0,0;0,0;0,8441558441558441;0,0;2,0
-1;5519;5520;2026-07-10 09:27:09.462;2026-07-10;27,403608172386363;0,35;0,0;0,3043266216192278;0,09877962586232446;0,0;0,9523809523809526;1,0;3,0
1;5523;5524;2026-07-10 09:29:59.752;2026-07-10;6,874246689162536;0,0;0,0;0,0002138720757398594;0,5209891802597599;0,6867830526890341;0,0;1,0;3,0
1;5524;5525;2026-07-10 09:30:35.856;2026-07-10;37,946601733556264;0,6;0,13682479483920337;0,3175327287525393;0,41103440930287455;0,0;1,0;1,0;3,0
-1;5529;5530;2026-07-10 09:32:42.836;2026-07-10;51,4057914062772;1,0;0,05623165625108826;0,5;0,6530215500691019;0,0;1,0;0,0;1,0
1;5532;5533;2026-07-10 09:36:50.394;2026-07-10;3,6884062162250406;0,0;0,0;0,0;1,0;0,36884062162250403;0,0;1,0;3,0
1;5533;5534;2026-07-10 09:37:05.549;2026-07-10;13,892345023997114;0,0;0,0;0,1835477664612588;0,7098653512725713;0,05627827784586687;0,7823129251700681;1,0;7,0
-1;5537;5538;2026-07-10 09:41:03.239;2026-07-10;31,798997286536938;0,35;0,01640007252753233;0,42129984911162105;0,7221643797749736;0,0;1,0;0,0;1,0
1;5538;5539;2026-07-10 09:41:21.818;2026-07-10;13,231401233782048;0,35;0,0;0,00181810542255815;0,6719748019867012;0,44268580711053057;0,0;1,0;3,0
1;5539;5540;2026-07-10 09:42:14.215;2026-07-10;24,484038268259145;0,35;0,03824404547934792;0,20959922540391857;0,33476963018649775;0,00484019275994505;0,8441558441558441;1,0;2,0
-1;5542;5543;2026-07-10 09:46:16.190;2026-07-10;6,8314178571494475;0,0;0,0;0,2277139285716482;0,0;0,0;0,0;0,0;1,0
-1;5544;5545;2026-07-10 09:47:15.191;2026-07-10;11,556663171632472;0,0;0,0;0,15006612972346695;0,6793381713043196;0,7054679279928464;0,0;0,0;7,0
