dt;o;h;l;c;agb;ags;dur;qt;trd;dirn;is_rev;seq_before;wick;wick_net;trav;brk;newday;sujo;ok;dur_eff;agtot;unk_share;avg_trd;hora;elig;cost_nz;dur_nz;trd_nz;size_nz;pace_nz;delta_cl;delta_raw;unk_nz;wick_net_n;seq_len;rev_dens;eff_ratio;pace_reg;pos_rng;day_pos;hora_dec;cost_seq;dur_seq;delta_seq;wick_seq;ref_ok;dpos_mid;dpos_open;dpos_ext;y;bars
2026-06-30 10:42:22.549;173300,0;173365,0;173250,0;173250,0;3771,0;6785,0;0,22;14819,0;4638,0;-1;1;3;13,0;3,0;23,0;0;0;0;1;0,22;10556,0;0,2876712328767123;3,195127210004312;10,7;1;-0,2597684348360304;-0,323597232897771;-0,3084553191013498;0,0177614099200532;-0,2948649211996619;0,2855248200075786;0,20338754301909712;0,11744983178766645;0,3;3,0;0,35;0,15;0,1076024137034177;0,3079470198675497;0,45222405271828664;10,7;-0,23395537682473802;-0,452054794520548;0,22596291557660358;1,3;1,0;0,45222405271828664;0,85667215815486;0,4522240527182867;1,0;2,0
2026-06-30 10:46:25.494;173550,0;173620,0;173500,0;173500,0;12342,0;14598,0;0,42;36275,0;11284,0;-1;1;10;14,0;4,0;24,0;0;0;0;1;0,42;26940,0;0,2573397656788422;3,2147288195675294;10,766666666666667;1;0,1709563055980156;0,02189781021897805;0,13749140001461682;0,019132214871899707;-0,5497564886620843;0,08374164810690424;0,06219159200551344;0,05736439099880005;0,4;10,0;0,325;0,025;0,051562775399931995;-0,32608695652173914;0,3475120385232745;10,766666666666667;-0,014809166528311067;-0,2545454545454546;0,26149918805674915;0,65;1,0;0,3475120385232745;0,7544141252006421;0,3475120385232745;0,0;1,0
2026-06-30 10:48:53.504;173800,0;173860,0;173750,0;173750,0;4928,0;8115,0;0,17;16515,0;4634,0;-1;1;6;12,0;2,0;22,0;0;0;0;1;0,17;13043,0;0,21023312140478354;3,563875701337937;10,8;1;-0,2047723781025201;-0,42905121746431557;-0,32344191988320103;0,0688807809012971;-0,18910470293636691;0,2443456260062869;0,19297608234937935;-0,042385549846639406;0,2;6,0;0,275;0,225;0,01314322345033891;-0,3787878787878788;0,26725521669341895;10,8;0,15120922857441424;0,2700000000000001;0,21609581011128545;0,6;1,0;0,26725521669341895;0,6741573033707865;0,2672552166934189;1,0;2,0
2026-06-30 10:51:26.588;173800,0;173875,0;173750,0;173750,0;16430,0;19801,0;1,05;50012,0;15953,0;-1;1;7;15,0;5,0;25,0;0;0;0;1;1,05;36231,0;0,27555386707190277;3,1349589418918073;10,85;1;0,2878328563007951;0,46750524109014674;0,2871057467137575;0,00444270552172539;-0,7856222703172274;0,0930418702216334;0,0674038230824602;0,09582359076619971;0,5;7,0;0,175;0,325;0,004499927556068606;-0,36826347305389223;0,26725521669341895;10,85;0,06424163348098266;-0,4772727272727273;0,3264540124961729;0,7;1,0;0,26725521669341895;0,6741573033707865;0,2672552166934189;1,0;2,0
2026-06-30 10:57:30.943;173850,0;173910,0;173800,0;173800,0;6331,0;8971,0;0,33;20738,0;7006,0;-1;1;5;12,0;2,0;22,0;0;0;0;1;0,33;15302,0;0,2621274954190375;2,9600342563516984;10,95;1;-0,09911920692690684;-0,11290322580645143;-0,13387213920353572;-0,02335314757107489;-0,5001543142613447;0,17252646712847994;0,12730253640659658;0,06950984492983106;0,2;5,0;0,175;0,4;-0,0920253103139244;-0,38571428571428573;0,25120385232744785;10,95;0,0848832553306347;0,25;0,2147092478934776;0,9;1,0;0,25120385232744785;0,6581059390048154;0,2512038523274478;1,0;4,0
2026-06-30 11:02:29.974;173800,0;173855,0;173750,0;173750,0;1799,0;4587,0;0,07;8160,0;2716,0;-1;1;6;11,0;1,0;21,0;0;0;0;1;0,07;6386,0;0,21740196078431373;3,004418262150221;11,033333333333333;1;-0,45207379820527105;-0,7107438016528925;-0,5042845800746493;-0,012806339137883972;0,22994006074575485;0,43658001879110553;0,3416666666666667;-0,0357828293348839;0,1;6,0;0,25;0,025;-0,041545091468677846;-0,1631578947368421;0,26725521669341895;11,033333333333333;-0,22539435324434023;-0,6625;0,2935238995634402;0,5666666666666667;1,0;0,26725521669341895;0,6741573033707865;0,2672552166934189;1,0;2,0
2026-07-01 10:01:46.093;172500,0;172555,0;172450,0;172450,0;3124,0;5995,0;0,28;12850,0;4233,0;-1;1;4;11,0;1,0;21,0;0;0;0;1;0,28;9119,0;0,2903501945525292;3,0356721001653675;10,016666666666667;1;-0,4259954503358482;-0,5746296999620204;-0,4924871188482947;0,005260313204592415;-0,03314756540274752;0,3148371531966224;0,22342412451361868;-0,013423952747322773;0,1;4,0;0,275;0,025;-0,3802023742633193;-0,05319148936170213;0,3898305084745763;10,016666666666667;-0,09893107969638268;-0,4825174825174825;0,24866721584109172;0,55;1,0;0,3898305084745763;0,6779661016949152;0,38983050847457623;0,0;1,0
2026-07-01 10:12:23.750;172400,0;172485,0;172350,0;172350,0;13939,0;16537,0;0,62;42280,0;13748,0;-1;1;4;17,0;7,0;27,0;0;0;0;1;0,62;30476,0;0,27918637653736994;3,0753564154786153;10,2;1;0,11787153459440729;-0,07977736549165122;0,17907628446887747;-0,0022048276270233767;-0,7378861874106295;0,08524740779629873;0,061447492904446545;0,028746177749394093;0,7;4,0;0,45;0,075;0,04553405505971386;0,0794392523364486;0,4072164948453608;10,2;-0,1572682667370471;-0,8307692307692306;0,3258967136150235;0,675;1,0;0,4072164948453608;0,7010309278350515;0,4072164948453608;1,0;2,0
2026-07-01 10:14:42.518;172300,0;172370,0;172250,0;172250,0;12143,0;13824,0;0,47;36588,0;10979,0;-1;1;4;14,0;4,0;24,0;0;0;0;1;0,47;25967,0;0,2902864327101782;3,3325439475362053;10,233333333333333;1;0,1738091951356126;-0,03391572456320672;0,13222335088198742;0,03804951901241663;-0,7051844734175182;0,06473601109100012;0,04594402536350716;0,05195242802546306;0,4;4,0;0,425;0,0;0,05832735981718068;0,12962962962962962;0,42;10,233333333333333;-0,1196775120182728;-0,5189873417721519;0,2569827466521942;1,075;1,0;0,42;0,72;0,42000000000000004;0,0;1,0
2026-07-01 10:17:50.094;172600,0;172660,0;172550,0;172550,0;4763,0;11166,0;0,18;23125,0;6727,0;-1;1;8;12,0;2,0;22,0;0;0;0;1;0,18;15929,0;0,31117837837837836;3,4376393637579903;10,283333333333333;1;0,014132835092163275;-0,4216867469879518;-0,08433833337870578;0,04601217584876269;-0,4160100858973343;0,4019712474103836;0,2768864864864865;0,08176679147973462;0,2;8,0;0,375;0,15;0,10055932319534303;-0,3333333333333333;0,3;10,283333333333333;0,32372168679052593;-0,12162162162162166;0,3699390656736628;0,45;1,0;0,3;0,6;0,30000000000000004;1,0;4,0
2026-07-01 11:19:18.383;174300,0;174350,0;174215,0;174350,0;9854,0;8914,0;0,63;25771,0;7703,0;1;1;3;17,0;7,0;27,0;0;0;0;1;0,63;18768,0;0,2717395522098483;3,3455796442944306;11,316666666666666;1;0,011661198986957114;0,02941176470588238;0,03276754350682435;-0,0024661580134558866;-0,4859918352891285;0,05008525149190111;0,036475107679174265;-0,025186215633996287;0,7;3,0;0,375;0,2;-0,19718580120689322;0,33225806451612905;0,42;11,316666666666666;0,2802856757849347;-0,050000000000000044;0,20362680788750476;0,7666666666666667;1,0;0,42;0,12;0,42000000000000004;0,0;3,0
2026-07-01 11:26:09.150;173950,0;174000,0;173880,0;174000,0;8496,0;6216,0;0,4;19709,0;6178,0;1;1;9;14,0;4,0;24,0;0;0;0;1;0,4;14712,0;0,25353899233852556;3,1901910003237295;11,433333333333334;1;-0,10753282221586627;-0,25960203609440063;-0,12174769082050063;-0,029786204651384155;-0,32702888893064797;0,15497553017944535;0,11568319042062002;-0,0640595596451301;0,4;9,0;0,275;0,025;-0,20486636721562324;-0,13157894736842105;0,28;11,433333333333334;0,08822356870900519;-0,176252319109462;0,17728706028072067;0,9333333333333333;1,0;0,28;-0,02;0,28;0,0;3,0
2026-07-01 11:44:44.471;173900,0;173950,0;173835,0;173950,0;21875,0;18647,0;2,07;59914,0;17048,0;1;1;5;13,0;3,0;23,0;0;0;0;1;2,07;40522,0;0,3236639182828721;3,5144298451431255;11,733333333333333;1;0,38438814226032914;0,44452198185624564;0,33149011613830376;-0,0001725721544689786;-0,8107845717482524;0,07966043137061349;0,0538772240210969;0,03668793884570241;0,3;5,0;0,4;0,25;-0,21320055227950463;-0,32905982905982906;0,26;11,733333333333333;0,40624985747683373;0,437869822485207;0,25919194400098244;0,8;1,0;0,26;-0,04;0,26;0,0;1,0
2026-07-01 12:51:00.697;174300,0;174350,0;174245,0;174350,0;3425,0;2026,0;0,23;7897,0;2321,0;1;1;3;11,0;1,0;21,0;0;0;0;1;0,23;5451,0;0,30973787514245915;3,4024127531236537;12,85;1;-0,6188345897018722;-0,7549933422103863;-0,6607580690542224;-0,017319377466485465;0,5947968208512706;0,25665015593469087;0,17715588198049892;-0,013899909870738173;0,1;3,0;0,3;0,325;-0,1935394046235826;0,38944723618090454;0,42;12,85;0,2690974783950741;0,3548387096774193;0,1462538849159651;1,0333333333333334;1,0;0,42;0,12;0,42000000000000004;1,0;2,0
2026-07-01 12:58:51.219;174300,0;174350,0;174210,0;174350,0;17395,0;16288,0;1,92;51099,0;15518,0;1;1;4;18,0;8,0;28,0;0;0;0;1;1,92;33683,0;0,3408285876435938;3,2928856811444773;12,966666666666667;1;0,043620633550759645;0,04674935259642893;0,12251614909977358;-0,03141146225285452;-0,2746663295170856;0,03286524359469169;0,02166382903775025;0,037143565933631655;0,8;4,0;0,2;0,35;-0,20237929703169677;0,32325581395348835;0,42;12,966666666666667;-0,07813461215842943;-0,17261904761904764;0,17016973500170113;1,05;1,0;0,42;0,12;0,42000000000000004;1,0;4,0
2026-07-01 13:55:38.834;174350,0;174400,0;174260,0;174400,0;34923,0;25913,0;4,73;91163,0;26093,0;1;1;5;18,0;8,0;28,0;0;0;0;1;4,73;60836,0;0,3326678586707326;3,4937722760893726;13,916666666666666;1;0,27127455833103353;0,22159090909090917;0,2923676608432609;0,005091565688861595;-0,5734574950496806;0,148103096850549;0,09883395675877275;0,011421560653726084;0,8;5,0;0,275;0,175;-0,3054226585536907;0,15714285714285714;0,40733590733590735;13,916666666666666;-0,43593657449622797;-0,6808988764044944;0,16656702995743725;1,02;1,0;0,40733590733590735;0,13513513513513514;0,4073359073359073;1,0;2,0
2026-07-01 14:18:04.638;174500,0;174550,0;174435,0;174550,0;12035,0;8881,0;4,23;31773,0;10009,0;1;1;3;13,0;3,0;23,0;0;0;0;1;4,23;20916,0;0,34170522141440846;3,174443001298831;14,3;1;-0,19968541337374085;0,12358058304004259;-0,23098495238314762;-0,04351871728698482;-0,5739070653296198;0,15079365079365079;0,09926667296131936;0,02025591614503216;0,3;3,0;0,325;0,025;-0,32850600301474087;0,21578947368421053;0,4487666034155598;14,3;0,33725068715201917;0,5863636363636363;0,13038421970747416;1,3;1,0;0,4487666034155598;0,18975332068311196;0,44876660341555974;0,0;3,0
2026-07-01 14:32:17.016;174450,0;174500,0;174375,0;174500,0;17136,0;10103,0;2,27;37878,0;11055,0;1;1;3;15,0;5,0;25,0;0;0;0;1;2,27;27239,0;0,28087544220919797;3,4263229308005427;14,533333333333333;1;-0,17090121863679444;-0,2361403213594684;-0,19696510194112166;-0,0021219997554644027;-0,2298180234517181;0,25819596901501524;0,18567506204129045;-0,08517435190647815;0,5;3,0;0,325;0,025;-0,3441352399679092;0,11052631578947368;0,4297912713472486;14,533333333333333;0,06118099922928871;-0,676923076923077;0,2976300116657457;0,7;1,0;0,4297912713472486;0,17077798861480076;0,4297912713472486;1,0;2,0
2026-07-01 14:51:05.863;174100,0;174150,0;174005,0;174150,0;38907,0;27578,0;5,75;98396,0;28104,0;1;1;10;19,0;9,0;29,0;0;0;0;1;5,75;66485,0;0,3243119639009716;3,501138627953316;14,85;1;0,22884084294192808;0,21448938641884036;0,2614810417632187;0,010441640776724334;-0,5481542324671854;0,1703993381965857;0,11513679417862514;-0,010486724292397612;0,9;10,0;0,25;0,15;-0,26916375191993824;-0,3425196850393701;0,2969639468690702;14,85;-0,15459182687953918;-0,5174553917765711;0,21024122389680797;0,78;1,0;0,2969639468690702;0,03795066413662239;0,29696394686907024;0,0;1,0
2026-07-01 15:11:28.361;174000,0;174050,0;173915,0;174050,0;21105,0;14513,0;1,92;52314,0;15583,0;1;1;6;17,0;7,0;27,0;0;0;0;1;1,92;35618,0;0,31914974958902015;3,3571199383944044;15,183333333333334;1;-0,06988267205617146;-0,3409422466317687;-0,05240130193724738;-0,011895887965544983;-0,08419753747621227;0,1850749620978157;0,12600833428910044;-0,023681544630955325;0,7;6,0;0,2;0,25;-0,19029014973044148;-0,36394557823129253;0,25901328273244784;15,183333333333334;0,058164760671032684;-0,00588235294117641;0,30191850904439976;0,7666666666666667;1,0;0,25901328273244784;0,0;0,25901328273244784;0,0;1,0
2026-07-01 16:13:21.699;174300,0;174350,0;174205,0;174350,0;16698,0;11321,0;1,88;39611,0;11106,0;1;1;5;19,0;9,0;29,0;0;0;0;1;1,88;28019,0;0,2926459821766681;3,5666306500990457;16,216666666666665;1;-0,24875142579045761;-0,3758300132802124;-0,214435264825713;0,006831937478692652;-0,7800747741661241;0,19190549270138121;0,1357451213046881;-0,042773804869187144;0,9;5,0;0,3;0,075;-0,11036227016938388;0,16923076923076924;0,372865275142315;16,216666666666665;0,7617679964163392;0,9915254237288137;0,23609299015537896;0,7;1,0;0,372865275142315;0,11385199240986717;0,37286527514231504;1,0;2,0
2026-07-01 16:34:45.509;174250,0;174300,0;174185,0;174300,0;17298,0;10576,0;2,92;43348,0;11941,0;1;1;5;13,0;3,0;23,0;0;0;0;1;2,92;27874,0;0,35697148657377503;3,6301817268235492;16,566666666666666;1;-0,029137717969076236;-0,09667440061871624;-0,10855295696366013;0,015253042554850736;-0,8819900717661899;0,2411566334218268;0,15507059149211036;0,05967297554558842;0,3;5,0;0,3;0,1;-0,09415438072146522;0,09230769230769231;0,3538899430740038;16,566666666666666;0,05819900439434728;-0,25864453665283543;0,18571428571428572;0,86;1,0;0,3538899430740038;0,09487666034155598;0,3538899430740038;1,0;2,0
2026-07-01 16:57:15.262;174250,0;174300,0;174190,0;174300,0;10040,0;5499,0;1,98;22377,0;6360,0;1;1;4;12,0;2,0;22,0;0;0;0;1;1,98;15539,0;0,3055816239889172;3,5183962264150943;16,95;1;-0,29816710633552757;-0,2742600568129754;-0,3683834190716428;-0,0001492688408704465;-0,8374858234846101;0,29223244739043697;0,20293158153461144;-0,019894622005759647;0,2;4,0;0,25;0,05;-0,12576534457428562;0,0391304347826087;0,3538899430740038;16,95;0,15155073025050042;-0,01953818827708709;0,18754691353611896;1,0;1,0;0,3538899430740038;0,09487666034155598;0,3538899430740038;0,0;1,0
2026-07-01 17:21:41.740;174250,0;174300,0;174190,0;174300,0;15272,0;8051,0;8,35;35465,0;9607,0;1;1;3;12,0;2,0;22,0;0;0;0;1;8,35;23323,0;0,3423657126744678;3,6915790569376496;17,35;1;-0,05883102791188196;0,4460752478676884;-0,14996217433429043;0,007209814302231212;-0,9593291705729021;0,3096085409252669;0,20360919216128578;0,05440354777936553;0,2;3,0;0,225;0,025;-0,0006261996388599547;-0,07608695652173914;0,3538899430740038;17,35;0,22347893600982704;0,13289760348583882;0,1823988812647397;1,0666666666666667;1,0;0,3538899430740038;0,09487666034155598;0,3538899430740038;1,0;2,0
2026-07-02 10:40:17.711;176400,0;176450,0;176330,0;176450,0;7290,0;5013,0;0,13;16725,0;4874,0;1;1;3;14,0;4,0;24,0;0;0;0;1;0,13;12303,0;0,2643946188340807;3,431473122691834;10,666666666666666;1;-0,17125891581356417;-0,4479830148619957;-0,23050508957574373;0,036888603379467574;0,281284631582645;0,1850768105340161;0,13614349775784754;-0,04676235106741813;0,4;3,0;0,2;0,4;0,16625746441653622;0,4087136929460581;0,42531876138433516;10,666666666666666;0,21162247752016827;-0,5384615384615385;0,38679510617353396;0,4666666666666667;1,0;0,42531876138433516;0,7103825136612022;0,4253187613843351;1,0;2,0
2026-07-02 10:46:17.451;176850,0;176900,0;176760,0;176900,0;14752,0;12881,0;0,5;36965,0;9881,0;1;1;3;18,0;8,0;28,0;0;0;0;1;0,5;27633,0;0,25245502502367106;3,7410181155753466;10,766666666666667;1;0,16594116304405088;0,3123359580052493;0,19908136363498463;0,03182256589931804;-0,34949752222906977;0,06770889878044367;0,050615447044501556;-0,05263002660107265;0,8;3,0;0,35;0,275;0,1542219553588265;0,36046511627906974;0,46141479099678456;10,766666666666667;-0,5779640920389776;-0,8750000000000001;0,2604057810990398;1,0333333333333334;1,0;0,46141479099678456;0,7717041800643086;0,4614147909967846;1,0;2,0
2026-07-02 10:48:36.601;176900,0;176950,0;176815,0;176950,0;13167,0;10305,0;0,52;32338,0;9217,0;1;1;3;17,0;7,0;27,0;0;0;0;1;0,52;23472,0;0,2741666151277135;3,5085168709992405;10,8;1;0,11615185245002228;0,3081761006289308;0,1878993307836308;-0,012048461598484621;-0,3774593037370858;0,12193251533742332;0,08850269033335395;-0,0068602315751017965;0,7;3,0;0,4;0,225;0,08948726953744487;0,35517241379310344;0,4666136724960254;10,8;0,04570113660135277;-0,41666666666666663;0,43777846059302505;0,5666666666666667;1,0;0,4666136724960254;0,7790143084260731;0,4666136724960255;0,0;1,0
2026-07-02 10:50:31.094;176500,0;176550,0;176440,0;176550,0;4656,0;2070,0;0,05;8894,0;2818,0;1;1;9;12,0;2,0;22,0;0;0;0;1;0,05;6726,0;0,24375983809309648;3,156139105748758;10,833333333333334;1;-0,4039735694225561;-0,7122302158273381;-0,3861201727490074;-0,06680306837659929;0,6037740338184723;0,38447814451382695;0,29075781425680236;-0,058630755194825024;0,2;9,0;0,325;0,05;0,08200835666119671;-0,23722627737226276;0,3394276629570747;10,833333333333334;0,16491563222356836;0,25;0,2571237134508366;0,5555555555555556;1,0;0,3394276629570747;0,6518282988871225;0,3394276629570747;1,0;2,0
2026-07-02 12:11:54.288;174700,0;174770,0;174650,0;174650,0;17602,0;19983,0;3,12;56871,0;17976,0;-1;1;5;14,0;4,0;24,0;0;0;0;1;3,12;37585,0;0,3391183555766559;3,1637182910547397;12,183333333333334;1;0,3272584197778713;0,5694164989939638;0,3336251442052667;-0,033716390776039586;-0,6914096779921841;0,06334974058800054;0,04186668073359005;0,07525251405758739;0,4;5,0;0,3;0,1;-0,16056945875821968;0,16906474820143885;0,2647058823529412;12,183333333333334;-0,07216672113624248;0,031088082901554372;0,15261064706423613;0,9;1,0;0,2647058823529412;-0,04769475357710652;0,2647058823529411;1,0;2,0
2026-07-02 12:21:22.752;174550,0;174610,0;174500,0;174500,0;5946,0;9040,0;0,57;21748,0;5810,0;-1;1;6;12,0;2,0;22,0;0;0;0;1;0,57;14986,0;0,31092514254184295;3,743201376936317;12,35;1;-0,0904810791552857;-0,24752475247524758;-0,2092817529175598;0,05435344194094555;-0,03326451850225257;0,20645936207126653;0,14226595549016002;0,02347871800053008;0,2;6,0;0,2;0,175;-0,1528688257755655;0,20285714285714285;0,3124006359300477;12,35;-0,3777807754423796;-0,8186968838526912;0,24966105401268315;0,6333333333333333;1,0;0,3124006359300477;-0,0;0,31240063593004774;0,0;1,0
2026-07-02 13:25:49.372;174700,0;174760,0;174650,0;174650,0;15215,0;18246,0;3,3;50137,0;13533,0;-1;1;3;12,0;2,0;22,0;0;0;0;1;3,3;33461,0;0,33260865229271797;3,704795684622774;13,416666666666666;1;0,25651045588874244;0,35384615384615375;0,15602443087173792;0,02788050012164779;-0,686245256262173;0,09058306685394937;0,0604543550671161;0,05086744894188113;0,2;3,0;0,375;0,05;-0,2888104443259632;0,23684210526315788;0,2647058823529412;13,416666666666666;0,05636557744872129;0,6222222222222221;0,14706703131104537;0,9;1,0;0,2647058823529412;-0,04769475357710652;0,2647058823529411;1,0;2,0
2026-07-02 14:02:19.323;174700,0;174775,0;174650,0;174650,0;6550,0;10394,0;0,83;25105,0;6637,0;-1;1;4;15,0;5,0;25,0;0;0;0;1;0,83;16944,0;0,32507468631746667;3,7825824920897997;14,033333333333333;1;-0,18647240161671028;-0,3899301727306138;-0,22148453995214185;0,030513702129039363;0,024938100608070973;0,22686496694995278;0,15311690898227445;0,041374371620254376;0,5;4,0;0,3;0,075;-0,25360205953598247;0,16666666666666666;0,2647058823529412;14,033333333333333;-0,12700356449235242;-0,2018561484918794;0,23421065387038922;0,625;1,0;0,2647058823529412;-0,04769475357710652;0,2647058823529411;0,0;1,0
