dt;o;h;l;c;agb;ags;dur;qt;trd;dirn;is_rev;seq_before;wick;wick_net;trav;brk;newday;sujo;ok;dur_eff;agtot;unk_share;avg_trd;hora;dpos;minac;elig_ntsl;sinal;y;bars
2026-07-09 11:21:12.872;173850,0;173900,0;173780,0;173900,0;8080,0;4776,0;0,35;18381,0;5055,0;1;1;4;14,0;4,0;24,0;0;0;0;1;0,35;12856,0;0,30058212284424135;3,6362017804154303;11,35;0,39164086687306504;137,81;1;1;1,0;3,0
2026-07-09 11:26:59.479;174200,0;174250,0;174120,0;174250,0;34927,0;28399,0;1,93;87526,0;20909,0;1;1;3;16,0;6,0;26,0;0;0;0;1;1,93;63326,0;0,2764892717592487;4,186044287149074;11,433333333333334;0,4274611398963731;143,44;1;1;1,0;3,0
2026-07-09 11:38:16.974;174200,0;174250,0;174145,0;174250,0;16956,0;11500,0;1,25;40355,0;10208,0;1;1;3;11,0;1,0;21,0;0;0;0;1;1,25;28456,0;0,2948581340602156;3,9532719435736676;11,633333333333333;0,4156010230179028;154,61;1;1;0,0;5,0
2026-07-09 12:27:13.893;174200,0;174250,0;174145,0;174250,0;16652,0;6397,0;1,15;30147,0;7600,0;1;1;10;11,0;1,0;21,0;0;0;0;1;1,15;23049,0;0,23544631306597671;3,9667105263157896;12,45;0,2920353982300885;203,26000000000002;1;1;0,0;1,0
2026-07-09 13:39:58.083;174450,0;174500,0;174360,0;174500,0;90935,0;84498,0;21,18;251053,0;62708,0;1;1;6;18,0;8,0;28,0;0;0;0;1;21,18;175433,0;0,3012112980127702;4,003524271225362;13,65;0,3888888888888889;275,87;1;1;0,0;1,0
2026-07-09 15:04:27.043;174750,0;174800,0;174660,0;174800,0;62258,0;51748,0;9,53;159867,0;38528,0;1;1;4;18,0;8,0;28,0;0;0;0;1;9,53;114006,0;0,2868697104468089;4,14937188538206;15,066666666666666;0,43227091633466136;360,21999999999997;1;1;0,0;1,0
2026-07-09 16:34:53.300;174850,0;174900,0;174765,0;174900,0;43768,0;35064,0;6,62;109117,0;25174,0;1;1;3;17,0;7,0;27,0;0;0;0;1;6,62;78832,0;0,2775461202195808;4,334511797886709;16,566666666666666;0,44390715667311414;450,55999999999983;1;1;1,0;3,0
2026-07-10 10:04:43.027;178400,0;178450,0;178345,0;178450,0;2702,0;1488,0;0,05;5725,0;1973,0;1;1;6;11,0;1,0;21,0;0;0;0;1;0,05;4190,0;0,26812227074235806;2,9016725798276735;10,066666666666666;0,27631578947368424;61,840000000000025;1;1;0,0;9,0
2026-07-10 11:07:23.548;178500,0;178550,0;178440,0;178550,0;8905,0;5291,0;0,5;19549,0;4968,0;1;1;6;12,0;2,0;22,0;0;0;0;1;0,5;14196,0;0,27382474806895496;3,9349838969404187;11,116666666666667;0,3026315789473684;123,23999999999994;1;1;0,0;5,0
2026-07-10 11:10:58.146;178350,0;178400,0;178290,0;178400,0;10631,0;4625,0;0,27;21359,0;5442,0;1;1;6;12,0;2,0;22,0;0;0;0;1;0,27;15256,0;0,28573435085912263;3,9248438074237413;11,166666666666666;0,2631578947368421;126,73999999999992;1;1;0,0;1,0
2026-07-10 11:23:21.423;178550,0;178600,0;178450,0;178600,0;22845,0;16548,0;1,07;54426,0;13875,0;1;1;5;20,0;10,0;30,0;0;0;0;1;1,07;39393,0;0,27620989968029985;3,9225945945945946;11,383333333333333;0,3157894736842105;138,97999999999993;1;1;1,0;3,0
2026-07-10 11:39:38.272;178450,0;178500,0;178360,0;178500,0;26888,0;23168,0;2,12;68209,0;18226,0;1;1;3;18,0;8,0;28,0;0;0;0;1;2,12;50056,0;0,26613789969065665;3,742400965653462;11,65;0,2894736842105263;154,9100000000001;1;1;1,0;3,0
2026-07-10 12:12:47.917;178300,0;178350,0;178205,0;178350,0;43169,0;38662,0;3,8;107651,0;26731,0;1;1;15;19,0;9,0;29,0;0;0;0;1;3,8;81831,0;0,2398491421352333;4,027196887508885;12,2;0,25;187,8500000000001;1;1;0,0;1,0
2026-07-10 14:01:21.326;179350,0;179400,0;179260,0;179400,0;43763,0;33745,0;5,52;108341,0;25708,0;1;1;3;18,0;8,0;28,0;0;0;0;1;5,52;77508,0;0,28459216732354325;4,2142912711996265;14,016666666666667;0,4641532756489493;295,97000000000014;1;1;0,0;3,0
2026-07-10 14:19:43.196;179300,0;179350,0;179240,0;179350,0;20465,0;10747,0;1,95;45284,0;10555,0;1;1;3;12,0;2,0;22,0;0;0;0;1;1,95;31212,0;0,3107499337514354;4,290288962576978;14,316666666666666;0,45179233621755255;314,2800000000001;1;1;0,0;5,0
2026-07-10 14:58:31.792;179300,0;179350,0;179240,0;179350,0;21097,0;9256,0;1,47;39843,0;8058,0;1;1;3;12,0;2,0;22,0;0;0;0;1;1,47;30353,0;0,23818487563687474;4,944527177959792;14,966666666666667;0,45179233621755255;353,05;1;1;1,0;3,0
2026-07-10 15:52:32.965;179500,0;179550,0;179410,0;179550,0;31716,0;17913,0;3,25;71430,0;16054,0;1;1;8;18,0;8,0;28,0;0;0;0;1;3,25;49629,0;0,30520789584208313;4,4493584153481995;15,866666666666667;0,41216216216216217;406,86000000000007;1;1;0,0;1,0
2026-07-13 10:29:13.466;179550,0;179625,0;179500,0;179500,0;7348,0;11059,0;0,37;25613,0;7901,0;-1;1;4;15,0;5,0;25,0;0;0;0;1;0,37;18407,0;0,28134150626634913;3,241741551702316;10,483333333333333;0,3658008658008658;84,04000000000002;1;1;0,0;1,0
2026-07-13 10:44:27.173;179300,0;179385,0;179250,0;179250,0;12898,0;16562,0;0,68;41468,0;12518,0;-1;1;6;17,0;7,0;27,0;0;0;0;1;0,68;29460,0;0,2895726825504003;3,312669755552005;10,733333333333333;0,30906148867313915;98,92999999999999;1;1;0,0;1,0
2026-07-13 11:11:23.051;179250,0;179345,0;179200,0;179200,0;23468,0;28124,0;2,23;70897,0;19857,0;-1;1;3;19,0;9,0;29,0;0;0;0;1;2,23;51592,0;0,27229643003230036;3,5703782041597423;11,183333333333334;0,3414239482200647;125,57;1;1;1,0;5,0
2026-07-13 11:18:13.215;179050,0;179115,0;179000,0;179000,0;4085,0;6076,0;0,13;13875,0;4300,0;-1;1;7;13,0;3,0;23,0;0;0;0;1;0,13;10161,0;0,2676756756756757;3,2267441860465116;11,3;0,3287292817679558;132,23000000000005;1;1;1,0;5,0
2026-07-13 11:26:13.925;179000,0;179070,0;178950,0;178950,0;8480,0;11369,0;0,77;28738,0;8504,0;-1;1;4;14,0;4,0;24,0;0;0;0;1;0,77;19849,0;0,3093117127148723;3,3793508936970835;11,433333333333334;0,356353591160221;140,14000000000007;1;1;0,0;1,0
2026-07-13 11:46:37.411;178700,0;178760,0;178650,0;178650,0;37938,0;43610,0;5,43;148985,0;31118,0;-1;1;4;12,0;2,0;22,0;0;0;0;1;5,43;81548,0;0,4526428835117629;4,78774342824089;11,766666666666667;0,42039800995024873;160,3600000000001;1;1;0,0;1,0
2026-07-13 12:24:27.432;178450,0;178520,0;178400,0;178400,0;8110,0;11626,0;0,85;27760,0;7908,0;-1;1;3;14,0;4,0;24,0;0;0;0;1;0,85;19736,0;0,2890489913544669;3,5103692463328273;12,4;0,44594594594594594;197,98000000000013;1;1;0,0;1,0
2026-07-13 13:45:13.405;178200,0;178285,0;178150,0;178150,0;14759,0;23044,0;1,2;52227,0;12524,0;-1;1;3;17,0;7,0;27,0;0;0;0;1;1,2;37803,0;0,27617898787983225;4,170153305653146;13,75;0,44567404426559354;278,57000000000016;1;1;1,0;3,0
2026-07-13 14:18:37.382;178000,0;178065,0;177950,0;177950,0;12231,0;20374,0;2,05;43763,0;10424,0;-1;1;4;13,0;3,0;23,0;0;0;0;1;2,05;32605,0;0,2549642391974956;4,198292402148887;14,3;0,42896174863387976;311,88000000000017;1;1;1,0;5,0
2026-07-13 15:38:14.071;177700,0;177770,0;177650,0;177650,0;16703,0;21936,0;1,85;55280,0;13236,0;-1;1;5;14,0;4,0;24,0;0;0;0;1;1,85;38639,0;0,30103111432706225;4,176488365064975;15,633333333333333;0,4223300970873786;391,23000000000013;1;1;0,0;1,0
2026-07-13 16:02:00.274;177800,0;177900,0;177750,0;177750,0;48926,0;60573,0;8,23;157937,0;39017,0;-1;1;3;20,0;10,0;30,0;0;0;0;1;8,23;109499,0;0,3066919087990781;4,047902196478458;16,033333333333335;0,38996763754045305;414,96000000000015;1;1;1,0;3,0
2026-07-13 16:49:05.790;177550,0;177630,0;177500,0;177500,0;34941,0;44602,0;5,87;103429,0;24681,0;-1;1;3;16,0;6,0;26,0;0;0;0;1;5,87;79543,0;0,2309410320122983;4,1906324703213;16,816666666666666;0,46308186195826645;461,9300000000001;1;1;0,0;3,0
2026-07-13 17:02:25.466;177600,0;177690,0;177550,0;177550,0;43604,0;55222,0;7,9;138548,0;32324,0;-1;1;3;18,0;8,0;28,0;0;0;0;1;7,9;98826,0;0,2867020815890522;4,286226952109887;17,033333333333335;0,44703049759229535;475,2300000000002;1;1;1,0;3,0
2026-07-13 18:22:15.183;177300,0;177355,0;177250,0;177250,0;1659,0;4357,0;1,22;6016,0;1270,0;-1;1;6;11,0;1,0;21,0;0;0;0;1;1,22;6016,0;0,0;4,737007874015748;18,366666666666667;0,42592592592592593;554,9300000000002;1;1;0,0;4,0
2026-07-15 10:08:05.735;178200,0;178250,0;178125,0;178250,0;9534,0;9009,0;0,45;27882,0;9100,0;1;1;4;15,0;5,0;25,0;0;0;0;1;0,45;18543,0;0,3349472778136432;3,063956043956044;10,133333333333333;0,25370919881305637;63,989999999999974;1;1;0,0;3,0
2026-07-15 14:08:40.233;177350,0;177405,0;177300,0;177300,0;12671,0;18649,0;2,62;44148,0;10930,0;-1;1;6;11,0;1,0;21,0;0;0;0;1;2,62;31320,0;0,2905680891546616;4,039158279963403;14,133333333333333;0,31008902077151335;302,9;1;1;1,0;3,0
2026-07-16 10:04:29.583;177100,0;177170,0;177050,0;177050,0;7537,0;12759,0;0,55;28608,0;9080,0;-1;1;4;14,0;4,0;24,0;0;0;0;1;0,55;20296,0;0,2905480984340045;3,150660792951542;10,066666666666666;0,400262467191601;60,76000000000002;1;1;1,0;5,0
2026-07-16 10:06:39.355;176750,0;176845,0;176700,0;176700,0;26572,0;27386,0;1,6;80750,0;25487,0;-1;1;3;19,0;9,0;29,0;0;0;0;1;1,6;53958,0;0,3317894736842105;3,1682818691882138;10,1;0,4450800915331808;62,85000000000003;1;1;0,0;1,0
2026-07-16 10:09:53.261;176850,0;176915,0;176800,0;176800,0;7045,0;10676,0;0,35;23678,0;7442,0;-1;1;3;13,0;3,0;23,0;0;0;0;1;0,35;17721,0;0,25158374862741784;3,1816715936576188;10,15;0,39931350114416475;66,02000000000002;1;1;0,0;3,0
2026-07-16 10:15:12.382;177000,0;177085,0;176950,0;176950,0;25281,0;28959,0;0,83;73127,0;21853,0;-1;1;5;17,0;7,0;27,0;0;0;0;1;0,83;54240,0;0,2582766967057311;3,3463140072301285;10,25;0,3306636155606407;71,29000000000002;1;1;1,0;3,0
2026-07-16 10:25:21.485;176800,0;176870,0;176750,0;176750,0;9057,0;12371,0;0,65;30404,0;9454,0;-1;1;3;14,0;4,0;24,0;0;0;0;1;0,65;21428,0;0,2952243125904486;3,215993230378676;10,416666666666666;0,4117647058823529;81,29000000000002;1;1;1,0;3,0
2026-07-16 10:36:07.527;175800,0;175875,0;175750,0;175750,0;11592,0;14793,0;0,37;35309,0;10316,0;-1;1;4;15,0;5,0;25,0;0;0;0;1;0,37;26385,0;0,25274009459344643;3,4227413726250484;10,6;0,4466248037676609;91,72000000000003;1;1;1,0;3,0
2026-07-16 10:37:25.985;175700,0;175765,0;175650,0;175650,0;7519,0;8447,0;0,52;21513,0;6569,0;-1;1;3;13,0;3,0;23,0;0;0;0;1;0,52;15966,0;0,2578440942685818;3,2749276906682905;10,616666666666667;0,465891472868217;92,94000000000003;1;1;0,0;5,0
2026-07-16 10:41:28.595;175700,0;175755,0;175650,0;175650,0;1704,0;3506,0;0,08;7204,0;2301,0;-1;1;3;11,0;1,0;21,0;0;0;0;1;0,08;5210,0;0,27679067184897277;3,130812690134724;10,683333333333334;0,45698924731182794;96,97000000000003;1;1;1,0;9,0
2026-07-16 10:50:42.806;175700,0;175795,0;175650,0;175650,0;11683,0;14184,0;0,33;34233,0;10291,0;-1;1;5;19,0;9,0;29,0;0;0;0;1;0,33;25867,0;0,2443840738468729;3,3264988825187056;10,833333333333334;0,4284649776453055;106,08000000000001;1;1;0,0;3,0
2026-07-16 11:03:18.333;176100,0;176195,0;176050,0;176050,0;16081,0;16615,0;0,67;44487,0;12856,0;-1;1;13;19,0;9,0;29,0;0;0;0;1;0,67;32696,0;0,2650437206374896;3,4604075917859367;11,05;0,30923994038748137;118,46999999999998;1;1;0,0;3,0
2026-07-16 11:28:06.342;176250,0;176350,0;176200,0;176200,0;23841,0;30112,0;2,17;74754,0;21030,0;-1;1;3;20,0;10,0;30,0;0;0;0;1;2,17;53953,0;0,2782593573588035;3,554636233951498;11,466666666666667;0,26453055141579734;142,98999999999998;1;1;0,0;1,0
2026-07-16 14:53:21.792;175700,0;175760,0;175650,0;175650,0;4558,0;10379,0;0,97;19633,0;5376,0;-1;1;3;12,0;2,0;22,0;0;0;0;1;0,97;14937,0;0,23918912035857995;3,6519717261904763;14,883333333333333;0,4284649776453055;347,27000000000004;1;1;1,0;3,0
2026-07-16 15:14:01.007;175500,0;175560,0;175450,0;175450,0;37324,0;45368,0;6,15;113814,0;29122,0;-1;1;6;12,0;2,0;22,0;0;0;0;1;6,15;82692,0;0,2734461489799146;3,908179383284115;15,233333333333333;0,41955617198335643;367,75000000000006;1;1;0,0;1,0
2026-07-16 15:50:22.953;175450,0;175530,0;175400,0;175400,0;10537,0;21721,0;1,63;43280,0;11163,0;-1;1;3;16,0;6,0;26,0;0;0;0;1;1,63;32258,0;0,2546672828096118;3,8770939711547077;15,833333333333334;0,4334257975034674;404,0400000000001;1;1;1,0;5,0
2026-07-16 17:04:40.980;175450,0;175520,0;175400,0;175400,0;7961,0;16837,0;1,52;33186,0;8608,0;-1;1;4;14,0;4,0;24,0;0;0;0;1;1,52;24798,0;0,2527571867655035;3,85525092936803;17,066666666666666;0,4334257975034674;478,2400000000001;1;1;1,0;3,0
2026-07-16 17:50:03.634;175300,0;175365,0;175250,0;175250,0;4837,0;9482,0;1,88;17361,0;5698,0;-1;1;3;13,0;3,0;23,0;0;0;0;1;1,88;14319,0;0,17522032141005703;3,0468585468585467;17,833333333333332;0,4590723055934516;523,52;1;1;1,0;5,0
2026-07-17 10:34:54.428;175450,0;175500,0;175380,0;175500,0;9721,0;7475,0;0,25;23916,0;7265,0;1;1;3;14,0;4,0;24,0;0;0;0;1;0,25;17196,0;0,2809834420471651;3,291947694425327;10,566666666666666;0,36784140969163;89,98000000000003;1;1;0,0;1,0
2026-07-17 10:51:34.418;175350,0;175400,0;175260,0;175400,0;22966,0;14104,0;1,12;51371,0;14616,0;1;1;3;18,0;8,0;28,0;0;0;0;1;1,12;37070,0;0,2783866383757373;3,5147099069512864;10,85;0,27973568281938327;106,15000000000003;1;1;1,0;3,0
2026-07-17 11:01:53.088;175500,0;175550,0;175430,0;175550,0;7968,0;3384,0;0,28;16965,0;4811,0;1;1;7;14,0;4,0;24,0;0;0;0;1;0,28;11352,0;0,3308576480990274;3,5262939097900645;11,016666666666667;0,25272727272727274;116,23000000000005;1;1;0,0;3,0
2026-07-17 12:02:02.518;175550,0;175600,0;175475,0;175600,0;16520,0;9123,0;0,98;36236,0;10319,0;1;1;3;15,0;5,0;25,0;0;0;0;1;0,98;25643,0;0,2923335909040733;3,511580579513519;12,033333333333333;0,28909090909090907;175,93000000000004;1;1;1,0;3,0
2026-07-17 12:46:13.188;175800,0;175850,0;175740,0;175850,0;23029,0;16087,0;3,83;56898,0;15306,0;1;1;3;12,0;2,0;22,0;0;0;0;1;3,83;39116,0;0,3125241660515308;3,7173657389259116;12,766666666666667;0,3782894736842105;219,9;1;1;1,0;3,0
2026-07-17 13:06:44.346;175850,0;175900,0;175765,0;175900,0;26506,0;17872,0;2,58;59895,0;15080,0;1;1;3;17,0;7,0;27,0;0;0;0;1;2,58;44378,0;0,2590700392353285;3,9718169761273208;13,1;0,3935483870967742;240,33000000000004;1;1;0,0;5,0
2026-07-20 10:47:33.581;174750,0;174835,0;174700,0;174700,0;8530,0;7923,0;0,18;21866,0;6536,0;-1;1;3;17,0;7,0;27,0;0;0;0;1;0,18;16453,0;0,2475532790633861;3,34547123623011;10,783333333333333;0,38070175438596493;102,35999999999989;1;1;0,0;3,0
2026-07-21 11:31:04.095;174200,0;174295,0;174150,0;174150,0;8810,0;14893,0;0,5;33131,0;9821,0;-1;1;3;19,0;9,0;29,0;0;0;0;1;0,5;23703,0;0,2845673236545833;3,3734853884533145;11,516666666666667;0,3101694915254237;146,24999999999997;1;1;1,0;3,0
2026-07-21 12:31:03.722;174000,0;174075,0;173950,0;173950,0;20119,0;26390,0;2,33;64918,0;16885,0;-1;1;8;15,0;5,0;25,0;0;0;0;1;2,33;46509,0;0,2835731230167288;3,8447142434113117;12,516666666666667;0,25609756097560976;205,9799999999999;1;1;0,0;1,0
2026-07-22 10:04:27.263;175750,0;175800,0;175665,0;175800,0;9807,0;8548,0;0,55;27981,0;9055,0;1;1;3;17,0;7,0;27,0;0;0;0;1;0,55;18355,0;0,34401915585575926;3,0901159580342354;10,066666666666666;0,3936781609195402;60,01000000000003;1;1;0,0;5,0
2026-07-22 10:06:59.741;175650,0;175700,0;175580,0;175700,0;10522,0;9919,0;0,52;27876,0;8800,0;1;1;5;14,0;4,0;24,0;0;0;0;1;0,52;20441,0;0,26671688908021235;3,167727272727273;10,1;0,33620689655172414;62,50000000000003;1;1;0,0;3,0
2026-07-22 10:10:39.600;175500,0;175550,0;175435,0;175550,0;11358,0;7483,0;0,35;26671,0;8830,0;1;1;5;13,0;3,0;23,0;0;0;0;1;0,35;18841,0;0,2935772936897754;3,020498301245753;10,166666666666666;0,25;66,10000000000004;1;1;1,0;3,0
2026-07-22 10:19:22.948;175800,0;175850,0;175705,0;175850,0;21495,0;15699,0;0,48;50088,0;13608,0;1;1;6;19,0;9,0;29,0;0;0;0;1;0,48;37194,0;0,257426928605654;3,6807760141093473;10,316666666666666;0,3447368421052632;74,59000000000003;1;1;1,0;3,0
2026-07-22 10:22:16.114;175800,0;175850,0;175745,0;175850,0;2433,0;1709,0;0,1;5817,0;1852,0;1;1;4;11,0;1,0;21,0;0;0;0;1;0,1;4142,0;0,2879491146639161;3,140928725701944;10,366666666666667;0,3447368421052632;77,42000000000002;1;1;1,0;3,0
2026-07-22 10:33:21.621;176650,0;176700,0;176575,0;176700,0;13140,0;11984,0;0,7;35095,0;10021,0;1;1;5;15,0;5,0;25,0;0;0;0;1;0,7;25124,0;0,28411454623165694;3,5021454944616304;10,55;0,42120075046904315;88,22999999999998;1;1;1,0;5,0
2026-07-22 10:37:52.061;176800,0;176850,0;176705,0;176850,0;15431,0;14747,0;0,63;40191,0;11416,0;1;1;3;19,0;9,0;29,0;0;0;0;1;0,63;30178,0;0,24913537856734094;3,5205851436580238;10,616666666666667;0,4594843462246777;92,64999999999998;1;1;1,0;3,0
2026-07-22 10:42:45.824;177600,0;177650,0;177510,0;177650,0;27574,0;23946,0;0,45;65201,0;19527,0;1;1;6;18,0;8,0;28,0;0;0;0;1;0,45;51520,0;0,2098280701216239;3,33901777026681;10,7;0,42027027027027025;97,31999999999995;1;1;1,0;3,0
2026-07-22 10:45:42.659;177650,0;177700,0;177550,0;177700,0;10881,0;10954,0;0,38;28852,0;8991,0;1;1;5;20,0;10,0;30,0;0;0;0;1;0,38;21835,0;0,2432067101067517;3,20898676454232;10,75;0,4337837837837838;100,16999999999993;1;1;1,0;3,0
2026-07-22 10:48:29.308;178050,0;178100,0;177990,0;178100,0;5256,0;4880,0;0,3;15487,0;4593,0;1;1;4;12,0;2,0;22,0;0;0;0;1;0,3;10136,0;0,34551559372376833;3,3718702373176574;10,8;0,4577639751552795;102,86999999999992;1;1;0,0;1,0
2026-07-22 10:53:18.209;177900,0;177950,0;177840,0;177950,0;9761,0;4396,0;0,33;19825,0;5265,0;1;1;5;12,0;2,0;22,0;0;0;0;1;0,33;14157,0;0,28590163934426227;3,765432098765432;10,883333333333333;0,42049689440993787;107,55999999999992;1;1;0,0;1,0
2026-07-22 11:01:25.754;177700,0;177750,0;177630,0;177750,0;9410,0;6975,0;0,27;22750,0;6280,0;1;1;8;14,0;4,0;24,0;0;0;0;1;0,27;16385,0;0,2797802197802198;3,622611464968153;11,016666666666667;0,37080745341614907;115,53999999999988;1;1;1,0;5,0
2026-07-22 12:56:12.767;177400,0;177450,0;177340,0;177450,0;16336,0;9485,0;1,37;35975,0;9525,0;1;1;3;12,0;2,0;22,0;0;0;0;1;1,37;25821,0;0,2822515635858235;3,7769028871391077;12,933333333333334;0,29627329192546586;229,38999999999993;1;1;1,0;3,0
2026-07-22 13:13:34.389;177500,0;177550,0;177405,0;177550,0;23887,0;16197,0;2,32;52725,0;13129,0;1;1;3;19,0;9,0;29,0;0;0;0;1;2,32;40084,0;0,2397534376481745;4,015918958031838;13,216666666666667;0,32111801242236027;246,6899999999999;1;1;0,0;1,0
2026-07-22 15:09:54.765;178650,0;178700,0;178555,0;178700,0;64340,0;51313,0;7,73;161229,0;38114,0;1;1;3;19,0;9,0;29,0;0;0;0;1;7,73;115653,0;0,28267867443201905;4,23017788739046;15,15;0,46533044420368364;362,61999999999995;1;1;0,0;1,0
2026-07-22 16:16:51.621;178800,0;178850,0;178710,0;178850,0;68510,0;55765,0;10,53;164893,0;38098,0;1;1;4;18,0;8,0;28,0;0;0;0;1;10,53;124275,0;0,24632943787789657;4,328127460759095;16,266666666666666;0,4643979057591623;429,4499999999999;1;1;0,0;1,0
2026-07-22 17:45:28.043;179050,0;179100,0;178980,0;179100,0;37574,0;34965,0;15,05;85205,0;24850,0;1;1;3;14,0;4,0;24,0;0;0;0;1;15,05;72539,0;0,14865324804882343;3,4287726358148896;17,75;0,47392176529588764;517,92;1;1;0,0;3,0
2026-07-23 10:18:25.685;177650,0;177745,0;177600,0;177600,0;19266,0;23790,0;1,18;60178,0;17919,0;-1;1;4;19,0;9,0;29,0;0;0;0;1;1,18;43056,0;0,28452258300375555;3,3583347285004743;10,3;0,3791208791208791;74,08999999999999;1;1;1,0;3,0
2026-07-23 10:32:30.292;178400,0;178450,0;178335,0;178450,0;5788,0;5194,0;0,2;15473,0;4420,0;1;1;3;13,0;3,0;23,0;0;0;0;1;0,2;10982,0;0,2902475279519162;3,500678733031674;10,533333333333333;0,25;87,87999999999995;1;1;0,0;5,0
2026-07-23 10:45:03.210;178450,0;178500,0;178370,0;178500,0;19756,0;19312,0;0,95;53201,0;14506,0;1;1;3;16,0;6,0;26,0;0;0;0;1;0,95;39068,0;0,2656529012612545;3,6675168895629393;10,75;0,2857142857142857;100,14999999999995;1;1;1,0;3,0
2026-07-23 12:35:01.957;177850,0;177940,0;177800,0;177800,0;13089,0;23540,0;1,23;49850,0;12424,0;-1;1;6;18,0;8,0;28,0;0;0;0;1;1,23;36629,0;0,26521564694082245;4,012395363811977;12,583333333333334;0,26811594202898553;208,85999999999987;1;1;0,0;5,0
2026-07-23 12:55:08.601;177800,0;177855,0;177750,0;177750,0;5071,0;11263,0;1,45;25599,0;6477,0;-1;1;4;11,0;1,0;21,0;0;0;0;1;1,45;16334,0;0,361928200320325;3,952292728114868;12,916666666666666;0,2971014492753623;228,8899999999999;1;1;0,0;5,0
2026-07-23 13:17:59.337;177850,0;177910,0;177800,0;177800,0;5976,0;9990,0;1,33;24169,0;6583,0;-1;1;3;12,0;2,0;22,0;0;0;0;1;1,33;15966,0;0,33940171293806115;3,6714264013367766;13,283333333333333;0,26811594202898553;251,64999999999992;1;1;1,0;3,0
2026-07-23 14:01:56.680;177850,0;177905,0;177800,0;177800,0;11068,0;18933,0;2,67;45324,0;11115,0;-1;1;4;11,0;1,0;21,0;0;0;0;1;2,67;30001,0;0,33807695702056306;4,077732793522268;14,016666666666667;0,26811594202898553;295,55;1;1;1,0;3,0
2026-07-23 14:49:16.666;177700,0;177775,0;177650,0;177650,0;20778,0;32294,0;3,97;80065,0;21249,0;-1;1;5;15,0;5,0;25,0;0;0;0;1;3,97;53072,0;0,33713857490788735;3,767942020800979;14,816666666666666;0,35507246376811596;342,68;1;1;1,0;3,0
2026-07-23 16:27:35.674;177800,0;177885,0;177750,0;177750,0;12885,0;15457,0;1,58;40995,0;9985,0;-1;1;3;17,0;7,0;27,0;0;0;0;1;1,58;28342,0;0,30864739602390534;4,105658487731597;16,45;0,2971014492753623;440,76000000000005;1;1;0,0;1,0
2026-07-23 17:06:10.073;177850,0;177915,0;177800,0;177800,0;4055,0;10903,0;1,38;22311,0;6008,0;-1;1;4;13,0;3,0;23,0;0;0;0;1;1,38;14958,0;0,32956837434449376;3,713548601864181;17,1;0,26811594202898553;479,16;1;1;0,0;3,0
2026-07-24 10:05:41.043;176350,0;176440,0;176300,0;176300,0;10956,0;13054,0;0,48;35726,0;11248,0;-1;1;5;18,0;8,0;28,0;0;0;0;1;0,48;24010,0;0,3279404355371438;3,176209103840683;10,083333333333334;0,34656084656084657;60,67000000000001;1;1;0,0;1,0
2026-07-24 10:09:42.858;176350,0;176405,0;176300,0;176300,0;3801,0;5601,0;0,28;12094,0;3917,0;-1;1;3;11,0;1,0;21,0;0;0;0;1;0,28;9402,0;0,22258971390772284;3,0875670155731427;10,15;0,34656084656084657;64,59000000000002;1;1;1,0;3,0
2026-07-24 10:14:46.424;176300,0;176390,0;176250,0;176250,0;12057,0;14680,0;0,33;37792,0;11166,0;-1;1;5;18,0;8,0;28,0;0;0;0;1;0,33;26737,0;0,2925222269263336;3,38456027225506;10,233333333333333;0,373015873015873;69,55000000000001;1;1;0,0;1,0
2026-07-24 10:22:16.732;176250,0;176310,0;176200,0;176200,0;8977,0;13722,0;0,72;33178,0;9407,0;-1;1;4;12,0;2,0;22,0;0;0;0;1;0,72;22699,0;0,31584182289468926;3,526948017433826;10,366666666666667;0,3717948717948718;76,95;1;1;0,0;1,0
2026-07-24 10:24:30.153;176350,0;176405,0;176300,0;176300,0;5277,0;10251,0;0,33;21818,0;5784,0;-1;1;3;11,0;1,0;21,0;0;0;0;1;0,33;15528,0;0,28829406911724265;3,7721300138312586;10,4;0,32051282051282054;79,15;1;1;1,0;5,0
2026-07-24 10:30:08.359;176350,0;176425,0;176300,0;176300,0;8614,0;9914,0;0,12;22688,0;6575,0;-1;1;5;15,0;5,0;25,0;0;0;0;1;0,12;18528,0;0,18335684062059238;3,4506463878326996;10,5;0,32051282051282054;84,69;1;1;1,0;3,0
2026-07-24 10:42:14.130;176000,0;176080,0;175950,0;175950,0;12204,0;14999,0;0,63;37806,0;10396,0;-1;1;5;16,0;6,0;26,0;0;0;0;1;0,63;27203,0;0,280458128339417;3,6365909965371297;10,7;0,39655172413793105;96,50999999999998;1;1;0,0;3,0
2026-07-24 10:45:19.229;176100,0;176155,0;176050,0;176050,0;3614,0;6231,0;0,17;14365,0;3977,0;-1;1;4;11,0;1,0;21,0;0;0;0;1;0,17;9845,0;0,3146536721197355;3,6120191098818206;10,75;0,3505747126436782;99,54999999999997;1;1;0,0;1,0
2026-07-24 10:46:42.746;176200,0;176290,0;176150,0;176150,0;28597,0;29755,0;1,88;82619,0;23166,0;-1;1;3;18,0;8,0;28,0;0;0;0;1;1,88;58352,0;0,29372178312494707;3,566390399723733;10,766666666666667;0,3045977011494253;100,92999999999996;1;1;0,0;1,0
