close_time,pattern,side,close,R,br0,br1,br2,wick0,openpos0,run_prev,aggdn0,aggdn1,daggdn,diverg0,aggt0,aggt_rel0,aggt_ratio01,agg_per_R,dur0,dur_rel0,dur_rel50,dur_ratio01,intens0,intens_rel,regime_dur,regime_aggt,hour,dow
2025-11-05 02:29:54,P1,1,3937.49,3.27,0.379205,0.816514,0.978593,0.620795,0.620795,2,-0.005931,-0.117284,0.111353,-0.005931,6.738152,1.210337,2.601852,257.798165,5.516939,2.167613,1.207083,4.602496,1.48182,0.618678,4.747993,6.547503,2,3
2025-11-05 02:38:47,P1,1,3935.64,3.27,0.385321,0.626911,0.324159,0.614679,0.614679,2,0.016667,0.000742,0.015924,0.016667,6.398595,0.813008,0.445434,183.486239,4.466333,0.773137,0.424707,0.428109,2.076154,1.230509,4.721022,6.605298,2,3
2025-11-05 02:41:48,P2,1,3932.89,3.27,0.975535,0.993884,0.82263,0.024465,0.024465,2,0.188406,-0.173252,0.361658,0.188406,4.248495,0.103371,0.209726,21.100917,2.058729,0.064463,0.038128,0.131139,2.40637,1.638255,4.673249,6.505036,2,3
2025-11-05 03:00:24,P1,-1,3939.18,3.27,0.342508,0.675841,0.629969,0.657492,0.342508,3,0.089701,0.070362,0.019339,0.089701,5.710427,0.563143,0.641791,92.04893,3.238482,0.312144,0.211329,0.409862,2.586878,1.797018,4.375424,6.283201,3,3
2025-11-05 03:20:46,P2,1,3941.7,3.27,0.874618,0.88685,0.611621,0.125382,0.125382,2,-0.098627,-0.168794,0.070168,-0.098627,7.379632,2.290207,2.27234,489.908257,5.551587,2.588162,2.306246,3.007335,1.979906,0.888293,4.606784,6.551794,3,3
2025-11-05 03:32:03,P2,-1,3945.21,3.27,0.892966,0.984709,0.981651,0.107034,0.892966,3,0.078838,-0.0,0.078838,0.078838,7.4313,2.343056,1.980047,515.902141,5.663783,2.526826,2.58114,2.149302,1.92763,0.847175,4.742102,6.580639,3,3
2025-11-05 03:49:28,P1,1,3939.84,3.27,0.388379,0.862385,0.88685,0.611621,0.611621,4,0.022371,-0.04419,0.066561,0.022371,6.796824,1.11194,1.463175,273.394495,4.683639,0.924205,0.946645,1.449912,2.234567,1.303309,4.761759,6.690842,3,3
2025-11-05 03:56:40,P1,1,3937.71,3.27,0.412844,0.587156,0.477064,0.587156,0.587156,2,0.00097,0.024613,-0.023643,0.00097,6.939254,1.244418,0.939836,315.29052,5.119842,1.274374,1.460196,0.916369,1.973984,0.986948,4.879026,6.720823,3,3
2025-11-05 04:08:57,P2,-1,3941.93,3.27,0.981651,0.963303,0.975535,0.018349,0.981651,3,0.182156,-0.048356,0.230512,0.182156,5.598422,0.334577,0.520309,82.262997,3.623407,0.299435,0.32212,0.565875,2.125482,1.16211,4.81039,6.690842,4,3
2025-11-05 04:30:28,P2,1,3939.43,3.27,0.785933,0.804281,0.963303,0.214067,0.214067,2,0.080899,0.038585,0.042314,0.080899,7.890208,3.214931,1.430868,816.513761,6.053993,3.488354,3.710617,1.122645,1.98584,0.997195,4.81039,6.723231,4,3
2025-11-05 04:39:48,P2,-1,3945.59,3.27,0.776758,0.966361,0.914373,0.223242,0.776758,4,0.046202,-0.042514,0.088716,0.046202,7.153052,1.36286,2.360444,390.519878,5.062108,1.158424,1.331334,3.11207,2.212414,1.14854,4.91605,6.84375,4,3
2025-11-05 05:53:06,P1,-1,3961.82,3.27,0.217125,0.926606,0.464832,0.782875,0.217125,4,0.012547,-0.077453,0.09,0.012547,7.374629,1.22427,1.371773,487.461774,5.703626,1.456183,1.928163,1.653035,1.845607,0.850829,5.329327,7.172425,5,3
2025-11-05 07:49:41,P1,1,3966.08,3.27,0.357798,0.905199,0.568807,0.642202,0.642202,5,0.110825,0.020713,0.090112,0.110825,6.65544,0.489436,0.642916,237.308869,4.538507,0.343503,0.379725,0.642867,2.239066,1.312463,5.600024,7.369286,7,3
2025-11-05 10:42:58,P1,-1,3982.87,3.27,0.428135,0.82263,0.571865,0.571865,0.428135,2,-0.00333,0.015091,-0.01842,-0.00333,7.497207,1.59117,0.906439,551.070336,5.685214,1.911835,1.762596,0.784599,1.965725,0.912605,5.040243,7.033065,10,3
2025-11-05 10:53:15,P2,1,3982.65,3.27,0.798165,0.865443,0.428135,0.201835,0.201835,2,0.042687,-0.022527,0.065214,0.042687,7.26543,1.26181,0.699804,437.003058,5.529703,1.635549,1.500209,0.687032,1.900862,0.845955,5.040243,7.033065,10,3
2025-11-05 11:02:52,P2,1,3980.09,3.27,0.877676,0.972477,0.688073,0.122324,0.122324,2,0.022843,0.020501,0.002342,0.022843,6.670766,0.981931,1.794989,240.978593,4.924772,1.079464,0.790481,2.248515,1.911942,0.894059,4.848885,6.688977,11,3
2025-11-05 11:31:39,P1,1,3966.91,3.27,0.360856,0.95107,0.373089,0.639144,0.639144,6,0.010475,-0.030411,0.040887,0.010475,7.124478,0.929588,0.740012,379.510703,5.233395,0.791148,0.919098,0.7685,2.035584,1.125128,5.466551,7.197435,11,3
2025-11-05 12:03:58,P2,1,3964.63,3.27,0.963303,0.724771,0.954128,0.036697,0.036697,4,0.142857,0.031519,0.111339,0.142857,5.247024,0.159024,0.541547,57.798165,3.004097,0.081344,0.092383,0.487599,2.385103,1.72041,5.466551,7.081288,12,3
2025-11-05 12:32:31,P2,-1,3964.03,3.27,0.810398,0.981651,0.269113,0.189602,0.810398,2,-0.068458,-0.154574,0.086117,-0.068458,7.74457,3.439642,3.640379,705.810398,6.574388,5.888607,3.969085,5.249424,1.441181,0.517232,4.808168,6.510258,12,3
2025-11-05 13:06:28,P1,-1,3965.6,3.27,0.250765,0.874618,0.574924,0.749235,0.250765,2,0.044983,-0.058824,0.103806,0.044983,6.766192,1.040192,0.85,265.137615,5.203149,1.228326,1.003677,0.743694,1.756855,0.92729,4.998752,6.726833,13,3
2025-11-05 13:53:52,P2,-1,3965.04,3.27,0.7737,0.877676,0.351682,0.2263,0.7737,4,0.009398,-0.089109,0.098507,0.009398,6.97073,0.975699,0.810358,325.382263,5.153118,0.771372,0.860263,0.625575,1.972291,1.304897,5.41138,6.995308,13,3
2025-11-05 14:25:33,P2,-1,3966.72,3.27,0.966361,1.0,0.388379,0.033639,0.966361,3,0.052186,0.018799,0.033387,0.052186,6.565265,0.634736,0.429958,216.819572,4.927196,0.614478,0.685289,0.429937,1.820587,1.036314,5.41138,7.019297,14,3
2025-11-05 15:04:48,P1,-1,3967.84,3.27,0.443425,0.892966,0.550459,0.556575,0.443425,2,-0.016307,-0.021127,0.00482,-0.016307,7.727535,1.695815,1.997359,693.883792,5.808947,1.230684,1.576792,1.540967,2.057812,1.325396,5.602069,7.199678,15,3
2025-11-05 15:12:30,P1,-1,3971.31,3.27,0.434251,0.785933,0.70948,0.565749,0.434251,2,0.027968,-0.082683,0.110651,0.027968,7.383989,1.202541,2.51014,492.04893,5.490399,0.953162,1.188327,2.030181,2.036868,1.282231,5.538176,7.199678,15,3
2025-11-05 15:30:38,P1,-1,3974.19,3.27,0.122324,0.663609,0.844037,0.877676,0.122324,4,-0.031561,-0.031889,0.000327,-0.031561,7.786967,2.212219,1.968929,736.391437,5.935759,2.072906,2.085457,2.098348,1.999008,1.101445,5.209639,6.993474,15,3
2025-11-05 15:51:42,P2,1,3974.31,3.27,0.987768,0.712538,0.642202,0.012232,0.012232,2,0.017426,0.069061,-0.051635,0.017426,7.308543,1.637761,2.060773,456.269113,5.536484,1.757953,1.314468,2.003932,1.931851,0.893515,4.975315,6.81564,15,3
2025-11-05 16:30:05,P1,-1,3982.25,3.27,0.452599,0.672783,0.825688,0.547401,0.452599,4,0.030195,0.004353,0.025843,0.030195,7.027315,0.972366,0.612622,344.342508,4.975326,0.955862,0.797394,0.46201,2.178216,1.211545,5.020163,7.055313,16,3
2025-11-05 16:33:45,P2,1,3982.91,3.27,0.902141,0.749235,0.914373,0.097859,0.097859,2,0.066214,0.01227,0.053944,0.066214,6.380123,0.750318,0.903374,180.122324,4.073597,0.42861,0.334928,0.907888,2.415553,1.471978,4.911036,6.666957,16,3
2025-11-05 16:50:05,P1,1,3972.52,3.27,0.140673,0.993884,0.636086,0.859327,0.859327,3,0.017214,-0.071001,0.088215,0.017214,6.461468,0.920749,0.546621,195.412844,4.126311,0.651506,0.441519,0.521565,2.44097,1.162508,4.549139,6.543912,16,3
2025-11-05 17:00:30,P2,1,3967.19,3.27,1.0,1.0,0.269113,0.0,0.0,6,0.014493,-0.203252,0.217745,0.014493,4.934474,0.236504,1.121951,42.201835,2.489894,0.182323,0.105214,1.293114,2.601014,1.361759,4.12166,6.370757,17,3
2025-11-05 17:08:30,P1,-1,3974.56,3.27,0.244648,0.724771,0.779817,0.755352,0.244648,3,-0.044568,-0.159605,0.115036,-0.044568,6.577861,1.77943,0.507062,219.571865,4.182951,1.310244,0.880456,0.498183,2.49499,1.016653,3.917458,6.002652,17,3
2025-11-05 17:14:00,P2,-1,3971.59,3.27,0.908257,1.0,0.593272,0.091743,0.908257,2,0.213483,-0.277778,0.491261,0.213483,6.43615,1.818978,3.461111,190.519878,4.21886,2.192403,1.088255,3.757351,2.332592,0.835541,3.451257,5.839187,17,3
2025-11-05 17:18:41,P2,1,3970.81,3.27,0.737003,0.975535,0.908257,0.262997,0.262997,2,-0.074792,-0.139491,0.064699,-0.074792,5.891644,0.871981,0.170123,110.397554,3.580431,0.879569,0.572378,0.141559,2.428962,0.945854,3.705392,6.028279,17,3
2025-11-05 18:15:34,P2,1,3979.07,3.27,0.764526,0.712538,0.40367,0.235474,0.235474,2,0.031621,-0.037702,0.069323,0.031621,6.228511,0.465716,0.908438,154.740061,4.099116,0.449493,0.913886,0.970709,2.254944,0.996413,4.889578,6.991637,18,3
2025-11-05 18:20:40,P2,1,3978.16,3.27,0.948012,0.83792,0.388379,0.051988,0.051988,2,0.147766,0.022222,0.125544,0.147766,6.77308,0.847573,1.293333,266.972477,4.76284,0.892915,1.756841,1.35409,2.142511,0.899468,4.87519,6.938284,18,3
2025-11-05 18:32:31,P2,-1,3981.21,3.27,0.75841,0.874618,0.816514,0.24159,0.75841,3,0.078987,0.080769,-0.001783,0.078987,6.510258,0.651456,1.290385,205.198777,4.687257,0.827353,1.349752,1.238228,1.979437,0.797643,4.87519,6.938284,18,3
2025-11-05 18:37:39,P2,1,3980.92,3.27,0.724771,0.813456,0.75841,0.275229,0.275229,2,0.08547,0.028691,0.056779,0.08547,6.555357,0.681553,0.491253,214.678899,4.794649,0.920504,1.395944,0.636565,1.925231,0.762705,4.876826,6.938284,18,3
2025-11-05 18:49:01,P2,-1,3986.06,3.27,0.981651,0.972477,0.29052,0.018349,0.981651,5,0.051402,-0.135484,0.186886,0.051402,6.753438,1.057443,5.522581,261.7737,4.702233,0.969437,1.171209,6.629409,2.179211,1.032769,4.732996,6.697651,18,3
2025-11-05 19:14:06,P1,1,3985.46,3.27,0.35474,0.623853,0.859327,0.64526,0.64526,2,-0.053686,-0.006711,-0.046974,-0.053686,7.822845,3.402863,4.187919,763.302752,6.036158,3.70472,3.948496,3.506403,1.943271,0.894625,4.732996,6.59919,19,3
2025-11-05 20:27:28,P2,-1,3982.83,3.27,0.859327,0.87156,0.525994,0.140673,0.859327,2,-0.001027,-0.054278,0.053251,-0.001027,7.980024,2.405105,2.687213,893.272171,6.418963,2.599871,3.921709,1.900757,1.752675,0.894956,5.466107,7.102911,20,3
2025-11-05 21:20:21,P2,1,3982.51,3.27,0.847095,0.920489,0.623853,0.152905,0.152905,2,0.143076,0.000725,0.142351,0.143076,7.176255,0.939274,0.947788,399.69419,5.87597,1.049001,1.634588,0.979993,1.54284,0.817749,5.828269,7.238856,21,3
2025-11-05 23:00:36,P2,1,3984.79,3.27,0.82263,0.844037,0.070336,0.17737,0.17737,4,-0.039173,0.019845,-0.059018,-0.039173,8.333751,1.578528,3.590164,1272.477064,6.664602,1.241529,3.050651,3.907179,1.842635,1.333471,6.448566,7.877397,23,3
2025-11-05 23:58:59,P1,1,3979.24,2.08,0.423077,0.810398,0.24159,0.288462,0.288462,3,0.03139,-0.089928,0.121318,0.03139,6.507278,0.297664,0.601619,321.634615,5.191962,0.301982,0.655251,0.533,1.556284,0.991827,6.385462,7.718019,23,3
2025-11-06 01:01:31,P2,-1,3976.58,3.27,0.880734,0.960245,0.423077,0.119266,0.880734,2,0.073684,-0.059524,0.133208,0.073684,4.564348,0.057367,0.565476,29.051988,2.457193,0.021643,0.039105,0.537091,2.292716,2.359969,6.202722,7.412764,1,4
