Data;tipo;dir;preco_virada;bricks_anteriores;bricks_novos;cont_apos_2;len_seq;next_len;price_move_seq;Quantity;Trades
2026-07-09 09:23:37.369;Pivô de Alta → Baixa (venda);-1;173750;4;3;1;3;1;100;26342;2572
2026-07-09 09:26:43.704;Pivô de Alta → Baixa (venda);-1;173650;1;2;0;2;2;50;20168;2156
2026-07-09 09:27:32.100;Pivô de Baixa → Alta (compra);1;173700;2;2;0;2;2;50;19220;1891
2026-07-09 09:28:09.530;Pivô de Alta → Baixa (venda);-1;173650;2;2;0;2;1;50;28981;3187
2026-07-09 09:30:40.502;Pivô de Baixa → Alta (compra);1;173700;1;2;0;2;3;50;28729;2481
2026-07-09 09:31:23.285;Pivô de Alta → Baixa (venda);-1;173650;2;3;1;3;2;100;42958;4033
2026-07-09 09:33:01.500;Pivô de Baixa → Alta (compra);1;173650;3;2;0;2;6;50;73783;7290
2026-07-09 09:35:06.003;Pivô de Alta → Baixa (venda);-1;173600;2;6;4;6;3;250;42160;4233
2026-07-09 09:41:45.865;Pivô de Baixa → Alta (compra);1;173450;6;3;1;3;5;100;19134;1857
2026-07-09 09:42:45.349;Pivô de Alta → Baixa (venda);-1;173450;3;5;3;5;1;200;96197;9369
2026-07-09 09:54:36.818;Pivô de Alta → Baixa (venda);-1;173250;1;6;4;6;8;250;22843;1994
2026-07-09 09:57:46.000;Pivô de Baixa → Alta (compra);1;173100;6;8;6;8;3;350;27702;2547
2026-07-09 10:01:27.899;Pivô de Alta → Baixa (venda);-1;173350;8;3;1;3;1;100;70923;5474
2026-07-09 10:03:04.996;Pivô de Baixa → Alta (compra);1;173350;1;3;1;3;1;100;13890;1307
2026-07-09 10:04:35.863;Pivô de Baixa → Alta (compra);1;173450;1;3;1;3;3;100;28306;2028
2026-07-09 10:05:32.884;Pivô de Alta → Baixa (venda);-1;173450;3;3;1;3;1;100;43739;3798
2026-07-09 10:09:00.328;Pivô de Baixa → Alta (compra);1;173450;1;2;0;2;1;50;11353;852
2026-07-09 10:12:43.255;Pivô de Baixa → Alta (compra);1;173500;1;6;4;6;6;250;15293;1161
2026-07-09 10:14:14.861;Pivô de Alta → Baixa (venda);-1;173650;6;6;4;6;1;250;73086;5588
2026-07-09 10:16:10.327;Pivô de Alta → Baixa (venda);-1;173400;1;4;2;4;10;150;50801;5020
2026-07-09 10:18:58.380;Pivô de Baixa → Alta (compra);1;173350;4;10;8;10;8;450;30127;2016
2026-07-09 10:23:27.135;Pivô de Alta → Baixa (venda);-1;173700;10;8;6;8;1;350;80237;6148
2026-07-09 10:28:52.616;Pivô de Alta → Baixa (venda);-1;173350;1;9;7;9;1;400;36745;3677
2026-07-09 10:31:45.356;Pivô de Baixa → Alta (compra);1;173050;1;6;4;6;4;250;39557;3437
2026-07-09 10:33:59.809;Pivô de Alta → Baixa (venda);-1;173200;6;4;2;4;1;150;18987;1556
2026-07-09 10:35:59.584;Pivô de Baixa → Alta (compra);1;173150;1;2;0;2;1;50;18577;1142
2026-07-09 10:38:11.832;Pivô de Alta → Baixa (venda);-1;173100;1;2;0;2;3;50;20669;1756
2026-07-09 10:38:51.914;Pivô de Baixa → Alta (compra);1;173150;2;3;1;3;5;100;72940;6176
2026-07-09 10:42:31.240;Pivô de Alta → Baixa (venda);-1;173150;3;5;3;5;1;200;25173;2119
2026-07-09 10:46:01.339;Pivô de Alta → Baixa (venda);-1;172950;1;3;1;3;2;100;100676;8265
2026-07-09 10:50:35.834;Pivô de Baixa → Alta (compra);1;172950;3;2;0;2;1;50;68977;5561
2026-07-09 10:53:10.885;Pivô de Alta → Baixa (venda);-1;172900;1;2;0;2;8;50;30403;2364
2026-07-09 10:54:53.355;Pivô de Baixa → Alta (compra);1;172950;2;8;6;8;1;350;50580;3967
2026-07-09 11:01:00.941;Pivô de Baixa → Alta (compra);1;173300;1;12;10;12;2;550;46818;3643
2026-07-09 11:06:48.401;Pivô de Alta → Baixa (venda);-1;173750;12;2;0;2;5;50;47605;3432
2026-07-09 11:07:14.642;Pivô de Baixa → Alta (compra);1;173800;2;5;3;5;6;200;48093;4114
2026-07-09 11:08:49.334;Pivô de Alta → Baixa (venda);-1;173900;5;6;4;6;4;250;33856;2811
2026-07-09 11:12:01.979;Pivô de Baixa → Alta (compra);1;173750;6;4;2;4;2;150;67782;5925
2026-07-09 11:14:50.553;Pivô de Alta → Baixa (venda);-1;173800;4;2;0;2;3;50;30064;2214
2026-07-09 11:15:30.150;Pivô de Baixa → Alta (compra);1;173850;2;3;1;3;1;100;43062;3529
2026-07-09 11:17:47.358;Pivô de Baixa → Alta (compra);1;173950;1;3;1;3;4;100;15533;1295
2026-07-09 11:18:48.801;Pivô de Alta → Baixa (venda);-1;173950;3;4;2;4;4;150;49291;4889
2026-07-09 11:21:12.876;Pivô de Baixa → Alta (compra);1;173900;4;4;2;4;1;150;18381;1513
2026-07-09 11:22:34.717;Pivô de Baixa → Alta (compra);1;174050;1;2;0;2;1;50;21817;1840
2026-07-09 11:23:56.260;Pivô de Baixa → Alta (compra);1;174100;1;6;4;6;3;250;46757;3832
2026-07-09 11:26:32.229;Pivô de Alta → Baixa (venda);-1;174250;6;3;1;3;4;100;52117;3475
2026-07-09 11:26:59.481;Pivô de Baixa → Alta (compra);1;174250;3;4;2;4;2;150;87526;6927
2026-07-09 11:31:04.325;Pivô de Alta → Baixa (venda);-1;174300;4;2;0;2;1;50;41440;4076
2026-07-09 11:36:51.253;Pivô de Alta → Baixa (venda);-1;174250;1;3;1;3;2;100;25986;2259
2026-07-09 11:38:16.977;Pivô de Baixa → Alta (compra);1;174250;3;2;0;2;1;50;40355;3521
2026-07-09 11:42:21.453;Pivô de Baixa → Alta (compra);1;174300;1;4;2;4;1;150;93460;8765
2026-07-09 11:55:27.433;Pivô de Baixa → Alta (compra);1;174450;1;2;0;2;2;50;71637;7356
2026-07-09 12:00:05.074;Pivô de Alta → Baixa (venda);-1;174400;2;2;0;2;6;50;61245;4851
2026-07-09 12:02:17.755;Pivô de Baixa → Alta (compra);1;174450;2;6;4;6;10;250;87059;7989
2026-07-09 12:14:31.013;Pivô de Alta → Baixa (venda);-1;174600;6;10;8;10;1;450;55249;4982
2026-07-09 12:30:20.171;Pivô de Baixa → Alta (compra);1;174250;1;11;9;11;6;500;55355;4629
2026-07-09 13:10:57.533;Pivô de Alta → Baixa (venda);-1;174650;11;6;4;6;1;250;114244;11457
2026-07-09 14:08:49.036;Pivô de Baixa → Alta (compra);1;174500;1;10;8;10;4;450;127881;12110
2026-07-09 14:41:01.935;Pivô de Alta → Baixa (venda);-1;174850;10;4;2;4;1;150;236009;19890
2026-07-09 15:13:59.174;Pivô de Alta → Baixa (venda);-1;174700;1;2;0;2;6;50;96717;7916
2026-07-09 15:28:26.172;Pivô de Baixa → Alta (compra);1;174750;2;6;4;6;3;250;201052;15566
2026-07-09 16:19:04.191;Pivô de Alta → Baixa (venda);-1;174900;6;3;1;3;7;100;185599;14623
2026-07-09 16:34:53.301;Pivô de Baixa → Alta (compra);1;174900;3;7;5;7;2;300;109117;8548
2026-07-09 17:19:49.664;Pivô de Alta → Baixa (venda);-1;175100;7;2;0;2;6;50;63828;5723
2026-07-09 17:41:13.529;Pivô de Baixa → Alta (compra);1;175150;2;6;4;6;1;250;52238;5716
2026-07-09 18:17:44.643;Pivô de Baixa → Alta (compra);1;175400;1;15;13;15;2;700;29598;3693
2026-07-10 09:00:51.545;Pivô de Alta → Baixa (venda);-1;176000;15;2;0;2;5;50;1126;207
2026-07-10 09:00:51.664;Pivô de Baixa → Alta (compra);1;176050;2;5;3;5;4;200;2241;397
2026-07-10 09:00:52.830;Pivô de Alta → Baixa (venda);-1;176150;5;4;2;4;3;150;660;102
2026-07-10 09:00:55.763;Pivô de Baixa → Alta (compra);1;176100;4;3;1;3;2;100;6053;753
2026-07-10 09:00:58.215;Pivô de Alta → Baixa (venda);-1;176100;3;2;0;2;6;50;1027;155
2026-07-10 09:01:00.080;Pivô de Baixa → Alta (compra);1;176150;2;6;4;6;2;250;4270;613
2026-07-10 09:01:09.950;Pivô de Alta → Baixa (venda);-1;176300;6;2;0;2;2;50;4728;605
2026-07-10 09:01:11.617;Pivô de Baixa → Alta (compra);1;176350;2;2;0;2;3;50;13135;1451
2026-07-10 09:01:19.756;Pivô de Alta → Baixa (venda);-1;176300;2;3;1;3;4;100;18375;1751
2026-07-10 09:01:28.380;Pivô de Baixa → Alta (compra);1;176300;3;4;2;4;6;150;14937;1475
2026-07-10 09:01:44.973;Pivô de Alta → Baixa (venda);-1;176350;4;6;4;6;2;250;21158;2226
2026-07-10 09:02:06.185;Pivô de Baixa → Alta (compra);1;176200;6;2;0;2;3;50;6251;568
2026-07-10 09:02:08.114;Pivô de Alta → Baixa (venda);-1;176150;2;3;1;3;7;100;9264;1060
2026-07-10 09:02:16.839;Pivô de Baixa → Alta (compra);1;176150;3;7;5;7;1;300;1781;179
2026-07-10 09:02:59.729;Pivô de Baixa → Alta (compra);1;176450;1;3;1;3;1;100;7211;729
2026-07-10 09:03:26.034;Pivô de Baixa → Alta (compra);1;176550;1;6;4;6;1;250;6587;618
2026-07-10 09:04:44.783;Pivô de Baixa → Alta (compra);1;176800;1;2;0;2;3;50;23836;2584
2026-07-10 09:05:05.396;Pivô de Alta → Baixa (venda);-1;176750;2;3;1;3;5;100;32791;2969
2026-07-10 09:05:33.223;Pivô de Baixa → Alta (compra);1;176750;3;5;3;5;3;200;12106;1025
2026-07-10 09:06:38.036;Pivô de Alta → Baixa (venda);-1;176850;5;3;1;3;3;100;16931;1564
2026-07-10 09:07:00.220;Pivô de Baixa → Alta (compra);1;176850;3;3;1;3;1;100;20140;1851
2026-07-10 09:07:58.662;Pivô de Baixa → Alta (compra);1;176950;1;9;7;9;1;400;8378;751
2026-07-10 09:12:22.590;Pivô de Baixa → Alta (compra);1;177350;1;6;4;6;3;250;15674;1277
2026-07-10 09:14:03.922;Pivô de Alta → Baixa (venda);-1;177500;6;3;1;3;4;100;24996;1545
2026-07-10 09:14:31.402;Pivô de Baixa → Alta (compra);1;177500;3;4;2;4;7;150;13423;753
2026-07-10 09:14:53.222;Pivô de Alta → Baixa (venda);-1;177550;4;7;5;7;2;300;39154;2785
2026-07-10 09:16:17.217;Pivô de Baixa → Alta (compra);1;177350;7;2;0;2;1;50;40135;3178
2026-07-10 09:17:35.422;Pivô de Baixa → Alta (compra);1;177400;1;3;1;3;1;100;42523;3550
2026-07-10 09:20:27.549;Pivô de Baixa → Alta (compra);1;177500;1;2;0;2;1;50;28428;2281
2026-07-10 09:21:20.411;Pivô de Baixa → Alta (compra);1;177550;1;7;5;7;2;300;115462;9792
2026-07-10 09:26:07.440;Pivô de Alta → Baixa (venda);-1;177750;7;2;0;2;1;50;23850;1693
2026-07-10 09:26:58.964;Pivô de Alta → Baixa (venda);-1;177700;1;5;3;5;5;200;14541;1091
2026-07-10 09:29:59.752;Pivô de Baixa → Alta (compra);1;177600;5;5;3;5;4;200;32866;2960
2026-07-10 09:31:46.123;Pivô de Alta → Baixa (venda);-1;177700;5;4;2;4;4;150;55191;4338
2026-07-10 09:36:50.394;Pivô de Baixa → Alta (compra);1;177650;4;4;2;4;2;150;12669;899
2026-07-10 09:38:01.154;Pivô de Alta → Baixa (venda);-1;177700;4;2;0;2;6;50;96290;8986
2026-07-10 09:41:21.818;Pivô de Baixa → Alta (compra);1;177750;2;6;4;6;3;250;31702;2716
2026-07-10 09:47:15.192;Pivô de Alta → Baixa (venda);-1;177900;6;3;1;3;2;100;40512;2883
2026-07-10 09:47:52.579;Pivô de Baixa → Alta (compra);1;177900;3;2;0;2;1;50;39007;3331
2026-07-10 09:51:40.850;Pivô de Baixa → Alta (compra);1;177950;1;19;17;19;1;900;90586;7801
2026-07-10 09:55:09.342;Pivô de Baixa → Alta (compra);1;178850;1;7;5;7;1;300;3914;500
2026-07-10 09:55:10.182;Pivô de Baixa → Alta (compra);1;179150;1;3;1;3;2;100;921;108
2026-07-10 09:55:10.410;Pivô de Alta → Baixa (venda);-1;179150;3;2;0;2;1;50;37146;142
2026-07-10 09:57:41.060;Pivô de Alta → Baixa (venda);-1;179100;1;2;0;2;3;50;1274;194
2026-07-10 09:57:41.233;Pivô de Baixa → Alta (compra);1;179150;2;3;1;3;12;100;4307;599
2026-07-10 09:57:42.408;Pivô de Alta → Baixa (venda);-1;179150;3;12;10;12;4;550;2010;106
2026-07-10 09:57:52.973;Pivô de Baixa → Alta (compra);1;178700;12;4;2;4;3;150;11140;1350
2026-07-10 09:57:56.353;Pivô de Alta → Baixa (venda);-1;178750;4;3;1;3;1;100;2849;229
2026-07-10 09:58:00.427;Pivô de Alta → Baixa (venda);-1;178650;1;7;5;7;2;300;1837;254
2026-07-10 09:58:09.196;Pivô de Baixa → Alta (compra);1;178450;7;2;0;2;1;50;14507;1267
2026-07-10 09:58:12.722;Pivô de Baixa → Alta (compra);1;178500;1;5;3;5;2;200;1983;279
2026-07-10 09:58:13.379;Pivô de Alta → Baixa (venda);-1;178600;5;2;0;2;1;50;2525;315
2026-07-10 09:58:13.773;Pivô de Alta → Baixa (venda);-1;178550;1;6;4;6;14;250;661;140
2026-07-10 09:58:20.723;Pivô de Baixa → Alta (compra);1;178400;6;14;12;14;7;650;12660;1265
2026-07-10 09:58:26.367;Pivô de Alta → Baixa (venda);-1;178950;14;7;5;7;4;300;166;10
2026-07-10 09:58:26.369;Pivô de Baixa → Alta (compra);1;178750;7;4;2;4;1;150;189;29
2026-07-10 09:58:26.401;Pivô de Baixa → Alta (compra);1;178900;1;2;0;2;4;50;20;1
2026-07-10 09:58:26.403;Pivô de Alta → Baixa (venda);-1;178850;2;4;2;4;3;150;125;16
2026-07-10 09:58:26.405;Pivô de Baixa → Alta (compra);1;178800;4;3;1;3;3;100;274;51
2026-07-10 09:58:26.412;Pivô de Alta → Baixa (venda);-1;178800;3;3;1;3;1;100;21;14
2026-07-10 09:58:26.417;Pivô de Alta → Baixa (venda);-1;178700;1;3;1;3;1;100;51;12
2026-07-10 09:58:27.240;Pivô de Baixa → Alta (compra);1;178700;1;2;0;2;9;50;705;108
2026-07-10 09:58:27.435;Pivô de Alta → Baixa (venda);-1;178650;2;9;7;9;4;400;818;162
2026-07-10 09:58:52.740;Pivô de Baixa → Alta (compra);1;178350;9;4;2;4;1;150;17498;1766
2026-07-10 09:59:05.869;Pivô de Alta → Baixa (venda);-1;178400;1;3;1;3;1;100;5485;862
2026-07-10 09:59:24.667;Pivô de Alta → Baixa (venda);-1;178300;1;2;0;2;6;50;23856;2819
2026-07-10 10:00:01.521;Pivô de Baixa → Alta (compra);1;178350;2;6;4;6;1;250;18189;2087
2026-07-10 10:01:36.119;Pivô de Baixa → Alta (compra);1;178600;1;2;0;2;1;50;17427;2154
2026-07-10 10:03:14.462;Pivô de Baixa → Alta (compra);1;178650;1;3;1;3;2;100;9746;814
2026-07-10 10:03:23.923;Pivô de Alta → Baixa (venda);-1;178650;3;2;0;2;1;50;14513;1327
2026-07-10 10:04:06.635;Pivô de Alta → Baixa (venda);-1;178600;1;6;4;6;3;250;12835;1308
2026-07-10 10:04:43.027;Pivô de Baixa → Alta (compra);1;178450;6;3;1;3;2;100;5725;555
2026-07-10 10:06:06.496;Pivô de Alta → Baixa (venda);-1;178450;3;2;0;2;2;50;17549;1566
2026-07-10 10:06:52.419;Pivô de Baixa → Alta (compra);1;178500;2;2;0;2;7;50;10246;854
2026-07-10 10:08:02.943;Pivô de Alta → Baixa (venda);-1;178450;2;7;5;7;2;300;11799;1001
2026-07-10 10:09:44.498;Pivô de Baixa → Alta (compra);1;178250;7;2;0;2;4;50;8956;741
2026-07-10 10:10:02.857;Pivô de Alta → Baixa (venda);-1;178200;2;4;2;4;2;150;5967;619
2026-07-10 10:11:14.292;Pivô de Baixa → Alta (compra);1;178150;4;2;0;2;2;50;46844;4044
2026-07-10 10:12:01.044;Pivô de Alta → Baixa (venda);-1;178100;2;2;0;2;1;50;25324;2226
2026-07-10 10:14:08.970;Pivô de Alta → Baixa (venda);-1;178050;1;2;0;2;2;50;16476;1385
2026-07-10 10:14:43.404;Pivô de Baixa → Alta (compra);1;178100;2;2;0;2;2;50;16124;1445
2026-07-10 10:15:01.414;Pivô de Alta → Baixa (venda);-1;178050;2;2;0;2;2;50;18336;1783
2026-07-10 10:15:37.643;Pivô de Baixa → Alta (compra);1;178100;2;2;0;2;5;50;28869;2231
2026-07-10 10:16:02.471;Pivô de Alta → Baixa (venda);-1;178050;2;5;3;5;3;200;36524;3276
2026-07-10 10:17:13.584;Pivô de Baixa → Alta (compra);1;177950;5;3;1;3;4;100;52736;4525
2026-07-10 10:18:01.301;Pivô de Alta → Baixa (venda);-1;177950;3;4;2;4;1;150;16466;1082
2026-07-10 10:19:11.288;Pivô de Alta → Baixa (venda);-1;177800;1;3;1;3;1;100;20315;1447
2026-07-10 10:20:45.820;Pivô de Alta → Baixa (venda);-1;177700;1;4;2;4;4;150;17422;1505
2026-07-10 10:21:45.505;Pivô de Baixa → Alta (compra);1;177650;4;4;2;4;1;150;16939;1191
2026-07-10 10:24:27.944;Pivô de Baixa → Alta (compra);1;177800;1;3;1;3;1;100;25494;1945
2026-07-10 10:25:14.803;Pivô de Baixa → Alta (compra);1;177900;1;8;6;8;5;350;32605;3066
2026-07-10 10:26:05.971;Pivô de Alta → Baixa (venda);-1;178150;8;5;3;5;2;200;14766;1411
2026-07-10 10:27:26.448;Pivô de Baixa → Alta (compra);1;178050;5;2;0;2;3;50;53026;4442
2026-07-10 10:28:53.845;Pivô de Alta → Baixa (venda);-1;178000;2;3;1;3;4;100;20943;2149
2026-07-10 10:30:14.037;Pivô de Baixa → Alta (compra);1;178000;3;4;2;4;2;150;19780;1252
2026-07-10 10:31:50.602;Pivô de Alta → Baixa (venda);-1;178050;4;2;0;2;1;50;26946;1912
2026-07-10 10:33:06.474;Pivô de Baixa → Alta (compra);1;178100;1;2;0;2;1;50;29824;2353
2026-07-10 10:34:16.025;Pivô de Baixa → Alta (compra);1;178150;1;2;0;2;4;50;19280;1463
2026-07-10 10:34:54.829;Pivô de Alta → Baixa (venda);-1;178100;2;4;2;4;3;150;15668;1006
2026-07-10 10:35:18.747;Pivô de Baixa → Alta (compra);1;178050;4;3;1;3;1;100;25904;2085
2026-07-10 10:36:45.281;Pivô de Baixa → Alta (compra);1;178150;1;7;5;7;2;300;4141;263
2026-07-10 10:38:03.512;Pivô de Alta → Baixa (venda);-1;178350;7;2;0;2;3;50;60341;4469
2026-07-10 10:38:59.349;Pivô de Baixa → Alta (compra);1;178400;2;3;1;3;2;100;25145;2236
2026-07-10 10:40:05.261;Pivô de Alta → Baixa (venda);-1;178400;3;2;0;2;1;50;24204;1289
2026-07-10 10:41:41.532;Pivô de Alta → Baixa (venda);-1;178350;1;11;9;11;2;500;45008;3517
2026-07-10 10:45:16.717;Pivô de Baixa → Alta (compra);1;177950;11;2;0;2;1;50;47081;3920
2026-07-10 10:49:20.236;Pivô de Baixa → Alta (compra);1;178000;1;9;7;9;2;400;17303;1034
2026-07-10 10:52:33.606;Pivô de Alta → Baixa (venda);-1;178300;9;2;0;2;3;50;128846;8873
2026-07-10 10:55:17.059;Pivô de Baixa → Alta (compra);1;178350;2;3;1;3;1;100;19348;1514
2026-07-10 10:57:01.463;Pivô de Baixa → Alta (compra);1;178450;1;8;6;8;6;350;61579;3739
2026-07-10 11:02:27.845;Pivô de Alta → Baixa (venda);-1;178700;8;6;4;6;3;250;121518;8803
2026-07-10 11:07:23.549;Pivô de Baixa → Alta (compra);1;178550;6;3;1;3;6;100;19549;1471
2026-07-10 11:08:26.947;Pivô de Alta → Baixa (venda);-1;178550;3;6;4;6;1;250;54556;4315
2026-07-10 11:11:14.928;Pivô de Alta → Baixa (venda);-1;178300;1;2;0;2;10;50;8628;650
2026-07-10 11:12:06.024;Pivô de Baixa → Alta (compra);1;178350;2;10;8;10;5;450;40161;3464
2026-07-10 11:18:48.729;Pivô de Alta → Baixa (venda);-1;178700;10;5;3;5;8;200;108145;6808
2026-07-10 11:23:21.423;Pivô de Baixa → Alta (compra);1;178600;5;8;6;8;2;350;54426;3947
2026-07-10 11:27:12.514;Pivô de Alta → Baixa (venda);-1;178850;8;2;0;2;1;50;112229;8151
2026-07-10 11:30:04.251;Pivô de Alta → Baixa (venda);-1;178800;1;16;14;16;1;750;15674;1354
2026-07-10 11:33:16.246;Pivô de Baixa → Alta (compra);1;178150;1;8;6;8;1;350;25055;1426
2026-07-10 11:36:01.340;Pivô de Baixa → Alta (compra);1;178500;1;3;1;3;1;100;17941;1123
2026-07-10 11:38:01.006;Pivô de Alta → Baixa (venda);-1;178500;1;3;1;3;12;100;42211;3510
2026-07-10 11:39:38.273;Pivô de Baixa → Alta (compra);1;178500;3;12;10;12;15;550;68209;5658
2026-07-10 11:53:10.951;Pivô de Alta → Baixa (venda);-1;178950;12;15;13;15;1;700;16296;1207
2026-07-10 12:16:35.980;Pivô de Alta → Baixa (venda);-1;178250;1;2;0;2;4;50;26406;1757
2026-07-10 12:19:04.217;Pivô de Baixa → Alta (compra);1;178300;2;4;2;4;5;150;57587;4642
2026-07-10 12:26:38.807;Pivô de Alta → Baixa (venda);-1;178350;4;5;3;5;3;200;89175;6686
2026-07-10 12:37:15.666;Pivô de Baixa → Alta (compra);1;178250;5;3;1;3;1;100;43346;3205
2026-07-10 12:48:24.750;Pivô de Baixa → Alta (compra);1;178350;1;3;1;3;1;100;67817;5101
2026-07-10 12:55:46.768;Pivô de Baixa → Alta (compra);1;178450;1;11;9;11;1;500;37483;3322
2026-07-10 13:19:25.724;Pivô de Baixa → Alta (compra);1;178950;1;6;4;6;1;250;61873;5637
2026-07-10 13:36:14.090;Pivô de Baixa → Alta (compra);1;179200;1;7;5;7;3;300;63943;5094
2026-07-10 13:50:36.567;Pivô de Alta → Baixa (venda);-1;179400;7;3;1;3;2;100;68158;4810
2026-07-10 14:01:21.332;Pivô de Baixa → Alta (compra);1;179400;3;2;0;2;3;50;108341;9028
2026-07-10 14:15:31.288;Pivô de Alta → Baixa (venda);-1;179350;2;3;1;3;3;100;19721;1058
2026-07-10 14:19:43.196;Pivô de Baixa → Alta (compra);1;179350;3;3;1;3;3;100;45284;3770
2026-07-10 14:41:40.786;Pivô de Alta → Baixa (venda);-1;179350;3;3;1;3;8;100;71336;5846
2026-07-10 14:58:31.793;Pivô de Baixa → Alta (compra);1;179350;3;8;6;8;1;350;39843;2276
2026-07-10 15:08:08.305;Pivô de Baixa → Alta (compra);1;179700;1;5;3;5;8;200;37061;2919
2026-07-10 15:17:31.291;Pivô de Alta → Baixa (venda);-1;179800;5;8;6;8;1;350;95425;7809
2026-07-10 16:02:17.487;Pivô de Baixa → Alta (compra);1;179550;1;4;2;4;1;150;22082;807
2026-07-10 16:14:44.385;Pivô de Baixa → Alta (compra);1;179700;1;2;0;2;1;50;154106;11762
2026-07-10 16:35:06.927;Pivô de Baixa → Alta (compra);1;179750;1;7;5;7;1;300;174359;12485
2026-07-10 17:03:55.902;Pivô de Baixa → Alta (compra);1;180050;1;7;5;7;1;300;32073;2649
2026-07-10 17:14:06.866;Pivô de Baixa → Alta (compra);1;180350;1;5;3;5;1;200;70730;7444
2026-07-10 17:59:00.184;Pivô de Baixa → Alta (compra);1;180550;1;3;1;3;2;100;42629;5665
2026-07-10 18:05:46.197;Pivô de Alta → Baixa (venda);-1;180550;3;2;0;2;1;50;8447;678
2026-07-10 18:14:38.791;Pivô de Baixa → Alta (compra);1;180600;1;2;0;2;22;50;12293;1388
2026-07-10 18:16:23.005;Pivô de Alta → Baixa (venda);-1;180550;2;22;20;22;10;1050;9503;1243
2026-07-13 09:03:11.913;Pivô de Baixa → Alta (compra);1;179600;22;10;8;10;5;450;4596;522
2026-07-13 09:03:20.727;Pivô de Alta → Baixa (venda);-1;179950;10;5;3;5;5;200;8294;1053
2026-07-13 09:03:22.243;Pivô de Baixa → Alta (compra);1;179850;5;5;3;5;2;200;2066;270
2026-07-13 09:03:26.192;Pivô de Alta → Baixa (venda);-1;179950;5;2;0;2;5;50;5687;781
2026-07-13 09:03:27.823;Pivô de Baixa → Alta (compra);1;180000;2;5;3;5;5;200;12978;1914
2026-07-13 09:03:37.093;Pivô de Alta → Baixa (venda);-1;180100;5;5;3;5;5;200;4249;463
2026-07-13 09:03:38.764;Pivô de Baixa → Alta (compra);1;180000;5;5;3;5;2;200;3221;423
2026-07-13 09:03:42.019;Pivô de Alta → Baixa (venda);-1;180100;5;2;0;2;2;50;10621;1460
2026-07-13 09:03:46.843;Pivô de Baixa → Alta (compra);1;180150;2;2;0;2;2;50;8418;1001
2026-07-13 09:03:51.295;Pivô de Alta → Baixa (venda);-1;180100;2;2;0;2;1;50;3739;236
2026-07-13 09:03:52.544;Pivô de Alta → Baixa (venda);-1;180050;1;3;1;3;3;100;9094;1142
2026-07-13 09:03:57.327;Pivô de Baixa → Alta (compra);1;180050;3;3;1;3;7;100;10431;1243
2026-07-13 09:04:01.539;Pivô de Alta → Baixa (venda);-1;180050;3;7;5;7;4;300;11497;1548
2026-07-13 09:04:08.198;Pivô de Baixa → Alta (compra);1;179850;7;4;2;4;3;150;4718;609
2026-07-13 09:04:10.185;Pivô de Alta → Baixa (venda);-1;179900;4;3;1;3;1;100;4847;680
2026-07-13 09:04:13.963;Pivô de Alta → Baixa (venda);-1;179800;1;5;3;5;1;200;3565;381
2026-07-13 09:04:19.179;Pivô de Alta → Baixa (venda);-1;179600;1;2;0;2;6;50;4335;592
2026-07-13 09:04:22.767;Pivô de Baixa → Alta (compra);1;179650;2;6;4;6;1;250;4086;549
2026-07-13 09:04:34.053;Pivô de Alta → Baixa (venda);-1;179800;1;5;3;5;1;200;2610;272
2026-07-13 09:04:44.547;Pivô de Baixa → Alta (compra);1;179700;1;3;1;3;1;100;14928;1994
2026-07-13 09:05:05.570;Pivô de Alta → Baixa (venda);-1;179700;1;2;0;2;4;50;2547;339
2026-07-13 09:05:10.041;Pivô de Baixa → Alta (compra);1;179750;2;4;2;4;3;150;4348;522
2026-07-13 09:05:31.043;Pivô de Alta → Baixa (venda);-1;179800;4;3;1;3;4;100;13166;1429
2026-07-13 09:05:40.507;Pivô de Baixa → Alta (compra);1;179800;3;4;2;4;3;150;10858;1224
2026-07-13 09:06:56.620;Pivô de Alta → Baixa (venda);-1;179850;4;3;1;3;1;100;20309;2112
2026-07-13 09:08:13.433;Pivô de Baixa → Alta (compra);1;179850;1;3;1;3;3;100;29104;2433
2026-07-13 09:08:56.046;Pivô de Alta → Baixa (venda);-1;179850;3;3;1;3;1;100;22560;2528
2026-07-13 09:10:30.425;Pivô de Alta → Baixa (venda);-1;179750;1;5;3;5;3;200;19109;1925
2026-07-13 09:12:13.589;Pivô de Baixa → Alta (compra);1;179650;5;3;1;3;2;100;12817;1251
2026-07-13 09:13:19.069;Pivô de Alta → Baixa (venda);-1;179650;3;2;0;2;3;50;41351;4550
2026-07-13 09:14:44.067;Pivô de Baixa → Alta (compra);1;179700;2;3;1;3;2;100;9828;1328
2026-07-13 09:15:11.078;Pivô de Alta → Baixa (venda);-1;179700;3;2;0;2;7;50;29346;2549
2026-07-13 09:15:46.944;Pivô de Baixa → Alta (compra);1;179750;2;7;5;7;1;300;9484;1146
2026-07-13 09:19:00.574;Pivô de Alta → Baixa (venda);-1;179950;1;6;4;6;1;250;28143;2867
2026-07-13 09:20:47.369;Pivô de Alta → Baixa (venda);-1;179700;1;2;0;2;1;50;20389;2088
2026-07-13 09:22:11.418;Pivô de Alta → Baixa (venda);-1;179650;1;3;1;3;7;100;26048;2477
2026-07-13 09:24:46.373;Pivô de Baixa → Alta (compra);1;179650;3;7;5;7;2;300;13361;1170
