index;date;pivot;entry;body;range;upper_wick;lower_wick;upper_wick_ratio;lower_wick_ratio;quantity;trades;duration;run_length;prev_quantity;prev_trades;prev_duration;future_move;adverse_move;net_move;quantity_percentile;trades_percentile;wick_imbalance;quantity_q;trades_q;wick_q
21384;2026-08-12 09:01:25.783;HIGH;171400;50;125;75;0;0,6;0,0;2355;667;0,01;2;572;159;0,0;120;150;-30;0,4352303845695916;0,4670794142159781;-75;1;1;0
21386;2026-08-12 09:01:26.446;LOW;171450;50;110;0;60;0,0;0,5454545454545454;754;187;0,0;2;111;10;0,0;140;170;-30;0,39998809382069295;0,4157042505060126;60;1;1;2
21389;2026-08-12 09:01:30.950;LOW;171400;50;120;0;70;0,0;0,5833333333333334;1576;279;0,01;2;2019;359;0,01;255;30;225;0,4210620311941898;0,4280271460888201;70;1;1;2
21392;2026-08-12 09:01:32.081;HIGH;171400;50;120;70;0;0,5833333333333334;0,0;1503;302;0,0;3;361;18;0,0;30;255;-225;0,41999047505655435;0,4308250982259793;-70;1;1;1
21395;2026-08-12 09:01:34.836;HIGH;171450;50;140;90;0;0,6428571428571429;0,0;1688;306;0,0;2;709;61;0,0;30;205;-175;0,42308608167639006;0,4314204071913323;-90;1;1;0
21399;2026-08-12 09:01:45.261;HIGH;171550;50;105;55;0;0,5238095238095238;0,0;2400;426;0,04;3;3463;598;0,04;160;85;75;0,43594475532801524;0,4445172044290987;-55;1;1;1
21402;2026-08-12 09:01:48.622;LOW;171550;50;130;0;80;0,0;0,6153846153846154;5564;914;0,08;3;1830;223;0,01;85;250;-165;0,46904393380164305;0,4927372306226932;80;1;1;3
21404;2026-08-12 09:01:53.668;HIGH;171500;50;135;85;0;0,6296296296296297;0,0;3733;559;0,04;2;737;45;0,0;300;60;240;0,4510656030479819;0,4574949398737945;-85;1;1;0
21407;2026-08-12 09:01:59.369;LOW;171500;50;110;0;60;0,0;0,5454545454545454;1737;274;0,01;3;1725;246;0,01;60;320;-260;0,4242766996070961;0,4272532444338612;60;1;1;2
21409;2026-08-12 09:02:00.128;HIGH;171450;50;110;60;0;0,5454545454545454;0,0;2059;432;0,01;2;453;41;0,0;270;50;220;0,42969401119180856;0,4454101678771282;-60;1;1;1
21415;2026-08-12 09:02:04.729;LOW;171300;50;120;0;70;0,0;0,5833333333333334;3010;633;0,01;6;1282;204;0,0;500;30;470;0,4442790808429575;0,4644005238718895;70;1;1;2
21431;2026-08-12 09:02:23.406;HIGH;171950;50;135;85;0;0,6296296296296297;0,0;3765;769;0,01;16;1268;193;0,0;300;50;250;0,4521371591856173;0,47767591379926183;-85;1;1;0
21437;2026-08-12 09:02:24.829;LOW;171800;50;150;0;100;0,0;0,6666666666666666;1797;264;0,0;6;375;22;0,0;135;55;80;0,4251101321585903;0,4251101321585903;100;1;1;3
21440;2026-08-12 09:02:25.182;HIGH;171800;50;110;60;0;0,5454545454545454;0,0;795;104;0,0;3;175;12;0,0;100;145;-45;0,401774020716752;0,4024883914751756;-60;1;1;1
21444;2026-08-12 09:02:27.118;LOW;171850;50;105;0;55;0,0;0,5238095238095238;373;46;0,0;2;783;129;0,0;95;250;-155;0,37706869865460174;0,3721276342421717;55;1;1;2
21446;2026-08-12 09:02:27.164;HIGH;171800;50;110;60;0;0,5454545454545454;0,0;1382;234;0,0;2;379;45;0,0;300;145;155;0,41796642457435407;0,421895463745684;-60;1;1;1
21452;2026-08-12 09:02:29.313;LOW;171750;50;125;0;75;0,0;0,6;4421;761;0,03;4;898;88;0,0;15;395;-380;0,4579711870460769;0,47684248124776757;75;1;1;2
21459;2026-08-12 09:02:39.522;LOW;171500;50;145;0;95;0,0;0,6551724137931034;7328;1039;0,06;6;1477;145;0,0;260;10;250;0,4841647815216097;0,5061316823431361;95;1;2;3
21465;2026-08-12 09:02:55.525;HIGH;171650;50;110;60;0;0,5454545454545454;0,0;806;98;0,0;6;979;76;0,0;205;60;145;0,40290510775092275;0,40082152637218715;-60;1;1;1
21468;2026-08-12 09:03:05.429;LOW;171650;50;150;0;100;0,0;0,6666666666666666;15774;2418;0,22;3;5183;839;0,08;60;250;-190;0,5670913203952852;0,6616263840933444;100;2;2;3
21470;2026-08-12 09:03:19.224;HIGH;171600;50;110;60;0;0,5454545454545454;0,0;2888;353;0,01;2;774;52;0,0;210;50;160;0,4424931539468984;0,4368972496725801;-60;1;1;1
21474;2026-08-12 09:03:23.736;LOW;171550;50;105;0;55;0,0;0,5238095238095238;2570;472;0,03;4;1328;73;0,0;100;185;-85;0,4377306822240743;0,44868436718656984;55;1;1;2
21476;2026-08-12 09:03:27.144;HIGH;171500;50;150;100;0;0,6666666666666666;0,0;4970;778;0,06;2;1795;238;0,02;135;80;55;0,46309084414811286;0,47833075366115013;-100;1;1;0
21479;2026-08-12 09:03:38.485;LOW;171500;50;110;0;60;0,0;0,5454545454545454;2451;366;0,02;3;1463;84;0,0;75;160;-85;0,4370163114656507;0,4383855220859626;60;1;1;2
21483;2026-08-12 09:03:58.665;HIGH;171450;50;110;60;0;0,5454545454545454;0,0;2828;426;0,04;2;2026;238;0,02;110;150;-40;0,4417787831884748;0,4445172044290987;-60;1;1;1
21488;2026-08-12 09:04:50.963;LOW;171450;50;110;0;60;0,0;0,5454545454545454;5431;673;0,05;3;4002;374;0,03;150;250;-100;0,4667817597333016;0,4680914394570782;60;1;1;2
21490;2026-08-12 09:04:54.796;HIGH;171400;50;105;55;0;0,5238095238095238;0,0;2741;380;0,05;2;1079;135;0,0;215;200;15;0,4402905107750923;0,44052863436123346;-55;1;1;1
21493;2026-08-12 09:05:07.796;HIGH;171450;50;150;100;0;0,6666666666666666;0,0;15259;1891;0,33;2;2703;99;0,0;265;50;215;0,5615549470175021;0,6067984283843315;-100;2;2;0
21499;2026-08-12 09:05:56.948;LOW;171300;50;115;0;65;0,0;0,5652173913043478;11248;1364;0,15;6;15878;2051;0,25;300;35;265;0,5186927015120848;0,5437552089534469;65;2;2;2
21504;2026-08-12 09:06:45.371;HIGH;171400;50;140;90;0;0,6428571428571429;0,0;19575;2384;0,35;5;2291;44;0,0;80;260;-180;0,6066793665912609;0,6582331229908323;-90;2;2;0
21506;2026-08-12 09:07:23.672;LOW;171450;50;130;0;80;0,0;0,6153846153846154;5838;573;0,09;2;12630;1535;0,28;210;150;60;0,47178235504226695;0,45880461959757113;80;1;1;3
21511;2026-08-12 09:09:17.942;HIGH;171550;50;110;60;0;0,5454545454545454;0,0;3744;419;0,04;5;6305;615;0,05;310;35;275;0,4517799738064055;0,4436242409810692;-60;1;1;1
21518;2026-08-12 09:10:48.770;LOW;171350;50;110;0;60;0,0;0,5454545454545454;22894;2900;0,81;7;4475;393;0,05;375;40;335;0,6398976068579593;0,7105012501488273;60;2;2;2
21521;2026-08-12 09:11:38.608;HIGH;171350;50;115;65;0;0,5652173913043478;0,0;21198;2774;0,82;3;3831;216;0,0;40;375;-335;0,6243005119657102;0,6971067984283843;-65;2;2;1
21528;2026-08-12 09:15:03.773;HIGH;171600;50;125;75;0;0,6;0,0;11643;1421;0,22;6;41395;4692;0,93;200;125;75;0,5229789260626265;0,5494106441243005;-75;2;2;0
21534;2026-08-12 09:16:51.254;LOW;171550;50;125;0;75;0,0;0,6;14414;1736;0,28;4;16179;1811;0,27;45;245;-200;0,5523871889510656;0,5868555780450053;75;2;2;2
21540;2026-08-12 09:22:18.833;LOW;171450;50;145;0;95;0,0;0,6551724137931034;58930;6035;1,81;3;11360;859;0,06;215;135;80;0,8882605072032385;0,8981426360280986;95;3;3;3
21547;2026-08-12 09:26:52.142;HIGH;171550;50;115;65;0;0,5652173913043478;0,0;21731;2468;1,07;5;41341;5043;1,18;135;80;55;0,6289439218954638;0,6672222883676628;-65;2;2;1
21550;2026-08-12 09:28:07.860;LOW;171550;50;110;0;60;0,0;0,5454545454545454;8322;1172;0,23;3;5850;277;0,0;80;250;-170;0,4923800452434814;0,5213715918561733;60;1;2;2
21554;2026-08-12 09:29:44.829;HIGH;171500;50;130;80;0;0,6153846153846154;0,0;2140;271;0,01;2;1350;33;0,0;400;130;270;0,4311822836051911;0,42647934277890226;-80;1;1;0
21565;2026-08-12 09:30:01.415;LOW;171200;50;150;0;100;0,0;0,6666666666666666;2265;56;0,0;9;2433;29;0,0;290;155;135;0,43308727229432076;0,3808786760328611;100;1;1;3
21568;2026-08-12 09:30:01.437;LOW;171150;50;105;0;55;0,0;0,5238095238095238;257;3;0,0;2;94;5;0,0;340;20;320;0,3637933087272294;0,08739135611382308;55;1;0;2
21575;2026-08-12 09:30:06.421;HIGH;171350;50;140;90;0;0,6428571428571429;0,0;4986;871;0,03;7;1444;277;0,0;140;140;0;0,4633289677342541;0,48874866055482796;-90;1;1;0
21579;2026-08-12 09:30:17.674;LOW;171400;50;145;0;95;0,0;0,6551724137931034;11632;1497;0,19;2;3844;657;0,06;195;190;5;0,5227408024764852;0,557983093225384;95;2;2;3
21582;2026-08-12 09:31:10.689;LOW;171350;50;140;0;90;0,0;0,6428571428571429;27113;3032;0,64;2;19031;2435;0,49;245;100;145;0,6870460769139183;0,7210977497321109;90;2;2;3
21585;2026-08-12 09:32:56.070;HIGH;171350;50;125;75;0;0,6;0,0;20166;2518;0,44;3;7133;650;0,06;25;245;-220;0,6128705798309323;0,67258006905584;-75;2;2;0
21589;2026-08-12 09:34:05.195;HIGH;171450;50;145;95;0;0,6551724137931034;0,0;31770;4065;0,79;3;7646;772;0,05;120;140;-20;0,729789260626265;0,8034885105369687;-95;2;3;0
21592;2026-08-12 09:35:15.555;LOW;171450;50;120;0;70;0,0;0,5833333333333334;63244;7520;2,71;3;3495;45;0,0;200;85;115;0,9010001190617931;0,9321943088462912;70;3;3;2
21595;2026-08-12 09:39:44.216;HIGH;171450;50;140;90;0;0,6428571428571429;0,0;53628;5702;1,72;3;6171;375;0,03;85;350;-265;0,8690915585188713;0,8861173949279676;-90;3;3;0
21599;2026-08-12 09:46:08.463;LOW;171500;50;135;0;85;0,0;0,6296296296296297;35336;3808;1,98;2;10428;1009;0,21;400;0;400;0,7580069055839981;0,7840814382664603;85;3;3;3
21607;2026-08-12 09:48:26.019;HIGH;171750;50;150;100;0;0,6666666666666666;0,0;85210;8996;1,82;8;8566;780;0,05;85;175;-90;0,9491010834623169;0,9591022740802476;-100;3;3;0
21610;2026-08-12 09:51:46.672;HIGH;171800;50;125;75;0;0,6;0,0;20918;1830;0,24;2;8704;604;0,03;200;95;105;0,6207286581735921;0,5985831646624599;-75;2;2;0
21613;2026-08-12 09:52:27.330;LOW;171800;50;135;0;85;0,0;0,6296296296296297;84715;9445;3,48;3;15454;1491;0,3;95;250;-155;0,9485057744969639;0,9638647458030718;85;3;3;3
21615;2026-08-12 09:57:43.630;HIGH;171750;50;145;95;0;0,6551724137931034;0,0;24806;2499;0,61;2;39989;4402;1,78;200;150;50;0,6613882605072032;0,6710322657459221;-95;2;2;0
21621;2026-08-12 10:00:13.095;LOW;171700;50;150;0;100;0,0;0,6666666666666666;42528;3816;0,42;4;26509;2056;0,13;345;25;320;0,8093225383974283;0,7850339326110252;100;3;3;3
21628;2026-08-12 10:02:27.073;HIGH;171900;50;145;95;0;0,6551724137931034;0,0;67297;6920;1,14;7;41703;3936;0,31;500;25;475;0,9131444219549947;0,9208834385045839;-95;3;3;0
21641;2026-08-12 10:07:39.254;LOW;171400;50;130;0;80;0,0;0,6153846153846154;48665;5271;0,6;13;4497;251;0,0;110;250;-140;0,8461126324562448;0,8719490415525658;80;3;3;3
21644;2026-08-12 10:09:04.505;HIGH;171400;50;110;60;0;0,5454545454545454;0,0;12108;1106;0,26;3;39282;3757;0,73;270;85;185;0,5279795213715919;0,5119061793070604;-60;2;2;1
21646;2026-08-12 10:10:31.383;LOW;171450;50;145;0;95;0,0;0,6551724137931034;41160;3656;0,63;2;48101;4805;1,18;20;340;-320;0,800392903917133;0,7746755566138827;95;3;3;3
21652;2026-08-12 10:12:44.070;LOW;171250;50;120;0;70;0,0;0,5833333333333334;22898;2187;0,28;5;9901;843;0,05;60;150;-90;0,6401357304441004;0,6376354327896178;70;2;2;2
21654;2026-08-12 10:13:02.712;HIGH;171200;50;110;60;0;0,5454545454545454;0,0;10584;901;0,09;2;6806;487;0,02;120;105;15;0,5125014882724134;0,49154661269198713;-60;2;1;1
21656;2026-08-12 10:13:08.569;LOW;171250;50;140;0;90;0,0;0,6428571428571429;115500;10977;2,21;2;2562;84;0,0;55;170;-115;0,9760090486962734;0,976128110489344;90;3;3;3
21658;2026-08-12 10:15:23.115;HIGH;171200;50;105;55;0;0,5238095238095238;0,0;9571;829;0,08;2;6944;430;0,02;120;85;35;0,5035123228955828;0,48291463269436835;-55;2;1;1
21660;2026-08-12 10:15:40.091;LOW;171250;50;110;0;60;0,0;0,5454545454545454;705;26;0,0;2;15280;923;0,2;35;170;-135;0,3980831051315633;0,3300392903917133;60;1;1;2
21663;2026-08-12 10:15:40.121;LOW;171200;50;120;0;70;0,0;0,5833333333333334;1924;41;0,0;2;4385;45;0,0;85;195;-110;0,42713418264079056;0,3647458030717943;70;1;1;2
21665;2026-08-12 10:15:40.129;HIGH;171150;50;135;85;0;0,6296296296296297;0,0;2592;77;0,0;2;0;0;0,0;200;90;110;0,4380878676032861;0,39349922609834503;-85;1;1;0
21667;2026-08-12 10:15:40.174;LOW;171200;50;110;0;60;0,0;0,5454545454545454;929;62;0,0;2;889;82;0,0;40;350;-310;0,4073699249910704;0,3854625550660793;60;1;1;2
21672;2026-08-12 10:16:39.175;LOW;171150;50;145;0;95;0,0;0,6551724137931034;39371;3656;0,42;2;6328;376;0,01;15;415;-400;0,7863436123348018;0,7746755566138827;95;3;3;3
21680;2026-08-12 10:19:37.664;LOW;170850;50;115;0;65;0,0;0,5652173913043478;20960;1970;0,28;7;10899;952;0,08;70;305;-235;0,6215620907250863;0,6154899392784855;65;2;2;2
21682;2026-08-12 10:20:07.967;HIGH;170800;50;120;70;0;0,5833333333333334;0,0;16849;1138;0,12;2;28025;2069;0,21;255;90;165;0,5783426598404572;0,5167877128229551;-70;2;2;1
21687;2026-08-12 10:21:59.181;LOW;170700;50;115;0;65;0,0;0,5652173913043478;27211;2776;0,37;5;8114;589;0,04;100;155;-55;0,6884748184307655;0,6975235147041314;65;2;2;2
21690;2026-08-12 10:23:30.872;LOW;170650;50;105;0;55;0,0;0,5238095238095238;29867;2853;0,55;2;13775;535;0,02;300;35;265;0,7145493511132278;0,7052030003571854;55;2;2;2
21693;2026-08-12 10:24:07.711;HIGH;170650;50;140;90;0;0,6428571428571429;0,0;20432;1800;0,18;3;6895;381;0,02;35;450;-415;0,6158471246576973;0,5945350636980593;-90;2;2;0
21706;2026-08-12 10:27:27.614;HIGH;171100;50;125;75;0;0,6;0,0;39674;3582;0,52;10;19820;1520;0,1;385;80;305;0,7881295392308608;0,7692582450291702;-75;3;3;0
21709;2026-08-12 10:29:04.835;LOW;171100;50;150;0;100;0,0;0,6666666666666666;38153;3359;0,63;3;14970;1142;0,11;45;385;-340;0,777890225026789;0,7520538159304679;100;3;3;3
21716;2026-08-12 10:30:52.465;LOW;170850;50;135;0;85;0,0;0,6296296296296297;26561;2288;0,21;6;8407;617;0,04;400;125;275;0,6802595547088939;0,6485891177521134;85;2;2;3
21730;2026-08-12 10:32:20.412;HIGH;171300;50;115;65;0;0,5652173913043478;0,0;9135;1106;0,03;12;7557;592;0,01;100;350;-250;0,4996428146207882;0,5119061793070604;-65;1;2;1
21732;2026-08-12 10:32:23.355;LOW;171350;50;125;0;75;0,0;0,6;32757;3919;0,38;2;2641;364;0,01;400;150;250;0,7372901535897131;0,7913442076437671;75;2;3;2
21743;2026-08-12 10:33:49.516;HIGH;171650;50;125;75;0;0,6;0,0;33134;2875;0,18;9;6394;328;0,01;110;165;-55;0,7408620073818312;0,7071675199428503;-75;2;2;0
21746;2026-08-12 10:34:18.059;LOW;171650;50;110;0;60;0,0;0,5454545454545454;9287;852;0,12;3;33297;2887;0,28;200;95;105;0,5011906179307061;0,4860697702107394;60;2;1;2
21750;2026-08-12 10:34:29.940;HIGH;171700;50;115;65;0;0,5652173913043478;0,0;27110;2225;0,17;4;10190;536;0,01;145;175;-30;0,6868079533277771;0,6414454101678772;-65;2;2;1
21753;2026-08-12 10:34:45.864;LOW;171700;50;145;0;95;0,0;0,6551724137931034;24463;2191;0,29;3;5983;553;0,04;175;220;-45;0,6581140611977616;0,637873556375759;95;2;2;3
21757;2026-08-12 10:35:10.417;HIGH;171750;50;125;75;0;0,6;0,0;20827;2077;0,14;4;6731;282;0,01;335;5;330;0,6194189784498154;0,6260864388617693;-75;2;2;0
21763;2026-08-12 10:35:36.175;LOW;171600;50;120;0;70;0,0;0,5833333333333334;18148;2025;0,14;6;6436;439;0,01;10;350;-340;0,5917966424574355;0,6208477199666627;70;2;2;2
21766;2026-08-12 10:35:54.534;LOW;171550;50;135;0;85;0,0;0,6296296296296297;16808;1654;0,13;2;2848;212;0,01;15;450;-435;0,5777473508751042;0,5781640671508513;85;2;2;3
21771;2026-08-12 10:36:52.879;LOW;171400;50;150;0;100;0,0;0,6666666666666666;18732;1628;0,13;4;4830;320;0,01;40;450;-410;0,5985831646624599;0,5750089296344802;100;2;2;3
21779;2026-08-12 10:39:10.562;LOW;171100;50;150;0;100;0,0;0,6666666666666666;50497;4730;0,84;7;34005;2743;0,3;200;90;110;0,8544469579711871;0,8470055959042743;100;3;3;3
21782;2026-08-12 10:40:02.810;HIGH;171100;50;150;100;0;0,6666666666666666;0,0;28137;2709;0,27;3;8147;508;0,02;90;330;-240;0,698237885462555;0,6902012144302894;-100;2;2;0
21784;2026-08-12 10:40:23.510;LOW;171150;50;140;0;90;0,0;0,6428571428571429;19926;1794;0,21;2;7936;717;0,07;280;140;140;0,6107274675556614;0,5936421002500297;90;2;2;3
21792;2026-08-12 10:41:44.952;HIGH;171300;50;130;80;0;0,6153846153846154;0,0;15419;1497;0,14;6;17320;1665;0,14;370;60;310;0,56310275032742;0,557983093225384;-80;2;2;0
21794;2026-08-12 10:42:06.054;LOW;171350;50;140;0;90;0,0;0,6428571428571429;23100;1956;0,39;2;16965;1514;0,2;10;420;-410;0,6426360280985831;0,6140016668651029;90;2;2;3
21802;2026-08-12 10:43:16.410;LOW;171050;50;120;0;70;0,0;0,5833333333333334;49858;4904;0,79;7;6026;352;0,01;255;25;230;0,8509941659721395;0,8565305393499226;70;3;3;2
21806;2026-08-12 10:44:18.576;HIGH;171100;50;120;70;0;0,5833333333333334;0,0;12741;1256;0,15;4;11291;1149;0,19;100;205;-105;0,5347660435766163;0,5314323133706393;-70;2;2;1
21808;2026-08-12 10:44:53.013;LOW;171150;50;125;0;75;0,0;0,6;17985;1494;0,26;2;15941;1498;0,41;155;250;-95;0,5900107155613764;0,557387784260031;75;2;2;2
21812;2026-08-12 10:45:13.098;HIGH;171200;50;105;55;0;0,5238095238095238;0,0;5449;457;0,02;4;21850;1465;0,06;375;45;330;0,4673770686986546;0,44713656387665196;-55;1;1;1
21820;2026-08-12 10:46:42.370;LOW;170950;50;125;0;75;0,0;0,6;24314;2538;0,35;8;36605;3470;0,47;260;0;260;0,6560900107155614;0,6745445886415049;75;2;2;2
21825;2026-08-12 10:47:20.968;HIGH;171050;50;125;75;0;0,6;0,0;23140;2182;0,35;5;4807;301;0,01;85;185;-100;0,6432313370639362;0,6369805929277295;-75;2;2;0
21828;2026-08-12 10:48:13.318;HIGH;171100;50;110;60;0;0,5454545454545454;0,0;18567;1688;0,4;2;13032;1187;0,2;200;135;65;0,5965591141802595;0,5817954518395047;-60;2;2;1
21831;2026-08-12 10:49:08.962;LOW;171100;50;135;0;85;0,0;0,6296296296296297;34734;3054;0,94;3;26657;2269;0,43;135;295;-160;0,7541969282057388;0,7241933563519467;85;3;2;3
21834;2026-08-12 10:50:20.783;HIGH;171100;50;135;85;0;0,6296296296296297;0,0;29814;2807;0,64;3;6508;468;0,07;295;35;260;0,7139540421478747;0,7008572449101084;-85;2;2;0
21840;2026-08-12 10:51:34.322;LOW;170950;50;145;0;95;0,0;0,6551724137931034;21894;1748;0,21;6;15580;1444;0,21;155;80;75;0,6306107869984522;0,5885224431479938;95;2;2;3
21844;2026-08-12 10:52:08.783;HIGH;171000;50;105;55;0;0,5238095238095238;0,0;6939;611;0,07;4;2982;156;0,01;135;150;-15;0,4799976187641386;0,4628527205619717;-55;1;1;1
21847;2026-08-12 10:52:22.993;LOW;171000;50;130;0;80;0,0;0,6153846153846154;31314;3100;1,11;3;5326;446;0,04;150;135;15;0,7260983450410763;0,7275270865579235;80;2;2;3
21849;2026-08-12 10:53:29.633;HIGH;170950;50;150;100;0;0,6666666666666666;0,0;51450;5121;1,57;2;3094;76;0,0;85;200;-115;0,8599238004524348;0,8655792356232885;-100;3;3;0
21851;2026-08-12 10:55:21.366;LOW;171000;50;135;0;85;0,0;0,6296296296296297;25670;2313;0,68;2;10968;1013;0,28;150;100;50;0,6701393022978926;0,6519228479580903;85;2;2;3
21854;2026-08-12 10:57:34.577;HIGH;171000;50;150;100;0;0,6666666666666666;0,0;24983;2300;0,7;3;28895;2377;0,81;100;250;-150;0,6634718418859388;0,6504345755447077;-100;2;2;0
21856;2026-08-12 10:58:35.982;LOW;171050;50;150;0;100;0,0;0,6666666666666666;19505;1564;0,43;2;11962;976;0,31;300;125;175;0,6060840576259079;0,5683414692225265;100;2;2;3
21870;2026-08-12 11:05:05.919;HIGH;171400;50;110;60;0;0,5454545454545454;0,0;15619;1476;0,18;10;7822;572;0,03;150;95;55;0,5652458626026908;0,5554827955709013;-60;2;2;1
21873;2026-08-12 11:05:57.003;LOW;171400;50;150;0;100;0,0;0,6666666666666666;89276;7985;2,33;3;17305;1717;0,34;95;250;-155;0,9538635551851411;0,9425526848434338;100;3;3;3
21875;2026-08-12 11:08:19.361;HIGH;171350;50;145;95;0;0,6551724137931034;0,0;24340;1931;0,21;2;11992;571;0,03;300;135;165;0,6567448505774497;0,6116204310036909;-95;2;2;0
21887;2026-08-12 11:12:12.428;LOW;171100;50;115;0;65;0,0;0,5652173913043478;23147;2111;0,38;8;27974;2714;0,42;200;200;0;0,6434694606500774;0,629182045481605;65;2;2;2
21889;2026-08-12 11:14:36.796;HIGH;171050;50;120;70;0;0,5833333333333334;0,0;46372;4039;1,6;2;51887;5042;2,01;150;350;-200;0,8357542564591023;0,8008691510894154;-70;3;3;1
21892;2026-08-12 11:16:25.657;LOW;171050;50;150;0;100;0,0;0,6666666666666666;32346;2853;0,58;3;15693;983;0,07;400;10;390;0,7346707941421597;0,7052030003571854;100;2;2;3
21900;2026-08-12 11:18:17.121;HIGH;171300;50;115;65;0;0,5652173913043478;0,0;20554;1961;0,57;8;31369;3018;0,52;5;420;-415;0,6165614954161209;0,6145374449339207;-65;2;2;1
21903;2026-08-12 11:20:03.894;HIGH;171350;50;115;65;0;0,5652173913043478;0,0;15184;1232;0,21;2;18091;1724;0,32;45;370;-325;0,5602452672937255;0,5285748303369449;-65;2;2;1
21910;2026-08-12 11:21:05.437;HIGH;171600;50;120;70;0;0,5833333333333334;0,0;25549;2360;0,23;6;5099;234;0,0;155;155;0;0,6688296225741159;0,6559114180259554;-70;2;2;1
21914;2026-08-12 11:22:38.463;LOW;171550;50;105;0;55;0,0;0,5238095238095238;27322;2379;0,72;4;5908;404;0,04;205;150;55;0,6900226217406834;0,6577568758185498;55;2;2;2
21919;2026-08-12 11:27:31.906;HIGH;171650;50;105;55;0;0,5238095238095238;0,0;9288;837;0,14;5;9711;434;0,03;285;50;235;0,5014287415168472;0,4839266579354685;-55;2;1;1
21925;2026-08-12 11:28:15.031;LOW;171500;50;135;0;85;0,0;0,6296296296296297;58151;4041;0,57;6;9857;689;0,04;165;60;105;0,8855220859626146;0,8012263364686272;85;3;3;3
21928;2026-08-12 11:28:49.583;HIGH;171500;50;125;75;0;0,6;0,0;48181;3812;0,73;3;4077;135;0,0;60;165;-105;0,8438504583879033;0,784617216335278;-75;3;3;0
21930;2026-08-12 11:29:47.540;LOW;171550;50;110;0;60;0,0;0,5454545454545454;12368;640;0,13;2;19113;1219;0,23;115;145;-30;0,5295273246815098;0,46493630194070723;60;2;1;2
21933;2026-08-12 11:30:07.519;HIGH;171550;50;115;65;0;0,5652173913043478;0,0;25335;1668;0,13;3;5289;244;0,0;145;150;-5;0,6665674485057745;0,5794142159780926;-65;2;2;1
21935;2026-08-12 11:30:16.999;LOW;171600;50;105;0;55;0,0;0,5238095238095238;7003;366;0,04;2;3643;207;0,02;200;195;5;0,480473865936421;0,4383855220859626;55;1;1;2
21940;2026-08-12 11:31:10.537;LOW;171550;50;145;0;95;0,0;0,6551724137931034;15987;1202;0,08;2;2895;116;0,01;250;150;100;0,5696511489463031;0,5248839147517561;95;2;2;3
21945;2026-08-12 11:32:18.604;HIGH;171650;50;150;100;0;0,6666666666666666;0,0;36551;2640;0,4;5;15446;1241;0,17;370;90;280;0,766460292892011;0,6844267174663651;-100;3;2;0
21952;2026-08-12 11:35:06.653;LOW;171450;50;120;0;70;0,0;0,5833333333333334;39643;3951;1,0;7;4632;180;0,01;30;275;-245;0,7878914156447197;0,7940230979878556;70;3;3;2
21955;2026-08-12 11:36:34.184;LOW;171400;50;120;0;70;0,0;0,5833333333333334;23083;1761;0,34;2;5728;208;0,04;80;225;-145;0,6422788427193713;0,5898916537683058;70;2;2;2
21957;2026-08-12 11:37:23.722;HIGH;171350;50;130;80;0;0,6153846153846154;0,0;51869;4538;1,83;2;17249;1564;0,48;200;65;135;0,8615906655554233;0,8345636385283962;-80;3;3;0
21961;2026-08-12 11:45:17.872;LOW;171300;50;125;0;75;0,0;0,6;34333;3174;0,92;4;100141;9329;3,89;115;270;-155;0,7515775687581855;0,7340159542802714;75;3;2;2
21964;2026-08-12 11:46:16.833;HIGH;171300;50;115;65;0;0,5652173913043478;0,0;22997;2046;0,57;3;6973;455;0,03;300;10;290;0,6408501012025241;0,6231098940350042;-65;2;2;1
21970;2026-08-12 11:51:06.674;LOW;171150;50;120;0;70;0,0;0,5833333333333334;30323;2942;0,57;6;10196;870;0,07;65;290;-225;0,7180021431122753;0,7132396713894511;70;2;2;2
21972;2026-08-12 11:51:45.456;HIGH;171100;50;115;65;0;0,5652173913043478;0,0;23827;1707;0,31;2;8951;588;0,07;240;50;190;0,651089415406596;0,5840576259078462;-65;2;2;1
21977;2026-08-12 11:52:42.552;LOW;171000;50;140;0;90;0,0;0,6428571428571429;35253;2990;0,46;5;7229;580;0,05;300;110;190;0,7574115966186451;0,7180616740088106;90;3;2;3
21988;2026-08-12 11:59:13.793;HIGH;171200;50;145;95;0;0,6551724137931034;0,0;30527;2541;0,83;7;106541;9120;3,47;200;95;105;0,7203833789736873;0,6750208358137874;-95;2;2;0
21991;2026-08-12 12:02:58.591;LOW;171200;50;110;0;60;0,0;0,5454545454545454;26626;2481;1,15;3;41267;4227;1,79;95;205;-110;0,6809739254673175;0,6687700916775806;60;2;2;2
21993;2026-08-12 12:04:44.034;HIGH;171150;50;145;95;0;0,6551724137931034;0,0;61409;5603;3,42;2;16397;1491;0,6;155;80;75;0,895642338373616;0,8825455411358495;-95;3;3;0
21995;2026-08-12 12:08:13.364;LOW;171200;50;135;0;85;0,0;0,6296296296296297;27263;2234;0,89;2;5825;439;0,06;100;205;-105;0,688951065603048;0,6426360280985831;85;2;2;3
21999;2026-08-12 12:11:14.746;LOW;171100;50;105;0;55;0,0;0,5238095238095238;16103;1524;0,85;3;27888;2588;1,15;365;50;315;0,570603643290868;0,5622693177759257;55;2;2;2
22002;2026-08-12 12:12:53.298;HIGH;171100;50;105;55;0;0,5238095238095238;0,0;11804;832;0,31;3;13987;1431;0,45;50;365;-315;0,5248243838552209;0,4835694725562567;-55;2;1;1
