index;date;pivot;entry;body;range;upper_wick;lower_wick;upper_wick_ratio;lower_wick_ratio;quantity;trades;duration;run_length;prev_quantity;prev_trades;prev_duration;future_move;adverse_move;net_move;quantity_percentile;trades_percentile;wick_imbalance;quantity_q;trades_q;wick_q
4380;2026-07-01 09:01:23.503;LOW;173950;50;145;0;95;0,0;0,6551724137931034;4547;947;0,05;2;1172;209;0,01;180;95;85;0,45886415049410645;0,4964876771044172;95;1;1;3
4384;2026-07-01 09:01:30.503;HIGH;174000;50;105;55;0;0,5238095238095238;0,0;3608;943;0,04;4;875;78;0,0;200;130;70;0,45005357780688177;0,4959518990355995;-55;1;1;1
4387;2026-07-01 09:01:34.719;LOW;174000;50;145;0;95;0,0;0,6551724137931034;3947;875;0,05;3;910;20;0,0;130;240;-110;0,4539826169782117;0,4891653768305751;95;1;1;3
4390;2026-07-01 09:01:41.872;HIGH;174000;50;130;80;0;0,6153846153846154;0,0;3878;714;0,04;3;4255;916;0,05;300;65;235;0,452672937254435;0,47273484938683175;-80;1;1;0
4395;2026-07-01 09:01:51.310;LOW;173900;50;140;0;90;0,0;0,6428571428571429;2378;277;0,0;5;1242;115;0,0;55;350;-295;0,4355280390522681;0,4277294916061436;90;1;1;3
4397;2026-07-01 09:01:52.457;HIGH;173850;50;105;55;0;0,5238095238095238;0,0;1338;311;0,01;2;1295;257;0,01;400;25;375;0,41707346112632454;0,4323133706393618;-55;1;1;1
4401;2026-07-01 09:02:00.057;LOW;173800;50;115;0;65;0,0;0,5652173913043478;3120;507;0,0;4;4116;698;0,02;45;550;-505;0,4455292296701988;0,45291106084057625;65;1;1;2
4412;2026-07-01 09:02:11.017;LOW;173350;50;125;0;75;0,0;0,6;2666;493;0,01;10;3387;491;0,01;345;125;220;0,43921895463745686;0,4513037266341231;75;1;1;2
4421;2026-07-01 09:02:12.359;HIGH;173550;50;145;95;0;0,6551724137931034;0,0;1632;313;0,0;7;498;33;0,0;150;145;5;0,4220740564352899;0,43255149422550304;-95;1;1;0
4424;2026-07-01 09:02:13.524;LOW;173550;50;145;0;95;0,0;0,6551724137931034;1845;375;0,01;3;3174;833;0,01;145;150;-5;0,4260030956066198;0,43963567091320394;95;1;1;3
4427;2026-07-01 09:02:19.359;HIGH;173550;50;145;95;0;0,6551724137931034;0,0;1430;261;0,0;3;2806;549;0,01;150;135;15;0,4186807953327777;0,42457435408977257;-95;1;1;0
4430;2026-07-01 09:02:19.912;LOW;173550;50;150;0;100;0,0;0,6666666666666666;562;57;0,0;3;841;161;0,0;135;150;-15;0,3910584593403977;0,3818907012739612;100;1;1;3
4432;2026-07-01 09:02:22.388;HIGH;173500;50;105;55;0;0,5238095238095238;0,0;1054;233;0,01;2;3266;834;0,04;120;185;-65;0,41052506250744136;0,4216573401595428;-55;1;1;1
4435;2026-07-01 09:02:27.108;HIGH;173550;50;120;70;0;0,5833333333333334;0,0;3118;709;0,04;2;986;165;0,01;170;135;35;0,4454101678771282;0,47172282414573163;-70;1;1;1
4441;2026-07-01 09:02:43.126;LOW;173500;50;120;0;70;0,0;0,5833333333333334;3934;1021;0,04;4;1097;151;0,0;115;115;0;0,4536254315989999;0,5050601262055007;70;1;2;2
4444;2026-07-01 09:03:01.652;HIGH;173500;50;115;65;0;0,5652173913043478;0,0;1430;301;0,0;3;804;33;0,0;115;125;-10;0,4186807953327777;0,4306465055363734;-65;1;1;1
4447;2026-07-01 09:03:04.597;LOW;173500;50;115;0;65;0,0;0,5652173913043478;1018;170;0,0;3;1659;333;0,01;125;170;-45;0,40969162995594716;0,41356113823074175;65;1;1;2
4450;2026-07-01 09:03:09.443;HIGH;173500;50;105;55;0;0,5238095238095238;0,0;629;122;0,0;3;5325;1164;0,06;170;125;45;0,3944517204429099;0,40576259078461724;-55;1;1;1
4456;2026-07-01 09:03:15.945;LOW;173450;50;120;0;70;0,0;0,5833333333333334;2899;557;0,0;4;1129;92;0,0;105;255;-150;0,4426717466365043;0,4570186927015121;70;1;1;2
4459;2026-07-01 09:03:20.716;HIGH;173450;50;105;55;0;0,5238095238095238;0,0;806;170;0,0;3;554;29;0,0;400;80;320;0,40290510775092275;0,41356113823074175;-55;1;1;1
4465;2026-07-01 09:03:40.542;LOW;173300;50;105;0;55;0,0;0,5238095238095238;758;124;0,0;6;7883;1104;0,01;35;430;-395;0,40046434099297534;0,4061793070603643;55;1;1;2
4472;2026-07-01 09:03:55.643;LOW;173050;50;120;0;70;0,0;0,5833333333333334;8213;1312;0,06;6;8066;1192;0,04;220;180;40;0,4913680200023812;0,538873675437552;70;1;2;2
4475;2026-07-01 09:04:04.008;LOW;173000;50;130;0;80;0,0;0,6153846153846154;8450;1283;0,05;2;3730;628;0,02;270;50;220;0,4932730086915109;0,5355994761281105;80;1;2;3
4481;2026-07-01 09:04:09.775;HIGH;173150;50;120;70;0;0,5833333333333334;0,0;3400;554;0,0;6;1108;32;0,0;285;50;235;0,4482081200142874;0,456601976425765;-70;1;1;1
4487;2026-07-01 09:04:21.538;LOW;173000;50;135;0;85;0,0;0,6296296296296297;9141;1770;0,1;6;11363;2259;0,14;95;290;-195;0,4999404691034647;0,5909632099059412;85;1;2;3
4489;2026-07-01 09:04:28.521;HIGH;172950;50;145;95;0;0,6551724137931034;0,0;17331;3410;0,28;2;1573;165;0,0;240;70;170;0,5837599714251697;0,7560423859983332;-95;2;3;0
4491;2026-07-01 09:04:52.005;LOW;173000;50;110;0;60;0,0;0,5454545454545454;4915;934;0,09;2;5680;965;0,1;40;290;-250;0,4626741278723658;0,49446362662221693;60;1;1;2
4496;2026-07-01 09:05:04.611;LOW;172850;50;140;0;90;0,0;0,6428571428571429;44209;6504;0,4;4;9984;1449;0,04;300;60;240;0,8221216811525182;0,910644124300512;90;3;3;3
4500;2026-07-01 09:06:04.309;HIGH;172900;50;140;90;0;0,6428571428571429;0,0;13633;1810;0,08;4;15062;2456;0,26;10;265;-255;0,5442314561257292;0,5957256816287654;-90;2;2;0
4503;2026-07-01 09:06:15.497;HIGH;172950;50;110;60;0;0,5454545454545454;0,0;2975;401;0,02;2;2441;271;0,01;40;230;-190;0,44338611739492795;0,44219549946422193;-60;1;1;1
4507;2026-07-01 09:06:28.799;HIGH;173050;50;115;65;0;0,5652173913043478;0,0;4664;708;0,02;3;7293;896;0,03;200;130;70;0,45957852125253007;0,4714847005595904;-65;1;1;1
4509;2026-07-01 09:06:34.751;LOW;173100;50;145;0;95;0,0;0,6551724137931034;7742;958;0,08;2;8446;1112;0,07;80;250;-170;0,4869627336587689;0,49738064055244674;95;1;1;3
4511;2026-07-01 09:06:44.448;HIGH;173050;50;130;80;0;0,6153846153846154;0,0;10801;1895;0,18;2;7344;1198;0,08;200;150;50;0,5145850696511489;0,6076318609358257;-80;2;2;0
4515;2026-07-01 09:07:01.635;LOW;173000;50;150;0;100;0,0;0,6666666666666666;18483;2712;0,23;4;3163;278;0,01;255;90;165;0,5956661507322301;0,6907965233956423;100;2;2;3
4517;2026-07-01 09:07:15.932;HIGH;172950;50;110;60;0;0,5454545454545454;0,0;1644;203;0,0;2;1485;81;0,0;40;305;-265;0,4223121800214311;0,4183236099535659;-60;1;1;1
4523;2026-07-01 09:08:39.100;HIGH;173150;50;105;55;0;0,5238095238095238;0,0;2985;345;0,02;5;24210;3707;0,34;330;90;240;0,4435051791879986;0,43576616263840934;-55;1;1;1
4525;2026-07-01 09:08:40.425;LOW;173200;50;105;0;55;0,0;0,5238095238095238;1666;197;0,0;2;1413;73;0,0;40;380;-340;0,42255030360757234;0,4176687700916776;55;1;1;2
4532;2026-07-01 09:10:01.904;LOW;172950;50;130;0;80;0,0;0,6153846153846154;1756;65;0,0;6;1570;46;0,0;280;95;185;0,42457435408977257;0,3870103583759971;80;1;1;3
4534;2026-07-01 09:10:01.927;HIGH;172900;50;130;80;0;0,6153846153846154;0,0;357;68;0,0;2;152;14;0,0;45;350;-305;0,37486605548279556;0,38945112513394453;-80;1;1;0
4540;2026-07-01 09:10:27.818;HIGH;173100;50;130;80;0;0,6153846153846154;0,0;16180;2719;0,36;5;3221;357;0,01;55;345;-290;0,5717347303250387;0,6916894868436718;-80;2;2;0
4542;2026-07-01 09:10:50.022;LOW;173150;50;105;0;55;0,0;0,5238095238095238;5755;1003;0,12;2;1437;40;0,0;295;20;275;0,4708893915942374;0,5020240504822002;55;1;2;2
4548;2026-07-01 09:11:43.362;HIGH;173300;50;145;95;0;0,6551724137931034;0,0;15249;2011;0,15;6;14045;2583;0,22;275;105;170;0,5613763543278962;0,6185855458983213;-95;2;2;0
4556;2026-07-01 09:11:59.001;LOW;173150;50;125;0;75;0,0;0,6;962;42;0,0;6;1281;36;0,0;140;105;35;0,4080247648529587;0,3664126681747827;75;1;1;2
4559;2026-07-01 09:11:59.009;HIGH;173150;50;140;90;0;0,6428571428571429;0,0;201;45;0,0;3;231;12;0,0;105;170;-65;0,3557566376949637;0,37069889272532447;-90;1;1;0
4562;2026-07-01 09:11:59.037;LOW;173150;50;105;0;55;0,0;0,5238095238095238;417;38;0,0;3;169;20;0,0;195;70;125;0,38099773782593166;0,36075723300392903;55;1;1;2
4564;2026-07-01 09:11:59.054;HIGH;173100;50;145;95;0;0,6551724137931034;0,0;5695;825;0,01;2;262;30;0,0;20;245;-225;0,4703536135254197;0,48231932372901537;-95;1;1;0
4568;2026-07-01 09:12:00.586;HIGH;173200;50;120;70;0;0,5833333333333334;0,0;4722;847;0,04;3;1320;166;0,0;190;145;45;0,4601738302178831;0,48511727586617454;-70;1;1;1
4572;2026-07-01 09:15:01.429;LOW;173250;50;150;0;100;0,0;0,6666666666666666;5659;935;0,01;2;1742;91;0,0;60;350;-290;0,469817835456602;0,49470175020835816;100;1;1;3
4574;2026-07-01 09:15:23.496;HIGH;173200;50;110;60;0;0,5454545454545454;0,0;9201;1685;0,56;2;13063;2421;0,35;400;35;365;0,5004167162757471;0,5812001428741517;-60;2;2;1
4578;2026-07-01 09:16:39.801;LOW;173150;50;140;0;90;0,0;0,6428571428571429;43176;7088;0,84;4;2680;148;0,0;45;510;-465;0,8136682938445053;0,9241576378140255;90;3;3;3
4588;2026-07-01 09:19:11.922;LOW;172750;50;110;0;60;0,0;0,5454545454545454;15632;2343;0,13;9;3297;65;0,0;140;190;-50;0,5654244552922967;0,6544826765091082;60;2;2;2
4591;2026-07-01 09:20:35.764;LOW;172700;50;140;0;90;0,0;0,6428571428571429;34790;4636;0,43;2;48571;6763;0,78;190;50;140;0,7547327062745565;0,8416478152160971;90;3;3;3
4595;2026-07-01 09:21:18.572;HIGH;172750;50;140;90;0;0,6428571428571429;0,0;43209;6119;0,85;4;11842;1885;0,13;140;130;10;0,8138468865341112;0,9004643409929753;-90;3;3;0
4599;2026-07-01 09:22:43.254;LOW;172800;50;125;0;75;0,0;0,6;21939;3396;0,51;2;7404;828;0,06;10;315;-305;0,63114656506727;0,7549708298606977;75;2;3;2
4602;2026-07-01 09:24:40.060;LOW;172750;50;140;0;90;0,0;0,6428571428571429;70057;8830;1,71;2;15085;1724;0,31;40;265;-225;0,9210620311941898;0,9565424455292296;90;3;3;3
4609;2026-07-01 09:28:46.604;LOW;172600;50;115;0;65;0,0;0,5652173913043478;27773;4135;0,38;4;16254;1486;0,05;120;150;-30;0,6947255625669723;0,8093820692939636;65;2;3;2
4612;2026-07-01 09:30:01.916;HIGH;172600;50;120;70;0;0,5833333333333334;0,0;35355;4425;1,03;3;19378;2817;0,53;285;120;165;0,758185498273604;0,8271818073580188;-70;3;3;1
4614;2026-07-01 09:31:10.417;LOW;172650;50;145;0;95;0,0;0,6551724137931034;45047;6151;1,15;2;11346;1317;0,1;70;335;-265;0,8281938325991189;0,9020121443028932;95;3;3;3
4616;2026-07-01 09:33:03.266;HIGH;172600;50;120;70;0;0,5833333333333334;0,0;26083;3079;0,63;2;30886;3959;0,72;285;55;230;0,6754375520895345;0,7259792832480058;-70;2;2;1
4622;2026-07-01 09:40:14.628;LOW;172450;50;135;0;85;0,0;0,6296296296296297;75842;9590;2,3;6;87417;10608;2,67;120;150;-30;0,9343969520180974;0,9652339564233837;85;3;3;3
4626;2026-07-01 09:47:54.680;HIGH;172400;50;145;95;0;0,6551724137931034;0,0;62028;7362;1,14;2;16462;1459;0,09;210;170;40;0,8971306107869984;0,9298726038814145;-95;3;3;0
4629;2026-07-01 09:50:12.546;HIGH;172450;50;120;70;0;0,5833333333333334;0,0;43478;5643;0,91;2;6703;467;0,02;260;50;210;0,8166448386712704;0,8839742826526967;-70;3;3;1
4635;2026-07-01 09:51:37.813;LOW;172300;50;110;0;60;0,0;0,5454545454545454;22719;2957;0,14;6;9312;675;0,01;360;25;335;0,6380521490653649;0,7144302893201572;60;2;2;2
4643;2026-07-01 09:58:16.928;HIGH;172550;50;110;60;0;0,5454545454545454;0,0;21224;2297;0,75;8;48828;7178;1,58;275;0;275;0,6245981664483867;0,6499583283724253;-60;2;2;1
4649;2026-07-01 09:59:03.393;LOW;172400;50;125;0;75;0,0;0,6;13134;1350;0,03;6;7620;482;0,0;190;105;85;0,5388141445410168;0,5419097511608525;75;2;2;2
4651;2026-07-01 09:59:07.070;HIGH;172350;50;125;75;0;0,6;0,0;29008;4544;0,76;2;2979;382;0,02;55;240;-185;0,7072270508393856;0,8355161328729611;-75;2;3;0
4653;2026-07-01 10:00:17.359;LOW;172400;50;105;0;55;0,0;0,5238095238095238;39319;5128;1,04;2;19052;2870;0,4;190;150;40;0,7861650196451958;0,8660554827955709;55;3;3;2
4657;2026-07-01 10:01:46.094;HIGH;172450;50;105;55;0;0,5238095238095238;0,0;12850;1778;0,28;4;31772;3993;0,35;215;140;75;0,5362543159899988;0,5912608643886177;-55;2;2;1
4664;2026-07-01 10:03:08.270;LOW;172350;50;115;0;65;0,0;0,5652173913043478;61771;7768;1,14;5;5024;115;0,0;65;225;-160;0,8967734254077866;0,9386831765686391;65;3;3;2
4666;2026-07-01 10:04:46.409;HIGH;172300;50;115;65;0;0,5652173913043478;0,0;13050;1561;0,27;2;19393;2389;0,49;175;75;100;0,5381593046791284;0,567448505774497;-65;2;2;1
4670;2026-07-01 10:05:05.930;LOW;172250;50;125;0;75;0,0;0,6;39960;4917;0,39;4;8373;154;0,0;140;75;65;0,7899749970234552;0,8570067865222051;75;3;3;2
4673;2026-07-01 10:07:21.093;HIGH;172250;50;125;75;0;0,6;0,0;50939;6484;1,4;3;37002;4288;0,9;75;235;-160;0,8572449101083462;0,9102274080247649;-75;3;3;0
4675;2026-07-01 10:08:45.826;LOW;172300;50;105;0;55;0,0;0,5238095238095238;21610;2944;0,53;2;5219;160;0,0;185;125;60;0,627812834861293;0,7134182640790571;55;2;2;2
4677;2026-07-01 10:10:06.259;HIGH;172250;50;140;90;0;0,6428571428571429;0,0;35412;4149;0,68;2;31313;3619;0,8;100;235;-135;0,7584236218597452;0,8105726872246696;-90;3;3;0
4679;2026-07-01 10:11:05.249;LOW;172300;50;125;0;75;0,0;0,6;15032;1739;0,16;2;22752;2349;0,29;185;250;-65;0,5593523038456959;0,5873913561138231;75;2;2;2
4683;2026-07-01 10:12:23.750;HIGH;172350;50;135;85;0;0,6296296296296297;0,0;42280;5201;0,61;4;20078;1950;0,11;300;20;280;0,8071198952256221;0,8689129658292654;-85;3;3;0
4689;2026-07-01 10:13:54.179;LOW;172200;50;150;0;100;0,0;0,6666666666666666;42383;4134;0,25;6;10667;420;0,0;200;95;105;0,8079533277771164;0,809263007500893;100;3;3;3
4693;2026-07-01 10:14:42.518;HIGH;172250;50;120;70;0;0,5833333333333334;0,0;36588;4233;0,47;4;17839;2327;0,16;60;350;-290;0,766877009167758;0,8149184426717466;-70;3;3;1
4697;2026-07-01 10:16:18.116;LOW;172300;50;110;0;60;0,0;0,5454545454545454;12729;1520;0,23;2;8123;795;0,08;360;0;360;0,5342302655077985;0,561733539707108;60;2;2;2
4705;2026-07-01 10:17:50.099;HIGH;172550;50;110;60;0;0,5454545454545454;0,0;23125;2394;0,19;8;22489;2984;0,23;155;65;90;0,6429336825812597;0,6593046791284677;-60;2;2;1
4707;2026-07-01 10:18:10.884;LOW;172600;50;105;0;55;0,0;0,5238095238095238;7950;1080;0,12;2;18831;1901;0,15;15;205;-190;0,48839147517561615;0,5094058816525777;55;1;2;2
4710;2026-07-01 10:18:34.932;LOW;172550;50;135;0;85;0,0;0,6296296296296297;88666;10679;2,26;2;7793;754;0,07;200;155;45;0,953446838909394;0,973568281938326;85;3;3;3
4712;2026-07-01 10:20:52.211;HIGH;172500;50;115;65;0;0,5652173913043478;0,0;17827;2352;0,22;2;7123;467;0,01;105;310;-205;0,588760566734135;0,6550779854744613;-65;2;2;1
4715;2026-07-01 10:21:17.971;LOW;172500;50;105;0;55;0,0;0,5238095238095238;7707;1017;0,08;3;7662;624;0,04;375;35;340;0,4867246100726277;0,5044052863436124;55;1;2;2
4722;2026-07-01 10:23:49.875;HIGH;172700;50;110;60;0;0,5454545454545454;0,0;18072;2411;0,38;7;44336;5670;0,64;245;175;70;0,591141802595547;0,6612096678175974;-60;2;2;1
4725;2026-07-01 10:24:33.104;HIGH;172750;50;125;75;0;0,6;0,0;18382;2019;0,21;2;19533;2419;0,16;295;50;245;0,594475532801524;0,620133349208239;-75;2;2;0
4731;2026-07-01 10:25:07.461;LOW;172600;50;145;0;95;0,0;0,6551724137931034;73374;9307;1,42;6;13005;1626;0,08;365;5;360;0,9297535420883438;0,9626145969758304;95;3;3;3
4738;2026-07-01 10:27:56.518;HIGH;172800;50;105;55;0;0,5238095238095238;0,0;9718;955;0,07;7;19693;2081;0,17;140;165;-25;0,5048220026193595;0,49720204786284083;-55;2;1;1
4741;2026-07-01 10:28:31.592;HIGH;172850;50;115;65;0;0,5652173913043478;0,0;20261;2243;0,23;2;23664;2785;0,27;190;135;55;0,6140016668651029;0,6440647696154304;-65;2;2;1
4745;2026-07-01 10:29:05.497;LOW;172800;50;140;0;90;0,0;0,6428571428571429;27241;2647;0,22;4;14198;1564;0,08;185;150;35;0,6886534111203715;0,6850815573282534;90;2;2;3
4749;2026-07-01 10:29:53.321;HIGH;172850;50;135;85;0;0,6296296296296297;0,0;19661;1536;0,08;4;30412;2587;0,22;270;95;175;0,6077509227288963;0,5645910227408025;-85;2;2;0
4751;2026-07-01 10:29:58.731;LOW;172900;50;110;0;60;0,0;0,5454545454545454;19902;1868;0,11;2;2001;127;0,0;45;320;-275;0,6104893439695201;0,6038814144541017;60;2;2;2
4757;2026-07-01 10:30:18.428;LOW;172700;50;120;0;70;0,0;0,5833333333333334;26309;3799;0,26;5;16967;1695;0,07;410;10;400;0,6779378497440172;0,7831884748184308;70;2;3;2
4766;2026-07-01 10:31:45.968;HIGH;173000;50;110;60;0;0,5454545454545454;0,0;25522;2804;0,18;9;8335;910;0,04;200;85;115;0,6682938445052983;0,7002024050482201;-60;2;2;1
4770;2026-07-01 10:32:11.516;LOW;172950;50;115;0;65;0,0;0,5652173913043478;13167;1601;0,15;4;15540;1470;0,09;135;170;-35;0,5395880461959757;0,5726872246696035;65;2;2;2
4773;2026-07-01 10:32:43.657;HIGH;172950;50;135;85;0;0,6296296296296297;0,0;41610;4441;0,57;3;22322;2743;0,3;170;250;-80;0,803548041433504;0,8280152399095131;-85;3;3;0
4777;2026-07-01 10:33:23.271;LOW;172900;50;120;0;70;0,0;0,5833333333333334;25972;3175;0,33;4;9490;884;0,04;475;40;435;0,6735325634004048;0,7342540778664126;70;2;2;2
4787;2026-07-01 10:35:15.367;HIGH;173250;50;125;75;0;0,6;0,0;39713;4636;0,45;10;18637;2524;0,15;10;455;-445;0,7884271937135373;0,8416478152160971;-75;3;3;0
4796;2026-07-01 10:37:19.985;HIGH;173600;50;105;55;0;0,5238095238095238;0,0;39838;4108;0,5;8;24910;2471;0,25;190;250;-60;0,7892606262650316;0,8073580188117633;-55;3;3;1
4800;2026-07-01 10:38:27.481;LOW;173550;50;140;0;90;0,0;0,6428571428571429;28223;3328;0,41;4;38875;4925;0,46;400;20;380;0,6993689724967258;0,7491963328967735;90;2;2;3
4807;2026-07-01 10:39:23.715;HIGH;173750;50;135;85;0;0,6296296296296297;0,0;33994;3690;0,28;7;34348;3973;0,28;200;225;-25;0,7480652458626027;0,7765805453030122;-85;2;3;0
4811;2026-07-01 10:41:19.602;HIGH;173850;50;125;75;0;0,6;0,0;40099;4382;0,48;3;65885;8252;1,04;390;95;295;0,791522800333373;0,8240862007381832;-75;3;3;0
4819;2026-07-01 10:43:27.132;LOW;173600;50;140;0;90;0,0;0,6428571428571429;22998;2911;0,18;8;4601;363;0,01;400;50;350;0,64102869389213;0,7109179664245744;90;2;2;3
4826;2026-07-01 10:43:59.405;HIGH;173800;50;135;85;0;0,6296296296296297;0,0;18222;2323;0,13;7;4163;521;0,01;25;450;-425;0,5929277294916061;0,6522800333373021;-85;2;2;0
4832;2026-07-01 10:44:53.213;HIGH;174000;50;130;80;0;0,6153846153846154;0,0;25729;3533;0,22;5;8310;929;0,06;100;270;-170;0,6710917966424574;0,7671151327538993;-80;2;3;0
4837;2026-07-01 10:46:48.211;HIGH;174150;50;120;70;0;0,5833333333333334;0,0;24330;3257;0,35;4;77791;10183;1,17;365;40;325;0,6563876651982379;0,7419930944160019;-70;2;2;1
4845;2026-07-01 10:48:28.364;LOW;173900;50;115;0;65;0,0;0,5652173913043478;16008;1977;0,31;8;16310;2169;0,2;185;245;-60;0,5699488034289797;0,6160257173473033;65;2;2;2
4849;2026-07-01 10:49:15.154;HIGH;173950;50;135;85;0;0,6296296296296297;0,0;34206;4203;0,7;4;34353;4323;0,44;295;50;245;0,7502083581378736;0,8135492320514347;-85;3;3;0
4855;2026-07-01 10:50:39.389;LOW;173800;50;145;0;95;0,0;0,6551724137931034;49863;6470;0,75;6;4860;465;0,01;200;220;-20;0,8511727586617455;0,9095130372663413;95;3;3;3
4859;2026-07-01 10:52:11.194;HIGH;173850;50;150;100;0;0,6666666666666666;0,0;39523;4132;0,36;4;3230;280;0,01;270;70;200;0,7873556375759019;0,809084414811287;-100;3;3;0
4865;2026-07-01 10:53:28.696;LOW;173700;50;120;0;70;0,0;0,5833333333333334;27803;4264;0,68;6;8860;1155;0,08;280;25;255;0,6956780569115371;0,8162281223955232;70;2;3;2
4868;2026-07-01 10:54:37.010;HIGH;173700;50;115;65;0;0,5652173913043478;0,0;18933;2286;0,51;3;17154;2351;0,44;25;280;-255;0,5999523752827718;0,6481724014763662;-65;2;2;1
4873;2026-07-01 10:58:19.388;HIGH;173850;50;130;80;0;0,6153846153846154;0,0;19141;2892;0,37;4;7736;772;0,03;130;110;20;0,6028098583164663;0,7093701631146565;-80;2;2;0
4875;2026-07-01 10:59:53.216;LOW;173900;50;120;0;70;0,0;0,5833333333333334;5412;842;0,14;2;27606;4143;1,18;60;180;-120;0,466067388974878;0,48446243600428623;70;1;1;2
4877;2026-07-01 11:00:11.751;HIGH;173850;50;110;60;0;0,5454545454545454;0,0;9736;1638;0,33;2;8068;1157;0,16;130;100;30;0,5054173115847125;0,5760804857721157;-60;2;2;1
4880;2026-07-01 11:01:03.309;LOW;173850;50;130;0;80;0,0;0,6153846153846154;17819;2609;0,35;3;6642;560;0,03;100;145;-45;0,5886415049410644;0,6825812596737707;80;2;2;3
4882;2026-07-01 11:01:32.749;HIGH;173800;50;150;100;0;0,6666666666666666;0,0;23899;3140;0,61;2;6016;770;0,13;95;150;-55;0,6521014406476962;0,7308012858673651;-100;2;2;0
4884;2026-07-01 11:02:11.898;LOW;173850;50;105;0;55;0,0;0,5238095238095238;10568;1302;0,27;2;4515;415;0,03;100;145;-45;0,5122038337897369;0,5376830575068461;55;2;2;2
4886;2026-07-01 11:02:37.642;HIGH;173800;50;150;100;0;0,6666666666666666;0,0;22338;2855;0,61;2;6317;820;0,15;95;160;-65;0,6351946660316704;0,7056197166329324;-100;2;2;0
4888;2026-07-01 11:03:21.092;LOW;173850;50;145;0;95;0,0;0,6551724137931034;72114;8857;2,51;2;6401;645;0,1;110;105;5;0,9277294916061436;0,9571377544945827;95;3;3;3
4890;2026-07-01 11:05:54.039;HIGH;173800;50;110;60;0;0,5454545454545454;0,0;10400;1311;0,17;2;8436;624;0,03;80;160;-80;0,5107750922728896;0,5387546136444815;-60;2;2;1
4892;2026-07-01 11:06:08.895;LOW;173850;50;105;0;55;0,0;0,5238095238095238;11518;1367;0,32;2;4576;509;0,06;110;130;-20;0,5210144064769615;0,5440528634361234;55;2;2;2
4895;2026-07-01 11:07:02.238;HIGH;173850;50;110;60;0;0,5454545454545454;0,0;31658;3586;1,0;3;20420;2344;0,49;130;250;-120;0,7287772353851649;0,7696749613049173;-60;2;3;1
4900;2026-07-01 11:11:10.445;LOW;173850;50;130;0;80;0,0;0,6153846153846154;30324;3336;0,88;3;17266;1754;0,36;400;5;395;0,7181807358018811;0,7501488272413382;80;2;2;3
4906;2026-07-01 11:14:04.330;HIGH;174000;50;120;70;0;0,5833333333333334;0,0;34758;4368;0,97;6;26170;2661;0,51;15;465;-450;0,7546136444814859;0,8229551137040124;-70;3;3;1
4915;2026-07-01 11:16:35.581;HIGH;174350;50;115;65;0;0,5652173913043478;0,0;13922;935;0,02;8;9791;844;0,05;135;130;5;0,5468508155732825;0,49470175020835816;-65;2;1;1
4917;2026-07-01 11:16:37.074;LOW;174400;50;150;0;100;0,0;0,6666666666666666;57945;6530;0,89;2;4553;241;0,0;80;250;-170;0,8847481843076557;0,9111203714727943;100;3;3;3
4919;2026-07-01 11:17:50.323;HIGH;174350;50;130;80;0;0,6153846153846154;0,0;32046;4396;0,64;2;17758;2231;0,33;300;85;215;0,7327062745564948;0,825038695082748;-80;2;3;0
4922;2026-07-01 11:19:18.384;LOW;174350;50;135;0;85;0,0;0,6296296296296297;25771;2893;0,64;3;28503;3092;0,57;85;450;-365;0,6713894511251339;0,7094892249077271;85;2;2;3
4924;2026-07-01 11:20:13.590;HIGH;174300;50;135;85;0;0,6296296296296297;0,0;54983;7193;1,72;2;16078;1978;0,27;420;25;395;0,8737944993451602;0,9259435647100845;-85;3;3;0
4933;2026-07-01 11:26:09.158;LOW;174000;50;120;0;70;0,0;0,5833333333333334;19709;2349;0,41;9;31043;3253;0,66;185;100;85;0,608286700797714;0,6549589236813906;70;2;2;2
4935;2026-07-01 11:26:49.240;HIGH;173950;50;110;60;0;0,5454545454545454;0,0;10900;1188;0,15;2;11515;1218;0,25;50;235;-185;0,5152994404095725;0,523276580545303;-60;2;2;1
4939;2026-07-01 11:28:55.690;HIGH;174050;50;135;85;0;0,6296296296296297;0,0;46807;5680;1,1;3;6061;348;0,01;90;170;-80;0,8375997142516967;0,8854625550660793;-85;3;3;0
4945;2026-07-01 11:32:51.393;LOW;174100;50;140;0;90;0,0;0,6428571428571429;45595;5508;1,23;2;9713;931;0,06;120;90;30;0,8311703774258841;0,879866650791761;90;3;3;3
4948;2026-07-01 11:35:01.272;HIGH;174100;50;120;70;0;0,5833333333333334;0,0;19848;2086;0,4;3;12765;1409;0,23;200;105;95;0,60947731872842;0,626622216930587;-70;2;2;1
4950;2026-07-01 11:35:43.002;LOW;174150;50;140;0;90;0,0;0,6428571428571429;41331;4865;1,28;2;10828;1194;0,28;55;315;-260;0,8015239909513038;0,8544469579711871;90;3;3;3
4952;2026-07-01 11:37:05.354;HIGH;174100;50;105;55;0;0,5238095238095238;0,0;35126;4237;1,42;2;8526;752;0,08;300;90;210;0,7565186331706155;0,8151565662578878;-55;3;3;1
4954;2026-07-01 11:39:48.441;LOW;174150;50;110;0;60;0,0;0,5454545454545454;22795;2588;0,89;2;28778;3434;1,29;15;450;-435;0,639064174306465;0,6803786165019645;60;2;2;2
