regra,n_tr,n_te,lok_tr,lok_te,ic_te,lcont_tr,lcont_te,ok_te,R_te
pavio>=115 & viradas5<=1,1376,876,-0.030594140636436208,-0.021388335474764174,0.03211117933860181,-0.023573438131237915,-0.02728411596307942,0.6141552511415526,
pavio>=115 & manha,2998,1713,0.004787428879986341,-0.0023224322274553073,0.022699286779815652,0.005740883468329124,-0.014597492095714773,0.6363105662580268,
pavio>=115 & tarde,529,434,-0.02621612843020928,-0.006863438358432775,0.044449665210504495,-0.02359622111859539,0.007741321187692656,0.6336405529953917,
pavio>=115 & cdelta_fav,2051,1285,0.004281048436688944,0.0020851754736231423,0.025972693366635886,0.0010001201513667138,-0.0024506226798209165,0.6404669260700389,
pavio>=115 & cdelta_ctr,1923,1171,-0.011584375157336593,-0.00543856611955738,0.02753384554793173,-0.004119701575750638,-0.008307013407037092,0.6327924850555081,
seq=1 & rqtd>1.5,1441,928,0.0048139809382685755,-0.019090935868124527,0.030660319885039478,-0.004898843315806851,-0.0019436589781705784,0.6282327586206896,
seq=1 & rqtd<0.6,635,353,-0.01102769639024899,0.020558422749628002,0.05031060914224409,0.003149404486231433,0.009889606841405062,0.6203966005665722,
seq=1 & rdur>1.5,1640,1006,-0.001184455773863678,-0.023973176992989478,0.02970354112822776,-0.0049999026073686325,-0.005404107143312234,0.6133200795228628,
seq=1 & rdur<0.6,900,572,-0.017674960199873878,0.0102311657100795,0.03943819604570349,-0.002220464822296388,0.012863796714853933,0.6206293706293706,
seq=1 & rtam<0.8,232,167,0.014655075789563566,-0.018574237278703866,0.07308342941641822,0.028776654872689707,-0.013733892612436271,0.6107784431137725,
seq=1 & part>.85,287,254,0.002276303070397521,-0.023123434107341023,0.059423117536406535,0.012879775086189833,-0.0524770724330513,0.6023622047244095,
seq=1 & part<.70,1220,629,0.019412160225920162,0.002827159033532024,0.03770900612935836,0.008572835678244548,0.011428305098136955,0.6168521462639109,
seq=1 & vel_alta,387,262,-0.009128953033058662,0.000831956357269561,0.05846953031387488,0.012794203953277477,0.000848245816974376,0.6145038167938931,
seq=1 & vel_baixa,1192,747,-0.0006390141835609726,-0.01984638925317214,0.034377352252632276,-0.009383939804492827,0.004396732702946833,0.6171352074966533,
seq=1 & acel>2,1650,1016,0.005203352555252741,-0.0018361182816929846,0.02944366063147322,0.0010902486263550588,-0.00633698215405709,0.6309055118110236,
seq=1 & acel<0.5,571,347,0.00894719980645175,0.027032281022417785,0.05071666224834893,0.010818235852504054,0.0017970064447648607,0.6311239193083573,
seq=1 & relqtd>2,1432,882,0.0014863808431732463,-0.0016708562999605417,0.03145205981530972,0.002792526685026833,-0.008127808966312858,0.6394557823129252,
seq=1 & relqtd<0.5,544,295,0.009473540281735877,-0.005112500333324264,0.05618634742194149,-0.0002609211708703087,-0.011959848226690111,0.5898305084745763,
seq=1 & tend5>0,1406,852,-0.004175796153899047,-0.00748296103583065,0.03221774914990228,-0.00541801440423027,-0.0044693484242302305,0.6150234741784038,
seq=1 & tend5forte,487,322,-0.01465295719509099,-0.02316254282411223,0.05299534716485217,-0.002523754462719043,-0.0034572231776854893,0.5993788819875776,
seq=1 & contra_tend5,370,220,0.03701281203910941,0.02636268438257039,0.06302850970303767,0.01798878260373285,0.05576763325608691,0.6454545454545455,
seq=1 & viradas5>=3,1341,835,0.005294064848713147,-0.0029548382384750375,0.032700160210181926,0.0012916488632431027,-0.006391998577172029,0.6215568862275449,
seq=1 & viradas5<=1,748,474,-0.01567901889861133,-0.0012532568674510445,0.04361920193744651,-0.00700516317681778,-0.012891284446866077,0.620253164556962,
seq=1 & manha,2697,1501,-0.00037546010647500615,-0.0025459749309753423,0.02441880719956762,0.0020899547588093593,-0.003914126439858945,0.620253164556962,
seq=1 & tarde,454,403,-0.008907933645966582,-0.02478369536993348,0.04675983992276358,-0.009671633129800997,-0.012759528356982042,0.6004962779156328,
seq=1 & cdelta_fav,1329,830,0.00706502572305966,0.0024873685614232753,0.032512998069315464,0.005604676111179114,-0.0007536629559517132,0.6265060240963856,
seq=1 & cdelta_ctr,2202,1335,-0.005962558944417716,-0.007242049292808688,0.025931898351579122,-0.00019531866411853142,-0.00029851844595813154,0.6149812734082397,
seq>=3 & seq>=5,1992,1263,-0.03630376659830484,-0.0028620532786371184,0.02710448794972977,-0.016667138787724717,-0.0013673933064717791,0.4885193982581156,
seq>=3 & rqtd>1.5,1076,699,-0.03001002719548876,-0.0041109307195430185,0.036508178532893204,-0.010843759098825304,-0.0037525730724605444,0.5793991416309013,
seq>=3 & rqtd<0.6,1635,1004,-0.0073962385165063016,0.004601289695233116,0.030197134641387447,-0.004740198373701405,0.003071442055800702,0.4362549800796813,
seq>=3 & rdur>1.5,1024,691,-0.03150694483214264,0.010063293411004308,0.03651212029916119,-0.018443461232410172,0.0028133258627450956,0.5890014471780028,
seq>=3 & rdur<0.6,2489,1553,-0.013705391466479545,0.0005315069111561106,0.024403793723893577,-0.0009923447871398308,0.0037058722960473787,0.4449452672247263,
seq>=3 & rtam<0.8,233,126,0.06396357249327794,0.070520300293018,0.08482551265564416,0.015427571696887656,0.017124716707035196,0.5952380952380952,
seq>=3 & part>.85,558,368,-0.008844494216764663,0.056113682879756675,0.04981550731738326,-0.005337550042417932,0.04022910282486705,0.529891304347826,
seq>=3 & part<.70,909,494,-0.034146404233740685,-0.05893066009727602,0.043567297880744926,-0.014518314089358268,-0.03188311558118118,0.451417004048583,
seq>=3 & vel_alta,1428,862,-0.02042469204952983,0.01682732100146083,0.032650870657759706,-0.007546595311631509,0.015621137397127203,0.45243619489559167,
seq>=3 & vel_baixa,830,528,-0.03793145499097546,0.02436037284844086,0.04157306858835886,-0.01565165855155276,0.014219863370312289,0.5909090909090909,
seq>=3 & acel>2,1520,975,-0.050746307775568655,-0.015282004592769335,0.030911583353974013,-0.02217336541198058,-0.005340974710521916,0.5302564102564102,
seq>=3 & acel<0.5,1459,916,-0.015095462668805286,0.002401149694590752,0.03159784156634375,-0.009785743584758467,0.01927211259493438,0.4334061135371179,
seq>=3 & relqtd>2,1452,905,-0.03430773226845619,-0.01368118205021253,0.0320829981159525,-0.009560528691124556,-0.00685463643160921,0.538121546961326,
seq>=3 & relqtd<0.5,955,597,-0.022431129209499794,-0.008148590457700727,0.03886109066404552,-0.007248680016652586,0.011618637890650116,0.4204355108877722,
seq>=3 & tend5>0,4449,2748,-0.020604222186315708,-0.00041826030989667624,0.01836757944663287,-0.006483885993453427,-0.0006031589701686155,0.4887190684133916,
seq>=3 & tend5forte,3427,2140,-0.02153839767866625,0.0005447701512503388,0.02081301252931362,-0.008469860276892576,-0.001229343656665419,0.49018691588785046,
seq>=3 & viradas5<=1,3399,2108,-0.02476904797962778,0.00591510620016664,0.02103527699135462,-0.013217296851376126,0.0015891132517217976,0.49478178368121445,
seq>=3 & manha,3309,1802,-0.013403368584447973,-0.0008520381446993641,0.022712746825659828,-0.0005403349036080434,-0.002426143738383565,0.4911209766925638,
seq>=3 & tarde,588,527,-0.04013675955790588,-0.013215793490412424,0.04165103490173531,-0.02976630568386599,-0.011824092603555983,0.47058823529411764,
seq>=3 & cdelta_fav,4248,2624,-0.017337210935579665,-0.00553187265333932,0.018768109786828385,-0.0031934542005422916,-0.00547861119366625,0.48285060975609756,
seq>=3 & cdelta_ctr,201,124,-0.08965031070933402,0.10779237508682506,0.08738749917938615,-0.07602495194512762,0.10256770098513622,0.6129032258064516,
seq>=5 & rqtd>1.5,524,345,-0.05407044631289489,0.0038021109133899197,0.05224399991980396,-0.03255969315738979,0.006622714613255376,0.5826086956521739,
seq>=5 & rqtd<0.6,677,426,-0.017180980429727273,-0.0004900838430022221,0.04652549257471021,-0.007835743589651358,0.0005578952495200032,0.431924882629108,
seq>=5 & rdur>1.5,437,312,-0.04173493593736645,0.010520022493308306,0.05453275308199404,-0.028045396345343986,0.009496958633638792,0.592948717948718,
seq>=5 & rdur<0.6,1130,705,-0.03082278710494428,-0.01324516849779132,0.03620346451823259,-0.012142338906370218,-0.012178082213593587,0.4340425531914894,
seq>=5 & part>.85,271,167,0.012662636725132593,0.04419033282533719,0.07451543120124396,0.024142592851041783,0.030218348804595497,0.5209580838323353,
seq>=5 & part<.70,404,221,-0.03619188347433969,-0.05908941006906657,0.06506803522024845,-0.02673661137936041,-0.023254671569765937,0.45248868778280543,
seq>=5 & vel_alta,636,388,-0.03954782849610653,0.009753182244370062,0.0486776083750385,-0.013087721678734163,0.0056625798916114314,0.4484536082474227,
seq>=5 & vel_baixa,343,241,-0.027195370357755645,0.02165832603717487,0.06134385136657847,-0.021732721176884576,0.02094749867060843,0.5892116182572614,
seq>=5 & acel>2,692,441,-0.05683604255161396,-0.04810316665680795,0.046289868356844496,-0.03271978158570142,-0.01281598010057358,0.5011337868480725,
seq>=5 & acel<0.5,631,399,-0.035558409485958065,0.028991551686926666,0.04784718626060932,-0.026047223739879322,0.02212989000055714,0.46115288220551376,
seq>=5 & relqtd>2,626,403,-0.040362253826481884,-0.05443920562897984,0.04837796208439796,-0.009916132335373305,-0.023832416164155077,0.5012406947890818,
seq>=5 & relqtd<0.5,438,276,-0.05550041832384729,0.018895504788035245,0.05733944872806595,-0.04059744406420147,0.0193995772311869,0.44565217391304346,
seq>=5 & tend5>0,1992,1263,-0.03630376659830484,-0.0028620532786371184,0.02710448794972977,-0.016667138787724717,-0.0013673933064717791,0.4885193982581156,
seq>=5 & tend5forte,1992,1263,-0.03630376659830484,-0.0028620532786371184,0.02710448794972977,-0.016667138787724717,-0.0013673933064717791,0.4885193982581156,
seq>=5 & viradas5<=1,1992,1263,-0.03630376659830484,-0.0028620532786371184,0.02710448794972977,-0.016667138787724717,-0.0013673933064717791,0.4885193982581156,
seq>=5 & manha,1500,828,-0.030721254519018713,-0.007507324650951777,0.033461885282458886,-0.011170853476839326,-0.0032245011579441945,0.4867149758454106,
seq>=5 & tarde,249,238,-0.029581167519416907,-0.011024742972742613,0.06241420546908729,-0.025733638261538728,-0.015211893891373505,0.47478991596638653,
seq>=5 & cdelta_fav,1992,1260,-0.03630376659830484,-0.003982541850212982,0.027138930201851454,-0.016667138787724717,-0.0021034733828203473,0.4873015873015873,
rqtd>1.5 & rdur>1.5,2460,1572,-0.008034264280964081,-0.015224993833577722,0.02393050513625441,-0.006720387115596611,-0.0028628931703556745,0.6043256997455471,
rqtd>1.5 & part<.70,1095,615,-0.00624218426038146,-0.030358955687570653,0.0385984857954786,-0.010235967353079562,-0.02595784541305791,0.5723577235772358,
rqtd>1.5 & vel_baixa,1642,997,-0.005220196459689182,-0.003471485024160535,0.029781220693289954,-0.006548833496615139,0.007173224162561066,0.6228686058174524,
rqtd>1.5 & acel>2,1906,1246,-0.01749667917917613,-0.013848941392330037,0.026816597339663708,-0.012331463507968926,-0.002077208006657266,0.6075441412520064,
rqtd>1.5 & relqtd>2,1709,1123,-0.006846309535975989,-0.015159555834528165,0.028172241748656107,-0.005684000249529499,-0.002644951296408586,0.609973285841496,
rqtd>1.5 & tend5>0,1777,1157,-0.006569443583717983,-0.007973759414889947,0.02799090261222962,-0.00265077914051705,0.0012509958427982255,0.5946413137424373,
rqtd>1.5 & tend5forte,1150,746,-0.018032486478483278,-0.019454323100917083,0.03514704232818925,-0.004111211197394736,-0.01619248105341706,0.5737265415549598,
rqtd>1.5 & viradas5>=3,641,432,0.03588626886043013,-0.0289307721039788,0.04525655062819382,0.024483033387882443,-0.007564653348147504,0.6111111111111112,
rqtd>1.5 & viradas5<=1,1332,878,-0.028950384384876206,0.011113778278717837,0.03228924076337103,-0.02822705677899548,0.0030489732410690757,0.6093394077448747,
rqtd>1.5 & manha,2155,1327,-0.0028723952152736065,-0.008082909114400877,0.02609729272272395,-0.0020779802368260693,-0.00704303110980117,0.6066314996232103,
rqtd>1.5 & tarde,387,294,-0.030057812395214694,-0.046358910334883166,0.05469312926006928,-0.016243142546119145,-0.00621621108470441,0.5816326530612245,
rqtd>1.5 & cdelta_fav,1773,1159,0.0006883677157245618,-0.013385887769015625,0.02796767453069174,0.00398515901838224,4.23103745792841e-05,0.5901639344262295,
rqtd>1.5 & cdelta_ctr,1173,748,-0.015747916094541858,-0.004166951041452181,0.03446683034198142,-0.01836733614819193,-0.003148067143182125,0.6296791443850267,
rqtd<0.6 & rdur<0.6,3028,1854,-0.011057743093910829,0.0011376825919311136,0.022231852214323052,-0.0034116600358568695,8.32858111701088e-05,0.4617044228694714,
rqtd<0.6 & rtam<0.8,523,298,0.023005869633897492,0.0029427384865852377,0.055143193435145496,0.02016748530083473,-0.025247446154863212,0.5671140939597316,
rqtd<0.6 & part>.85,848,531,-0.0087210698302475,-0.006030100928160652,0.041173438115797024,0.008397307806548815,-0.014479531799333712,0.4952919020715631,
rqtd<0.6 & part<.70,416,172,0.042125903745316565,0.014405728587187307,0.07353597816266778,0.016831067921918894,0.004238232248838399,0.4883720930232558,
rqtd<0.6 & vel_alta,1924,1097,-0.018397568075574945,-0.0011673661998166036,0.02882781552115384,-0.0037822792072453237,0.012169146454342427,0.45396536007292615,
rqtd<0.6 & acel>2,288,145,-0.019306128612439355,0.03783092702108806,0.07949861304276358,0.005412027698652485,-0.006363975326148143,0.5793103448275863,
rqtd<0.6 & acel<0.5,2013,1237,-0.015527002355414722,-0.004556654924464936,0.02728366324818728,-0.011703248056200285,0.005494785034388516,0.43249797898140663,
rqtd<0.6 & relqtd>2,344,185,-0.006439203368062399,0.0830791247309618,0.06817193046109281,0.03722952066456934,0.0020483510921690947,0.6486486486486487,
rqtd<0.6 & relqtd<0.5,1605,956,-0.017851317191666768,-0.011921413288882073,0.030981545291639944,-0.012526877257309164,-0.0061782746839466295,0.42573221757322177,
rqtd<0.6 & tend5>0,2474,1509,-0.009843573795260165,-0.005782277656949889,0.02467947536108585,-0.008459079203923872,-0.0041987982666298355,0.4459907223326706,
rqtd<0.6 & tend5forte,1520,947,-0.011505265062030968,-0.001956909059171214,0.031175210057790052,-0.009052623217997989,0.002317458879535909,0.44139387539598735,
rqtd<0.6 & viradas5>=3,562,354,-0.030866007245371842,-0.028327524701251106,0.050300017786340995,-0.03334094324890024,-0.01919194496386326,0.4858757062146893,
rqtd<0.6 & viradas5<=1,1629,1005,-0.009886657641331868,0.008816792529921118,0.030290343102473832,-0.0023399345751513715,0.0012340430326172873,0.45174129353233833,
rqtd<0.6 & manha,2492,1270,-0.007885145329616452,-0.0011182028563309603,0.026887642532029035,-0.005647152961665838,0.0003725556021892715,0.47086614173228347,
rqtd<0.6 & tarde,452,439,-0.04937041346082474,-0.021832520318328302,0.04527338706461362,-0.023804655223000053,-0.04273191154233464,0.4328018223234624,
rqtd<0.6 & cdelta_fav,2328,1446,-0.010210681397034578,-0.00971632595314943,0.025112495819648424,-0.0036309554883204214,-0.007572915300638309,0.4412171507607192,
rqtd<0.6 & cdelta_ctr,934,518,-0.015466026099233546,0.02848218966408072,0.042366961724940456,-0.004119873734146873,0.020027332070627315,0.528957528957529,
rdur>1.5 & part<.70,1340,671,-0.0022191190573206815,-0.019695085829638703,0.036966632391633475,-0.0013584362699052548,-0.020148647481478314,0.5722801788375559,
rdur>1.5 & vel_baixa,1996,1208,-0.007553298930539515,0.0003830839541271599,0.02714409525833475,-0.004233370376817407,0.011570924877549977,0.6134105960264901,
rdur>1.5 & acel>2,1910,1196,-0.013313748623425626,-0.0025407541999902857,0.027394961572631663,-0.010468833708667849,0.0025644302399711284,0.6137123745819398,
rdur>1.5 & acel<0.5,222,144,0.02592895948281035,-0.0024803052009178144,0.07913636045610441,-0.022569071174852625,-0.05763991350241869,0.5694444444444444,
rdur>1.5 & relqtd>2,1629,1027,-0.004010285686534397,-0.011631563824019185,0.02948893536144867,-0.005136198280928045,-0.001640251401604482,0.611489776046738,
rdur>1.5 & relqtd<0.5,224,131,0.00835530360371813,-0.02178489184569792,0.08448681831428924,-0.010364374669633731,-0.05609169404984323,0.5419847328244275,
rdur>1.5 & tend5>0,2015,1276,-0.01268216511292741,0.005760967203402398,0.026549138728591465,-0.0148089266801789,0.0004366561371344952,0.6018808777429467,
rdur>1.5 & tend5forte,1137,758,-0.024080929447749377,-0.005792335062513143,0.03461961335462504,-0.011522181931949111,-0.01103892612110368,0.5857519788918206,
rdur>1.5 & viradas5>=3,831,526,0.0130105808147193,-0.007706017033540576,0.04104443902223576,0.0019938766685398623,-0.0018894183981495451,0.6178707224334601,
rdur>1.5 & viradas5<=1,1292,843,-0.03711072111180716,-0.0009607738685961508,0.03308164282098031,-0.030113773396582114,-0.003805736505814819,0.5907473309608541,
rdur>1.5 & manha,2201,1276,-0.00886200897008869,-0.0030764478113734475,0.02669796447875566,-0.012464738139919631,-0.015110282617570515,0.6057993730407524,
rdur>1.5 & tarde,528,421,-0.016523974364107203,-0.021817536006560577,0.04608273028403361,0.010824777493922733,0.008692642096123922,0.5843230403800475,
rdur>1.5 & cdelta_fav,1978,1264,-0.007555222127093859,-0.0022804131532080624,0.026664997787312725,-0.009767018567292807,0.001422846824569592,0.5949367088607594,
rdur>1.5 & cdelta_ctr,1302,788,-0.01488941461109674,-0.011903003748490048,0.03409716697016851,-0.008647803887608347,-0.012586074850715792,0.6078680203045685,
rdur<0.6 & rtam<0.8,541,321,0.02618345605487029,0.008886662045076538,0.053046905247580864,0.02592848866324098,-0.00758228572081959,0.5794392523364486,
rdur<0.6 & part>.85,910,580,-0.00029536288498435004,0.009671519634756926,0.03948546875428746,0.017981904447123893,-0.006015121385939202,0.5137931034482759,
rdur<0.6 & part<.70,607,349,0.010691257937107563,-0.014709436294430583,0.051969544422707986,0.014022012559384343,-0.00034505351442063343,0.4899713467048711,
rdur<0.6 & vel_alta,2262,1320,-0.016371005261132818,0.002328614161585309,0.026368378398607603,-0.0025479227236994634,0.01138756315714864,0.4590909090909091,
rdur<0.6 & acel>2,751,509,-0.022229073452736937,-0.008062390845213537,0.04236394806067732,-0.0032482251275847136,0.0025841373191579347,0.5363457760314342,
rdur<0.6 & acel<0.5,2346,1468,-0.011583757653731862,2.4631789245530626e-05,0.024974563123196392,-0.007823324297461104,0.008849864394634237,0.44141689373297005,
rdur<0.6 & relqtd>2,808,503,-0.017470794460987014,0.0217655554665894,0.04243282148449484,0.015047677649314046,0.00660772600151522,0.5785288270377733,
rdur<0.6 & relqtd<0.5,1753,1084,-0.009345340047328841,-0.0029772124629250524,0.029058187025921202,-0.009484764276415,-0.0007773476293791189,0.43634686346863466,
rdur<0.6 & tend5>0,3437,2157,-0.016055165146428064,-0.0023473507622476667,0.020659710692618544,-0.006093667203575644,0.0013789930290985363,0.4585071859063514,
rdur<0.6 & tend5forte,2307,1454,-0.016731741335496656,-0.008193327833471147,0.02527236839457365,-0.006780152129906622,0.0004106032770792411,0.44635488308115545,
rdur<0.6 & viradas5>=3,677,429,-0.022666310068138188,-0.014020223629058819,0.04558461302002153,-0.02067378331192301,-0.01050217221364515,0.5104895104895105,
rdur<0.6 & viradas5<=1,2435,1547,-0.016172909960722164,0.0036461709755199146,0.02451769509087199,-0.002859790969618197,-0.0015568315515303711,0.464770523594053,
rdur<0.6 & manha,3650,2028,-0.009022637872073377,-0.0032984669397354126,0.02128520772195882,-0.00021655293963348876,-0.0005389558632145767,0.48520710059171596,
rdur<0.6 & tarde,471,486,-0.04349046494531357,-0.018474063869299142,0.042929196700494714,-0.012301290457853676,-0.022798385863591283,0.4382716049382716,
rdur<0.6 & cdelta_fav,3274,2079,-0.014180047864129965,-0.0035219587623503824,0.02097258082221608,-0.001148877112226303,-0.00158834998438668,0.45646945646945647,
rdur<0.6 & cdelta_ctr,1221,761,-0.008568464909726407,0.012520299818924765,0.03491318279157015,0.0018412516640073603,0.014454205154275914,0.5427069645203679,
rtam<0.8 & part>.85,440,309,0.043172521537743834,0.01958227252511098,0.05377180682421644,0.033227806978902256,-0.00396363920963873,0.598705501618123,
rtam<0.8 & vel_alta,419,263,0.03215403913268394,0.004018474500888774,0.05889964182868605,0.02940475233990139,0.006176284713825023,0.5665399239543726,
rtam<0.8 & relqtd>2,217,158,0.04766747536749595,0.0803023991950885,0.07269374387076602,0.06516236106537733,0.011865689822498235,0.689873417721519,
rtam<0.8 & tend5>0,384,242,0.05515030301512558,0.023229560783741023,0.06105656174328134,0.016475560999359446,-0.008003332450844322,0.5785123966942148,
rtam<0.8 & tend5forte,220,140,0.09214016566114702,0.02509163289952069,0.08079080251806861,0.03870168593902646,0.003348161020724455,0.5714285714285714,
rtam<0.8 & viradas5<=1,263,144,0.02214579011478451,0.022057264433406158,0.0810815270492405,0.026418757700988484,0.0053146416822195735,0.5694444444444444,
rtam<0.8 & manha,536,285,0.026789816718422933,-0.004341284540358198,0.056189127541167366,0.02509111438801982,-0.00570185348475685,0.5754385964912281,
rtam<0.8 & cdelta_fav,350,215,0.059677302766708656,0.018435338981072753,0.06417130686804151,0.02241609944474098,-0.005788102481244571,0.5720930232558139,
rtam<0.8 & cdelta_ctr,233,156,-0.007433933322862533,-0.016984487959962602,0.07815690871478537,0.02675259820269087,-0.010812984642116902,0.5833333333333334,
part>.85 & vel_alta,820,587,-0.000629288271258759,-0.005717473106669008,0.03948767649792722,0.012832126877716761,-0.0004238984901616153,0.504258943781942,
part>.85 & acel<0.5,445,322,-0.0398180843056066,-0.04124218964467576,0.05312393284884371,-0.0064922619704870866,-0.019899100087579544,0.40372670807453415,
part>.85 & relqtd>2,294,234,0.012224583409645884,0.05948027509034226,0.06143248339157249,0.04073395898112142,-0.01927567087791867,0.6581196581196581,
part>.85 & relqtd<0.5,325,233,-0.05053834640462174,-0.06658694342483533,0.06112709664893507,0.0019303502930845002,-0.035195861930471965,0.37339055793991416,
part>.85 & tend5>0,782,573,-0.01075334313560792,0.016700402167301925,0.039884485130203574,-0.008209303352944706,0.005917701110999371,0.5218150087260035,
part>.85 & tend5forte,539,384,-0.020655018706459312,0.018292305131616848,0.04889916459924718,-0.0036150862150482964,0.020151001817921052,0.5052083333333334,
part>.85 & viradas5<=1,550,349,-0.02181448709819443,0.03916869614381496,0.05190981697412686,0.004372269330578801,0.030920876190255363,0.5329512893982808,
part>.85 & manha,844,558,0.01907397003523183,0.009374760185364915,0.04024912948285345,0.024446740434579284,-0.008001032632392716,0.543010752688172,
part>.85 & cdelta_fav,753,545,-0.0060147178778858406,0.017765542509365267,0.04049393013309998,0.0008856470699508689,0.01058350994858054,0.5211009174311927,
part>.85 & cdelta_ctr,298,233,-0.01692153586444979,-0.02149901973054451,0.06372419379032299,0.0216310974074967,-0.04190892180770197,0.5579399141630901,
part<.70 & vel_baixa,999,507,0.00817753369306954,-0.01816145644469665,0.042383337367730645,0.0131365294333773,-0.012787227279208951,0.5759368836291914,
part<.70 & acel>2,1256,698,-0.0386988440189651,-0.01326110835572607,0.036058662750956226,-0.024433337236937306,-0.015715098859402962,0.5659025787965616,
part<.70 & acel<0.5,493,248,0.0499627139990985,0.011585395643687203,0.060604416431764285,0.018281089321191348,0.0013648409557348404,0.5201612903225806,
part<.70 & relqtd>2,983,529,-0.01997562257727777,-0.021709578619650557,0.04117650656667627,-0.015877075931887658,-0.0238811241517682,0.5689981096408318,
part<.70 & relqtd<0.5,479,213,0.033308308338564026,-0.02346876491044182,0.06638484824432551,0.007408434764477583,-0.016909528418178582,0.4835680751173709,
part<.70 & tend5>0,1723,873,-0.009101189866574905,-0.033318849044651426,0.0325826229330665,-0.00475396140627927,-0.018214159571299366,0.5063001145475372,
part<.70 & tend5forte,949,499,-0.020618026838107047,-0.04914373573704088,0.04344475374417429,-0.0033096088288042556,-0.05282277563469856,0.4849699398797595,
part<.70 & viradas5>=3,637,292,0.016370267013347956,-0.03865079419300996,0.055683961695584726,2.36951529024629e-05,-0.008152734023620501,0.5582191780821918,
part<.70 & viradas5<=1,1126,656,-0.00985673283998519,-0.022473663812977385,0.03772863098622302,-0.012496945541083614,0.0009673042733439837,0.5045731707317073,
part<.70 & manha,1991,1009,-0.001522630108050896,-0.009038742772247225,0.030220409478686025,-0.007723496368799591,-0.0019474614520688634,0.5500495540138751,
part<.70 & tarde,310,190,0.014726916318497004,-0.03522633097853261,0.0685961715327157,0.030610163610757708,-0.02038786789916268,0.5157894736842106,
part<.70 & cdelta_fav,1650,853,-0.01061616158881283,-0.039488989384589494,0.03294201517518982,-0.0012038156846592453,-0.025958357201362123,0.5029308323563892,
part<.70 & cdelta_ctr,1063,557,0.014217265933518894,0.02357211183334061,0.040291023940000795,0.0033365310283626055,0.029110459381419908,0.5978456014362658,
vel_alta & acel<0.5,1466,848,-0.03151653107700672,-0.02211383705792757,0.03286934367637851,-0.01621180530267209,0.0013032610859601342,0.4044811320754717,
vel_alta & relqtd>2,350,236,0.013878733063021145,0.05885534524735323,0.06182169627058579,0.05359199404371294,0.018117204266320425,0.6186440677966102,
vel_alta & relqtd<0.5,1070,610,-0.029990403357781307,-0.03176505325133218,0.0383169462612679,-0.01817154917058183,-0.0036656285410641485,0.3901639344262295,
vel_alta & tend5>0,1916,1160,-0.01592004106975134,0.004654645554318143,0.028062028723870865,-0.009682291001120055,0.012335881477165996,0.45517241379310347,
vel_alta & tend5forte,1317,799,-0.026189894657692718,0.010249096999130076,0.033968376189125966,-0.017109039623425235,0.017134761984106874,0.4555694618272841,
vel_alta & viradas5>=3,328,213,0.005031044115009547,-0.05212067864729523,0.06367316184641138,-0.014450182922627482,-0.008232639421993704,0.4694835680751174,
vel_alta & viradas5<=1,1356,830,-0.0306539717128743,0.02570982423931707,0.033552868000071796,-0.015057667625031352,0.014746237704369329,0.4759036144578313,
vel_alta & manha,2239,1254,-0.009130283333753465,0.0014913577042045367,0.027110532528692936,-0.000945822597917322,0.0010451766346336513,0.4728867623604466,
vel_alta & cdelta_fav,1794,1111,-0.014409058399334347,0.0021300582449033036,0.028567540247571833,-0.003152346703448763,0.009050610350526603,0.45184518451845185,
vel_alta & cdelta_ctr,639,360,-0.02303863818370244,-0.0010888618053196137,0.05153323547537758,0.0001912834400143291,0.005406670646721697,0.5194444444444445,
vel_baixa & acel>2,1436,887,-0.01608767016945533,0.004195030385620816,0.03158137528074981,-0.015447153400345488,-0.0008884956648589897,0.62119503945885,
vel_baixa & acel<0.5,250,152,-0.008299927500382772,-0.009441189179829968,0.07833923314858693,0.0035931091690931433,0.0009541115372044975,0.5328947368421053,
vel_baixa & relqtd>2,1222,749,-0.004665368953633273,-0.005425447650262638,0.03410447004160403,-0.008756071338085388,-0.003750933504515244,0.6194926568758344,
vel_baixa & relqtd<0.5,236,138,-0.018001617686008747,-0.047852523520199614,0.08360241311027962,0.019083316353658293,-0.023090517206991207,0.4927536231884058,
vel_baixa & tend5>0,1561,975,-0.017692708580712216,0.013656877104531263,0.030247020244596284,-0.01572118722157946,0.010588136459563253,0.601025641025641,
vel_baixa & tend5forte,886,577,-0.038344429603816683,0.018665580987521267,0.03923192693896232,-0.01799022312729875,0.014925706233907671,0.5996533795493935,
vel_baixa & viradas5>=3,618,376,0.019195896735566337,-0.007795348122374881,0.04879719293644442,0.0006984586260464667,0.004104804121409071,0.6170212765957447,
vel_baixa & viradas5<=1,1043,637,-0.027862739354707684,-0.011059743307914406,0.038078176264023926,-0.025109033127811545,-0.007791575317370137,0.5714285714285714,
vel_baixa & manha,956,510,-0.0029666737607349537,0.007080348704091279,0.041719960127775596,-0.005495184712605058,0.00011870560522218457,0.6352941176470588,
vel_baixa & tarde,926,666,-0.015317302190889615,-0.01565116178374099,0.03696812875040437,-0.006890907762634482,-0.010515719415899892,0.5645645645645646,
vel_baixa & cdelta_fav,1574,981,-0.017399954798217005,-0.00017340305434928157,0.030202918744692702,-0.012350692392546325,0.007316150057257077,0.5881753312945973,
vel_baixa & cdelta_ctr,946,566,0.011891126004108367,-0.0013047060436461686,0.040067644811942395,0.002359552652144146,0.0005886945463411609,0.6148409893992933,
