regra,n,por_dia,p,p_acaso,lift,pts,pts_acaso,n_tr,p_tr,n_te,p_te,pts_te,lift_tr,lift_te
perna>=3 & dext20>=2,743,21.228571428571428,0.39569313593539707,0.39104674127715605,0.004646394658241015,9.353970390309556,8.657011191573403,453,0.40397350993377484,290,0.38275862068965516,7.413793103448276,0.012926768656618792,-0.008288120587500891
perna>=3 & dext50<=0.5,1036,29.6,0.36776061776061775,0.3752648815257176,-0.007504263765099828,5.164092664092664,6.2897322288576385,639,0.3677621283255086,397,0.3677581863979849,5.163727959697733,-0.007502753200208989,-0.0075066951277326655
perna>=3 & dext50>=3,1192,34.05714285714286,0.39429530201342283,0.3860164992240464,0.008278802789376427,9.144295302013424,7.902474883606959,727,0.3988995873452545,465,0.3870967741935484,8.064516129032258,0.012883088121208086,0.0010802749695019709
perna>=3 & furo>=0,1464,41.82857142857143,0.36133879781420764,0.3781664656212304,-0.016827667807022773,4.200819672131147,6.72496984318456,905,0.36132596685082874,559,0.3613595706618962,4.203935599284437,-0.01684049877040167,-0.016806894959334184
perna>=3 & furo<=-1,962,27.485714285714284,0.4022869022869023,0.38467056050824877,0.01761634177865351,10.343035343035343,7.70058407623732,591,0.41455160744500846,371,0.38274932614555257,7.412398921832884,0.029881046936759692,-0.0019212343626962003
perna>=3 & pos20>=0.8,805,23.0,0.38633540372670805,0.3777540867093106,0.00858131701739745,7.950310559006211,6.663113006396588,490,0.3816326530612245,315,0.39365079365079364,9.047619047619047,0.0038785663519139146,0.01589670694148304
perna>=3 & pos50<=0.2,260,7.428571428571429,0.4269230769230769,0.3746031746031746,0.0523199023199023,14.038461538461538,6.190476190476191,151,0.4304635761589404,109,0.42201834862385323,13.302752293577981,0.05586040155576577,0.04741517402067863
perna>=3 & pos50>=0.8,1006,28.742857142857144,0.3648111332007952,0.3745428687525396,-0.009731735551744392,4.721669980119285,6.181430312880943,610,0.3639344262295082,396,0.3661616161616162,4.924242424242424,-0.010608442523031392,-0.008381252590923427
perna>=4 & perna>=5,1223,34.94285714285714,0.3671300081766149,0.3842180546726001,-0.01708804649598522,5.069501226492232,7.632708200890019,748,0.37433155080213903,475,0.35578947368421054,3.3684210526315788,-0.009886503870461083,-0.028428580988389573
perna>=4 & pernapts>=200,1814,51.82857142857143,0.37045203969129,0.38331331222015946,-0.012861272528869483,5.567805953693495,7.496996833023916,1119,0.36907953529937443,695,0.3726618705035971,5.899280575539568,-0.014233776920785035,-0.010651441716562349
perna>=4 & pernapts>=300,841,24.02857142857143,0.36504161712247324,0.3809141940657578,-0.01587257694328459,4.756242568370987,7.137129109863673,512,0.37890625,329,0.3434650455927052,1.5197568389057752,-0.0020079440657578274,-0.03744914847305264
