data;dia;setup;lado;ent;res;pnl;pnl_usd;barras
2026-08-04 04:27:00;2026-08-04;L;compra;4049,42;alvo;8,75;875,0;11
2026-08-04 05:01:52;2026-08-04;B;venda;4060,77;zero;0,0;0,0;89
2026-08-04 10:38:20;2026-08-04;A;compra;4064,69;zero;0,0;0,0;30
2026-08-04 12:48:41;2026-08-04;A;venda;4051,07;stop;-7,0;-700,0;21
2026-08-04 14:41:10;2026-08-04;L;compra;4061,59;alvo;8,75;875,0;6
2026-08-04 16:22:09;2026-08-04;C;venda;4076,9;stop;-7,0;-700,0;2
2026-08-04 17:15:22;2026-08-04;B;venda;4091,31;alvo;8,75;875,0;7
2026-08-05 02:16:38;2026-08-05;A;venda;4073,75;zero;0,0;0,0;24
2026-08-05 08:32:39;2026-08-05;A;compra;4140,37;alvo;8,75;875,0;4
2026-08-05 11:48:17;2026-08-05;L;venda;4162,68;alvo;8,75;875,0;39
2026-08-05 16:00:59;2026-08-05;B;compra;4187,01;alvo;8,75;875,0;19
2026-08-05 16:36:08;2026-08-05;A;compra;4197,55;zero;0,0;0,0;16
2026-08-05 18:45:04;2026-08-05;L;venda;4255,46;alvo;8,75;875,0;6
2026-08-05 18:59:35;2026-08-05;B;compra;4232,51;stop;-7,0;-700,0;6
2026-08-06 01:04:01;2026-08-06;L;compra;4249,72;alvo;8,75;875,0;20
2026-08-06 02:38:11;2026-08-06;B;venda;4277,73;alvo;8,75;875,0;14
2026-08-06 04:38:14;2026-08-06;C;venda;4289,41;stop;-7,0;-700,0;1
2026-08-06 05:12:48;2026-08-06;L;venda;4297,11;alvo;8,75;875,0;10
2026-08-06 20:01:24;2026-08-06;L;compra;4240,64;alvo;8,75;875,0;71
2026-08-06 22:26:01;2026-08-06;L;venda;4241,72;zero;0,0;0,0;19
2026-08-07 03:38:12;2026-08-07;C;compra;4238,05;stop;-7,0;-700,0;2
2026-08-07 04:22:34;2026-08-07;L;compra;4245,58;alvo;8,75;875,0;18
2026-08-07 05:57:53;2026-08-07;A;compra;4252,38;alvo;8,75;875,0;28
2026-08-07 07:02:04;2026-08-07;L;compra;4264,91;alvo;8,75;875,0;48
2026-08-07 12:31:12;2026-08-07;A;compra;4303,11;alvo;8,75;875,0;8
2026-08-07 14:52:04;2026-08-07;A;compra;4321,82;stop;-7,0;-700,0;15
2026-08-07 16:00:24;2026-08-07;A;compra;4357,18;stop;-7,0;-700,0;5
2026-08-07 18:10:17;2026-08-07;L;compra;4348,74;zero;0,0;0,0;37
2026-08-10 04:04:01;2026-08-10;L;compra;4333,4;stop;-7,0;-700,0;2
2026-08-10 08:30:34;2026-08-10;A;compra;4333,51;alvo;8,75;875,0;8
2026-08-10 15:56:25;2026-08-10;A;venda;4335,29;alvo;8,75;875,0;48
2026-08-10 17:33:05;2026-08-10;L;compra;4347,67;alvo;8,75;875,0;66
2026-08-10 21:32:12;2026-08-10;L;compra;4376,52;alvo;8,75;875,0;41
2026-08-10 22:25:34;2026-08-10;B;venda;4389,18;fim;-1,1899999999995998;-118,99999999995998;45
2026-08-11 03:00:19;2026-08-11;L;compra;4401,38;alvo;8,75;875,0;17
2026-08-11 03:41:07;2026-08-11;A;compra;4409,46;zero;0,0;0,0;14
2026-08-11 04:41:12;2026-08-11;A;compra;4417,72;alvo;8,75;875,0;10
2026-08-11 04:56:07;2026-08-11;L;compra;4430,07;stop;-7,0;-700,0;10
2026-08-11 14:02:22;2026-08-11;L;compra;4387,49;alvo;8,75;875,0;50
2026-08-11 18:14:12;2026-08-11;A;compra;4392,55;stop;-7,0;-700,0;4
2026-08-11 20:02:57;2026-08-11;L;compra;4382,72;stop;-7,0;-700,0;22
2026-08-12 01:56:10;2026-08-12;A;compra;4372,22;stop;-7,0;-700,0;4
2026-08-12 04:00:47;2026-08-12;A;compra;4380,1;alvo;8,75;875,0;10
2026-08-12 08:05:15;2026-08-12;L;venda;4402,27;alvo;8,75;875,0;12
2026-08-12 15:12:09;2026-08-12;L;venda;4408,93;stop;-7,0;-700,0;12
2026-08-12 16:00:46;2026-08-12;A;compra;4432,83;stop;-7,0;-700,0;13
2026-08-12 16:39:00;2026-08-12;L;compra;4415,08;alvo;8,75;875,0;12
2026-08-12 21:28:11;2026-08-12;L;compra;4407,8;alvo;8,75;875,0;22
2026-08-12 22:50:20;2026-08-12;L;venda;4411,58;fim;2,9200000000000728;292,0000000000073;21
2026-08-13 03:01:11;2026-08-13;C;venda;4415,39;stop;-7,0;-700,0;6
2026-08-13 07:02:19;2026-08-13;L;venda;4398,63;zero;0,0;0,0;39
2026-08-13 10:07:22;2026-08-13;A;venda;4379,8;alvo;8,75;875,0;31
2026-08-13 17:16:28;2026-08-13;L;compra;4370,29;zero;0,0;0,0;16
2026-08-13 21:30:59;2026-08-13;L;compra;4357,89;stop;-7,0;-700,0;26
2026-08-13 22:16:05;2026-08-13;L;venda;4348,28;fim;-2,9400000000005093;-294,00000000005093;43
2026-08-14 04:19:53;2026-08-14;L;venda;4322,51;alvo;8,75;875,0;43
2026-08-14 05:28:30;2026-08-14;L;compra;4314,65;alvo;8,75;875,0;35
2026-08-14 08:01:41;2026-08-14;A;compra;4324,51;stop;-7,0;-700,0;10
2026-08-14 10:05:24;2026-08-14;A;compra;4334,93;alvo;8,75;875,0;26
2026-08-14 14:32:15;2026-08-14;L;compra;4358,09;alvo;8,75;875,0;15
2026-08-14 19:33:42;2026-08-14;L;venda;4383,45;alvo;8,75;875,0;69
2026-08-14 22:56:20;2026-08-14;A;venda;4376,28;fim;0,11999999999989086;11,999999999989086;15
2026-08-17 03:59:05;2026-08-17;L;compra;4399,25;alvo;8,75;875,0;8
2026-08-17 10:12:11;2026-08-17;A;compra;4398,3;alvo;8,75;875,0;14
2026-08-17 13:18:48;2026-08-17;L;compra;4396,4;zero;0,0;0,0;60
2026-08-17 16:48:15;2026-08-17;C;venda;4390,36;stop;-7,0;-700,0;3
2026-08-17 17:19:21;2026-08-17;B;venda;4419,63;stop;-7,0;-700,0;6
2026-08-17 18:10:25;2026-08-17;L;venda;4418,51;stop;-7,0;-700,0;16
2026-08-17 21:24:01;2026-08-17;L;compra;4412,42;stop;-7,0;-700,0;4
2026-08-17 21:31:55;2026-08-17;B;compra;4403,22;alvo;8,75;875,0;27
2026-08-18 03:00:57;2026-08-18;A;compra;4422,86;alvo;8,75;875,0;23
2026-08-18 07:20:39;2026-08-18;L;compra;4391,62;alvo;8,75;875,0;91
2026-08-18 10:36:06;2026-08-18;L;venda;4398,99;alvo;8,75;875,0;18
2026-08-18 12:35:45;2026-08-18;A;venda;4394,62;alvo;8,75;875,0;116
2026-08-18 20:25:42;2026-08-18;L;compra;4364,85;stop;-7,0;-700,0;16
2026-08-19 05:04:51;2026-08-19;L;venda;4354,71;stop;-7,0;-700,0;12
2026-08-19 08:45:29;2026-08-19;L;compra;4338,34;alvo;8,75;875,0;45
2026-08-19 10:02:29;2026-08-19;B;venda;4350,65;stop;-7,0;-700,0;17
2026-08-19 11:01:14;2026-08-19;A;compra;4353,75;alvo;8,75;875,0;71
2026-08-19 15:13:26;2026-08-19;L;compra;4368,26;alvo;8,75;875,0;15
2026-08-19 16:01:22;2026-08-19;B;venda;4441,79;alvo;8,75;875,0;3
2026-08-19 21:08:35;2026-08-19;L;venda;4489,1;alvo;8,75;875,0;15
2026-08-20 02:01:17;2026-08-20;L;venda;4521,49;alvo;8,75;875,0;23
2026-08-20 03:51:38;2026-08-20;B;compra;4506,4;stop;-7,0;-700,0;9
2026-08-20 08:30:49;2026-08-20;A;venda;4484,7;stop;-7,0;-700,0;26
2026-08-20 10:15:51;2026-08-20;L;venda;4489,96;stop;-7,0;-700,0;35
2026-08-20 12:38:11;2026-08-20;B;compra;4485,86;zero;0,0;0,0;68
2026-08-20 19:04:42;2026-08-20;L;compra;4520,44;stop;-7,0;-700,0;8
2026-08-20 22:45:57;2026-08-20;L;venda;4527,61;alvo;8,75;875,0;23
2026-08-21 03:04:01;2026-08-21;A;compra;4524,05;stop;-7,0;-700,0;8
2026-08-21 03:18:11;2026-08-21;L;venda;4517,38;zero;0,0;0,0;43
2026-08-21 04:36:42;2026-08-21;L;compra;4536,96;stop;-7,0;-700,0;2
2026-08-21 05:52:07;2026-08-21;B;venda;4540,31;alvo;8,75;875,0;22
2026-08-21 07:22:53;2026-08-21;L;compra;4542,31;stop;-7,0;-700,0;19
2026-08-21 10:23:36;2026-08-21;A;compra;4564,29;alvo;8,75;875,0;33
2026-08-21 11:38:27;2026-08-21;L;compra;4579,2;alvo;8,75;875,0;17
2026-08-21 14:23:44;2026-08-21;L;compra;4596,33;zero;0,0;0,0;37
2026-08-21 16:32:00;2026-08-21;L;compra;4582,57;stop;-7,0;-700,0;3
2026-08-21 16:36:48;2026-08-21;A;venda;4583,66;stop;-7,0;-700,0;3
2026-08-21 17:33:34;2026-08-21;A;compra;4593,6;stop;-7,0;-700,0;6
2026-08-21 20:08:33;2026-08-21;B;venda;4631,05;alvo;8,75;875,0;14
2026-08-24 08:14:39;2026-08-24;C;venda;4643,16;alvo;8,75;875,0;9
2026-08-24 08:31:55;2026-08-24;C;compra;4634,02;alvo;8,75;875,0;27
2026-08-24 15:42:32;2026-08-24;A;compra;4662,56;stop;-7,0;-700,0;2
2026-08-24 16:30:10;2026-08-24;L;venda;4674,64;alvo;8,75;875,0;19
2026-08-24 18:46:37;2026-08-24;L;venda;4661,5;alvo;8,75;875,0;2
2026-08-24 19:59:43;2026-08-24;L;venda;4645,68;stop;-7,0;-700,0;10
2026-08-25 05:34:30;2026-08-25;A;venda;4646,48;alvo;8,75;875,0;9
2026-08-25 07:32:55;2026-08-25;B;compra;4629,92;alvo;8,75;875,0;28
2026-08-25 08:50:12;2026-08-25;L;venda;4639,63;stop;-7,0;-700,0;12
2026-08-25 09:42:03;2026-08-25;B;venda;4652,05;alvo;8,75;875,0;8
2026-08-25 10:09:05;2026-08-25;L;venda;4640,27;alvo;8,75;875,0;30
2026-08-25 11:15:27;2026-08-25;A;venda;4626,67;stop;-7,0;-700,0;5
2026-08-25 12:35:12;2026-08-25;L;compra;4636,09;alvo;8,75;875,0;80
2026-08-25 20:16:37;2026-08-25;A;venda;4637,66;stop;-7,0;-700,0;3
2026-08-25 22:52:10;2026-08-25;A;compra;4662,49;fim;-3,649999999999636;-364,9999999999636;31
2026-08-26 01:37:40;2026-08-26;B;venda;4670,09;alvo;8,75;875,0;19
2026-08-26 04:00:39;2026-08-26;A;venda;4638,68;stop;-7,0;-700,0;5
2026-08-26 04:31:46;2026-08-26;L;compra;4641,68;alvo;8,75;875,0;16
2026-08-26 08:10:09;2026-08-26;A;venda;4645,6;alvo;8,75;875,0;42
2026-08-26 10:35:00;2026-08-26;L;compra;4633,29;stop;-7,0;-700,0;18
2026-08-26 12:01:46;2026-08-26;A;venda;4629,51;alvo;8,75;875,0;11
2026-08-26 16:02:04;2026-08-26;A;venda;4618,03;alvo;8,75;875,0;15
2026-08-26 17:04:24;2026-08-26;A;compra;4624,57;stop;-7,0;-700,0;22
2026-08-26 20:24:27;2026-08-26;C;venda;4597,93;alvo;8,75;875,0;113
2026-08-27 07:48:59;2026-08-27;A;venda;4620,28;alvo;8,75;875,0;25
2026-08-27 10:10:43;2026-08-27;L;compra;4602,87;stop;-7,0;-700,0;7
2026-08-27 12:02:19;2026-08-27;L;compra;4598,07;stop;-7,0;-700,0;23
2026-08-27 13:16:12;2026-08-27;L;compra;4579,57;alvo;8,75;875,0;26
2026-08-27 15:23:19;2026-08-27;L;venda;4598,18;alvo;8,75;875,0;12
2026-08-27 21:51:02;2026-08-27;A;venda;4606,61;stop;-7,0;-700,0;9
2026-08-27 22:05:47;2026-08-27;L;compra;4613,22;stop;-7,0;-700,0;16
2026-08-27 23:50:49;2026-08-27;L;compra;4603,11;fim;-1,1599999999998545;-115,99999999998545;4
2026-08-28 04:00:44;2026-08-28;A;venda;4591,18;stop;-7,0;-700,0;9
2026-08-28 07:30:31;2026-08-28;L;compra;4583,67;stop;-7,0;-700,0;31
2026-08-28 09:16:43;2026-08-28;C;venda;4583,16;stop;-7,0;-700,0;21
2026-08-28 09:50:41;2026-08-28;L;compra;4597,35;alvo;8,75;875,0;7
2026-08-28 12:36:20;2026-08-28;A;venda;4604,56;alvo;8,75;875,0;71
2026-08-28 15:32:18;2026-08-28;L;compra;4596,27;stop;-7,0;-700,0;4
2026-08-28 19:23:02;2026-08-28;L;venda;4474,57;zero;0,0;0,0;8
2026-08-28 19:45:21;2026-08-28;A;venda;4473,03;stop;-7,0;-700,0;2
2026-08-28 22:01:10;2026-08-28;A;venda;4458,61;stop;-7,0;-700,0;35
