i;data;lado;hora;preco_fecha;preco_meio;atr;incl_hma;curva;concava;incl_ema;folga_banda;dist_hma_ema;barras_colada;estic;n_ret;ret_pts;ret_atr;rng;pav_fav;pav_con;pav_fav_r;pav_con_r;corpo_r;rng_ret;pav_ret_con_r;aceito;i_ent;preco_ent;dur_s;i_sai;preco_sai;pts;mfe;mae;barras;motivo;parcial;data_sai;pav_tot;exaustao;ret_ok;geom_ok;e_prata;e_ouro;nivel;terco
1507;2026-08-13 17:02:21.767;-1;17,033333333333335;170265,0;170215,0;143,2023078542075;0,20934336442526416;-0,024917171816716252;False;0,2745404615592568;2,3083901376369793;-0,3083901376369229;0;0,47611257227923726;2;295,0;2,0600226659778125;140,0;5,0;35,0;0,03571428571428571;0,25;0,7142857142857143;140,0;0,07142857142857142;True;1508;170315,0;2306,326;1509;170415,0;-100,0;5,0;-170,0;2,0;stop;False;2026-08-13 17:55:00.258;40,0;False;True;True;True;True;ouro;T1
1631;2026-08-14 10:19:03.866;-1;10,316666666666666;169700,0;169650,0;151,2864854025106;0,009186456279940965;0,008636693159993417;True;-0,04487522201033186;2,760181047958627;-0,7601810479586332;0;-0,04849417376455867;2;220,0;1,454194665271463;145,0;5,0;40,0;0,034482758620689655;0,27586206896551724;0,6896551724137931;160,0;0,3125;True;1632;169750,0;333,202;1633;169850,0;-100,0;0,0;-100,0;2,0;stop;False;2026-08-14 10:25:40.178;45,0;False;True;True;True;True;ouro;T1
2054;2026-08-17 13:23:08.608;1;13,383333333333333;169945,0;169995,0;152,27818244433456;0,11027799444466886;-0,010476522670707086;False;0,11014777336568597;2,1768235613768123;-0,17682356137677666;1;0,20526671007519842;2;235,0;1,543228295924168;155,0;5,0;50,0;0,03225806451612903;0,3225806451612903;0,6451612903225806;200,0;0,5;True;2055;169895,0;554,322;2056;169795,0;-100,0;0,0;-150,0;2,0;stop;False;2026-08-17 13:34:44.646;55,0;False;True;True;True;True;ouro;T1
2074;2026-08-17 15:17:15.320;-1;15,283333333333333;169745,0;169695,0;148,7773358373628;0,09108214479575874;-0,01562690956179659;False;0,2809138187849264;1,8037384574590702;0,19626154254098585;14;0,26537042766365965;3;305,0;2,050043430898731;175,0;10,0;65,0;0,05714285714285714;0,37142857142857144;0,5714285714285714;100,0;0,0;True;2075;169795,0;333,871;2076;169895,0;-100,0;0,0;-150,0;2,0;stop;False;2026-08-17 15:33:20.022;75,0;False;True;True;True;True;ouro;T1
2188;2026-08-18 10:22:30.770;-1;10,366666666666667;169940,0;169890,0;150,32222061749368;0,03252081810949732;0,014723811866336351;True;0,20502818859144142;2,4342446311142236;-0,43424463111416867;0;0,36100174966087284;2;220,0;1,4635228184913973;135,0;5,0;30,0;0,037037037037037035;0,2222222222222222;0,7407407407407407;125,0;0,16;True;2189;169990,0;48,872;2190;170090,0;-100,0;0,0;-155,0;2,0;stop;False;2026-08-18 10:24:45.778;35,0;False;True;True;True;True;ouro;T2
2338;2026-08-19 09:00:33.969;1;9,0;169535,0;169585,0;142,4936157973308;0,15198403723923795;0,01432430913826436;True;0,1992911212912944;3,349539185088821;-1,349539185088861;0;0,3409176306879516;2;225,0;1,5790181106781538;140,0;15,0;25,0;0,10714285714285714;0,17857142857142858;0,7142857142857143;130,0;0,07692307692307693;True;2339;169485,0;0,331;2340;169385,0;-100,0;15,0;-165,0;2,0;stop;False;2026-08-19 09:00:34.405;40,0;False;True;True;True;True;ouro;T2
2395;2026-08-19 09:02:31.241;1;9,033333333333333;169235,0;169285,0;150,422852691313;0,169580127694627;-0,018799263391186746;False;0,47567101334627404;1,552354681919831;0,4476453180800839;0;0,5865083317719822;3;385,0;2,559451526890461;145,0;10,0;35,0;0,06896551724137931;0,2413793103448276;0,6896551724137931;150,0;0,1;True;2396;169185,0;80,24;2402;169485,0;200,0;355,0;-60,0;7,0;alvo;True;2026-08-19 09:03:52.410;45,0;False;True;True;True;True;ouro;T2
2508;2026-08-19 09:52:02.380;-1;9,866666666666667;171335,0;171285,0;160,90424134953915;0,13624252154689243;-0,015365113939871704;False;0,36545335159017267;1,6489682497721303;0,3510317502278002;0;0,6221187473958714;2;330,0;2,050909268967789;170,0;15,0;55,0;0,08823529411764706;0,3235294117647059;0,5882352941176471;170,0;0,058823529411764705;True;2509;171385,0;182,631;2510;171485,0;-100,0;0,0;-110,0;2,0;stop;False;2026-08-19 09:55:26.033;70,0;False;True;True;True;True;ouro;T2
2600;2026-08-19 10:36:04.628;1;10,6;172335,0;172385,0;148,82454402835234;0,06165676304618388;-0,005826018280668026;False;0,4422498356633286;1,6615502989430833;0,3384497010568843;0;0,7498181339771153;2;290,0;1,9486033160279836;180,0;5,0;75,0;0,027777777777777776;0,4166666666666667;0,5555555555555556;185,0;0,40540540540540543;True;2601;172285,0;160,761;2605;172585,0;200,0;355,0;-95,0;5,0;alvo;True;2026-08-19 10:39:01.603;80,0;False;True;True;True;True;ouro;T2
2742;2026-08-19 14:55:03.465;1;14,916666666666666;170935,0;170985,0;146,639800017917;0,021035762633795453;0,01848490457742081;True;-0,12431490636641292;2,8252255154226007;-0,8252255154225885;0;-0,17782185504860418;2;240,0;1,636663443148967;135,0;5,0;30,0;0,037037037037037035;0,2222222222222222;0,7407407407407407;150,0;0,3333333333333333;True;2743;170885,0;1357,279;2748;170785,0;0,0;150,0;-155,0;6,0;stop_zero;True;2026-08-19 15:20:40.322;35,0;False;True;True;True;True;ouro;T2
