,AggBuyNorm,AggSellNorm,AggBalanceNorm,AggTotalNorm,QuantityNorm,TradesNorm,DurationResidual,Range,BodyNorm,Direction,CloseLocation,OpenLocation,UpperWickNorm,LowerWickNorm,WickTotalNorm,WickAsym,AggImbalance,BuyShare,SellShare,AggBalanceChange,AggBalanceAcceleration,AggImbalanceChange,DirVsAggDivergence,AggPerBrickProgress,QuantityPerTrade,TradesPerQuantity,AggTotalPerQuantity,AggTotalPerTrade,AggShareOfQuantity,QuantityResidual20,TradesResidual20,AggTotalResidual20,QuantityRatio20,TradesRatio20,AggTotalRatio20,QuantityPerTradeRatio20,ConsecutiveUpCount,ConsecutiveDownCount,RunLength,SignedRunLength,BodyNormMean3,BodyNormMean5,AggBalanceNormMean3,AggBalanceNormMean5,AggTotalNormMean3,AggTotalNormMean5,DurationResidualMean3,DurationResidualMean5,CloseChange1Bricks,CloseChange2Bricks,CloseChange3Bricks,RangeMean5,RangeRatio20,AggBalanceRunSum,AggBalanceNormMean3Change,DurationRatio20,DurationResidualPct,LogDuration,LogDurationResidual20,DeltaTLog,SecondsSinceSessionOpen,HourOfDay
AggImbalanceChange,0.12374682309453248,-0.11520972891670284,0.37585689581260645,0.003833367907733676,0.002910065127425341,0.0049977591958368225,0.0027165250871637524,-0.009443110932575287,0.00680979505975792,0.42786911799999433,0.42786911799999433,-0.2515192297822955,-0.2942469529534129,0.28943348424032417,-0.006809795059757943,-0.3285971971317744,0.5381426461131393,0.5069396542362384,-0.5081945846092516,0.7079741976279629,0.5244673994835638,1.0,0.1847626674800111,0.002317697200778363,-0.02245888954127458,0.01350111425577543,0.005445371210868935,-0.01993895833791188,0.005445371210868935,0.0013804231615741434,0.003369009490011649,0.0024493440746926076,-0.02199155375552434,-0.01645321702169655,-0.01703478551498065,-0.028747439912488404,0.0720443280825761,-0.10221821920988436,0.0026665158412809463,0.10468859616655463,0.0018383268196810302,0.0006545340289797506,-0.10446021151050912,-0.1188830960129252,0.005103427771054344,0.0037746785488916006,0.0005496651214563258,-0.0015397060588587252,0.5118315758405686,0.33228766209432303,0.08418998082429034,-0.0015070741563223409,-0.009496263175330193,0.08006336368717591,0.33356044062923174,0.0035019003250853467,0.003833852484143367,-0.00016130309879702705,-0.0007812410253469624,0.007166818091941348,0.00042446293045298757,0.00040231097640543823
DirVsAggDivergence,0.008581188829119088,0.005752685275522527,0.004330484728674145,0.007550819612036311,0.008901307501305866,0.008429948742535713,-0.00022885758708019396,-0.0102039160013149,0.0068466371824119805,-0.12706537459988568,-0.1270653745998856,-0.04333589163347824,0.1433948754773425,-0.1504235402545189,-0.006846637182411952,0.16539824750286242,0.21786111787272358,0.2052103387324699,-0.20575555281853775,-0.004903433513353867,-0.007693491561106355,0.1847626674800111,1.0,0.005735191996647763,-0.02490225832579218,0.037148436635433595,0.0006062117099005017,-0.06524025953646963,0.0006062117099005017,0.0024904053163351055,0.0022190625016234133,0.002346162110074515,-0.030765435564921305,-0.02049302642622214,-0.03341261189785338,-0.04403579603547466,-0.01784416443240559,0.03476332870752193,0.0054511464825231495,-0.030671017603841503,0.0016556822760870771,0.0022088636812485304,0.006977820430596948,0.0031788392891106527,0.00843728338989029,0.008295156228132313,-0.0005426462476373973,-0.0007460422231310689,-0.17430946297549632,-0.047525366927713135,-0.02560139022698016,-0.004073670019600376,-0.0083753320515719,-0.0030393758139061933,0.004722881653141598,0.0037435370847437918,0.0021040223088342495,0.009618241865403346,0.0024162376227493676,0.006559075907758858,-0.00018346775095155857,-0.0006146142021189854
AggPerBrickProgress,0.8952000608910146,0.8891258470171733,-0.0053139650241155936,0.9409164522722944,0.9317204724352856,0.92863300178511,0.022760091431433833,0.49610063788191444,-0.4641789492759623,-0.01607594774836636,-0.016075947748366404,0.017054553146155064,0.2198415824115146,0.20674106427327107,0.4641789492759625,0.007976708041684906,-0.004444723400822402,0.0402868124401084,0.048634329401369365,0.00823469616265748,0.005410894139848635,0.002317697200778363,0.005735191996647763,1.0,0.18659747306461102,-0.26509539899437357,-0.13103058732993592,0.2245720973647983,-0.13103058732993592,0.810942774896565,0.8025933971854007,0.8179127154446045,0.5593832445752659,0.5428967969368339,0.5289048313751962,0.05915365519680824,-0.08312812594488354,-0.03415632864077462,-0.10149155530230275,-0.044445692356200404,-0.2775171146222128,-0.24381445330316986,-0.014613020979932206,-0.01713174887026548,0.7103995498277986,0.6521761988718069,0.014662325642104568,0.012173433310942462,-0.008242701216810354,-0.019774667812820328,-0.023114475235070348,0.23795560013085407,0.44465719667931847,-0.016414484952645365,0.003562075614526563,0.4673304115244637,0.44981539950471966,0.6896526880741526,0.47156540105662353,0.3366211342852348,0.424506060751787,0.41745565313160415
QuantityPerTrade,0.20612694140789528,0.207851205799632,-0.006162708455233852,0.2183090355500287,0.32184363033023594,0.20245163918351375,0.10427532113587551,0.08155937598282362,-0.09655611042141928,-0.02286094748257255,-0.02286094748257252,0.022310795413588633,0.05529826516121601,0.03338919570078183,0.09655611042141951,0.012459021557264624,-0.021055726740858597,0.05754158105718377,0.0971962677608263,-0.0024782167423215424,-0.0009573128157341071,-0.02245888954127458,-0.02490225832579218,0.18659747306461102,1.0,-0.279894569376621,-0.05135934092791953,0.3503830361339379,-0.05135934092791953,0.10177936875800907,0.03681239750942155,0.03974345390349032,0.20082064325885657,0.10122873486400877,0.09403028145208121,0.8646101419971062,-0.1004646574022549,0.010262068327336322,-0.08930841509304015,-0.07958710575027612,-0.060028539135632435,-0.05476005274514797,-0.005434081854577996,-0.005467083105622984,0.24158544947318672,0.25535521126675426,0.022142562693627264,0.02468634322687415,-0.020326936589857098,-0.021490466552652042,-0.020438644972312014,0.03633428054886651,0.07696105150693454,-0.009844902128484876,-0.0025122008207040174,0.058969150988399784,0.0430975171359161,0.2473446690189461,0.06091296713482966,0.1791451906596781,0.26906929457632595,0.2651450919435798
TradesPerQuantity,-0.29293507637116145,-0.29603866520273364,0.009791107592181224,-0.31059378987225744,-0.3282834183043406,-0.2738536005079315,-0.02218486868375462,0.05108944728571048,-0.05466361916067964,-0.019963022702195167,-0.019963022702195136,0.047183086971009265,0.02059571487694043,0.02966700017686205,0.05466361916067932,-0.005035886873604656,0.007864923982709254,0.1551953067713866,0.1402366915016847,0.0028992743676434086,0.0012882476174906662,0.01350111425577543,0.037148436635433595,-0.26509539899437357,-0.279894569376621,1.0,0.6001736416095247,-0.1950558802253227,0.6001736416095247,-0.01784005654684464,0.007109221728436695,4.230824384962459e-05,-0.016083913648330363,0.05720595725827927,0.02125412050892833,-0.08232325621462645,-0.18388940670380474,-0.06573465723504096,-0.2181555207534039,-0.10325014333806597,-0.11851633135886644,-0.12445053391085292,0.009908730692100713,0.009702309295802423,-0.3498644508151686,-0.37608162637298254,-0.0750702733958715,-0.11171170952668084,-0.016115283748615483,-0.017670856676529543,-0.021126294465084263,0.12700529026574445,0.04305160254467831,0.014299172998402982,0.004357088988359534,-0.012937357940746616,0.012356687704357985,-0.3263233526613238,0.05589556014392045,-0.2965652026031205,-0.36584613411212547,-0.356961388935769
AggTotalPerQuantity,-0.11243151251253965,-0.11070572496207298,-0.0008555123392880154,-0.11766274377207386,-0.1848701513569834,-0.15779918876114069,-0.06805374027233516,-0.0326983187960692,0.022370373810336394,-0.03238573805067821,-0.03238573805067808,0.07196481977917066,-0.01516101435514565,-0.005374528944334735,-0.022370373810336526,-0.005538367110252177,0.004572549385929633,0.2515210143459985,0.24269061816533366,-0.0025375706311243015,-0.00039399956594197375,0.005445371210868935,0.0006062117099005017,-0.13103058732993592,-0.05135934092791953,0.6001736416095247,1.0,0.5260974573615753,1.0,-0.07855984864154754,-0.0628851742651191,-0.03126066560685282,-0.06343259493130762,-0.017144545917593984,0.023757794902491344,0.04955911185223087,-0.23567424468470316,-0.01959347032389,-0.2377573825006447,-0.1647796497396346,-0.11561511676595967,-0.1517181978088537,0.0021211688837129944,0.0021412992275587606,-0.08206974853688466,-0.09201041228448105,-0.12590935312913928,-0.17273383392525288,-0.02246919683444926,-0.03263963327485299,-0.041095840080353566,0.11703260458276443,-0.04704836237465006,0.007280868588789496,-0.002161908015166509,-0.11177497599165766,-0.11808717066173106,-0.2611570447138132,-0.11123147671528427,-0.10547072546611846,-0.0407579564975725,-0.035803903377518154
AggTotalPerTrade,0.27291607676433144,0.2769426422281858,-0.010917202862221738,0.28996973716604785,0.23961405792203375,0.20991741688422533,-0.036477650761898746,0.04700781206781983,-0.070345319084489,-0.02587243679821933,-0.025872436798219305,0.05354348769352391,0.03033533399892323,0.03432732121921663,0.07034531908448936,-0.00215613365975947,-0.013240922143111048,0.16803823529802658,0.19286585768416656,-0.006354524083379616,-0.002198925811338698,-0.01993895833791188,-0.06524025953646963,0.2245720973647983,0.3503830361339379,-0.1950558802253227,0.5260974573615753,1.0,0.5260974573615753,0.01668664489902872,0.0069774692338695895,0.047117065232703634,0.021389287412523925,-0.01538979291095099,0.06000797705456563,0.28452821390821836,-0.17165559654776014,0.001063049909214642,-0.1632511213400047,-0.12771604567639686,-0.1334112714481253,-0.15763819897963255,-0.007250245337614007,-0.007033256275993282,0.35780871428125555,0.3713099891198531,-0.06840299650517498,-0.09064178793518197,-0.01541515363727406,-0.03004607005341164,-0.0362659263191526,0.10805589984043248,0.02058247259378744,-0.009044618544793135,-0.006867576541106816,-0.0669302100766382,-0.08706480646138896,0.1972436088525148,-0.015466944583493066,0.23922121645135952,0.4104987060764053,0.4047849680901154
AggShareOfQuantity,-0.11243151251253965,-0.11070572496207298,-0.0008555123392880154,-0.11766274377207386,-0.1848701513569834,-0.15779918876114069,-0.06805374027233516,-0.0326983187960692,0.022370373810336394,-0.03238573805067821,-0.03238573805067808,0.07196481977917066,-0.01516101435514565,-0.005374528944334735,-0.022370373810336526,-0.005538367110252177,0.004572549385929633,0.2515210143459985,0.24269061816533366,-0.0025375706311243015,-0.00039399956594197375,0.005445371210868935,0.0006062117099005017,-0.13103058732993592,-0.05135934092791953,0.6001736416095247,1.0,0.5260974573615753,1.0,-0.07855984864154754,-0.0628851742651191,-0.03126066560685282,-0.06343259493130762,-0.017144545917593984,0.023757794902491344,0.04955911185223087,-0.23567424468470316,-0.01959347032389,-0.2377573825006447,-0.1647796497396346,-0.11561511676595967,-0.1517181978088537,0.0021211688837129944,0.0021412992275587606,-0.08206974853688466,-0.09201041228448105,-0.12590935312913928,-0.17273383392525288,-0.02246919683444926,-0.03263963327485299,-0.041095840080353566,0.11703260458276443,-0.04704836237465006,0.007280868588789496,-0.002161908015166509,-0.11177497599165766,-0.11808717066173106,-0.2611570447138132,-0.11123147671528427,-0.10547072546611846,-0.0407579564975725,-0.035803903377518154
QuantityResidual20,0.6386667621611588,0.6336618025872512,-0.0027651356325814978,0.6709203440883733,0.6862672664459855,0.701853409535578,0.01428916820727611,0.5642211844064644,-0.5194456061500058,-0.01045028035947848,-0.01045028035947849,0.010120060737050534,0.24319679076264403,0.23417816170959121,0.519445606150006,0.005740857642527488,-0.003663279727602759,0.03618065832373326,0.04305794328110026,0.008741664641902763,0.00566341201602304,0.0013804231615741434,0.0024904053163351055,0.810942774896565,0.10177936875800907,-0.01784005654684464,-0.07855984864154754,0.01668664489902872,-0.07855984864154754,1.0,0.9880488401016181,0.9925133704387664,0.7209924591369128,0.7055192963814109,0.6828541651423041,0.1271334775290965,-0.049996986615006185,-0.045496222036939156,-0.07717908773553976,-0.01421693945827876,-0.25792793217836885,-0.19309162338141528,-0.011706019339947292,-0.012579118756722825,0.2796277025373334,0.17147841486024856,-0.02206597051284033,-0.036067964729696866,-0.004982513196538011,-0.014147569101529112,-0.014855930418486835,0.20310531891743552,0.5574427111151188,-0.013314497365435026,0.0034946626419211616,0.5718810250841286,0.5770731994180259,0.4350519023974738,0.6080429338852311,-0.029969742932337378,-0.014202568115646543,-0.01449165346067029
TradesResidual20,0.6285905736451874,0.6227574333219215,-0.0012866475077543673,0.6598543890796285,0.6653623799036531,0.7034018962060702,0.0060036332574363435,0.588075382358349,-0.5411628781180974,-0.008639723306849542,-0.008639723306849537,0.009312492684203338,0.2517891910855003,0.24555192089853803,0.5411628781180977,0.00420283497646721,-0.0010967124747129269,0.039935918418847444,0.041970804919509476,0.010166333298165879,0.006826256992848358,0.003369009490011649,0.0022190625016234133,0.8025933971854007,0.03681239750942155,0.007109221728436695,-0.0628851742651191,0.0069774692338695895,-0.0628851742651191,0.9880488401016181,1.0,0.9870245415524876,0.7405158820846955,0.7395746216281358,0.7136313862002324,0.06389054193567734,-0.05200020224178219,-0.05095679339679261,-0.08262432784196715,-0.012960953940358995,-0.2749419979255421,-0.2090706943142475,-0.01088047377316728,-0.011609709316476691,0.2742649307804844,0.16495978733366182,-0.024866342679253077,-0.040201764317865075,-0.002922326403008196,-0.012713509138912787,-0.013994696622089313,0.21873878157670373,0.5816265914750893,-0.01174832583136908,0.004872726616613777,0.6066747951709418,0.6123356935540607,0.44976825033167833,0.6381813172364063,-0.030378971579578935,-0.011675471549254166,-0.0119704814334604
AggTotalResidual20,0.6472784781160046,0.6423403573897721,-0.0030148876177254484,0.6800381738821842,0.6769088563469653,0.7025604337922702,-0.004223032880082396,0.5614650949273065,-0.5163282126871943,-0.010617318413362647,-0.010617318413362633,0.012058085310121928,0.24094491208680444,0.23356905291858898,0.5163282126871942,0.004812071429837125,-0.0028342449386899535,0.04222582976224602,0.04753496620216955,0.008688871181165132,0.006033363797417501,0.0024493440746926076,0.002346162110074515,0.8179127154446045,0.03974345390349032,4.230824384962459e-05,-0.03126066560685282,0.047117065232703634,-0.03126066560685282,0.9925133704387664,0.9870245415524876,1.0,0.7069616589568806,0.7030677561543086,0.6875764182287082,0.06548768700878925,-0.0505020928608905,-0.04520779554800248,-0.077474945966982,-0.014735992644256245,-0.26370773753963755,-0.20049363616032254,-0.011697545846889057,-0.012699758280214876,0.2910358599572272,0.1807140537625767,-0.03451972189991494,-0.05051753773855973,-0.00453819397315947,-0.014766912964924914,-0.016008404068997027,0.20884867410768151,0.5542944733525448,-0.013352379324725477,0.0029266213398386697,0.5605144626383245,0.5657362820876745,0.4278581520572328,0.6008222532139736,-0.026520890605230576,-0.009722929865513968,-0.010115080182015821
QuantityRatio20,0.4308170009652222,0.4282166835963108,-0.0030923719771609104,0.45298515543427625,0.47604141938256606,0.503555890289657,0.018569038203442155,0.5857396384165044,-0.5495324526928214,-0.010927047225584227,-0.01092704722558422,0.014949018926487647,0.25499735817182323,0.25003898202175284,0.5495324526928221,0.003493572854634887,-0.01707416755327445,0.036284589384536776,0.06844819907380116,0.006739207478124827,0.0055822580258141205,-0.02199155375552434,-0.030765435564921305,0.5593832445752659,0.20082064325885657,-0.016083913648330363,-0.06343259493130762,0.021389287412523925,-0.06343259493130762,0.7209924591369128,0.7405158820846955,0.7069616589568806,1.0,0.9590862510891359,0.9193136824938165,0.3120025907743374,-0.0935337095196069,-0.05469601650324702,-0.12471085393797025,-0.041862321858622986,-0.2816612748761683,-0.22877001814114553,-0.009422585202719694,-0.008176388130802174,0.17290429365617943,0.09475408640144149,0.0013195736947593081,-0.0062113313973566385,-0.006827688533830991,-0.013640731048553314,-0.012359494300737229,0.232645495757934,0.575503662489822,-0.012459302433913166,0.0013425270007537064,0.6956603686811819,0.703383921528051,0.4139844632262298,0.6179621703144526,-0.04621814608662477,-0.03048763619380917,-0.030440748024754157
TradesRatio20,0.4126824864308258,0.4092621458894402,-0.0014920119291372985,0.43342476446060874,0.4425247186436711,0.48452570458865857,0.010258038204316517,0.5935490830498407,-0.5568937218933477,-0.009321540760262304,-0.009321540760262285,0.016753330835216466,0.2558803959202064,0.25593370756269235,0.5568937218933476,0.0006816340920422242,-0.011961583520169803,0.04347000741278668,0.06598783685764543,0.007399457696664552,0.005945854782941571,-0.01645321702169655,-0.02049302642622214,0.5428967969368339,0.10122873486400877,0.05720595725827927,-0.017144545917593984,-0.01538979291095099,-0.017144545917593984,0.7055192963814109,0.7395746216281358,0.7030677561543086,0.9590862510891359,1.0,0.9589066336479469,0.18441121808613833,-0.09632485397672867,-0.058453039990220855,-0.12980674305765877,-0.042045165737743986,-0.2960507049744086,-0.24032197729108865,-0.00795177668678487,-0.006589925543577955,0.1548167046776681,0.0752892576026507,-0.009815815692879627,-0.024213740388608067,-0.004574743944340851,-0.012263906352564366,-0.012986746910312048,0.24442230936398837,0.5976111730022662,-0.010472788925619382,0.002044251265353113,0.7226741927439184,0.7330103009103718,0.39240081281459666,0.627500168109952,-0.06213970737612758,-0.038937893381046466,-0.039141012854507405
AggTotalRatio20,0.4034818751446702,0.4010469184862305,-0.002896750685602863,0.42424366830070986,0.42546188861173906,0.4648679668128323,0.0027915380638799305,0.567055242001489,-0.5306028910840026,-0.01060148375517329,-0.010601483755173243,0.02039923835374692,0.24322686093541665,0.2444274505261509,0.5306028910840032,2.1736598338676776e-06,-0.017950306863842407,0.037865872330268384,0.07168014870262414,0.006282408808066479,0.005667865639163891,-0.01703478551498065,-0.03341261189785338,0.5289048313751962,0.09403028145208121,0.02125412050892833,0.023757794902491344,0.06000797705456563,0.023757794902491344,0.6828541651423041,0.7136313862002324,0.6875764182287082,0.9193136824938165,0.9589066336479469,1.0,0.18926020262930188,-0.09258285288730558,-0.050709783027645096,-0.12122433392373108,-0.043158233975041684,-0.2767427477649121,-0.21995368609379307,-0.008467906791444144,-0.00682777691472089,0.1507836252775468,0.07269598507389509,-0.01718168190810534,-0.03301477390554644,-0.00437622887296748,-0.015294465104453927,-0.015927872201767005,0.22542800504881624,0.5810000818960175,-0.010971696454723337,0.00044454632208785176,0.678411738119118,0.6900322319575727,0.36057954084959437,0.5892163195433935,-0.06693466006023123,-0.04406919723385245,-0.04429086446613408
QuantityPerTradeRatio20,0.05734938368061008,0.05991732483161993,-0.00502097375103665,0.06184520640460089,0.16207009961124236,0.07019000431710515,0.0910524662682858,0.11169749747936653,-0.12384582181396936,-0.020336549069920114,-0.020336549069920128,0.02564932215576413,0.06363666217447152,0.0501507087673275,0.12384582181396941,0.007750221155081445,-0.025609186151832955,0.07162786244399434,0.11985517821439794,-0.002713453618825973,-0.0010252997780890543,-0.028747439912488404,-0.04403579603547466,0.05915365519680824,0.8646101419971062,-0.08232325621462645,0.04955911185223087,0.28452821390821836,0.04955911185223087,0.1271334775290965,0.06389054193567734,0.06548768700878925,0.3120025907743374,0.18441121808613833,0.18926020262930188,1.0,-0.12361958289929932,-0.013316017616256037,-0.12667995332507134,-0.08492411160419452,-0.07654468598018559,-0.06458522180335981,-0.0036412097332808348,-0.003353813501663855,0.042937156748633146,0.04040868696020403,0.006101272922250951,-0.0048186200007340925,-0.017815300726563447,-0.019806689410772186,-0.01815102736068138,0.05599541193575021,0.11530781531840528,-0.0067528510098263704,-0.0028093742351675576,0.07095189456661719,0.0682674906501451,0.09647313367335501,0.1081338534676238,0.013308960835572968,0.026144069283197145,0.025816901326769535
ConsecutiveUpCount,0.03929606988557551,-0.16907224077452626,0.3288967640973939,-0.06901727243495057,-0.06766445435585676,-0.07818662213771382,-0.0234245215696636,-0.19076978734829708,0.20218297370683974,0.4352709318076114,0.43527093180761134,-0.36550754857457,-0.3330202328355995,0.14840492028758057,-0.20218297370683996,-0.27128371549053276,0.3315837691317571,0.19280617802173633,-0.4325832395977749,0.07004454969747392,0.00035968471740016914,0.0720443280825761,-0.01784416443240559,-0.08312812594488354,-0.1004646574022549,-0.18388940670380474,-0.23567424468470316,-0.17165559654776014,-0.23567424468470316,-0.049996986615006185,-0.05200020224178219,-0.0505020928608905,-0.0935337095196069,-0.09632485397672867,-0.09258285288730558,-0.12361958289929932,1.0,-0.26763403892510884,0.7818768058171146,0.8752593153991716,0.276810540790829,0.30184145121970857,0.3396849653925488,0.3118089455682737,-0.08068953313991484,-0.0840277829390543,-0.03391069883441767,-0.034060162561532936,0.3400350494145426,0.4348529573741256,0.47448811058733936,-0.27820150408840455,-0.11421294166157225,0.45029600820988674,0.14871532721596908,-0.08589140069824609,-0.06492965844549801,-0.16212632167958646,-0.10315239884618682,-0.12304771780220751,-0.048274738827334004,-0.04766947958388745
ConsecutiveDownCount,-0.14438530418222337,0.18763211378126737,-0.522706479509118,0.02373290888991091,0.02139825043154842,0.016734459679713366,-0.00867027113745238,-0.2002726109043095,0.1879400584201852,-0.6148677050720313,-0.6148677050720309,0.44508198278704963,0.2896208613644808,-0.46424056292928156,-0.1879400584201855,0.4241479235923331,-0.5052100635127844,-0.4997362999348026,0.4532947640073265,-0.10346647123672717,0.0032354720614516733,-0.10221821920988436,0.03476332870752193,-0.03415632864077462,0.010262068327336322,-0.06573465723504096,-0.01959347032389,0.001063049909214642,-0.01959347032389,-0.045496222036939156,-0.05095679339679261,-0.04520779554800248,-0.05469601650324702,-0.058453039990220855,-0.050709783027645096,-0.013316017616256037,-0.26763403892510884,1.0,0.39143368012054064,-0.7002597360083049,0.2341318429169915,0.22975968643077757,-0.5479449155289209,-0.5153613421068818,0.019648748152031836,0.0150619675376553,-0.009947589279561936,-0.006752023558421394,-0.4822412125720073,-0.6140164731849037,-0.6671375751151425,-0.2487091384354558,-0.17161082434688044,-0.7375126524083042,-0.22255888727045017,-0.07449044932195109,-0.07947905694980724,-0.07777780314783497,-0.11666342129895656,-0.056030288390057165,-0.008828852410832902,-0.007415415569222803
RunLength,-0.055893007429946,-0.040066915403568305,-0.02409867254024379,-0.050558598016574245,-0.050777203914407196,-0.06384399843262135,-0.027980449762343408,-0.31177755785138617,0.3146980624820785,0.01786185630652912,0.01786185630652909,-0.061092180751530466,-0.13065431746439665,-0.15864706805628623,-0.31469806248207816,0.01535079442417254,-0.010211640997956304,-0.1392088694675182,-0.1198385677869932,-5.104057939719287e-05,0.002437002794883869,0.0026665158412809463,0.0054511464825231495,-0.10149155530230275,-0.08930841509304015,-0.2181555207534039,-0.2377573825006447,-0.1632511213400047,-0.2377573825006447,-0.07717908773553976,-0.08262432784196715,-0.077474945966982,-0.12471085393797025,-0.12980674305765877,-0.12122433392373108,-0.12667995332507134,0.7818768058171146,0.39143368012054064,1.0,0.38281915030129987,0.415860300203018,0.4369386364571379,-0.03012831792339335,-0.0356625706665246,-0.06434874013122761,-0.07050563950405331,-0.038823066546281475,-0.036899834501544194,0.012720444341100923,0.018010516823740386,0.021496307277481336,-0.42662214229097783,-0.22008400289225633,-0.047144257966527985,-0.001973590774848587,-0.13021524404891693,-0.11342178068910815,-0.20516313246457224,-0.17397922094181678,-0.15377048869656496,-0.05181717490751675,-0.050324579478128365
SignedRunLength,0.1015915132820335,-0.21945319340855138,0.5060654979584149,-0.06304911993579704,-0.060874877395006584,-0.06632986196529476,-0.013007209501833967,-0.04081454383836166,0.05546127332403323,0.6311415922206347,0.6311415922206345,-0.49422622073030287,-0.3921197484133983,0.3429882847313961,-0.05546127332403314,-0.4139060743022163,0.4992737499218768,0.3937035295162056,-0.5480462256154279,0.10383351212681487,-0.0013576042891632449,0.10468859616655463,-0.030671017603841503,-0.044445692356200404,-0.07958710575027612,-0.10325014333806597,-0.1647796497396346,-0.12771604567639686,-0.1647796497396346,-0.01421693945827876,-0.012960953940358995,-0.014735992644256245,-0.041862321858622986,-0.042045165737743986,-0.043158233975041684,-0.08492411160419452,0.8752593153991716,-0.7002597360083049,0.38281915030129987,1.0,0.08756610187778192,0.10830895089258712,0.5267270869302771,0.4897143905547109,-0.06964693300722832,-0.0698179620010333,-0.02014207512761517,-0.02185626984886056,0.49400482777049537,0.630404002619505,0.6864322898073115,-0.08128190063108692,0.0014885071082671524,0.7038374255419473,0.221901280762776,-0.026265028387160733,-0.008227980032824676,-0.08108027716484334,-0.017891141454304968,-0.06304247703218631,-0.0313357638003167,-0.03159681361769936
BodyNormMean3,-0.17177064295199568,-0.1674135151758666,-0.004023634134081153,-0.17885108326809024,-0.17533611177916172,-0.19602747059526926,-0.036276965628522485,-0.576236949015821,0.6053594834768121,0.010345534459574583,0.01034553445957456,-0.02711895508930202,-0.27384211999795927,-0.2825699935637994,-0.6053594834768107,0.004142947996820937,-0.005699507097942216,-0.11013645289099595,-0.09929840455197891,0.0008561576098454264,0.0009607514943471427,0.0018383268196810302,0.0016556822760870771,-0.2775171146222128,-0.060028539135632435,-0.11851633135886644,-0.11561511676595967,-0.1334112714481253,-0.11561511676595967,-0.25792793217836885,-0.2749419979255421,-0.26370773753963755,-0.2816612748761683,-0.2960507049744086,-0.2767427477649121,-0.07654468598018559,0.276810540790829,0.2341318429169915,0.415860300203018,0.08756610187778192,1.0,0.8029646343806496,-0.005833948073775371,-0.006085581956838981,-0.23086262269001753,-0.1841585819547428,-0.016383405605401486,0.018676027709681436,0.0042485651251663184,0.012916274922185556,0.018868350547131905,-0.7716855295056488,-0.4827538479632339,-0.009407551220048126,-0.000864682214515162,-0.30007770729238226,-0.29567941949037213,-0.40252416947029557,-0.44100488787478187,-0.378053811139276,-0.09536449616170208,-0.09480219444454228
BodyNormMean5,-0.17599019321163048,-0.16751581555971842,-0.010454170737293083,-0.18111903365553045,-0.17273186549784958,-0.19762660420603081,-0.05473021625742253,-0.45126240932625344,0.4784075355272182,0.011996714102957681,0.01199671410295762,-0.03066295842278154,-0.2154419866904975,-0.22427126586904425,-0.4784075355272178,0.004352644671961941,-0.008638761910753086,-0.12100120359916061,-0.1046112692474941,-0.003389059638317766,-1.7973668782498204e-05,0.0006545340289797506,0.0022088636812485304,-0.24381445330316986,-0.05476005274514797,-0.12445053391085292,-0.1517181978088537,-0.15763819897963255,-0.1517181978088537,-0.19309162338141528,-0.2090706943142475,-0.20049363616032254,-0.22877001814114553,-0.24032197729108865,-0.21995368609379307,-0.06458522180335981,0.30184145121970857,0.22975968643077757,0.4369386364571379,0.10830895089258712,0.8029646343806496,1.0,-0.009188000022210274,-0.010184216579983463,-0.21660311434923557,-0.23133449433995304,-0.05600807003196034,-0.02522020690661713,0.006628639010561162,0.01403824987674015,0.016862094072788575,-0.9626033419937344,-0.32365867058764297,-0.013040519127888537,-0.0037374900249403215,-0.25234306241545384,-0.24484153946202467,-0.3737739158844534,-0.36000638927139256,-0.35298652632570815,-0.11785162388087124,-0.11708772792426093
AggBalanceNormMean3,0.19985654689275417,-0.24991154368023086,0.7080015984308986,-0.02765404378623728,-0.025764437561342172,-0.028614322117272443,-0.0007897663430638595,0.0077977010274724486,-0.0033901021445442436,0.5052900380322751,0.5052900380322752,-0.5671146631573467,-0.20475748856301673,0.2088908988852252,0.00339010214454384,-0.23286420766699265,0.5660625998355407,0.5325649811227446,-0.5352354814482261,-0.13073818038022522,-0.16759236297789598,-0.10446021151050912,0.006977820430596948,-0.014613020979932206,-0.005434081854577996,0.009908730692100713,0.0021211688837129944,-0.007250245337614007,0.0021211688837129944,-0.011706019339947292,-0.01088047377316728,-0.011697545846889057,-0.009422585202719694,-0.00795177668678487,-0.008467906791444144,-0.0036412097332808348,0.3396849653925488,-0.5479449155289209,-0.03012831792339335,0.5267270869302771,-0.005833948073775371,-0.009188000022210274,1.0,0.8405784252463087,-0.0240678459622346,-0.017232867767463033,-0.0013492200354302895,-0.0017656292329856587,0.297488330494543,0.5590646774540132,0.7749680231055285,0.015406307302704448,0.010588648893455139,0.8092903107138799,0.3096864956615548,-0.005175982753377503,-0.004270614790271924,-0.01727648494909903,-0.008317874232102384,-0.012872994728737982,0.006715853846282331,0.008384623066451201
