feature,lag,mean_pos,mean_neg,cohens_d,auc,abs_auc_gap
RangeRatio20,1,0.8553717678014116,0.833954157567466,0.07164663315168236,0.526354424967935,0.026354424967935053
RangeMean5,2,93.65667166416792,94.91919623770842,-0.0847734518944486,0.47462822671605626,0.025371773283943744
RunLength,1,4.2377622377622375,4.041452991452991,0.06677845689026848,0.5252509242893858,0.0252509242893858
RunLength,2,3.237762237762238,3.0414529914529913,0.06677845689026862,0.5252509242893858,0.0252509242893858
AggTotalPerTrade,2,2.468666921135994,2.414844086526129,0.07871495697621098,0.5251827232596463,0.025182723259646322
Range,2,93.11438561438561,95.78205128205128,-0.08054562715892823,0.47623647719801565,0.02376352280198435
WickTotalNorm,2,0.3826798157842733,0.4023566269445597,-0.08539327832484328,0.47623647719801565,0.02376352280198435
BodyNorm,2,0.6173201842157269,0.5976433730554404,0.08539327832484375,0.5237635228019843,0.02376352280198435
BodyNorm,1,0.7041693475196674,0.7219212657342764,-0.07997970328228116,0.4768674701367009,0.02313252986329911
Range,1,79.4905094905095,77.75641025641026,0.06087722870352717,0.5231325298632991,0.023132529863299056
WickTotalNorm,1,0.2958306524803327,0.2780787342657236,0.07997970328228166,0.5231325298632991,0.023132529863299056
AggTotalPerQuantity,0,0.7450091804931604,0.7521820373818555,-0.06268854000585565,0.47735256196794656,0.022647438032053435
AggShareOfQuantity,0,0.7450091804931604,0.7521820373818555,-0.06268854000585565,0.47735256196794656,0.022647438032053435
AggPerBrickProgress,1,345.05513486513485,328.1417008547009,0.04205667727292856,0.5221856135317674,0.0221856135317674
AggTotalRatio20,1,0.9324649424273626,0.8511822273305738,0.0966800195648026,0.5219987174005986,0.021998717400598555
AggTotalNormMean3,1,200.19888578781755,188.2483977380624,0.08523971599954176,0.5216983388647557,0.021698338864755695
RangeRatio20,2,0.9934362071106297,1.0174814256941376,-0.0694845275433341,0.47859544677212484,0.021404553227875156
TradesRatio20,1,0.9197009814267199,0.8438934880862189,0.0914893213252121,0.520920265070543,0.02092026507054301
AggSellNorm,1,97.08576395274831,92.94947936139774,0.0456998496081878,0.5205463340078724,0.020546334007872424
QuantityRatio20,1,0.8990405852168468,0.8383469611579142,0.07234373957643501,0.5203114578879863,0.020311457887986273
AggBuyNorm,1,96.56526416240726,92.7639262571076,0.04287369270905394,0.5195889580504965,0.01958895805049654
AggSellNorm,2,101.75801681089364,96.21762716793839,0.058243383307519825,0.5192717538871385,0.019271753887138532
TradesNorm,1,76.43549789901633,73.21580081465383,0.052645979162258466,0.5192234048003279,0.019223404800327915
HourOfDay,2,11.189718614718615,11.04710826210826,0.06497801052452143,0.5191419691419692,0.019141969141969195
HourOfDay,0,11.215626040626042,11.073924501424502,0.06366479055796452,0.5190325699941084,0.019032569994108406
DeltaTLog,2,2.7099155838841185,2.584430534620242,0.0713064191475104,0.5189042231021241,0.01890422310212414
QuantityNorm,1,261.89899732696347,250.6074529214197,0.04778478505036372,0.5188964881272573,0.018896488127257305
HourOfDay,1,11.202614052614054,11.062485754985754,0.06335893562485836,0.5188353313353313,0.01883533133533133
AggTotalNorm,1,193.65102811515555,185.71340561850533,0.047754116756564574,0.5187857014780092,0.018785701478009176
DurationResidualPct,2,0.13667883062832067,0.16858030234685975,-0.02084105681900881,0.4812392047883711,0.018760795211628878
SecondsSinceSessionOpen,2,7550.4584360639365,7017.310351282052,0.06887463656158163,0.5186325426710042,0.018632542671004226
DeltaTLog,0,2.3846641616378923,2.282595333038401,0.059887768629645795,0.518507881007881,0.018507881007881033
QuantityPerTrade,1,3.1811700163052374,3.084656791314624,0.07463316457384286,0.518491017529479,0.018491017529479015
SecondsSinceSessionOpen,0,7643.582704795204,7114.939225641025,0.06731453849382531,0.5184882425267041,0.018488242526704113
SecondsSinceSessionOpen,1,7596.403906593407,7072.677759401709,0.06712565126597134,0.5183078673463288,0.018307867346328832
AggTotalNormMean5,2,199.91326879691172,190.35502994959643,0.07120620584265773,0.5179178260378148,0.017917826037814777
DurationRatio20,1,0.8744929839876794,0.7821593087602953,0.06971026134980804,0.5179045532278752,0.01790455322787521
AggTotalNormMean5,1,197.67498111509602,188.92632464945032,0.066068581036111,0.517445977865768,0.01744597786576796
TradesPerQuantity,2,0.32295383488592466,0.3373304346786959,-0.132495550040895,0.4833785872247411,0.016621412775258915
DurationRatio20,0,1.694666853334735,1.5771010909617136,0.0639352164922774,0.5165706498503634,0.016570649850363384
AggTotalNormMean3,2,200.25018245052027,190.84180680795365,0.06624311813085945,0.5163465275909054,0.01634652759090538
BodyNormMean5,2,0.6116388604912696,0.6054741800244562,0.05864358888478976,0.5163143097113264,0.016314309711326413
TradesRatio20,2,1.0435245822981647,1.0801616621811942,-0.039388154707878424,0.484360303548525,0.015639696451475005
LogDuration,1,4.410199407243404,4.231696553585226,0.06562376576943016,0.5155675521060137,0.015567552106013682
AggTotalNormMean5,0,201.8143760969151,193.3470922046722,0.06253626278572504,0.5154968455942969,0.01549684559429687
LogDurationResidual20,2,-0.003919640940309913,0.12709079328236522,-0.07036663839018446,0.48454189824711413,0.015458101752885867
AggTotalPerTrade,1,2.4568820519967978,2.386997286366202,0.11638800057841264,0.515385575962499,0.01538557596249901
AggTotalNorm,2,201.4451459981315,191.8673542995988,0.053676866324252066,0.5152980566442105,0.015298056644210467
BodyNormMean3,2,0.6121518524932549,0.6044729467158354,0.05725563349262638,0.5148715172328365,0.014871517232836529
AggBalanceChange,1,1.5503878333147132,0.38234693198785596,0.02645264975309483,0.5148256657872042,0.014825665787204234
QuantityRatio20,2,1.033704209966639,1.0814202016894476,-0.04931816794375447,0.4853722744762719,0.014627725523728097
QuantityPerTrade,0,3.3712588269791155,3.2807664759046076,0.04824459474900056,0.5145032318109242,0.014503231810924166
TradesPerQuantity,0,0.3189617882487864,0.3346090920730036,-0.14831563197565917,0.4854967681890759,0.014503231810924111
AggBalanceAcceleration,1,4.149215899576891,0.7559140523492056,0.04492553051963429,0.513863474245783,0.013863474245783047
QuantityPerTrade,2,3.2367451973234647,3.1907134632271608,0.034255017105671706,0.5138297599836061,0.013829759983606138
TradesResidual20,2,109.63902499999999,211.48463018383927,-0.014160785635413143,0.4865713980333476,0.01342860196665241
OpenLocation,2,0.5031295366127659,0.49267643164219344,0.04114235771505245,0.5133655874040489,0.013365587404048918
LogDuration,0,5.852927073504596,5.598865628357248,0.10571217736525282,0.5133635595174056,0.013363559517405643
UpperWickNorm,1,0.15054261897663807,0.13714891982677216,0.06288868227227075,0.5131328073635766,0.013132807363576582
QuantityResidual20,2,513.902175,712.5046601111586,-0.007432635133294058,0.4868901239846088,0.013109876015391209
QuantityNorm,2,274.37942244675395,261.73642367534165,0.05037219434875239,0.5130979063671371,0.013097906367137147
AggTotalNormMean3,0,203.32808638979765,195.35913163303402,0.055111203061319634,0.5129433600587446,0.012943360058744635
SellShare,1,0.49111298678330473,0.478010740593584,0.050855295585856004,0.5127827300904224,0.012782730090422412
TradesNorm,2,79.14900320127427,76.16328069245094,0.04612243015799856,0.5124268893499663,0.012426889349966275
QuantityNorm,0,300.0486447107096,290.21887118740614,0.03707543609134394,0.512391454699147,0.012391454699147042
DurationResidual,1,-857.354075,-725.3753740914921,-0.015071989706743078,0.48808326207781105,0.011916737922188947
CloseChange2Bricks,2,-0.018490754622688656,0.05811965811965812,-0.03845347967616544,0.4880997535420324,0.011900246457967611
CloseChange3Bricks,1,-0.013993003498250875,0.07094017094017094,-0.029084430697674912,0.48833200920907066,0.011667990790929339
AggBuyNorm,2,99.68712918723787,95.6497271316604,0.043413108119074895,0.5111939342708574,0.011193934270857353
BodyNormMean3,1,0.6437907957810216,0.6472328546554038,-0.025694107351151685,0.4889026640525891,0.011097335947410913
AggPerBrickProgress,2,410.62094905094904,391.27723076923075,0.042115906389523186,0.510869152215306,0.010869152215306044
AggTotalResidual20,2,433.275,519.2493587002992,-0.004506994228133406,0.48926560495938437,0.01073439504061563
AggSellNorm,0,107.46914363547964,104.32667809178618,0.032579740748234845,0.5106124644586183,0.010612464458618298
TradesNorm,0,85.6562601934042,83.17734351885568,0.03580651012266978,0.510479904710674,0.010479904710673948
SellShare,2,0.4999353173384094,0.49098752879144447,0.04040720723061689,0.5103325093709709,0.010332509370970855
AggImbalanceChange,1,0.01464765811320631,0.0007399011820458395,0.03375601259377444,0.5101435957205188,0.010143595720518817
AggImbalance,2,-0.007862642668826733,0.009477933870102375,-0.039998725658712216,0.48990101778563316,0.010098982214366836
DurationResidual,2,-651.3030249999999,-613.1379008123131,-0.004074859886661158,0.4899391834117144,0.010060816588285615
AggTotalNorm,0,214.88808505610476,208.4966349809968,0.0336220449305655,0.5100027109642494,0.010002710964249428
AggBuyNorm,0,107.4189414206251,104.1699568892106,0.03332860373328118,0.5099965205734437,0.00999652057344369
BuyShare,2,0.4920726746695827,0.500465462661547,-0.037895211117528575,0.4902835412450797,0.009716458754920276
BuyShare,1,0.4978980022276843,0.48822857564573224,0.0374689364190729,0.5097121895198818,0.009712189519881842
QuantityResidual20,1,-3939.930575,-3683.7418982471136,-0.010681196133662802,0.49036703719538266,0.00963296280461734
