rule,n,n_per_day,precision,wilson_lo,wilson_hi,base_rate,edge,lift,beats_base_at_95,expectancy_R,expectancy_R_base,expectancy_R_delta,coverage
AggSellNorm_gt_prev,1250,43.1,0.58,0.5524342517732729,0.6070755300045848,0.6025862068965517,-0.022586206896551775,0.9625178826895564,False,0.03429993795642972,0.0863985553494032,-0.05209861739297348,0.5387931034482759
AggSellNorm_chg1 > mediana,1160,40.0,0.5784482758620689,0.5498176628917905,0.6065610058205153,0.6025862068965517,-0.024137931034482807,0.9599427753934191,False,0.031199469190732177,0.0863985553494032,-0.05519908615867103,0.5
WickAsym_chg1 > mediana,1135,39.14,0.5744493392070484,0.5454809746118101,0.6029154309989438,0.6025862068965517,-0.028136867689503298,0.9533064856654881,False,0.03231189210477099,0.0863985553494032,-0.05408666324463221,0.4892241379310345
SellShare_gt_prev,1196,41.24,0.572742474916388,0.5445175858522783,0.6005015566745353,0.6025862068965517,-0.029843731980163768,0.9504739211774106,False,0.03305200594352841,0.0863985553494032,-0.05334654940587479,0.5155172413793103
AggSellNorm_ratio1 > mediana,1133,39.07,0.5719329214474845,0.5429257948286604,0.6004538985252773,0.6025862068965517,-0.030653285449067202,0.9491304561932504,False,0.01956049223417304,0.0863985553494032,-0.06683806311523016,0.48836206896551726
AggImbalance_lt_prev,1193,41.14,0.5716680637049455,0.5434021220005014,0.5994739277624748,0.6025862068965517,-0.03091814319160624,0.9486909211698666,False,0.030893718721263456,0.0863985553494032,-0.05550483662813975,0.5142241379310345
AggBalanceNorm_lt_prev,1200,41.38,0.5708333333333333,0.5426462608177688,0.5985683308693767,0.6025862068965517,-0.03175287356321843,0.9473056747734858,False,0.028891219054512404,0.0863985553494032,-0.0575073362948908,0.5172413793103449
UpperWickNorm_gt_prev,1195,41.21,0.5707112970711297,0.542464436723043,0.5985049790863516,0.6025862068965517,-0.03187490982542207,0.9471031539377831,False,0.0291318206505801,0.0863985553494032,-0.0572667346988231,0.5150862068965517
WickAsym_gt_prev,1195,41.21,0.5707112970711297,0.542464436723043,0.5985049790863516,0.6025862068965517,-0.03187490982542207,0.9471031539377831,False,0.0291318206505801,0.0863985553494032,-0.0572667346988231,0.5150862068965517
LowerWickNorm_lt_prev,948,32.69,0.570675105485232,0.5389428721438005,0.6018368542308399,0.6025862068965517,-0.0319111014113197,0.9470430935091118,False,0.029931796820820658,0.0863985553494032,-0.056466758528582545,0.4086206896551724
LowerWickNorm_chg1 < mediana,948,32.69,0.570675105485232,0.5389428721438005,0.6018368542308399,0.6025862068965517,-0.0319111014113197,0.9470430935091118,False,0.029931796820820658,0.0863985553494032,-0.056466758528582545,0.4086206896551724
SellShare_chg1 > mediana,1160,40.0,0.5698275862068966,0.5411514143565646,0.598042785266477,0.6025862068965517,-0.03275862068965518,0.9456366237482117,False,0.02837938984813823,0.0863985553494032,-0.05801916550126497,0.5
UpperWickNorm_chg1 > mediana,1067,36.79,0.569821930646673,0.5399161242824779,0.5992267704276268,0.6025862068965517,-0.032764276249878765,0.9456272382691568,False,0.01718494395618814,0.0863985553494032,-0.06921361139321507,0.45991379310344827
BuyShare_lt_prev,1183,40.79,0.5688926458157227,0.5404935335882491,0.5968457709996587,0.6025862068965517,-0.03369356108082899,0.9440850774624298,False,0.026173274465738552,0.0863985553494032,-0.06022528088366465,0.5099137931034483
AggBalanceNorm_chg1 < mediana,1160,40.0,0.5681034482758621,0.5394192186399404,0.5963380871652484,0.6025862068965517,-0.03448275862068961,0.9427753934191703,False,0.024039864414289274,0.0863985553494032,-0.062358690935113925,0.5
AggImbalance_chg1 < mediana,1160,40.0,0.5681034482758621,0.5394192186399404,0.5963380871652484,0.6025862068965517,-0.03448275862068961,0.9427753934191703,False,0.025106418527811276,0.0863985553494032,-0.06129213682159193,0.5
BuyShare_chg1 < mediana,1160,40.0,0.5655172413793104,0.5368215813705567,0.5937803837078526,0.6025862068965517,-0.03706896551724137,0.9384835479256081,False,0.020551113657405338,0.0863985553494032,-0.06584744169199787,0.5
SellShare_ratio1 > mediana,1133,39.07,0.5648720211827007,0.5358322612695083,0.5934733517552084,0.6025862068965517,-0.03771418571385099,0.9374127962402473,False,0.019292860751566526,0.0863985553494032,-0.06710569459783668,0.48836206896551726
BuyShare_ratio1 < mediana,1127,38.86,0.5634427684117125,0.5343195983821833,0.5921348935643456,0.6025862068965517,-0.039143438484839255,0.9350409318420407,False,0.017527029839906227,0.0863985553494032,-0.06887152550949698,0.4857758620689655
