BarIndex,Date,fold,y,prob,side
5605,2026-07-10 09:57:52.973,0,1,0.2925715053419533,1
5609,2026-07-10 09:57:56.350,0,0,0.2973104062868328,-1
5612,2026-07-10 09:57:59.553,0,0,0.2956676503517019,1
5620,2026-07-10 09:58:09.196,0,0,0.31103746627673934,1
5622,2026-07-10 09:58:12.656,0,0,0.3092600896603043,-1
5628,2026-07-10 09:58:13.374,0,0,0.2861163090886691,-1
5630,2026-07-10 09:58:13.764,0,0,0.30515878187417644,1
5637,2026-07-10 09:58:20.723,0,1,0.2779355085373775,1
5651,2026-07-10 09:58:26.364,0,1,0.27529583041105726,-1
5658,2026-07-10 09:58:26.369,0,1,0.3370065871029388,1
5662,2026-07-10 09:58:26.401,0,0,0.23903715196654862,-1
5665,2026-07-10 09:58:26.403,0,1,0.29641609078412284,-1
5669,2026-07-10 09:58:26.404,0,0,0.26637556456780415,1
5672,2026-07-10 09:58:26.412,0,0,0.1678258086745954,-1
5675,2026-07-10 09:58:26.413,0,0,0.2822203525222463,1
5679,2026-07-10 09:58:26.474,0,0,0.13832293893125433,1
5689,2026-07-10 09:58:27.434,0,1,0.23305970350400207,-1
5698,2026-07-10 09:58:52.739,0,1,0.26631838056794405,1
5702,2026-07-10 09:59:05.619,0,0,0.29902946525026386,-1
5707,2026-07-10 09:59:13.110,0,0,0.26362692190919956,1
5710,2026-07-10 10:00:01.521,0,1,0.2907573453360777,1
5716,2026-07-10 10:01:32.732,0,0,0.30572670739651125,-1
5719,2026-07-10 10:02:39.913,0,0,0.2615438543031205,-1
5723,2026-07-10 10:03:23.904,0,0,0.28433987025334395,-1
5725,2026-07-10 10:03:59.261,0,0,0.3181263366383851,1
5732,2026-07-10 10:04:43.027,0,0,0.32875599000022704,1
5735,2026-07-10 10:06:06.496,0,0,0.27232666439396325,-1
5737,2026-07-10 10:06:52.419,0,0,0.3370554542628287,1
5739,2026-07-10 10:08:02.943,0,1,0.2676359104290236,-1
5746,2026-07-10 10:09:44.482,0,0,0.34018447838661614,1
