feature,lag,mean_pos,mean_neg,cohens_d,auc,abs_auc_gap
QuantityRatio20,1,0.9298028832764675,0.9201899227210882,0.010894902323210233,0.4927321442510772,0.007267855748922802
ConsecutiveUpCount,0,0.5037919826652221,0.4898682877406282,0.027841925985329547,0.506961847462297,0.0069618474622969995
SignedRunLength,0,0.007583965330444204,-0.020263424518743668,0.027841925985329644,0.506961847462297,0.0069618474622969995
CloseChange2Bricks,0,0.007583965330444204,-0.020263424518743668,0.027841925985329644,0.506961847462297,0.0069618474622969995
CloseChange1Bricks,0,0.015167930660888408,-0.040526849037487336,0.027841925985329644,0.506961847462297,0.0069618474622969995
Direction,0,0.007583965330444204,-0.020263424518743668,0.027841925985329644,0.506961847462297,0.0069618474622969995
CloseLocation,0,0.5037919826652221,0.4898682877406282,0.027841925985329547,0.506961847462297,0.0069618474622969995
ConsecutiveDownCount,0,0.4962080173347779,0.5101317122593718,-0.027841925985329658,0.49303815253770306,0.006961847462296944
CloseChange1Bricks,2,-0.007583965330444204,0.020263424518743668,-0.027841925985329644,0.49303815253770306,0.006961847462296944
Direction,2,-0.007583965330444204,0.020263424518743668,-0.027841925985329644,0.49303815253770306,0.006961847462296944
Direction,1,-0.007583965330444204,0.020263424518743668,-0.027841925985329644,0.49303815253770306,0.006961847462296944
CloseLocation,1,0.4962080173347779,0.5101317122593718,-0.027841925985329658,0.49303815253770306,0.006961847462296944
CloseLocation,2,0.4962080173347779,0.5101317122593718,-0.027841925985329658,0.49303815253770306,0.006961847462296944
CloseChange1Bricks,1,-0.007583965330444204,0.020263424518743668,-0.027841925985329644,0.49303815253770306,0.006961847462296944
CloseChange2Bricks,1,-0.015167930660888408,0.040526849037487336,-0.027841925985329644,0.49303815253770306,0.006961847462296944
DurationResidualMean5,0,-483.0280456026061,-737.3644399391791,0.022601025556310255,0.5069598647980087,0.006959864798008697
DirVsAggDivergence,0,-0.002244380502394176,-0.001279673631769399,-0.00948450425902333,0.49310236761540327,0.00689763238459673
LowerWickNorm,2,0.1447364727547744,0.14713675768365259,-0.011297618313476775,0.49317207116128303,0.006827928838716968
DeltaTLog,0,2.326701211293027,2.2941721455184356,0.01933009023837138,0.5067738674271488,0.006773867427148805
LogDuration,2,4.462437661119854,4.4135253381659965,0.018611665058731092,0.5067280387178499,0.006728038717849882
Range,0,125.49295774647888,125.83080040526849,-0.023854332747730283,0.4934311268593558,0.006568873140644194
WickTotalNorm,0,0.5965289498750557,0.597595756205661,-0.023689040751679998,0.4934311268593558,0.006568873140644194
BodyNorm,0,0.40347105012494416,0.40240424379433903,0.023689040751676306,0.5065688731406441,0.006568873140644138
TradesRatio20,1,0.9463670902100827,0.9283617335676547,0.0208150781324334,0.49344183351602383,0.006558166483976169
SellShare,0,0.5025398039643036,0.5054799299349109,-0.02628041600363342,0.4936026414899654,0.00639735851003459
OpenLocation,1,0.49258268512143333,0.4981455187675957,-0.01813167696355421,0.49366301463994,0.006336985360059999
AggTotalRatio20,1,0.964371516501703,0.9419788742473144,0.02555395714015951,0.49368261112876327,0.006317388871236729
DurationResidualMean3,2,-908.4876402461095,-828.8444585233995,-0.006949704004840285,0.5063077386190223,0.0063077386190223406
OpenLocation,2,0.49974355214501937,0.493972130949831,0.0191361383578504,0.5061435168567323,0.006143516856732312
DeltaTLog,2,2.7327895882330333,2.6783282113749736,0.03158409773459269,0.5061328143437823,0.006132814343782322
AggBalanceChange,2,-1.8590158264085306,-0.9611048372329124,-0.020326163918174336,0.49413804156087643,0.005861958439123571
BodyNormMean3,2,0.6408655692677074,0.6420490310639868,-0.008883555279606244,0.4941498417674624,0.0058501582325375945
LogDurationResidual20,0,0.9405368354216653,0.9640184589162487,-0.018860011588079498,0.4942372791909872,0.0057627208090128
AggBalanceNormMean5,2,-1.3838996379233335,-0.5985811881822025,-0.0193465627632563,0.4942399533463403,0.005760046653659701
BodyNormMean5,0,0.6079780910964433,0.6083708546591483,-0.004250005730434503,0.4942834859676334,0.005716514032366615
