feature,lag,mean_pos,mean_neg,cohens_d,auc,abs_auc_gap
AggTotalPerQuantity,0,0.7390164518645523,0.7533420585663472,-0.1253511372682413,0.4673911055348919,0.03260889446510812
AggShareOfQuantity,0,0.7390164518645523,0.7533420585663472,-0.1253511372682413,0.4673911055348919,0.03260889446510812
AggTotalNorm,2,209.23266493543105,190.41558334228478,0.10554490433048809,0.5306172993302605,0.030617299330260472
AggSellNorm,2,105.46367427876127,95.73995390058306,0.10229230689664057,0.5305492032136424,0.030549203213642406
TradesNorm,2,82.47296672538344,75.30454627949034,0.11085199815746195,0.5304172129186366,0.030417212918636638
AggPerBrickProgress,2,434.5640620384047,384.6225301204819,0.10884888399384153,0.530129380149846,0.030129380149846008
QuantityNorm,2,285.38426910306555,259.4914775010543,0.10324740019795732,0.5296616055556544,0.029661605555654447
AggBuyNorm,2,103.76899065666977,94.6756294417017,0.09785602560989998,0.5285644053318147,0.028564405331814702
DeltaTLog,1,2.7767547089208704,2.595295227872669,0.10369732705158882,0.5281763439775844,0.028176343977584395
AggBuyNorm,1,97.9257640155459,92.97180783725634,0.055879549122908566,0.5280986081203198,0.028098608120319835
AggTotalNormMean5,2,203.2571815694039,190.90979305751958,0.09201019815149371,0.5275510234367966,0.027551023436796607
AggTotalNormMean5,1,201.01467281574125,189.30745560713333,0.08843743875942005,0.5271756142694166,0.027175614269416615
AggTotalNormMean3,1,203.42394863120774,189.3750233417588,0.10022485844576691,0.5268127666960571,0.026812766696057144
TradesNorm,1,77.39732278088658,73.47820135702818,0.06408859436542172,0.5267672116333378,0.02676721163333784
AggTotalNormMean3,2,203.91732748515588,191.2174026110484,0.08944647782048153,0.5255780959242884,0.02557809592428839
LogDuration,2,4.971039494026425,4.7204387421479055,0.09414908350753333,0.5252139775250683,0.025213977525068265
AggPerBrickProgress,1,345.3781388478582,331.6633065595716,0.03409984518115418,0.5251817214698281,0.02518172146982811
QuantityNorm,1,264.6687021000989,251.80114117843675,0.05445622123140094,0.5251425445751494,0.025142544575149417
AggTotalNormMean5,0,205.05549809473627,193.71195778660436,0.0838016582632241,0.5249221268529952,0.02492212685299522
HourOfDay,2,11.234465780403742,11.057758813029896,0.08052733606288202,0.5247790769182096,0.024779076918209575
