rule,n,n_per_day,precision,wilson_lo,wilson_hi,base_rate,edge,lift,beats_base_at_95,expectancy_R,expectancy_R_base,expectancy_R_delta,coverage
AggSellNorm_ratio1 < mediana,1668,57.52,0.5935251798561151,0.5697645000095904,0.6168560506454476,0.5758096875895672,0.017715492266547894,1.030766228231949,False,0.08169396352481069,0.03717582191793065,0.044518141606880036,0.47807394668959585
BodyNorm_ratio1 > mediana,1729,59.62,0.5934065934065934,0.570070860970763,0.6163281728474463,0.5758096875895672,0.01759690581702622,1.030560280933601,False,0.07944061105580404,0.03717582191793065,0.04226478913787338,0.49555746632272857
AggTotalRatio20_lt_prev,917,31.62,0.5932388222464559,0.5611190635554252,0.6245806268147753,0.5758096875895672,0.017429134656888667,1.0302689152901368,False,0.0948750062351386,0.03717582191793065,0.05769918431720795,0.26282602464889654
LogDurationResidual20_chg1 > mediana,1743,60.1,0.5932300631095812,0.5699876850699387,0.6160623838086591,0.5758096875895672,0.017420375520013964,1.0302537034292327,False,0.05896695285959346,0.03717582191793065,0.02179113094166281,0.4995700773860705
RangeRatio20_ratio1 < mediana,1743,60.1,0.5926563396442914,0.5694101447390237,0.6154950006387827,0.5758096875895672,0.016846652054724243,1.0292573265400362,False,0.07782755171186602,0.03717582191793065,0.040651729793935366,0.4995700773860705
DurationRatio20_gt_prev,2353,81.14,0.592435189120272,0.5724454128838148,0.6121236307040107,0.5758096875895672,0.016625501530704856,1.028873257760393,False,0.061227540468689126,0.03717582191793065,0.024051718550758473,0.6744052737173976
TradesNorm_chg1 > mediana,1744,60.14,0.5923165137614679,0.5690747835176643,0.6151524370725768,0.5758096875895672,0.01650682617190069,1.028667156054635,False,0.05075621915719642,0.03717582191793065,0.013580397239265768,0.4998566924620235
AggBuyNorm_gt_prev,1828,63.03,0.5908096280087527,0.5681020020971743,0.6131363757188988,0.5758096875895672,0.014999940419185509,1.0260501702949418,False,0.052490436079631636,0.03717582191793065,0.015314614161700983,0.5239323588420751
TradesNorm_ratio1 > mediana,1698,58.55,0.5906949352179034,0.5671277589985223,0.6138526565701181,0.5758096875895672,0.014885247628336207,1.0258509850548856,False,0.047819535623336906,0.03717582191793065,0.010643713705406253,0.4866723989681857
LogDurationResidual20_lt_prev,810,27.93,0.5901234567901235,0.5559056849266115,0.6234904039437534,0.5758096875895672,0.01431376920055627,1.0248585070884724,False,0.07984849502868271,0.03717582191793065,0.04267267311075206,0.23215821152192606
LogDurationResidual20_gt_prev,2414,83.24,0.5898922949461475,0.5701434690940311,0.609355469132526,0.5758096875895672,0.01408260735658029,1.0244570518004523,False,0.05661308240217625,0.03717582191793065,0.0194372604842456,0.6918887933505302
TradesPerQuantity_lt_prev,2029,69.97,0.5889600788565796,0.5674023656987603,0.6101815641066904,0.5758096875895672,0.013150391267012451,1.0228380861775044,False,0.06068631171328714,0.03717582191793065,0.023510489795356485,0.5815419891086271
AggSellNorm_lt_prev,1560,53.79,0.5884615384615385,0.5638525812066486,0.6126358815634938,0.5758096875895672,0.012651850871971293,1.0219722785924876,False,0.07408282286602742,0.03717582191793065,0.03690700094809677,0.4471195184866724
TradesRatio20_ratio1 > mediana,1696,58.48,0.5884433962264151,0.5648478817801902,0.611639150893913,0.5758096875895672,0.012633708636847873,1.0219407712463724,False,0.0438097628644749,0.03717582191793065,0.006633940946544244,0.48609916881627974
DurationRatio20_ratio1 > mediana,1363,47.0,0.5884079236977257,0.5620685249857003,0.6142503696104257,0.5758096875895672,0.012598236108158467,1.021879166640799,False,0.05062486666937561,0.03717582191793065,0.013449044751444955,0.3906563485239324
AggBalanceNorm_chg1 > mediana,1744,60.14,0.588302752293578,0.5650353649202933,0.6111819765138504,0.5758096875895672,0.012493064704010792,1.0216965170494243,False,0.060474152596210834,0.03717582191793065,0.02329833067828018,0.4998566924620235
AggTotalRatio20_ratio1 > mediana,1695,58.45,0.5882005899705015,0.5645965542832714,0.6114057286841342,0.5758096875895672,0.012390902380934321,1.021519093283763,False,0.04341382457032596,0.03717582191793065,0.006238002652395304,0.4858125537403267
