side,n,base_rate,threshold,roc_auc,pr_auc,precision,recall,f1,accuracy,tp,fp,tn,fn,fpr,fnr,n_signals,signal_rate,lift,edge_vs_base
-1,1149,0.44386422976501305,0.5,0.5154760808861886,0.44628294362844917,0.4472573839662447,0.20784313725490197,0.2838018741633199,0.5343777197563099,106,131,508,404,0.20500782472613457,0.792156862745098,237,0.206266318537859,1.0076445768180688,0.003393154201231652
1,1099,0.4640582347588717,0.5,0.5390509004960218,0.5030521466701954,0.5,0.3980392156862745,0.44323144104803497,0.5359417652411284,203,203,386,307,0.34465195246179964,0.6019607843137255,406,0.36942675159235666,1.0774509803921568,0.0359417652411283
