month,n,base_rate,threshold,roc_auc,pr_auc,precision,recall,f1,accuracy,tp,fp,tn,fn,fpr,fnr,n_signals,signal_rate,lift,edge_vs_base
2026-07,1903,0.4534944823962165,0.5,0.5438101657901774,0.48438701971733367,0.49444444444444446,0.3093858632676709,0.3806129722024234,0.5433526011560693,267,273,767,596,0.2625,0.6906141367323291,540,0.2837624802942722,1.0902986996266255,0.040949962048227984
2026-08,345,0.45507246376811594,0.5,0.44030356416858657,0.4300961830851332,0.4077669902912621,0.267515923566879,0.3230769230769231,0.48985507246376814,42,61,127,115,0.324468085106383,0.732484076433121,103,0.2985507246376812,0.8960484818502257,-0.04730547347685382
