target,feature_set,n_features,n_lags,depth,learning_rate,l2_leaf_reg,oof_auc,oof_pr_auc,base_rate,auc_fold_mean,auc_fold_std,auc_fold_min,folds_above_05,n_folds,stability_score
p2c2,BASE,42,5,4,0.1,3.0,0.5065913010155202,0.46189195462058386,0.45373665480427045,0.5203075882931859,0.0638265831118014,0.4326419624519078,3,6,0.4883942967372852
p2c2,STRUCT+AGG,41,5,5,0.1,3.0,0.530308727725618,0.47229262571192576,0.45373665480427045,0.5221725466357106,0.06836844485349465,0.44771326911394604,4,6,0.4879883242089632
p2c2,STRUCT+VOL,28,5,5,0.02,10.0,0.5070799003640544,0.46982280584251457,0.45373665480427045,0.514379662962988,0.05479819371872011,0.4330469495791027,4,6,0.48698056610362794
p2c2,STRUCT+VOL,28,5,3,0.1,10.0,0.5080842434693748,0.4609543564516974,0.45373665480427045,0.5073834935199307,0.04205921883067622,0.4261766322427608,5,6,0.4863538841045926
p2c2,STRUCT+VOL,28,5,4,0.02,10.0,0.5028868876540844,0.46580963461884095,0.45373665480427045,0.5079154745570479,0.043546480696020684,0.43547687234227195,4,6,0.48614223420903757
p2c2,EXTENDED,97,5,6,0.02,3.0,0.518880931851568,0.46265088934145093,0.45373665480427045,0.5039543765831409,0.03710472248779646,0.44545691226243167,3,6,0.48540201533924265
p2c2,EXTENDED,97,5,5,0.05,10.0,0.5082363319920802,0.46076189725974215,0.45373665480427045,0.5041722574904474,0.04037495027521376,0.44808932858919837,4,6,0.4839847823528405
p2c2,EXTENDED,97,5,6,0.1,10.0,0.5187759468608291,0.4671252370770217,0.45373665480427045,0.5094864834369652,0.05265515056423288,0.4198559402933264,4,6,0.4831589081548488
p2c2,STRUCT+VOL,28,5,6,0.1,10.0,0.499041163696749,0.45675988923052646,0.45373665480427045,0.5030602092386421,0.04038120532093637,0.4305880991639909,3,6,0.48286960657817396
p2c2,EXTENDED,97,5,6,0.05,10.0,0.49761648144599857,0.45654409381285777,0.45373665480427045,0.5007179882479755,0.04051903859911478,0.4325551794960803,4,6,0.48045846894841815
