BarIndex,Date,fold,y,prob,side
5605,2026-07-10 09:57:52.973,0,1,0.49964656523038153,1
5609,2026-07-10 09:57:56.350,0,1,0.5062672607942853,-1
5612,2026-07-10 09:57:59.553,0,0,0.5032235207672587,1
5620,2026-07-10 09:58:09.196,0,0,0.5088347114666151,1
5622,2026-07-10 09:58:12.656,0,0,0.5014761654127273,-1
5628,2026-07-10 09:58:13.374,0,0,0.5063933509663044,-1
5630,2026-07-10 09:58:13.764,0,0,0.4921316965046534,1
5637,2026-07-10 09:58:20.723,0,1,0.48768134224801485,1
5651,2026-07-10 09:58:26.364,0,1,0.4921316965046534,-1
5658,2026-07-10 09:58:26.369,0,1,0.4765088232150382,1
5662,2026-07-10 09:58:26.401,0,0,0.423543864730457,-1
5665,2026-07-10 09:58:26.403,0,1,0.45897158857782683,-1
5669,2026-07-10 09:58:26.404,0,1,0.49079023146343387,1
5672,2026-07-10 09:58:26.412,0,1,0.4314064594209457,-1
5675,2026-07-10 09:58:26.413,0,0,0.47956403757796495,1
5679,2026-07-10 09:58:26.474,0,0,0.497020119639268,1
5689,2026-07-10 09:58:27.434,0,1,0.48828281699716375,-1
5698,2026-07-10 09:58:52.739,0,1,0.4700839239602468,1
5702,2026-07-10 09:59:05.619,0,0,0.49286339658388273,-1
5707,2026-07-10 09:59:13.110,0,0,0.4788530123884796,1
5710,2026-07-10 10:00:01.521,0,1,0.49635038559412004,1
5716,2026-07-10 10:01:32.732,0,0,0.4990771337247309,-1
5719,2026-07-10 10:02:39.913,0,0,0.4878067424370936,-1
5723,2026-07-10 10:03:23.904,0,0,0.5095475009418317,-1
5725,2026-07-10 10:03:59.261,0,0,0.5004376520094176,1
5732,2026-07-10 10:04:43.027,0,1,0.5156029045263719,1
5735,2026-07-10 10:06:06.496,0,0,0.5025106998524592,-1
5737,2026-07-10 10:06:52.419,0,0,0.4959070900911438,1
5739,2026-07-10 10:08:02.943,0,1,0.4953133425441869,-1
5746,2026-07-10 10:09:44.482,0,0,0.49943355071028556,1
5748,2026-07-10 10:10:02.857,0,1,0.492450968652491,-1
5752,2026-07-10 10:11:14.292,0,0,0.48111203280196063,1
5754,2026-07-10 10:12:01.043,0,0,0.4957197129500883,-1
5756,2026-07-10 10:12:51.299,0,0,0.494767475058007,1
5761,2026-07-10 10:14:43.403,0,0,0.5064682262615832,1
5763,2026-07-10 10:15:01.414,0,0,0.4951751893235144,-1
5765,2026-07-10 10:15:37.642,0,0,0.4945412621944688,1
5767,2026-07-10 10:16:02.471,0,1,0.510945498816732,-1
5772,2026-07-10 10:17:13.583,0,1,0.4497501585169478,1
5775,2026-07-10 10:18:01.301,0,1,0.5049890033184109,-1
5779,2026-07-10 10:18:45.393,0,0,0.4975573343836829,1
5783,2026-07-10 10:20:09.910,0,0,0.5193545210450842,1
5788,2026-07-10 10:21:45.505,0,1,0.4840197471274981,1
5792,2026-07-10 10:22:20.666,0,0,0.4806784856624187,-1
5798,2026-07-10 10:25:05.713,0,0,0.5092951934622159,-1
5807,2026-07-10 10:26:05.970,0,1,0.5111181149628845,-1
5812,2026-07-10 10:27:26.448,0,0,0.47598334354358895,1
