feature,imp_mean,imp_std,rank_mean,rank_std,rank_worst,times_in_topk,n_folds,topk_fraction,imp_cv
AggBalanceNorm_lag3,0.0582827909360717,0.0401082371337498,5.833333333333333,7.054549359574051,19.0,5,6,0.8333333333333334,0.6881660347690468
AggBalanceNorm_lag2,0.04578588717667103,0.02676888093274623,8.166666666666666,13.702797767852617,36.0,5,6,0.8333333333333334,0.5846535380969006
AggBalanceNorm,0.04258048937515254,0.02735779726823569,10.333333333333334,13.321661558028962,36.0,5,6,0.8333333333333334,0.642496074368748
QuantityNorm_lag2,0.04037873097856795,0.02179105717219341,10.833333333333334,9.086620200419222,26.0,5,6,0.8333333333333334,0.5396667167118149
DurationResidual_lag5,0.035077345896043007,0.009625837321123744,10.666666666666666,4.366539438350084,17.0,5,6,0.8333333333333334,0.2744174929782704
DurationResidual,0.022707283586789532,0.011246953851024278,17.333333333333332,9.179687721631202,36.0,5,6,0.8333333333333334,0.4953015981870876
AggBalanceNorm_lag4,0.045144220233230205,0.0275149931433285,8.666666666666666,8.310635755865292,21.0,4,6,0.6666666666666666,0.6094909381793905
TradesNorm_lag2,0.030984354388862972,0.017008088530575644,14.166666666666666,8.773064838850027,28.0,4,6,0.6666666666666666,0.5489250580186056
DurationResidual_lag2,0.030531501066568194,0.008562258402320886,14.333333333333334,8.891943919451284,29.0,4,6,0.6666666666666666,0.28044013897818165
AggBalanceNorm_lag1,0.030418584986289066,0.009354032695822119,13.5,6.892024376045111,24.0,4,6,0.6666666666666666,0.30751044797246074
DurationResidual_lag3,0.03671340748026614,0.019040748902854763,12.5,8.87130204648675,22.0,3,6,0.5,0.5186320260000212
AggBalanceNorm_lag5,0.029200836182984035,0.020825400702529973,15.833333333333334,11.513759884011247,31.0,3,6,0.5,0.7131782313365872
AggSellNorm,0.02568456401105801,0.009353045256584255,19.833333333333332,9.806460455570434,37.0,3,6,0.5,0.36415043886115706
QuantityNorm_lag4,0.02527148413470647,0.010569954612831433,16.0,10.198039027185569,33.0,3,6,0.5,0.41825618774463813
AggBuyNorm_lag2,0.024923536863154353,0.007821591766775514,17.166666666666668,7.985403350280227,29.0,3,6,0.5,0.31382350786410834
AggSellNorm_lag4,0.023389906175086263,0.012104470052033743,20.166666666666668,9.703951085339758,35.0,3,6,0.5,0.5175082773494324
AggBuyNorm,0.022878231467117562,0.01358198253303869,20.0,11.045361017187261,32.0,3,6,0.5,0.5936640055661562
QuantityNorm_lag5,0.03418468708717872,0.0257180692793188,19.833333333333332,13.790093062291735,35.0,2,6,0.3333333333333333,0.7523271812824227
AggBuyNorm_lag4,0.029261686308086426,0.016897376036074187,17.0,10.198039027185569,30.0,2,6,0.3333333333333333,0.5774573569741475
AggTotalNorm_lag1,0.02446790484590772,0.019290938991082526,21.333333333333332,11.74166370948626,35.0,2,6,0.3333333333333333,0.7884180976087518
AggTotalNorm_lag3,0.020198379735969618,0.011315010971508228,23.166666666666668,9.282600210429546,36.0,2,6,0.3333333333333333,0.5601939917664913
TradesNorm_lag4,0.019821782851993156,0.018175576256505486,26.833333333333332,13.658940905746194,42.0,2,6,0.3333333333333333,0.9169496201335826
AggBuyNorm_lag5,0.019295062226198974,0.017032645148430864,22.416666666666668,15.350624308693984,39.5,2,6,0.3333333333333333,0.8827463186567917
AggSellNorm_lag3,0.01672615795986992,0.014884272907340484,24.416666666666668,13.283134670199901,39.5,2,6,0.3333333333333333,0.8898799678354968
AggTotalNorm,0.021344778216318517,0.02089177026261171,26.0,11.224972160321824,36.0,1,6,0.16666666666666666,0.97877663805565
DurationResidual_lag4,0.020761598969431486,0.019128084647076323,26.333333333333332,13.426342266852378,40.0,1,6,0.16666666666666666,0.9213203990328356
QuantityNorm_lag1,0.019373746930635736,0.008892253241669881,21.5,7.44983221287567,33.0,1,6,0.16666666666666666,0.45898469064900127
AggSellNorm_lag2,0.01919128785453133,0.01407719428480559,27.833333333333332,12.432484332049917,41.0,1,6,0.16666666666666666,0.7335200426104687
QuantityNorm,0.017153465937004692,0.0072328481512413546,24.0,7.211102550927978,31.0,1,6,0.16666666666666666,0.4216552023832183
TradesNorm_lag1,0.016405270179570056,0.013044763928613982,27.0,12.0,39.0,1,6,0.16666666666666666,0.7951569090802901
AggSellNorm_lag5,0.014783438188332297,0.009306897789775202,28.166666666666668,9.662642840686324,36.0,1,6,0.16666666666666666,0.6295489365336266
TradesNorm_lag3,0.01391524167026216,0.008758191081793484,27.5,9.027735042633894,37.0,1,6,0.16666666666666666,0.6293955426236216
AggBuyNorm_lag3,0.010540610770961826,0.012171707040574908,31.25,12.890888254887635,41.0,1,6,0.16666666666666666,1.1547439996652342
TradesNorm_lag5,0.016204404705804202,0.004531741826001966,28.333333333333332,9.93310961716756,40.0,0,6,0.0,0.2796611111779229
DurationResidual_lag1,0.015333752736998168,0.010103950898917644,25.333333333333332,8.091147425839345,36.0,0,6,0.0,0.6589352960243219
AggSellNorm_lag1,0.01484262874499375,0.010764375773416709,28.75,10.600707523557094,39.5,0,6,0.0,0.7252337815865273
QuantityNorm_lag3,0.013926678628246444,0.00861544549095173,28.333333333333332,7.366591251499344,38.0,0,6,0.0,0.6186288720325365
AggBuyNorm_lag1,0.012891244920834545,0.008003829982355925,29.0,9.674709297958259,42.0,0,6,0.0,0.620873316076736
AggTotalNorm_lag4,0.012848756495997813,0.0024615498895769593,30.666666666666668,7.788880963698615,42.0,0,6,0.0,0.19157884191701302
TradesNorm,0.012569922907174116,0.00954886927259397,28.166666666666668,9.579491983746669,41.0,0,6,0.0,0.7596601302259444
AggTotalNorm_lag2,0.0072989012367523295,0.009066154619722341,36.416666666666664,6.960004789270384,42.0,0,6,0.0,1.24212594822784
AggTotalNorm_lag5,0.006705454952326911,0.006006961371410737,38.083333333333336,1.6253204812179862,39.5,0,6,0.0,0.8958320373662663
