feature,imp_mean,imp_std,rank_mean,rank_std,rank_worst,times_in_topk,n_folds,topk_fraction,imp_cv
AggBalanceRunSum,0.002197704541824532,0.005383254732867195,55.083333333333336,13.043836347741669,68.5,0,6,0.0,2.4494897427831783
TradesPerQuantity,0.0020866977383726657,0.0051113447064327,55.416666666666664,12.375042087470518,68.5,0,6,0.0,2.449489742783178
RangeMean5,0.0019567108789239063,0.004792943227516366,56.083333333333336,11.09692149502134,68.5,0,6,0.0,2.4494897427831783
QuantityPerTradeRatio20,0.0017992606242813335,0.004407270443770784,56.25,10.792358407688285,68.5,0,6,0.0,2.449489742783178
AggSellNorm,0.0017662997861872612,0.0029275920877254507,57.166666666666664,16.329931618554518,79.0,0,6,0.0,1.6574718010043799
DurationResidual_lag4,0.0017412134229552862,0.004265084419525361,56.583333333333336,10.204982443231671,68.5,0,6,0.0,2.4494897427831783
DurationResidual_lag1,0.0017343186851565124,0.004248195830008085,56.75,9.923457058908454,68.5,0,6,0.0,2.449489742783178
BodyNormMean3,0.001407639052428469,0.0034479974204645668,57.916666666666664,8.254796585420301,68.5,0,6,0.0,2.449489742783178
AggImbalance,0.0013326045906918284,0.0032642012760854093,58.083333333333336,8.071038760077085,68.5,0,6,0.0,2.4494897427831783
CloseChange3Bricks,0.0012451560486247011,0.0030499969692706374,58.583333333333336,7.625068305704983,68.5,0,6,0.0,2.449489742783178
QuantityNorm_lag5,0.0012335111998339184,0.003021473031601354,58.75,7.51498502992521,68.5,0,6,0.0,2.4494897427831783
BuyShare,0.001224290865391996,0.0029988879169608354,58.916666666666664,7.425743509350877,68.5,0,6,0.0,2.4494897427831788
AggBuyNorm_lag4,0.001209517110973702,0.002962699757050826,59.083333333333336,7.358102110372392,68.5,0,6,0.0,2.4494897427831783
DurationResidual_lag2,0.001142897452503968,0.0027995155869614944,59.75,7.3126602546542525,68.5,0,6,0.0,2.4494897427831783
UpperWickNorm,0.001094769935731314,0.002681627728281253,60.083333333333336,7.425743509350878,68.5,0,6,0.0,2.449489742783178
QuantityNorm_lag4,0.0009834781585560176,0.002409019661634253,60.416666666666664,7.625068305704984,68.5,0,6,0.0,2.449489742783178
TradesNorm_lag4,0.0009502342462013061,0.002327589039311404,60.75,7.9041128534453495,68.5,0,6,0.0,2.449489742783178
DeltaTLog,0.0008570344243065274,0.002099297031550925,60.916666666666664,8.071038760077087,68.5,0,6,0.0,2.4494897427831783
LogDurationResidual20,0.0007899073673032476,0.0019348699939581693,61.583333333333336,8.896160220379725,72.0,0,6,0.0,2.4494897427831783
BodyNormMean5,0.000715963846156316,0.0017537460973634895,62.083333333333336,9.65099304044235,75.0,0,6,0.0,2.4494897427831783
WickTotalNorm,0.00046574288703754254,0.0011408324245726848,63.25,11.724973347517682,82.0,0,6,0.0,2.449489742783178
QuantityNorm_lag3,0.0004493312275253164,0.0011006322329354368,63.416666666666664,12.047475530859844,83.0,0,6,0.0,2.449489742783178
BodyNorm,0.00044661024339762867,0.00109396721022439,63.583333333333336,12.375042087470518,84.0,0,6,0.0,2.449489742783178
LowerWickNorm,0.0003144876299796906,0.0007703342238674436,63.916666666666664,13.043836347741667,86.0,0,6,0.0,2.449489742783178
WickAsym,0.00020657155179318036,0.0005059948972681993,64.08333333333333,13.384381445052538,87.0,0,6,0.0,2.449489742783178
OpenLocation,0.00016854946301137256,0.0004128601807979698,64.25,13.728619741255855,88.0,0,6,0.0,2.4494897427831783
CloseChange2Bricks,0.00011145337950317379,0.0002730039098915451,64.41666666666667,14.076280285170037,89.0,0,6,0.0,2.449489742783178
ConsecutiveDownCount,8.508623961846154e-05,0.00020841787119741322,64.58333333333333,14.427115673850635,90.0,0,6,0.0,2.4494897427831783
CloseChange1Bricks,0.0,0.0,65.33333333333333,16.039534490335644,94.5,0,6,0.0,
CloseLocation,0.0,0.0,65.33333333333333,16.039534490335644,94.5,0,6,0.0,
ConsecutiveUpCount,0.0,0.0,65.33333333333333,16.039534490335644,94.5,0,6,0.0,
Direction,0.0,0.0,65.33333333333333,16.039534490335644,94.5,0,6,0.0,
RunLength,0.0,0.0,65.33333333333333,16.039534490335644,94.5,0,6,0.0,
SignedRunLength,0.0,0.0,65.33333333333333,16.039534490335644,94.5,0,6,0.0,
