experiment,model,feature_set,n_features,n_oof,base_rate,roc_auc,auc_ci_lo,auc_ci_hi,pr_auc,precision@0.5,recall@0.5,f1@0.5,n_signals@0.5,edge_vs_base,auc_fold_mean,auc_fold_std,auc_fold_min,auc_folds_above_0.5,n_folds
EXP010_STRUCT+AGG_CATBOOST,catboost,STRUCT+AGG,41,2248,0.31717081850533807,0.5367685286284041,0.5117028915944886,0.5619251954396213,0.3314725932723084,0.34545454545454546,0.02664796633941094,0.04947916666666667,55,0.02828372694920739,0.5403821418143543,0.07480656010432377,0.454820579334198,4,6
EXP015_EXTENDED_CATBOOST,catboost,EXTENDED,97,2248,0.31717081850533807,0.5311629989355433,0.5044001003944968,0.5576378752215814,0.3468273952076464,0.5,0.011220196353436185,0.02194787379972565,16,0.18282918149466193,0.5373018374368717,0.058639003988409426,0.44853503608367423,5,6
EXP101_EXTENDED_RF,random_forest,EXTENDED,97,2248,0.31717081850533807,0.5295009845082713,0.505635886783433,0.5537934885993046,0.32694475721495037,,0.0,,0,,0.5323192540735707,0.07351699891834942,0.46862216901127407,3,6
EXP100_EXTENDED_TREE,tree,EXTENDED,97,2248,0.31717081850533807,0.5262404575793431,0.49908787043543507,0.550436643395234,0.32581420997688276,0.3120567375886525,0.061711079943899017,0.10304449648711943,141,-0.005114080916685582,0.524199121325893,0.07439117166403705,0.45185950413223136,4,6
EXP007_BASE_LOGISTIC,logistic,BASE,42,2248,0.31717081850533807,0.5253811257657921,0.499088656822945,0.5508280839881039,0.34157859858764766,0.6666666666666666,0.014025245441795231,0.027472527472527476,15,0.34949584816132856,0.5312148516046841,0.05372198090427631,0.4897461864674979,4,6
EXP014_BASE_CATBOOST,catboost,BASE,42,2248,0.31717081850533807,0.5249475766477378,0.5011692452161516,0.5496741827527741,0.34431906928194955,0.5555555555555556,0.014025245441795231,0.027359781121751022,18,0.2383847370502175,0.5281465904053136,0.05989835432736524,0.4660946489740264,3,6
EXP004_STRUCT+VOL_LOGISTIC,logistic,STRUCT+VOL,28,2248,0.31717081850533807,0.5127108926360608,0.48838482531739397,0.5370610392811862,0.3182146939372049,0.5,0.005610098176718092,0.011095700416088766,8,0.18282918149466193,0.5168047427353644,0.06578326278974518,0.4370311506675143,2,6
EXP008_EXTENDED_LOGISTIC,logistic,EXTENDED,97,2248,0.31717081850533807,0.51054634498449,0.48547802905994303,0.5355114531868216,0.32585962082959397,0.43478260869565216,0.014025245441795231,0.02717391304347826,23,0.11761179019031409,0.5101459443146745,0.041604990909124354,0.46130566364029396,3,6
EXP011_STRUCT+VOL_CATBOOST,catboost,STRUCT+VOL,28,2248,0.31717081850533807,0.5090035679858925,0.48250128887187854,0.5351386034744228,0.33005395874609883,0.5,0.001402524544179523,0.0027972027972027968,2,0.18282918149466193,0.510732357100213,0.05735627674942256,0.43998802753666566,3,6
EXP005_STRUCT+TIME_LOGISTIC,logistic,STRUCT+TIME,18,2248,0.31717081850533807,0.5040326007008054,0.4778437146306514,0.529521902192263,0.32039115180110617,0.7142857142857143,0.0070126227208976155,0.013888888888888888,7,0.39711489578037623,0.5078210469428877,0.07094611396676716,0.43219961856325495,2,6
EXP012_STRUCT+TIME_CATBOOST,catboost,STRUCT+TIME,18,2248,0.31717081850533807,0.5037141773759543,0.4792504426456724,0.5295351734085233,0.33383546047745893,0.5,0.0070126227208976155,0.013831258644536652,10,0.18282918149466193,0.5192556751122331,0.05121921099679927,0.4419898283534647,5,6
EXP000_ALWAYS_SIGNAL,always_signal,STRUCT,5,2248,0.31717081850533807,0.5,0.5,0.5,0.31717081850533807,0.31717081850533807,1.0,0.4815940560621411,2248,0.0,0.5,0.0,0.5,0,6
EXP003_STRUCT+AGG_LOGISTIC,logistic,STRUCT+AGG,41,2248,0.31717081850533807,0.49687926867710414,0.4701110320649392,0.5233182332324874,0.32075262907401314,0.391304347826087,0.012622720897615708,0.024456521739130436,23,0.0741335293207489,0.49808079706316394,0.030180263337029143,0.4567162193621338,4,6
EXP006_STRUCT+CANDLE_LOGISTIC,logistic,STRUCT+CANDLE,18,2248,0.31717081850533807,0.49572435595798825,0.4710048028179355,0.5220620596327491,0.32413486790408874,1.0,0.001402524544179523,0.0028011204481792717,1,0.6828291814946619,0.49692781671574404,0.024510512010024105,0.467280888258918,2,6
EXP001_STRUCT_LOGISTIC,logistic,STRUCT,5,2248,0.31717081850533807,0.491572974676894,0.4667629485894824,0.5179327820860963,0.31362036884143607,,0.0,,0,,0.49855120010922943,0.026044470061833472,0.4489192625556262,4,6
EXP002_STRUCT_LOGISTIC,logistic,STRUCT,5,2248,0.31717081850533807,0.491572974676894,0.4667629485894824,0.5179327820860963,0.31362036884143607,,0.0,,0,,0.49855120010922943,0.026044470061833472,0.4489192625556262,4,6
EXP009_STRUCT_CATBOOST,catboost,STRUCT,5,2248,0.31717081850533807,0.4899895381719669,0.46496862236170794,0.5169077912208514,0.3131602108063649,,0.0,,0,,0.49855120010922943,0.026044470061833472,0.4489192625556262,4,6
EXP013_STRUCT+CANDLE_CATBOOST,catboost,STRUCT+CANDLE,18,2248,0.31717081850533807,0.4894500002284242,0.46447014463039504,0.5130941020271613,0.31245132136288056,,0.0,,0,,0.487632822166334,0.033282029493988716,0.4237603305785124,2,6
