Data	Abertura	Máxima	Mínima	Fechamento	Prior Cote Ajuste
28/08/2026 09:00	177645,00	179220,00	176425,00	177640,00	177822,00
27/08/2026 09:00	177670,00	178280,00	176105,00	177725,00	177489,00
26/08/2026 09:00	178005,00	179135,00	176910,00	177900,00	177497,00
25/08/2026 09:00	174565,00	177775,00	173875,00	177465,00	174753,00
24/08/2026 09:00	173480,00	176065,00	172000,00	174715,00	173918,00
21/08/2026 09:00	172250,00	175010,00	171025,00	174035,00	170877,00
20/08/2026 09:00	170650,00	172770,00	169310,00	170990,00	170929,00
19/08/2026 09:00	169635,00	173530,00	168680,00	171035,00	169311,00
18/08/2026 09:00	169640,00	171500,00	168555,00	169640,00	169863,00
17/08/2026 09:00	170245,00	171170,00	169385,00	169975,00	169904,00
14/08/2026 09:00	171100,00	171240,00	167975,00	169975,00	170311,00
13/08/2026 09:00	170665,00	171865,00	169370,00	170775,00	170864,00
12/08/2026 09:00	172260,00	172260,00	170225,00	170430,00	168017,00
11/08/2026 09:00	172325,00	172505,00	167565,00	168300,00	172422,00
10/08/2026 09:00	173025,00	173700,00	171670,00	172250,00	172608,00
07/08/2026 09:00	176420,00	176825,00	172275,00	172670,00	175857,00
06/08/2026 09:00	178400,00	178435,00	175550,00	175825,00	178180,00
05/08/2026 09:00	178990,00	180720,00	178030,00	178230,00	178350,00
04/08/2026 09:00	179225,00	181930,00	178020,00	178360,00	178561,00
03/08/2026 09:00	179590,00	179715,00	177410,00	178650,00	178845,00
31/07/2026 09:00	177470,00	179495,00	176985,00	178725,00	178002,00
30/07/2026 09:00	174995,00	178220,00	174510,00	177600,00	174638,00
29/07/2026 09:00	177985,00	178565,00	174000,00	174000,00	177649,00
28/07/2026 09:00	177010,00	179625,00	177010,00	177645,00	176554,00
27/07/2026 09:00	175440,00	176870,00	175065,00	176760,00	175012,00
24/07/2026 09:00	177860,00	177875,00	174700,00	174700,00	177811,00
23/07/2026 09:00	178400,00	179125,00	177400,00	178025,00	178924,00
22/07/2026 09:00	174250,00	179230,00	174245,00	178775,00	174590,00
21/07/2026 09:00	175245,00	175345,00	173500,00	174690,00	174782,00
20/07/2026 09:00	175580,00	175955,00	174530,00	174665,00	175208,00
17/07/2026 09:00	174550,00	176065,00	174515,00	175070,00	175423,00
16/07/2026 09:00	177505,00	178765,00	175100,00	175255,00	177844,00
15/07/2026 09:00	178050,00	178665,00	176980,00	177920,00	178561,00
14/07/2026 09:00	178140,00	179220,00	177285,00	178200,00	177537,00
13/07/2026 09:00	179670,00	180245,00	176990,00	177400,00	180138,00
10/07/2026 09:00	175900,00	180670,00	175900,00	180515,00	175049,00
09/07/2026 09:00	173025,00	175490,00	172460,00	175490,00	172698,00
08/07/2026 09:00	172230,00	173885,00	172005,00	172665,00	174095,00
07/07/2026 09:00	174370,00	175795,00	173545,00	173600,00	174658,00
06/07/2026 09:00	176600,00	176835,00	173855,00	174535,00	176602,00
03/07/2026 09:00	175725,00	177175,00	175300,00	176910,00	175254,00
02/07/2026 09:00	174560,00	177055,00	173910,00	175175,00	174269,00
01/07/2026 09:00	174005,00	174685,00	172050,00	174530,00	174816,00
30/06/2026 09:00	175910,00	176140,00	173025,00	174590,00	175886,00
29/06/2026 09:00	177200,00	177205,00	174980,00	175760,00	176252,00
26/06/2026 09:00	174000,00	176920,00	173765,00	176290,00	174994,00
25/06/2026 09:00	174310,00	176275,00	173755,00	174650,00	173671,00
24/06/2026 09:00	174500,00	174685,00	172210,00	174250,00	174367,00
23/06/2026 09:00	172205,00	174940,00	171400,00	174800,00	173439,00
22/06/2026 09:00	171590,00	173890,00	170210,00	173490,00	171372,00
19/06/2026 09:00	171700,00	171945,00	170730,00	171645,00	171553,00
18/06/2026 09:00	171800,00	172890,00	170230,00	172015,00	171511,00
17/06/2026 09:00	172820,00	175330,00	171160,00	171480,00	169578,00
16/06/2026 09:00	170975,00	170975,00	169075,00	169470,00	170721,00
15/06/2026 09:00	171700,00	174465,00	170355,00	170370,00	171321,00
12/06/2026 09:00	171895,00	172800,00	169890,00	171160,00	171886,00
11/06/2026 09:00	169900,00	172370,00	168505,00	171825,00	168897,00
10/06/2026 09:00	169265,00	169900,00	168390,00	168750,00	170155,00
09/06/2026 09:00	169970,00	171205,00	168710,00	170060,00	169101,00
08/06/2026 09:00	170360,00	170375,00	168635,00	169265,00	169395,00
05/06/2026 09:00	171095,00	171675,00	169075,00	169520,00	170920,00
03/06/2026 09:00	174615,00	174685,00	170640,00	170725,00	175187,00
02/06/2026 09:00	173200,00	175855,00	173105,00	175230,00	173170,00
01/06/2026 09:00	175280,00	176325,00	172645,00	172855,00	175171,00
29/05/2026 09:00	176000,00	176370,00	173675,00	174755,00	176141,00
28/05/2026 09:00	175870,00	177990,00	175450,00	175550,00	176971,00
27/05/2026 09:00	177360,00	179655,00	176650,00	176875,00	177775,00
26/05/2026 09:00	178910,00	179235,00	176765,00	177725,00	179259,00
25/05/2026 09:00	179270,00	180275,00	177845,00	179290,00	177777,00
22/05/2026 09:00	178495,00	178910,00	176310,00	177745,00	179082,00
21/05/2026 09:00	178060,00	180355,00	177305,00	178700,00	179115,00
20/05/2026 09:00	176465,00	179945,00	176180,00	178650,00	175844,00
19/05/2026 09:00	178560,00	178700,00	175200,00	176465,00	179090,00
18/05/2026 09:00	179000,00	179550,00	177580,00	179530,00	179050,00
15/05/2026 09:00	179000,00	179425,00	177220,00	179360,00	180456,00
14/05/2026 09:00	179055,00	181550,00	179055,00	180675,00	179066,00
13/05/2026 09:00	182750,00	182900,00	178790,00	179105,00	182673,00
12/05/2026 09:00	183800,00	184090,00	182145,00	182770,00	184323,00
11/05/2026 09:00	187400,00	187400,00	183940,00	184600,00	186786,00
08/05/2026 09:00	186000,00	188255,00	185800,00	187190,00	185735,00
07/05/2026 09:00	190300,00	190575,00	185180,00	185260,00	190426,00
06/05/2026 09:00	191440,00	192560,00	189635,00	190000,00	189411,00
05/05/2026 09:00	189525,00	190245,00	188040,00	189400,00	188374,00
04/05/2026 09:00	189490,00	190870,00	188195,00	188580,00	190628,00
30/04/2026 09:00	188500,00	191035,00	188305,00	189980,00	187738,00
29/04/2026 09:00	191670,00	191695,00	186865,00	186900,00	191852,00
28/04/2026 09:00	192075,00	192310,00	190550,00	191890,00	192939,00
27/04/2026 09:00	194760,00	195245,00	192600,00	192755,00	194213,00
24/04/2026 09:00	195330,00	195430,00	193430,00	194355,00	195077,00
23/04/2026 09:00	196275,00	197040,00	194425,00	194520,00	196630,00
22/04/2026 09:00	200550,00	200660,00	196120,00	196135,00	200186,00
20/04/2026 09:00	199660,00	200785,00	199175,00	200430,00	199963,00
17/04/2026 09:00	201525,00	203470,00	199345,00	199650,00	200991,00
16/04/2026 09:00	202065,00	202975,00	200535,00	200750,00	201914,00
15/04/2026 09:00	202885,00	203495,00	201210,00	201720,00	198896,00
14/04/2026 09:00	198655,00	199570,00	198105,00	198470,00	198235,00
13/04/2026 09:00	196855,00	198465,00	196295,00	197915,00	197500,00
10/04/2026 09:00	195925,00	198580,00	195510,00	198580,00	195719,00
09/04/2026 09:00	192085,00	196150,00	192080,00	196150,00	192884,00
08/04/2026 09:00	194135,00	195430,00	191570,00	192400,00	188921,00
07/04/2026 09:00	188160,00	189530,00	186335,00	189260,00	188930,00
06/04/2026 09:00	189200,00	189990,00	188350,00	188795,00	188620,00
02/04/2026 09:00	186110,00	190105,00	185330,00	188660,00	188833,00
01/04/2026 09:00	189825,00	190255,00	188060,00	188800,00	188542,00
31/03/2026 09:00	184900,00	189130,00	184660,00	188885,00	183557,00
30/03/2026 09:00	182895,00	185485,00	181935,00	183280,00	182521,00
27/03/2026 09:00	183300,00	184650,00	182010,00	182115,00	184549,00
26/03/2026 09:00	184895,00	186320,00	183725,00	184335,00	186919,00
25/03/2026 09:00	186880,00	187810,00	185450,00	186850,00	183910,00
24/03/2026 09:00	183500,00	186780,00	181145,00	185665,00	183783,00
23/03/2026 09:00	179805,00	184600,00	177950,00	184200,00	177474,00
20/03/2026 09:00	180425,00	181600,00	176385,00	180250,00	181930,00
19/03/2026 09:00	180020,00	183240,00	177480,00	181995,00	181139,00
18/03/2026 09:00	183075,00	183455,00	180330,00	180950,00	182176,00
17/03/2026 09:00	181945,00	184685,00	180805,00	182240,00	181910,00
16/03/2026 09:00	181800,00	183320,00	181265,00	182145,00	179871,00
13/03/2026 09:00	182220,00	183185,00	179260,00	179900,00	181263,00
12/03/2026 09:00	185335,00	185360,00	180520,00	181205,00	186230,00
11/03/2026 09:00	186000,00	188165,00	183625,00	186010,00	185793,00
10/03/2026 09:00	183790,00	187840,00	182935,00	185950,00	183396,00
09/03/2026 09:00	180580,00	184525,00	179975,00	183700,00	181994,00
06/03/2026 09:00	181500,00	183790,00	181010,00	182055,00	183047,00
05/03/2026 09:00	187000,00	188410,00	182440,00	182805,00	187965,00
04/03/2026 09:00	185995,00	189250,00	185935,00	187685,00	185485,00
03/03/2026 09:00	188750,00	188750,00	183175,00	185000,00	192276,00
02/03/2026 09:00	190135,00	193250,00	189555,00	192400,00	191867,00
27/02/2026 09:00	194155,00	194300,00	191550,00	191550,00	194322,00
26/02/2026 09:00	194005,00	195035,00	192170,00	194255,00	194524,00
25/02/2026 09:00	196500,00	197760,00	193670,00	194310,00	195080,00
24/02/2026 09:00	192720,00	195395,00	192515,00	195030,00	192450,00
23/02/2026 09:00	193590,00	194675,00	192050,00	192475,00	194139,00
20/02/2026 09:00	192345,00	194400,00	190260,00	193745,00	192264,00
19/02/2026 09:00	190465,00	192565,00	189650,00	192250,00	190007,00
18/02/2026 09:00	190460,00	191695,00	188780,00	190175,00	186480,00
13/02/2026 09:00	187300,00	187540,00	183725,00	186680,00	187933,00
12/02/2026 09:00	190740,00	191225,00	187120,00	188005,00	190123,00
11/02/2026 09:00	187000,00	190955,00	186920,00	189880,00	186258,00
10/02/2026 09:00	185960,00	187350,00	185460,00	186315,00	186780,00
09/02/2026 09:00	183780,00	187060,00	183580,00	186790,00	183529,00
06/02/2026 09:00	183860,00	184660,00	181925,00	183380,00	182904,00
05/02/2026 09:00	182370,00	184870,00	182025,00	182980,00	182327,00
04/02/2026 09:00	187180,00	187435,00	180935,00	182385,00	186553,00
03/02/2026 09:00	184500,00	188315,00	184490,00	186465,00	183836,00
02/02/2026 09:00	180820,00	184060,00	180820,00	183655,00	182325,00
30/01/2026 09:00	183200,00	184765,00	181065,00	182695,00	184315,00
29/01/2026 09:00	187700,00	188780,00	182645,00	184240,00	186096,00
28/01/2026 09:00	184385,00	186460,00	183475,00	186300,00	183231,00
27/01/2026 09:00	181360,00	184785,00	181270,00	183095,00	180094,00
26/01/2026 09:00	181100,00	183385,00	179135,00	179750,00	180426,00
23/01/2026 09:00	178510,00	182250,00	177180,00	180620,00	177281,00
22/01/2026 09:00	173780,00	179710,00	173350,00	177360,00	173592,00
21/01/2026 09:00	167795,00	173960,00	167795,00	173605,00	167795,00
20/01/2026 09:00	165800,00	168080,00	164895,00	167695,00	166529,00
19/01/2026 09:00	165780,00	166855,00	165600,00	166525,00	166317,00
16/01/2026 09:00	167420,00	167990,00	165805,00	166520,00	167418,00
15/01/2026 09:00	167000,00	168025,00	166625,00	167580,00	167144,00
14/01/2026 09:00	164050,00	167315,00	163825,00	167260,00	163809,00
13/01/2026 09:00	165485,00	165690,00	163635,00	163845,00	165186,00
12/01/2026 09:00	165500,00	165800,00	164285,00	165355,00	165372,00
09/01/2026 09:00	165150,00	166435,00	164510,00	165220,00	164928,00
08/01/2026 09:00	163900,00	165080,00	163745,00	164925,00	164215,00
07/01/2026 09:00	166250,00	166260,00	164010,00	164100,00	166083,00
06/01/2026 09:00	164575,00	166655,00	164525,00	166200,00	164379,00
05/01/2026 09:00	163160,00	164595,00	162565,00	164420,00	162857,00
02/01/2026 09:00	163970,00	165040,00	162530,00	162700,00	163930,00
30/12/2025 09:00	163430,00	164795,00	163070,00	163770,00	162970,00
29/12/2025 09:00	163850,00	164335,00	162355,00	162990,00	163898,00
26/12/2025 09:00	162935,00	164120,00	162100,00	164050,00	163414,00
23/12/2025 09:00	161245,00	163520,00	160900,00	163400,00	161083,00
22/12/2025 09:00	162055,00	162415,00	160150,00	161045,00	161574,00
19/12/2025 09:00	161200,00	162725,00	160990,00	161600,00	161296,00
18/12/2025 09:00	160660,00	161835,00	159845,00	161315,00	160617,00
17/12/2025 09:00	161500,00	161690,00	159610,00	160340,00	158219,00
16/12/2025 09:00	161250,00	161350,00	157325,00	157585,00	162808,00
15/12/2025 09:00	161575,00	163300,00	161345,00	162755,00	160978,00
12/12/2025 09:00	159715,00	161610,00	159540,00	161030,00	159567,00
11/12/2025 09:00	158635,00	160270,00	158050,00	159465,00	159627,00
10/12/2025 09:00	159300,00	160280,00	157965,00	159560,00	158352,00
09/12/2025 09:00	158465,00	159415,00	155630,00	158210,00	158694,00
08/12/2025 09:00	160090,00	160105,00	158110,00	158860,00	158014,00
05/12/2025 09:00	165250,00	165785,00	157465,00	158325,00	165329,00
04/12/2025 09:00	162655,00	165505,00	162650,00	165270,00	162676,00
03/12/2025 09:00	162380,00	162900,00	161970,00	162650,00	162107,00
02/12/2025 09:00	160025,00	162425,00	159745,00	162270,00	159526,00
01/12/2025 09:00	160000,00	160360,00	158945,00	159690,00	160223,00
28/11/2025 09:00	159485,00	160840,00	159465,00	160100,00	159549,00
27/11/2025 09:00	159815,00	159980,00	159285,00	159610,00	159870,00
26/11/2025 09:00	157500,00	160145,00	157415,00	160145,00	157308,00
25/11/2025 09:00	156885,00	157760,00	156035,00	157300,00	156607,00
24/11/2025 09:00	156750,00	157335,00	155930,00	156975,00	156353,00
21/11/2025 09:00	155200,00	156690,00	155025,00	156440,00	156961,00
19/11/2025 09:00	158360,00	158440,00	156260,00	156880,00	158243,00
18/11/2025 09:00	158100,00	158750,00	157120,00	158095,00	158712,00
17/11/2025 09:00	159585,00	159670,00	158335,00	158840,00	159531,00
14/11/2025 09:00	158295,00	160275,00	158065,00	159310,00	159057,00
13/11/2025 09:00	159950,00	160295,00	158475,00	159040,00	159715,00
12/11/2025 09:00	160000,00	160170,00	158610,00	159615,00	159921,00
11/11/2025 09:00	157940,00	160605,00	157940,00	159835,00	157454,00
10/11/2025 09:00	157100,00	157940,00	156670,00	157820,00	156190,00
07/11/2025 09:00	155635,00	156350,00	154500,00	156240,00	155710,00
06/11/2025 09:00	155455,00	156570,00	155455,00	155750,00	155781,00
05/11/2025 09:00	152850,00	155990,00	152515,00	155915,00	152944,00
04/11/2025 09:00	151950,00	153250,00	151750,00	153050,00	152894,00
03/11/2025 09:00	152225,00	153225,00	151965,00	153000,00	152078,00
31/10/2025 09:00	151485,00	152245,00	151355,00	152225,00	151340,00
30/10/2025 09:00	151000,00	151795,00	149900,00	151760,00	151204,00
29/10/2025 09:00	150465,00	151740,00	149815,00	151295,00	150033,00
28/10/2025 09:00	149520,00	150525,00	149065,00	150375,00	149760,00
27/10/2025 09:00	150075,00	150750,00	149475,00	149790,00	148935,00
24/10/2025 09:00	148545,00	150095,00	148450,00	148815,00	148672,00
23/10/2025 09:00	147960,00	149125,00	147770,00	148785,00	147693,00
22/10/2025 09:00	146995,00	147945,00	146565,00	147915,00	146938,00
21/10/2025 09:00	147100,00	147740,00	146645,00	147235,00	147415,00
20/10/2025 09:00	146320,00	148215,00	146250,00	147300,00	146208,00
17/10/2025 09:00	144885,00	146545,00	144080,00	146450,00	145114,00
16/10/2025 09:00	145735,00	146195,00	144330,00	145010,00	145661,00
15/10/2025 09:00	145145,00	146100,00	144005,00	145715,00	141688,00
14/10/2025 09:00	140590,00	142690,00	140500,00	141790,00	141830,00
13/10/2025 09:00	141550,00	142450,00	141480,00	141615,00	140786,00
10/10/2025 09:00	142145,00	142685,00	140055,00	140350,00	142049,00
09/10/2025 09:00	142900,00	143800,00	141810,00	141890,00	142490,00
08/10/2025 09:00	141700,00	142780,00	141640,00	142490,00	141777,00
07/10/2025 09:00	143650,00	143715,00	141420,00	141615,00	144170,00
06/10/2025 09:00	144860,00	145335,00	143820,00	144060,00	144701,00
03/10/2025 09:00	145000,00	145160,00	144210,00	144670,00	144658,00
02/10/2025 09:00	146750,00	147280,00	144235,00	144725,00	146211,00
01/10/2025 09:00	147205,00	148125,00	145910,00	146255,00	147148,00
30/09/2025 09:00	147400,00	148435,00	146610,00	147135,00	147289,00
29/09/2025 09:00	146635,00	149095,00	146620,00	147305,00	146395,00
26/09/2025 09:00	146545,00	147170,00	145975,00	146360,00	146328,00
25/09/2025 09:00	148000,00	148700,00	146110,00	146405,00	147587,00
24/09/2025 09:00	147590,00	149000,00	147155,00	148800,00	147669,00
23/09/2025 09:00	146135,00	148375,00	146040,00	147590,00	146191,00
22/09/2025 09:00	146675,00	146775,00	145240,00	146245,00	147011,00
19/09/2025 09:00	146730,00	147720,00	146435,00	146840,00	146736,00
18/09/2025 09:00	147100,00	147395,00	146325,00	147105,00	147061,00
17/09/2025 09:00	145400,00	147895,00	145115,00	146995,00	145523,00
16/09/2025 09:00	145620,00	146260,00	145050,00	145475,00	145081,00
15/09/2025 09:00	144150,00	145805,00	143930,00	144790,00	143814,00
12/09/2025 09:00	144395,00	144870,00	143550,00	144165,00	144873,00
11/09/2025 09:00	144150,00	145695,00	143380,00	144795,00	144129,00
10/09/2025 09:00	143780,00	144920,00	142965,00	144335,00	143409,00
09/09/2025 09:00	143930,00	144475,00	143340,00	143605,00	143618,00
08/09/2025 09:00	144850,00	145025,00	143145,00	143790,00	144653,00
05/09/2025 09:00	143240,00	145465,00	143160,00	144650,00	143024,00
04/09/2025 09:00	141750,00	143495,00	141550,00	142965,00	141884,00
03/09/2025 09:00	142700,00	142815,00	141590,00	141780,00	142490,00
02/09/2025 09:00	142650,00	143250,00	141615,00	142500,00	143561,00
01/09/2025 09:00	143905,00	144250,00	143035,00	143610,00	143883,00
29/08/2025 09:00	143005,00	144775,00	142870,00	144095,00	143611,00
28/08/2025 09:00	142150,00	144660,00	142115,00	143750,00	141679,00
27/08/2025 09:00	140100,00	141765,00	139540,00	141310,00	140316,00
26/08/2025 09:00	140525,00	140735,00	139450,00	140435,00	140564,00
25/08/2025 09:00	140780,00	141585,00	140500,00	140850,00	140671,00
22/08/2025 09:00	137165,00	140925,00	137005,00	140740,00	137049,00
21/08/2025 09:00	136960,00	137565,00	135900,00	137140,00	137264,00
20/08/2025 09:00	136795,00	137665,00	136460,00	137145,00	136894,00
19/08/2025 09:00	140170,00	140200,00	136250,00	136490,00	140206,00
18/08/2025 09:00	139295,00	140820,00	138955,00	140075,00	139397,00
15/08/2025 09:00	139500,00	140820,00	138400,00	139395,00	139290,00
14/08/2025 09:00	139480,00	140460,00	138485,00	139400,00	139698,00
13/08/2025 09:00	141130,00	141445,00	139530,00	139675,00	138013,00
12/08/2025 09:00	136335,00	138490,00	136070,00	138135,00	135719,00
11/08/2025 09:00	136105,00	136445,00	135510,00	135850,00	135992,00
08/08/2025 09:00	136705,00	136795,00	135720,00	136365,00	136818,00
07/08/2025 09:00	135225,00	137265,00	135035,00	137060,00	134783,00
06/08/2025 09:00	133760,00	135585,00	133740,00	134780,00	133504,00
05/08/2025 09:00	132760,00	134650,00	132600,00	133520,00	133389,00
04/08/2025 09:00	133400,00	134585,00	132815,00	133200,00	132928,00
01/08/2025 09:00	132905,00	135480,00	132505,00	132990,00	133487,00
31/07/2025 09:00	133980,00	134210,00	132520,00	133635,00	134544,00
30/07/2025 09:00	133435,00	135870,00	132495,00	134560,00	133311,00
29/07/2025 09:00	133150,00	134100,00	132770,00	133355,00	132907,00
28/07/2025 09:00	134210,00	134885,00	132335,00	133065,00	134345,00
25/07/2025 09:00	134530,00	135555,00	134075,00	134280,00	134600,00
24/07/2025 09:00	136065,00	136160,00	134510,00	134595,00	136338,00
23/07/2025 09:00	135675,00	136800,00	134505,00	136360,00	135184,00
22/07/2025 09:00	135250,00	136385,00	134785,00	135575,00	135348,00
21/07/2025 09:00	134140,00	136050,00	134040,00	135145,00	134502,00
18/07/2025 09:00	136565,00	136640,00	134310,00	134725,00	136886,00
17/07/2025 09:00	136210,00	137065,00	135635,00	136795,00	136903,00
16/07/2025 09:00	136640,00	137280,00	135525,00	136495,00	136731,00
15/07/2025 09:00	136880,00	137535,00	135650,00	137175,00	136748,00
14/07/2025 09:00	137370,00	137720,00	136225,00	136740,00	137801,00
11/07/2025 09:00	138100,00	138255,00	137005,00	137615,00	138319,00
10/07/2025 09:00	137320,00	138875,00	136755,00	138575,00	139145,00
09/07/2025 09:00	141280,00	141340,00	137155,00	137820,00	141064,00
08/07/2025 09:00	141670,00	141895,00	140530,00	141250,00	141391,00
07/07/2025 09:00	143360,00	143415,00	141145,00	141325,00	143297,00
04/07/2025 09:00	142675,00	143825,00	142415,00	143815,00	143138,00
03/07/2025 09:00	141160,00	143445,00	140865,00	143125,00	141122,00
02/07/2025 09:00	141830,00	142200,00	140400,00	141435,00	141800,00
01/07/2025 09:00	140900,00	141950,00	140725,00	141785,00	141203,00
30/06/2025 09:00	139250,00	141450,00	138025,00	141115,00	139110,00
27/06/2025 09:00	139600,00	139740,00	138300,00	139335,00	139433,00
26/06/2025 09:00	138635,00	139750,00	138325,00	139225,00	138133,00
25/06/2025 09:00	139300,00	139385,00	137735,00	138190,00	139633,00
24/06/2025 09:00	139860,00	140670,00	138640,00	139300,00	139122,00
23/06/2025 09:00	139695,00	139945,00	138320,00	139215,00	139621,00
20/06/2025 09:00	141580,00	141745,00	139305,00	139710,00	141352,00
18/06/2025 09:00	141695,00	141960,00	141000,00	141655,00	138894,00
17/06/2025 09:00	139650,00	139795,00	138280,00	138940,00	139537,00
16/06/2025 09:00	137600,00	140265,00	137550,00	140150,00	137372,00
13/06/2025 09:00	137385,00	137950,00	136660,00	137285,00	138048,00
12/06/2025 09:00	136830,00	138245,00	136020,00	138175,00	137431,00
11/06/2025 09:00	137020,00	137950,00	135710,00	137320,00	136869,00
10/06/2025 09:00	136780,00	137885,00	136500,00	137045,00	136202,00
09/06/2025 09:00	136775,00	137200,00	134520,00	136290,00	136772,00
06/06/2025 09:00	137400,00	137535,00	136150,00	136800,00	136819,00
05/06/2025 09:00	138010,00	138250,00	136570,00	136935,00	137622,00
04/06/2025 09:00	138650,00	139550,00	137440,00	137815,00	138295,00
03/06/2025 09:00	137525,00	138575,00	136845,00	138490,00	137558,00
02/06/2025 09:00	138110,00	139570,00	137240,00	137435,00	138280,00
30/05/2025 09:00	139600,00	140045,00	137535,00	138020,00	139588,00
29/05/2025 09:00	140600,00	140600,00	138835,00	139605,00	140030,00
28/05/2025 09:00	140795,00	141080,00	139565,00	140285,00	140726,00
27/05/2025 09:00	140020,00	141625,00	140020,00	140930,00	139336,00
26/05/2025 09:00	139200,00	139965,00	138715,00	139420,00	138954,00
23/05/2025 09:00	136440,00	139205,00	135960,00	138830,00	138432,00
22/05/2025 09:00	139065,00	140150,00	135175,00	136290,00	139041,00
21/05/2025 09:00	141270,00	141515,00	138790,00	139060,00	141527,00
20/05/2025 09:00	141300,00	141730,00	140390,00	141500,00	141107,00
19/05/2025 09:00	140000,00	141740,00	139895,00	141310,00	140692,00
16/05/2025 09:00	140770,00	140850,00	139120,00	140325,00	141039,00
15/05/2025 09:00	139775,00	141170,00	139570,00	141075,00	140072,00
14/05/2025 09:00	140555,00	141030,00	139925,00	140065,00	140788,00
13/05/2025 09:00	138700,00	141360,00	138325,00	140525,00	138426,00
12/05/2025 09:00	140305,00	140310,00	138060,00	138620,00	138250,00
09/05/2025 09:00	138800,00	139070,00	137905,00	138220,00	138221,00
08/05/2025 09:00	136400,00	139620,00	136380,00	138360,00	135278,00
07/05/2025 09:00	136000,00	136500,00	134675,00	135390,00	135480,00
06/05/2025 09:00	135300,00	136220,00	135160,00	135665,00	135501,00
05/05/2025 09:00	136975,00	137460,00	135300,00	135300,00	137047,00
02/05/2025 09:00	137240,00	137555,00	136380,00	137555,00	137146,00
30/04/2025 09:00	137155,00	137640,00	136115,00	136800,00	137401,00
29/04/2025 09:00	137265,00	138465,00	137145,00	137420,00	137272,00
28/04/2025 09:00	136890,00	138070,00	136840,00	137275,00	137107,00
25/04/2025 09:00	136745,00	137430,00	136500,00	137265,00	136991,00
24/04/2025 09:00	134785,00	137390,00	134675,00	137050,00	134739,00
23/04/2025 09:00	134125,00	135770,00	134110,00	135015,00	132987,00
22/04/2025 09:00	132140,00	133335,00	130940,00	133110,00	131984,00
17/04/2025 09:00	130855,00	132600,00	130270,00	131875,00	130726,00
16/04/2025 09:00	131520,00	132065,00	130380,00	130570,00	129274,00
15/04/2025 09:00	129450,00	129995,00	128950,00	129275,00	129592,00
14/04/2025 09:00	128600,00	130125,00	128425,00	129480,00	127850,00
11/04/2025 09:00	127080,00	128540,00	126100,00	127920,00	126626,00
10/04/2025 09:00	127145,00	128245,00	125060,00	126535,00	127950,00
09/04/2025 09:00	123015,00	129960,00	122560,00	127550,00	124283,00
08/04/2025 09:00	127300,00	127980,00	123645,00	124000,00	125932,00
07/04/2025 09:00	125650,00	129025,00	124225,00	125890,00	127594,00
04/04/2025 09:00	129700,00	129900,00	126825,00	127650,00	131691,00
03/04/2025 09:00	130340,00	133130,00	130205,00	131870,00	131958,00
02/04/2025 09:00	131525,00	133410,00	130760,00	130760,00	131765,00
01/04/2025 09:00	131130,00	132665,00	130625,00	131700,00	130983,00
31/03/2025 09:00	131935,00	132170,00	130805,00	130960,00	132673,00
28/03/2025 09:00	133745,00	133800,00	132030,00	132720,00	133952,00
27/03/2025 09:00	133680,00	134640,00	133240,00	133835,00	133526,00
26/03/2025 09:00	133180,00	133875,00	132605,00	133200,00	133054,00
25/03/2025 09:00	132200,00	134455,00	132090,00	133195,00	132364,00
24/03/2025 09:00	133900,00	134145,00	131925,00	132470,00	133435,00
21/03/2025 09:00	132950,00	133735,00	132615,00	133110,00	133199,00
20/03/2025 09:00	133590,00	133955,00	132895,00	133265,00	133896,00
19/03/2025 09:00	132540,00	134455,00	132530,00	134130,00	132751,00
18/03/2025 09:00	131865,00	133160,00	131490,00	132830,00	132210,00
17/03/2025 09:00	130085,00	132685,00	129890,00	132300,00	130328,00
14/03/2025 09:00	127420,00	130550,00	127355,00	130085,00	127057,00
13/03/2025 09:00	124825,00	127190,00	124655,00	127070,00	125198,00
12/03/2025 09:00	125300,00	125775,00	124360,00	125025,00	124879,00
11/03/2025 09:00	126260,00	126325,00	123965,00	125160,00	125935,00
10/03/2025 09:00	126050,00	126355,00	124895,00	125865,00	126677,00
07/03/2025 09:00	125155,00	127460,00	123705,00	126695,00	124937,00
06/03/2025 09:00	124490,00	125810,00	124220,00	125060,00	124739,00
05/03/2025 09:00	125190,00	125300,00	124425,00	124800,00	124597,00
28/02/2025 09:00	126390,00	126645,00	124295,00	124850,00	126453,00
27/02/2025 09:00	126100,00	127305,00	125850,00	126515,00	126597,00
26/02/2025 09:00	128320,00	129135,00	126545,00	126885,00	127944,00
25/02/2025 09:00	127620,00	128750,00	127540,00	127815,00	127354,00
24/02/2025 09:00	129435,00	129775,00	127065,00	127550,00	129193,00
21/02/2025 09:00	129520,00	129750,00	128445,00	129160,00	129672,00
20/02/2025 09:00	129700,00	130000,00	129095,00	129470,00	129435,00
19/02/2025 09:00	130600,00	130620,00	129150,00	129390,00	130625,00
18/02/2025 09:00	131300,00	131610,00	130295,00	130770,00	130921,00
17/02/2025 09:00	130450,00	131940,00	130420,00	130880,00	130599,00
14/02/2025 09:00	127020,00	130940,00	126995,00	130455,00	127231,00
13/02/2025 09:00	126930,00	127290,00	126035,00	127140,00	126632,00
12/02/2025 09:00	129030,00	129340,00	126415,00	126415,00	126620,00
11/02/2025 09:00	125750,00	127000,00	125565,00	126590,00	125781,00
